"m11104","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"At least once a month","1985","Part Time","Female","54","0.044950796755513","0.0331288592912286","0.0567727342197974"
"At least once a month","1985","Not Working","Male","61","0.0428098815514642","0.0314134759510572","0.0542062871518711"
"At least once a month","1985","Not Working","Female","98","0.0322711071267121","0.0258951223329039","0.0386470919205203"
"At lease once a week","1985","Full Time","Male","913","0.28940571180224","0.274396958702373","0.304414464902106"
"At lease once a week","1985","Full Time","Female","310","0.28434542939207","0.260964868647122","0.307725990137017"
"At lease once a week","1985","Part Time","Male","206","0.326521760846607","0.290987042219343","0.362056479473871"
"At lease once a week","1985","Part Time","Female","278","0.266720623941344","0.241487552240377","0.291953695642312"
"At lease once a week","1985","Not Working","Male","305","0.216335819627413","0.193155149005191","0.239516490249635"
"At lease once a week","1985","Not Working","Female","458","0.157490761508705","0.14434825007141","0.170633272945999"
"Almost never or never","1986","Full Time","Male","1718","0.463443053912011","0.44672322993255","0.480162877891473"
"Almost never or never","1986","Full Time","Female","804","0.487592440119012","0.461437393315524","0.5137474869225"
"Almost never or never","1986","Part Time","Male","307","0.473063104475824","0.434014356632407","0.512111852319241"
"Almost never or never","1986","Part Time","Female","638","0.492292108536344","0.463922962486348","0.520661254586339"
"Almost never or never","1986","Not Working","Male","684","0.655063484924862","0.62775592582827","0.682371044021455"
"Almost never or never","1986","Not Working","Female","1987","0.756661531755985","0.740541709707772","0.772781353804197"
"Several times a year","1986","Full Time","Male","507","0.159960263668697","0.14766942346731","0.172251103870084"
"Several times a year","1986","Full Time","Female","212","0.170184535072165","0.150520616644832","0.189848453499498"
"Several times a year","1986","Part Time","Male","87","0.144186427744871","0.116712544704498","0.171660310785244"
"Several times a year","1986","Part Time","Female","177","0.155005815146353","0.134469206601909","0.175542423690797"
"Several times a year","1986","Not Working","Male","90","0.0678109860621344","0.0533674469811027","0.082254525143166"
"Several times a year","1986","Not Working","Female","206","0.063590799003215","0.0544236559688438","0.0727579420375862"
"At least once a month","1986","Full Time","Male","251","0.075160909120922","0.0663208594969237","0.0840009587449204"
"At least once a month","1986","Full Time","Female","81","0.0676809761121922","0.0545367556316784","0.0808251965927061"
"At least once a month","1986","Part Time","Male","34","0.0570836290480037","0.038938475618624","0.0752287824773834"
"At least once a month","1986","Part Time","Female","67","0.0626660733301969","0.0489132685350174","0.0764188781253764"
"At least once a month","1986","Not Working","Male","40","0.0284189617974918","0.0188730982928396","0.037964825302144"
"At least once a month","1986","Not Working","Female","94","0.0312585844984351","0.0247213717652266","0.0377957972316435"
"At lease once a week","1986","Full Time","Male","941","0.301435773298369","0.286049757704551","0.316821788892188"
"At lease once a week","1986","Full Time","Female","306","0.274542048696631","0.251189740530288","0.297894356862974"
"At lease once a week","1986","Part Time","Male","200","0.325666838731302","0.289015292845648","0.362318384616956"
"At lease once a week","1986","Part Time","Female","311","0.290036002987107","0.264286314004238","0.315785691969975"
"At lease once a week","1986","Not Working","Male","350","0.248706567215512","0.223874091253267","0.273539043177756"
"At lease once a week","1986","Not Working","Female","435","0.148489084742365","0.135130931987011","0.16184723749772"
"Almost never or never","1987","Full Time","Male","","","",""
"Almost never or never","1987","Full Time","Female","","","",""
"Almost never or never","1987","Part Time","Male","","","",""
"Almost never or never","1987","Part Time","Female","","","",""
"Almost never or never","1987","Not Working","Male","","","",""
"Almost never or never","1987","Not Working","Female","","","",""
"Several times a year","1987","Full Time","Male","","","",""
"Several times a year","1987","Full Time","Female","","","",""
"Several times a year","1987","Part Time","Male","","","",""
"Several times a year","1987","Part Time","Female","","","",""
"Several times a year","1987","Not Working","Male","","","",""
"Several times a year","1987","Not Working","Female","","","",""
"At least once a month","1987","Full Time","Male","","","",""
"At least once a month","1987","Full Time","Female","","","",""
"At least once a month","1987","Part Time","Male","","","",""
"At least once a month","1987","Part Time","Female","","","",""
"At least once a month","1987","Not Working","Male","","","",""
"At least once a month","1987","Not Working","Female","","","",""
"At lease once a week","1987","Full Time","Male","","","",""
"At lease once a week","1987","Full Time","Female","","","",""
"At lease once a week","1987","Part Time","Male","","","",""
"At lease once a week","1987","Part Time","Female","","","",""
"At lease once a week","1987","Not Working","Male","","","",""
"At lease once a week","1987","Not Working","Female","","","",""
"Almost never or never","1988","Full Time","Male","1610","0.455363725572997","0.438210643473899","0.472516807672095"
"Almost never or never","1988","Full Time","Female","714","0.452446032164075","0.425615504081356","0.479276560246793"
"Almost never or never","1988","Part Time","Male","268","0.455746055589392","0.415795467438638","0.495696643740146"
"Almost never or never","1988","Part Time","Female","680","0.514499888710045","0.486580469863948","0.542419307556143"
"Almost never or never","1988","Not Working","Male","657","0.662422725885936","0.634180790693404","0.690664661078467"
"Almost never or never","1988","Not Working","Female","1714","0.716129652525362","0.698276254310313","0.733983050740411"
"Several times a year","1988","Full Time","Male","528","0.177263269610023","0.164109522444366","0.190417016775679"
"Several times a year","1988","Full Time","Female","216","0.181734287019251","0.160946992175886","0.202521581862616"
"Several times a year","1988","Part Time","Male","80","0.14356868205158","0.115440798699668","0.171696565403493"
"Several times a year","1988","Part Time","Female","186","0.157297144099792","0.136958747294821","0.177635540904763"
"Several times a year","1988","Not Working","Male","96","0.083951657911302","0.067389608557221","0.100513707265383"
"Several times a year","1988","Not Working","Female","226","0.0831510806461845","0.0722178656986757","0.0940842955936932"
"At least once a month","1988","Full Time","Male","215","0.0712573975963929","0.0623966098951104","0.0801181852976753"
"At least once a month","1988","Full Time","Female","83","0.0780562031600564","0.0635955370724409","0.092516869247672"
"At least once a month","1988","Part Time","Male","36","0.0500187115093351","0.0325329439452446","0.0675044790734255"
"At least once a month","1988","Part Time","Female","64","0.0569729520675329","0.0440245701443024","0.0699213339907634"
"At least once a month","1988","Not Working","Male","40","0.0336502386032409","0.022880591188393","0.0444198860180887"
"At least once a month","1988","Not Working","Female","83","0.0315284333989044","0.0246091728880641","0.0384476939097448"
"At lease once a week","1988","Full Time","Male","885","0.296115607220587","0.280390595213394","0.311840619227781"
"At lease once a week","1988","Full Time","Female","309","0.287763477656617","0.263359404397906","0.312167550915329"
"At lease once a week","1988","Part Time","Male","213","0.350666550849693","0.312389190215114","0.388943911484272"
"At lease once a week","1988","Part Time","Female","301","0.27123001512263","0.246393927843156","0.296066102402104"
"At lease once a week","1988","Not Working","Male","284","0.219975377599521","0.195236418005418","0.244714337193625"
"At lease once a week","1988","Not Working","Female","427","0.169190833429549","0.154345016406322","0.184036650452776"
"Almost never or never","1989","Full Time","Male","","","",""
"Almost never or never","1989","Full Time","Female","","","",""
"Almost never or never","1989","Part Time","Male","","","",""
"Almost never or never","1989","Part Time","Female","","","",""
"Almost never or never","1989","Not Working","Male","","","",""
"Almost never or never","1989","Not Working","Female","","","",""
"Several times a year","1989","Full Time","Male","","","",""
"Several times a year","1989","Full Time","Female","","","",""
"Several times a year","1989","Part Time","Male","","","",""
"Several times a year","1989","Part Time","Female","","","",""
"Several times a year","1989","Not Working","Male","","","",""
"Several times a year","1989","Not Working","Female","","","",""
"At least once a month","1989","Full Time","Male","","","",""
"At least once a month","1989","Full Time","Female","","","",""
"At least once a month","1989","Part Time","Male","","","",""
"At least once a month","1989","Part Time","Female","","","",""
"At least once a month","1989","Not Working","Male","","","",""
"At least once a month","1989","Not Working","Female","","","",""
"At lease once a week","1989","Full Time","Male","","","",""
"At lease once a week","1989","Full Time","Female","","","",""
"At lease once a week","1989","Part Time","Male","","","",""
"At lease once a week","1989","Part Time","Female","","","",""
"At lease once a week","1989","Not Working","Male","","","",""
"At lease once a week","1989","Not Working","Female","","","",""
"Almost never or never","1990","Full Time","Male","1115","0.301490309729974","0.285335935452098","0.317644684007851"
"Almost never or never","1990","Full Time","Female","518","0.302737961918342","0.277896230595199","0.327579693241484"
"Almost never or never","1990","Part Time","Male","151","0.262207798195102","0.223846593782637","0.300569002607566"
"Almost never or never","1990","Part Time","Female","486","0.339587268868455","0.312969924585245","0.366204613151664"
"Almost never or never","1990","Not Working","Male","564","0.560320152228355","0.530440085712568","0.590200218744142"
"Almost never or never","1990","Not Working","Female","1419","0.635305743436331","0.615460806454144","0.655150680418518"
"Several times a year","1990","Full Time","Male","709","0.254778325384204","0.239439531121137","0.27011711964727"
"Several times a year","1990","Full Time","Female","294","0.247034688178097","0.223715315495086","0.270354060861108"
"Several times a year","1990","Part Time","Male","113","0.247483802934847","0.209845180630022","0.285122425239672"
"Several times a year","1990","Part Time","Female","256","0.231868958813526","0.208148653897868","0.255589263729185"
"Several times a year","1990","Not Working","Male","139","0.128360947266482","0.108224634181983","0.148497260350981"
"Several times a year","1990","Not Working","Female","288","0.118352096324313","0.10503438985724","0.131669802791385"
"At least once a month","1990","Full Time","Male","329","0.11213171416376","0.101024484636846","0.123238943690674"
"At least once a month","1990","Full Time","Female","132","0.115181767730105","0.0979206343022637","0.132442901157945"
"At least once a month","1990","Part Time","Male","53","0.106512144380295","0.079606320624089","0.133417968136501"
"At least once a month","1990","Part Time","Female","112","0.10153333037282","0.084557281974129","0.118509378771511"
"At least once a month","1990","Not Working","Male","76","0.0644550775919564","0.0496722997885142","0.0792378553953987"
"At least once a month","1990","Not Working","Female","103","0.0435527441812917","0.0351381699438486","0.0519673184187349"
"At lease once a week","1990","Full Time","Male","947","0.331599650722062","0.315026975846738","0.348172325597386"
"At lease once a week","1990","Full Time","Female","370","0.335045582173456","0.309524546523749","0.360566617823163"
"At lease once a week","1990","Part Time","Male","188","0.383796254489756","0.341381697534646","0.426210811444866"
"At lease once a week","1990","Part Time","Female","362","0.327010441945199","0.300643104529866","0.353377779360531"
"At lease once a week","1990","Not Working","Male","281","0.246863822913206","0.220906455866536","0.272821189959877"
"At lease once a week","1990","Not Working","Female","450","0.202789416058065","0.186212526589289","0.219366305526841"
"Almost never or never","1991","Full Time","Male","","","",""
"Almost never or never","1991","Full Time","Female","","","",""
"Almost never or never","1991","Part Time","Male","","","",""
"Almost never or never","1991","Part Time","Female","","","",""
"Almost never or never","1991","Not Working","Male","","","",""
"Almost never or never","1991","Not Working","Female","","","",""
"Several times a year","1991","Full Time","Male","","","",""
"Several times a year","1991","Full Time","Female","","","",""
"Several times a year","1991","Part Time","Male","","","",""
"Several times a year","1991","Part Time","Female","","","",""
"Several times a year","1991","Not Working","Male","","","",""
"Several times a year","1991","Not Working","Female","","","",""
"At least once a month","1991","Full Time","Male","","","",""
"At least once a month","1991","Full Time","Female","","","",""
"At least once a month","1991","Part Time","Male","","","",""
"At least once a month","1991","Part Time","Female","","","",""
"At least once a month","1991","Not Working","Male","","","",""
"At least once a month","1991","Not Working","Female","","","",""
"At lease once a week","1991","Full Time","Male","","","",""
"At lease once a week","1991","Full Time","Female","","","",""
"At lease once a week","1991","Part Time","Male","","","",""
"At lease once a week","1991","Part Time","Female","","","",""
"At lease once a week","1991","Not Working","Male","","","",""
"At lease once a week","1991","Not Working","Female","","","",""
"Almost never or never","1992","Full Time","Male","2027","0.425307782370642","0.410501590376621","0.440113974364663"
"Almost never or never","1992","Full Time","Female","1211","0.477873936479586","0.457132689810029","0.498615183149142"
"Almost never or never","1992","Part Time","Male","341","0.440217276417885","0.404901359231878","0.475533193603893"
"Almost never or never","1992","Part Time","Female","956","0.500319848467658","0.47662139795226","0.524018298983056"
"Almost never or never","1992","Not Working","Male","886","0.704114818914863","0.679703376905404","0.728526260924322"
"Almost never or never","1992","Not Working","Female","1980","0.720760398469808","0.704208281395399","0.737312515544217"
"Several times a year","1992","Full Time","Male","898","0.217950716979726","0.205586396141023","0.230315037818429"
"Several times a year","1992","Full Time","Female","442","0.205611973693584","0.188830463406835","0.222393483980332"
"Several times a year","1992","Part Time","Male","146","0.187999307588413","0.160203229202945","0.21579538597388"
"Several times a year","1992","Part Time","Female","312","0.183161948171388","0.164828859316322","0.201495037026453"
"Several times a year","1992","Not Working","Male","107","0.0674941890561616","0.0540767679628619","0.0809116101494614"
"Several times a year","1992","Not Working","Female","280","0.0856360688151698","0.0753118431043517","0.095960294525988"
"At least once a month","1992","Full Time","Male","328","0.0858566611680519","0.0774665406145196","0.0942467817215841"
"At least once a month","1992","Full Time","Female","138","0.0736888202750853","0.0628403187983959","0.0845373217517746"
"At least once a month","1992","Part Time","Male","69","0.0968034241120597","0.0757673978666655","0.117839450357454"
"At least once a month","1992","Part Time","Female","80","0.0566456495192927","0.0456891772314994","0.067602121807086"
"At least once a month","1992","Not Working","Male","64","0.0454696905239107","0.0343276189108739","0.0566117621369475"
"At least once a month","1992","Not Working","Female","85","0.0244363108034935","0.0187397174329768","0.0301329041740102"
"At lease once a week","1992","Full Time","Male","1030","0.27088483948158","0.257575255896279","0.284194423066881"
"At lease once a week","1992","Full Time","Female","437","0.242825269551745","0.225020535405633","0.260630003697858"
"At lease once a week","1992","Part Time","Male","203","0.274979991881642","0.243214707600306","0.306745276162978"
"At lease once a week","1992","Part Time","Female","362","0.259872553841661","0.239085951984052","0.280659155699271"
"At lease once a week","1992","Not Working","Male","286","0.182921301505065","0.162244937451054","0.203597665559076"
"At lease once a week","1992","Not Working","Female","477","0.169167221911529","0.155335237017101","0.182999206805957"
"Almost never or never","1993","Full Time","Male","","","",""
"Almost never or never","1993","Full Time","Female","","","",""
"Almost never or never","1993","Part Time","Male","","","",""
"Almost never or never","1993","Part Time","Female","","","",""
"Almost never or never","1993","Not Working","Male","","","",""
"Almost never or never","1993","Not Working","Female","","","",""
"Several times a year","1993","Full Time","Male","","","",""
"Several times a year","1993","Full Time","Female","","","",""
"Several times a year","1993","Part Time","Male","","","",""
"Several times a year","1993","Part Time","Female","","","",""
"Several times a year","1993","Not Working","Male","","","",""
"Several times a year","1993","Not Working","Female","","","",""
"At least once a month","1993","Full Time","Male","","","",""
"At least once a month","1993","Full Time","Female","","","",""
"At least once a month","1993","Part Time","Male","","","",""
"At least once a month","1993","Part Time","Female","","","",""
"At least once a month","1993","Not Working","Male","","","",""
"At least once a month","1993","Not Working","Female","","","",""
"At lease once a week","1993","Full Time","Male","","","",""
"At lease once a week","1993","Full Time","Female","","","",""
"At lease once a week","1993","Part Time","Male","","","",""
"At lease once a week","1993","Part Time","Female","","","",""
"At lease once a week","1993","Not Working","Male","","","",""
"At lease once a week","1993","Not Working","Female","","","",""
"Almost never or never","1994","Full Time","Male","1751","0.405630935235932","0.390250244455816","0.421011626016047"
"Almost never or never","1994","Full Time","Female","1009","0.4596131506657","0.43774981454356","0.481476486787841"
"Almost never or never","1994","Part Time","Male","299","0.412062735188991","0.376135183492829","0.447990286885153"
"Almost never or never","1994","Part Time","Female","857","0.459134917367249","0.434943076199736","0.483326758534762"
"Almost never or never","1994","Not Working","Male","975","0.681354957119285","0.657814215839494","0.704895698399076"
"Almost never or never","1994","Not Working","Female","2118","0.721767052375323","0.705636897134819","0.737897207615827"
"Several times a year","1994","Full Time","Male","883","0.237427679601957","0.224098960956979","0.250756398246936"
"Several times a year","1994","Full Time","Female","450","0.214103048492251","0.196107625885886","0.232098471098616"
"Several times a year","1994","Part Time","Male","170","0.239259487959149","0.208118433399677","0.270400542518621"
"Several times a year","1994","Part Time","Female","318","0.197567376305977","0.178238073324322","0.216896679287632"
"Several times a year","1994","Not Working","Male","149","0.10402671559987","0.0886026162250908","0.11945081497465"
"Several times a year","1994","Not Working","Female","314","0.0907256674383763","0.080387387351627","0.101063947525126"
"At least once a month","1994","Full Time","Male","317","0.079842179889954","0.0713517523211032","0.0883326074588048"
"At least once a month","1994","Full Time","Female","145","0.0736938797268815","0.0622318692809621","0.085155890172801"
"At least once a month","1994","Part Time","Male","61","0.0726728413957749","0.0537239843837074","0.0916216984078425"
"At least once a month","1994","Part Time","Female","97","0.0755662069161533","0.0627353398103165","0.0883970740219901"
"At least once a month","1994","Not Working","Male","68","0.0395961396787982","0.0297439398168306","0.0494483395407658"
"At least once a month","1994","Not Working","Female","90","0.0304870413795435","0.0242987580238009","0.0366753247352862"
"At lease once a week","1994","Full Time","Male","964","0.277099205272157","0.263079489824426","0.291118920719889"
"At lease once a week","1994","Full Time","Female","392","0.252589921115167","0.233528498679822","0.271651343550512"
"At lease once a week","1994","Part Time","Male","191","0.276004935456085","0.24337571595209","0.308634154960081"
"At lease once a week","1994","Part Time","Female","358","0.26773149941062","0.246236412751155","0.289226586070086"
"At lease once a week","1994","Not Working","Male","313","0.175022187602046","0.155824561491873","0.194219813712219"
"At lease once a week","1994","Not Working","Female","443","0.157020238806757","0.143924737359466","0.170115740254048"
"Almost never or never","1995","Full Time","Male","1338","0.303354920003629","0.288965907879882","0.317743932127376"
"Almost never or never","1995","Full Time","Female","716","0.316990235468925","0.29641697084849","0.337563500089361"
"Almost never or never","1995","Part Time","Male","306","0.320055281801669","0.288749620877376","0.351360942725962"
"Almost never or never","1995","Part Time","Female","707","0.345963321098899","0.323619122308934","0.368307519888864"
"Almost never or never","1995","Not Working","Male","886","0.570276277124379","0.546199830210105","0.594352724038652"
"Almost never or never","1995","Not Working","Female","1931","0.626814524257508","0.609956795946407","0.643672252568608"
"Several times a year","1995","Full Time","Male","1066","0.267390862901784","0.253537375417315","0.281244350386253"
"Several times a year","1995","Full Time","Female","531","0.260754922066582","0.241342608763247","0.280167235369918"
"Several times a year","1995","Part Time","Male","196","0.231310425266445","0.203013016102609","0.259607834430281"
"Several times a year","1995","Part Time","Female","437","0.249177328966984","0.228859763989151","0.269494893944818"
"Several times a year","1995","Not Working","Male","235","0.155662069451621","0.138029945575323","0.173294193327919"
"Several times a year","1995","Not Working","Female","472","0.135830849224935","0.123889160527368","0.147772537922502"
"At least once a month","1995","Full Time","Male","375","0.111739394631364","0.101878347655919","0.121600441606809"
"At least once a month","1995","Full Time","Female","158","0.0729552229641672","0.0614566124418865","0.0844538334864479"
"At least once a month","1995","Part Time","Male","74","0.0842087713815726","0.0655728666893796","0.102844676073765"
"At least once a month","1995","Part Time","Female","116","0.0697432989101412","0.05777861162904","0.0817079861912423"
"At least once a month","1995","Not Working","Male","89","0.0511204325709652","0.040408745271475","0.0618321198704554"
"At least once a month","1995","Not Working","Female","148","0.043852408064307","0.0367152330015635","0.0509895831270505"
"At lease once a week","1995","Full Time","Male","1142","0.317514822463223","0.302944194015947","0.3320854509105"
"At lease once a week","1995","Full Time","Female","560","0.349299619500325","0.328220309039299","0.370378929961351"
"At lease once a week","1995","Part Time","Male","277","0.364425521550313","0.332128595262198","0.396722447838429"
"At lease once a week","1995","Part Time","Female","481","0.335116051023976","0.312943317138524","0.357288784909428"
"At lease once a week","1995","Not Working","Male","414","0.222941220853035","0.202698112402504","0.243184329303566"
"At lease once a week","1995","Not Working","Female","611","0.19350221845325","0.179732922932178","0.207271513974323"
"Almost never or never","1996","Full Time","Male","1487","0.358097099122759","0.342883362607588","0.373310835637929"
"Almost never or never","1996","Full Time","Female","845","0.393683626309946","0.371750023868309","0.415617228751584"
"Almost never or never","1996","Part Time","Male","358","0.369696518956701","0.337893086907945","0.401499951005456"
"Almost never or never","1996","Part Time","Female","861","0.41992648078064","0.397151502283188","0.442701459278091"
"Almost never or never","1996","Not Working","Male","943","0.618410386385668","0.594404353877492","0.642416418893844"
"Almost never or never","1996","Not Working","Female","2013","0.664389393270023","0.64759812924649","0.681180657293557"
"Several times a year","1996","Full Time","Male","979","0.258463847267993","0.244571779703141","0.272355914832845"
"Several times a year","1996","Full Time","Female","468","0.254291569276902","0.234742001932356","0.273841136621449"
"Several times a year","1996","Part Time","Male","216","0.257165274950565","0.228369503559822","0.285961046341307"
"Several times a year","1996","Part Time","Female","422","0.234264777809205","0.214720364654901","0.253809190963509"
"Several times a year","1996","Not Working","Male","217","0.132608432420231","0.115848321124927","0.149368543715536"
"Several times a year","1996","Not Working","Female","398","0.115048882479077","0.103702561911243","0.126395203046911"
"At least once a month","1996","Full Time","Male","351","0.0929012397291512","0.0836895593363961","0.102112920121906"
"At least once a month","1996","Full Time","Female","143","0.0767252003703731","0.064776486830047","0.0886739139106992"
"At least once a month","1996","Part Time","Male","70","0.0681588751561901","0.0515550328691017","0.0847627174432784"
"At least once a month","1996","Part Time","Female","120","0.0692653205132447","0.0575487449811119","0.0809818960453775"
"At least once a month","1996","Not Working","Male","90","0.063819397235071","0.0517401492328378","0.0758986452373043"
"At least once a month","1996","Not Working","Female","148","0.0478476621936661","0.0402577319070038","0.0554375924803284"
"At lease once a week","1996","Full Time","Male","998","0.290537813880097","0.276131038717267","0.304944589042927"
"At lease once a week","1996","Full Time","Female","450","0.275299604042778","0.2552470966303","0.295352111455257"
"At lease once a week","1996","Part Time","Male","241","0.304979330936545","0.27464666937833","0.33531199249476"
"At lease once a week","1996","Part Time","Female","401","0.27654342089691","0.255903039164084","0.297183802629736"
"At lease once a week","1996","Not Working","Male","323","0.18516178395903","0.165966475184527","0.204357092733533"
"At lease once a week","1996","Not Working","Female","479","0.172714062057234","0.159272619616119","0.186155504498348"
"Almost never or never","1997","Full Time","Male","1449","0.361382466862518","0.345859055897577","0.37690587782746"
"Almost never or never","1997","Full Time","Female","823","0.388274505965663","0.36629692745649","0.410252084474835"
"Almost never or never","1997","Part Time","Male","417","0.445430407481091","0.412498868906197","0.478361946055985"
"Almost never or never","1997","Part Time","Female","831","0.43973318831386","0.415906023877061","0.463560352750659"
"Almost never or never","1997","Not Working","Male","1011","0.663882228656107","0.640928905356377","0.686835551955836"
"Almost never or never","1997","Not Working","Female","2028","0.673488910683707","0.656808320983868","0.690169500383547"
"Several times a year","1997","Full Time","Male","905","0.247339568797572","0.233397425592219","0.261281712002925"
"Several times a year","1997","Full Time","Female","470","0.247788570386895","0.228319612256875","0.267257528516914"
"Several times a year","1997","Part Time","Male","157","0.210482437954778","0.183471921097633","0.237492954811924"
"Several times a year","1997","Part Time","Female","379","0.233073112985539","0.212777444458936","0.253368781512142"
"Several times a year","1997","Not Working","Male","196","0.0996286335890467","0.0850754757662439","0.114181791411849"
"Several times a year","1997","Not Working","Female","372","0.111494839670206","0.100299054193642","0.122690625146771"
"At least once a month","1997","Full Time","Male","318","0.0830733373429079","0.0741550527558876","0.0919916219299282"
"At least once a month","1997","Full Time","Female","116","0.0653576672474945","0.0542120761128489","0.0765032583821401"
"At least once a month","1997","Part Time","Male","65","0.0695974400796618","0.0527367189368177","0.0864581612225059"
"At least once a month","1997","Part Time","Female","84","0.0550349987780125","0.0440876833027238","0.0659823142533012"
"At least once a month","1997","Not Working","Male","72","0.0398668872004193","0.0303602657219934","0.0493735086788452"
"At least once a month","1997","Not Working","Female","108","0.0317645251247144","0.0255263309869575","0.0380027192624712"
"At lease once a week","1997","Full Time","Male","1007","0.308204626997002","0.293283844460528","0.323125409533476"
"At lease once a week","1997","Full Time","Female","480","0.298579256399948","0.277942034646414","0.319216478153482"
"At lease once a week","1997","Part Time","Male","236","0.274489714484469","0.244921242013449","0.304058186955489"
"At lease once a week","1997","Part Time","Female","373","0.272158699922589","0.250793362817425","0.293524037027753"
"At lease once a week","1997","Not Working","Male","348","0.196622250554428","0.177310104131357","0.215934396977498"
"At lease once a week","1997","Not Working","Female","528","0.183251724521372","0.169490237792305","0.197013211250439"
"Almost never or never","1998","Full Time","Male","1203","0.27734205022327","0.263366657070684","0.291317443375856"
"Almost never or never","1998","Full Time","Female","668","0.312299400469047","0.292084797853067","0.332514003085026"
"Almost never or never","1998","Part Time","Male","337","0.31795446556199","0.289177947066239","0.34673098405774"
"Almost never or never","1998","Part Time","Female","650","0.300796607856331","0.279904458972215","0.321688756740447"
"Almost never or never","1998","Not Working","Male","1038","0.548591432554522","0.526314958888703","0.570867906220341"
"Almost never or never","1998","Not Working","Female","2045","0.595456976585792","0.579115021088485","0.611798932083099"
"Several times a year","1998","Full Time","Male","1104","0.277520475777566","0.263542313811347","0.291498637743784"
"Several times a year","1998","Full Time","Female","523","0.227838827122052","0.209543179813269","0.246134474430834"
"Several times a year","1998","Part Time","Male","235","0.221176131680152","0.195529055839146","0.246823207521158"
"Several times a year","1998","Part Time","Female","493","0.25915817342984","0.239196815425553","0.279119531434127"
"Several times a year","1998","Not Working","Male","306","0.160977257637356","0.144525732578333","0.17742878269638"
"Several times a year","1998","Not Working","Female","542","0.145794682801354","0.134044396474955","0.157544969127754"
"At least once a month","1998","Full Time","Male","393","0.0993326395344811","0.0899954111561795","0.108669867912783"
"At least once a month","1998","Full Time","Female","201","0.10770408332861","0.094181786381564","0.121226380275656"
"At least once a month","1998","Part Time","Male","92","0.0922826388769333","0.0743978250341881","0.110167452719679"
