"ple0011","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2011","Hamburg","West Germany","295","0.909830107087964","0.878199775624724","0.941460438551203","2"
"No","2011","Lower Saxony","West Germany","1759","0.910021403894637","0.897221907374032","0.922820900415242","2"
"No","2011","Lower Saxony","East Germany","","","","","2"
"No","2011","Bremen","West Germany","121","0.937774049797883","0.895761300314534","0.979786799281232","2"
"No","2011","Hamburg","East Germany","","","","","2"
"No","2011","Brandenburg","East Germany","809","0.913059403972234","0.894538676807597","0.931580131136871","2"
"No","2011","North Rhine-Westphalia","West Germany","3756","0.902342181235927","0.893316048483053","0.911368313988801","2"
"No","2011","Mecklenburg-Western Pomerania","East Germany","465","0.87698508047461","0.848727211435703","0.905242949513517","2"
"No","2011","Saxony","West Germany","","","","","2"
"No","2011","Saxony","East Germany","1304","0.919043514107529","0.904806058069143","0.933280970145914","2"
"No","2011","Schleswig-Holstein","West Germany","598","0.917337709951705","0.89621693543275","0.93845848447066","2"
"No","2011","Schleswig-Holstein","East Germany","","","","","2"
"No","2011","Brandenburg","West Germany","","","","","2"
"No","2011","Bremen","East Germany","","","","","2"
"No","2011","Saxony-Anhalt","West Germany","","","","","2"
"No","2011","North Rhine-Westphalia","East Germany","","","","","2"
"No","2011","Hesse","West Germany","1279","0.886429629034065","0.869909333201178","0.902949924866951","2"
"No","2011","Saxony-Anhalt","East Germany","787","0.905367072801174","0.885916967831117","0.92481717777123","2"
"No","2011","Hesse","East Germany","","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","West Germany","1093","0.909215540309436","0.893040850425099","0.925390230193773","2"
"No","2011","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2011","Baden-Württemberg","West Germany","2310","0.916024448188682","0.905150307975755","0.926898588401609","2"
"No","2011","Baden-Württemberg","East Germany","","","","","2"
"No","2011","Bavaria","West Germany","2890","0.897561724750103","0.887057390201287","0.908066059298918","2"
"No","2011","Bavaria","East Germany","","","","","2"
"No","2011","Berlin","West Germany","383","0.888026412043564","0.858187005352531","0.917865818734597","2"
"No","2011","Berlin","East Germany","324","0.910378362209442","0.880623094530477","0.940133629888408","2"
"No","2011","Thuringia","West Germany","","","","","2"
"No","2011","Thuringia","East Germany","811","0.896924568184644","0.876948563590207","0.916900572779081","2"
"Yes","2011","Schleswig-Holstein","West Germany","55","0.0826622900482951","0.0615415155293403","0.10378306456725","1"
"Yes","2011","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2011","Hamburg","West Germany","20","","","","1"
"Yes","2011","Hamburg","East Germany","","","","","1"
"Yes","2011","Lower Saxony","West Germany","161","0.089978596105363","0.0771790995847576","0.102778092625968","1"
"Yes","2011","Lower Saxony","East Germany","","","","","1"
"Yes","2011","Bremen","West Germany","6","","","","1"
"Yes","2011","Bremen","East Germany","","","","","1"
"Yes","2011","North Rhine-Westphalia","West Germany","399","0.0976578187640729","0.0886316860111993","0.106683951516946","1"
"Yes","2011","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2011","Hesse","West Germany","138","0.113570370965935","0.0970500751330485","0.130090666798822","1"
"Yes","2011","Hesse","East Germany","","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","West Germany","119","0.0907844596905642","0.0746097698062274","0.106959149574901","1"
"Yes","2011","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2011","Baden-Württemberg","West Germany","189","0.0839755518113184","0.0731014115983913","0.0948496920242455","1"
"Yes","2011","Baden-Württemberg","East Germany","","","","","1"
"Yes","2011","Bavaria","West Germany","311","0.102438275249897","0.0919339407010817","0.112942609798713","1"
"Yes","2011","Bavaria","East Germany","","","","","1"
"Yes","2011","Berlin","West Germany","46","0.111973587956436","0.0821341812654031","0.141812994647469","1"
"Yes","2011","Berlin","East Germany","30","0.0896216377905575","0.0598663701115923","0.119376905469523","1"
"Yes","2011","Brandenburg","West Germany","","","","","1"
"Yes","2011","Brandenburg","East Germany","80","0.0869405960277659","0.068419868863129","0.105461323192403","1"
"Yes","2011","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","East Germany","54","0.12301491952539","0.0947570504864828","0.151272788564297","1"
"Yes","2011","Saxony","West Germany","","","","","1"
"Yes","2011","Saxony","East Germany","106","0.0809564858924714","0.0667190298540857","0.095193941930857","1"
"Yes","2011","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2011","Saxony-Anhalt","East Germany","83","0.0946329271988263","0.0751828222287696","0.114083032168883","1"
"Yes","2011","Thuringia","West Germany","","","","","1"
"Yes","2011","Thuringia","East Germany","79","0.103075431815356","0.0830994272209189","0.123051436409793","1"
"No","2012","Brandenburg","East Germany","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2012","Saxony","West Germany","","","","","2"
"No","2012","Saxony","East Germany","","","","","2"
"No","2012","Schleswig-Holstein","East Germany","","","","","2"
"No","2012","Hamburg","West Germany","","","","","2"
"No","2012","Hamburg","East Germany","","","","","2"
"No","2012","Lower Saxony","West Germany","","","","","2"
"No","2012","Brandenburg","West Germany","","","","","2"
"No","2012","Bremen","East Germany","","","","","2"
"No","2012","North Rhine-Westphalia","West Germany","","","","","2"
"No","2012","Saxony-Anhalt","West Germany","","","","","2"
"No","2012","Schleswig-Holstein","West Germany","","","","","2"
"No","2012","Lower Saxony","East Germany","","","","","2"
"No","2012","Bremen","West Germany","","","","","2"
"No","2012","North Rhine-Westphalia","East Germany","","","","","2"
"No","2012","Hesse","West Germany","","","","","2"
"No","2012","Saxony-Anhalt","East Germany","","","","","2"
"No","2012","Hesse","East Germany","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2012","Baden-Württemberg","West Germany","","","","","2"
"No","2012","Baden-Württemberg","East Germany","","","","","2"
"No","2012","Bavaria","West Germany","","","","","2"
"No","2012","Bavaria","East Germany","","","","","2"
"No","2012","Berlin","West Germany","","","","","2"
"No","2012","Berlin","East Germany","","","","","2"
"No","2012","Thuringia","West Germany","","","","","2"
"No","2012","Thuringia","East Germany","","","","","2"
"Yes","2012","Hesse","West Germany","","","","","1"
"Yes","2012","Hesse","East Germany","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2012","Baden-Württemberg","West Germany","","","","","1"
"Yes","2012","Baden-Württemberg","East Germany","","","","","1"
"Yes","2012","Bavaria","West Germany","","","","","1"
"Yes","2012","Bavaria","East Germany","","","","","1"
"Yes","2012","Berlin","West Germany","","","","","1"
"Yes","2012","Berlin","East Germany","","","","","1"
"Yes","2012","Brandenburg","West Germany","","","","","1"
"Yes","2012","Brandenburg","East Germany","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2012","Saxony","West Germany","","","","","1"
"Yes","2012","Saxony","East Germany","","","","","1"
"Yes","2012","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2012","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2012","Thuringia","West Germany","","","","","1"
"Yes","2012","Thuringia","East Germany","","","","","1"
"Yes","2012","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2012","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2012","Hamburg","West Germany","","","","","1"
"Yes","2012","Hamburg","East Germany","","","","","1"
"Yes","2012","Lower Saxony","West Germany","","","","","1"
"Yes","2012","Lower Saxony","East Germany","","","","","1"
"Yes","2012","Bremen","West Germany","","","","","1"
"Yes","2012","Bremen","East Germany","","","","","1"
"Yes","2012","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2012","North Rhine-Westphalia","East Germany","","","","","1"
"No","2013","Hamburg","West Germany","285","0.869700761881813","0.832347661286443","0.907053862477182","2"
"No","2013","Hamburg","East Germany","","","","","2"
"No","2013","Lower Saxony","West Germany","1631","0.904239870487997","0.890585085859411","0.917894655116583","2"
"No","2013","Bremen","East Germany","","","","","2"
"No","2013","North Rhine-Westphalia","West Germany","3341","0.888455749671786","0.878359867261433","0.898551632082138","2"
"No","2013","Schleswig-Holstein","West Germany","533","0.898693973401536","0.874408627144924","0.922979319658148","2"
"No","2013","Schleswig-Holstein","East Germany","","","","","2"
"No","2013","Lower Saxony","East Germany","","","","","2"
"No","2013","Bremen","West Germany","112","0.866690333582865","0.805873995683245","0.927506671482485","2"
"No","2013","Brandenburg","West Germany","","","","","2"
"No","2013","Brandenburg","East Germany","726","0.916372126664511","0.897031426748576","0.935712826580445","2"
"No","2013","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","East Germany","409","0.898027153279807","0.87022173717463","0.925832569384985","2"
"No","2013","Saxony","West Germany","","","","","2"
"No","2013","Saxony","East Germany","1227","0.904812309878451","0.889110797807564","0.920513821949338","2"
"No","2013","Saxony-Anhalt","West Germany","","","","","2"
"No","2013","Saxony-Anhalt","East Germany","698","0.913778198027441","0.893874656685299","0.933681739369582","2"
"No","2013","North Rhine-Westphalia","East Germany","","","","","2"
"No","2013","Hesse","West Germany","1170","0.90081910990254","0.884539424693562","0.917098795111519","2"
"No","2013","Hesse","East Germany","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","West Germany","992","0.895111892577649","0.877029240635177","0.913194544520121","2"
"No","2013","Thuringia","West Germany","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2013","Baden-Württemberg","West Germany","1948","0.902763417354714","0.890201739563233","0.915325095146196","2"
"No","2013","Baden-Württemberg","East Germany","","","","","2"
"No","2013","Bavaria","West Germany","2705","0.905526459971852","0.894998568257247","0.916054351686457","2"
"No","2013","Bavaria","East Germany","","","","","2"
"No","2013","Berlin","West Germany","404","0.886662706381494","0.857209422347419","0.916115990415568","2"
"No","2013","Berlin","East Germany","294","0.889352183057065","0.855351900414834","0.923352465699296","2"
"No","2013","Thuringia","East Germany","743","0.912909350198404","0.893455260376383","0.932363440020425","2"
"Yes","2013","Hesse","West Germany","125","0.0991808900974596","0.0829012048884813","0.115460575306438","1"
"Yes","2013","Hesse","East Germany","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","West Germany","111","0.104888107422351","0.0868054554798792","0.122970759364823","1"
"Yes","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2013","Baden-Württemberg","West Germany","189","0.0972365826452859","0.0846749048538043","0.109798260436768","1"
"Yes","2013","Baden-Württemberg","East Germany","","","","","1"
"Yes","2013","Bavaria","West Germany","260","0.094473540028148","0.083945648313543","0.105001431742753","1"
"Yes","2013","Schleswig-Holstein","West Germany","60","0.101306026598464","0.0770206803418516","0.125591372855076","1"
"Yes","2013","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2013","Hamburg","West Germany","27","","","","1"
"Yes","2013","Hamburg","East Germany","","","","","1"
"Yes","2013","Lower Saxony","West Germany","153","0.0957601295120032","0.0821053448834174","0.109414914140589","1"
"Yes","2013","Lower Saxony","East Germany","","","","","1"
"Yes","2013","Bremen","West Germany","8","","","","1"
"Yes","2013","Bremen","East Germany","","","","","1"
"Yes","2013","North Rhine-Westphalia","West Germany","394","0.111544250328214","0.101448367917862","0.121640132738567","1"
"Yes","2013","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2013","Bavaria","East Germany","","","","","1"
"Yes","2013","Berlin","West Germany","41","0.113337293618506","0.0838840095844316","0.142790577652581","1"
"Yes","2013","Berlin","East Germany","33","0.110647816942935","0.0766475343007039","0.144648099585166","1"
"Yes","2013","Brandenburg","West Germany","","","","","1"
"Yes","2013","Brandenburg","East Germany","61","0.0836278733354893","0.0642871734195547","0.102968573251424","1"
"Yes","2013","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","East Germany","46","0.101972846720193","0.0741674306150155","0.12977826282537","1"
"Yes","2013","Saxony","West Germany","","","","","1"
"Yes","2013","Saxony","East Germany","115","0.0951876901215489","0.0794861780506619","0.110889202192436","1"
"Yes","2013","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2013","Saxony-Anhalt","East Germany","66","0.0862218019725592","0.0663182606304177","0.106125343314701","1"
"Yes","2013","Thuringia","West Germany","","","","","1"
"Yes","2013","Thuringia","East Germany","64","0.087090649801596","0.0676365599795751","0.106544739623617","1"
"No","2014","Brandenburg","East Germany","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2014","Saxony","West Germany","","","","","2"
"No","2014","Saxony","East Germany","","","","","2"
"No","2014","Saxony-Anhalt","West Germany","","","","","2"
"No","2014","Saxony-Anhalt","East Germany","","","","","2"
"No","2014","Brandenburg","West Germany","","","","","2"
"No","2014","Bremen","East Germany","","","","","2"
"No","2014","North Rhine-Westphalia","West Germany","","","","","2"
"No","2014","North Rhine-Westphalia","East Germany","","","","","2"
"No","2014","Hesse","West Germany","","","","","2"
"No","2014","Schleswig-Holstein","West Germany","","","","","2"
"No","2014","Schleswig-Holstein","East Germany","","","","","2"
"No","2014","Hamburg","West Germany","","","","","2"
"No","2014","Hamburg","East Germany","","","","","2"
"No","2014","Lower Saxony","West Germany","","","","","2"
"No","2014","Lower Saxony","East Germany","","","","","2"
"No","2014","Bremen","West Germany","","","","","2"
"No","2014","Hesse","East Germany","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2014","Thuringia","West Germany","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2014","Baden-Württemberg","West Germany","","","","","2"
"No","2014","Baden-Württemberg","East Germany","","","","","2"
"No","2014","Bavaria","West Germany","","","","","2"
"No","2014","Bavaria","East Germany","","","","","2"
"No","2014","Berlin","West Germany","","","","","2"
"No","2014","Berlin","East Germany","","","","","2"
"No","2014","Thuringia","East Germany","","","","","2"
"Yes","2014","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2014","Hesse","West Germany","","","","","1"
"Yes","2014","Hesse","East Germany","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2014","Baden-Württemberg","West Germany","","","","","1"
"Yes","2014","Baden-Württemberg","East Germany","","","","","1"
"Yes","2014","Bavaria","West Germany","","","","","1"
"Yes","2014","Bavaria","East Germany","","","","","1"
"Yes","2014","Berlin","West Germany","","","","","1"
"Yes","2014","Berlin","East Germany","","","","","1"
"Yes","2014","Brandenburg","West Germany","","","","","1"
"Yes","2014","Brandenburg","East Germany","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2014","Saxony","West Germany","","","","","1"
"Yes","2014","Saxony","East Germany","","","","","1"
"Yes","2014","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2014","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2014","Thuringia","West Germany","","","","","1"
"Yes","2014","Thuringia","East Germany","","","","","1"
"Yes","2014","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2014","Hamburg","West Germany","","","","","1"
"Yes","2014","Hamburg","East Germany","","","","","1"
"Yes","2014","Lower Saxony","West Germany","","","","","1"
"Yes","2014","Lower Saxony","East Germany","","","","","1"
"Yes","2014","Bremen","West Germany","","","","","1"
"Yes","2014","Bremen","East Germany","","","","","1"
"Yes","2014","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2014","North Rhine-Westphalia","East Germany","","","","","1"
"No","2015","Schleswig-Holstein","West Germany","800","0.929468982977518","0.91251375780138","0.946424208153656","2"
"No","2015","Schleswig-Holstein","East Germany","","","","","2"
"No","2015","Hamburg","West Germany","393","0.870138732923222","0.838292338100779","0.901985127745666","2"
"No","2015","Hamburg","East Germany","","","","","2"
"No","2015","Lower Saxony","West Germany","2242","0.912350099344766","0.901106601780298","0.923593596909233","2"
"No","2015","Lower Saxony","East Germany","","","","","2"
"No","2015","Bremen","West Germany","149","0.849708574075916","0.796303075933978","0.903114072217855","2"
"No","2015","Bremen","East Germany","","","","","2"
"No","2015","North Rhine-Westphalia","West Germany","4682","0.899218848731199","0.891027216130042","0.907410481332356","2"
"No","2015","North Rhine-Westphalia","East Germany","","","","","2"
"No","2015","Hesse","West Germany","1561","0.90532495068123","0.891460922758961","0.919188978603499","2"
"No","2015","Brandenburg","West Germany","","","","","2"
"No","2015","Brandenburg","East Germany","914","0.916466261876984","0.89923092831684","0.933701595437128","2"
"No","2015","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","East Germany","500","0.906542050480701","0.882477262799271","0.93060683816213","2"
"No","2015","Saxony","West Germany","","","","","2"
"No","2015","Saxony","East Germany","1413","0.921412682701287","0.907920266214012","0.934905099188562","2"
"No","2015","Saxony-Anhalt","West Germany","","","","","2"
"No","2015","Saxony-Anhalt","East Germany","797","0.880909975139774","0.859606764331299","0.90221318594825","2"
"No","2015","Thuringia","West Germany","","","","","2"
"No","2015","Hesse","East Germany","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","West Germany","1387","0.916141641922932","0.902128901081119","0.930154382764746","2"
"No","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2015","Baden-Württemberg","West Germany","2756","0.910544054639201","0.900336410733542","0.920751698544859","2"
"No","2015","Baden-Württemberg","East Germany","","","","","2"
"No","2015","Bavaria","West Germany","3705","0.912613511639773","0.903912954174598","0.921314069104948","2"
"No","2015","Bavaria","East Germany","","","","","2"
"No","2015","Berlin","West Germany","461","0.893469905709429","0.866927484777971","0.920012326640886","2"
"No","2015","Berlin","East Germany","369","0.904075668294832","0.875107594425171","0.933043742164493","2"
"No","2015","Thuringia","East Germany","842","0.878215626864786","0.85715171831949","0.899279535410081","2"
"Yes","2015","Schleswig-Holstein","West Germany","76","0.0705310170224818","0.0535757918463437","0.08748624219862","1"
"Yes","2015","Hesse","West Germany","152","0.0946750493187695","0.0808110213965005","0.108539077241039","1"
"Yes","2015","Hesse","East Germany","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","West Germany","116","0.0838583580770676","0.0698456172352542","0.0978710989188809","1"
"Yes","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2015","Baden-Württemberg","West Germany","247","0.0894559453607992","0.0792483014551406","0.0996635892664578","1"
"Yes","2015","Baden-Württemberg","East Germany","","","","","1"
"Yes","2015","Bavaria","West Germany","342","0.0873864883602268","0.0786859308950518","0.0960870458254019","1"
"Yes","2015","Bavaria","East Germany","","","","","1"
"Yes","2015","Berlin","West Germany","58","0.106530094290571","0.0799876733591137","0.133072515222029","1"
"Yes","2015","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2015","Hamburg","West Germany","35","0.129861267076778","0.0980148722543342","0.161707661899221","1"
"Yes","2015","Hamburg","East Germany","","","","","1"
"Yes","2015","Lower Saxony","West Germany","188","0.0876499006552344","0.0764064030907671","0.0988933982197017","1"
"Yes","2015","Lower Saxony","East Germany","","","","","1"
"Yes","2015","Bremen","West Germany","23","","","","1"
"Yes","2015","Bremen","East Germany","","","","","1"
"Yes","2015","North Rhine-Westphalia","West Germany","506","0.100781151268801","0.0925895186676435","0.108972783869958","1"
"Yes","2015","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2015","Berlin","East Germany","28","","","","1"
"Yes","2015","Brandenburg","West Germany","","","","","1"
"Yes","2015","Brandenburg","East Germany","76","0.0835337381230158","0.0662984045628718","0.10076907168316","1"
"Yes","2015","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","East Germany","62","0.0934579495192993","0.0693931618378697","0.117522737200729","1"
"Yes","2015","Saxony","West Germany","","","","","1"
"Yes","2015","Saxony","East Germany","115","0.0785873172987131","0.0650949008114383","0.092079733785988","1"
"Yes","2015","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2015","Saxony-Anhalt","East Germany","91","0.119090024860226","0.0977868140517503","0.140393235668701","1"
"Yes","2015","Thuringia","West Germany","","","","","1"
"Yes","2015","Thuringia","East Germany","84","0.121784373135214","0.100720464589918","0.14284828168051","1"
"No","2016","Brandenburg","West Germany","","","","","2"
"No","2016","Brandenburg","East Germany","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2016","Saxony","West Germany","","","","","2"
"No","2016","Saxony","East Germany","","","","","2"
"No","2016","Saxony-Anhalt","West Germany","","","","","2"
"No","2016","Saxony-Anhalt","East Germany","","","","","2"
"No","2016","Thuringia","West Germany","","","","","2"
"No","2016","Schleswig-Holstein","West Germany","","","","","2"
"No","2016","Schleswig-Holstein","East Germany","","","","","2"
"No","2016","Hamburg","West Germany","","","","","2"
"No","2016","Hamburg","East Germany","","","","","2"
"No","2016","Lower Saxony","West Germany","","","","","2"
"No","2016","Lower Saxony","East Germany","","","","","2"
"No","2016","Bremen","West Germany","","","","","2"
"No","2016","Bremen","East Germany","","","","","2"
"No","2016","North Rhine-Westphalia","West Germany","","","","","2"
"No","2016","North Rhine-Westphalia","East Germany","","","","","2"
"No","2016","Hesse","West Germany","","","","","2"
"No","2016","Hesse","East Germany","","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2016","Baden-Württemberg","West Germany","","","","","2"
"No","2016","Baden-Württemberg","East Germany","","","","","2"
"No","2016","Bavaria","West Germany","","","","","2"
"No","2016","Bavaria","East Germany","","","","","2"
"No","2016","Berlin","West Germany","","","","","2"
"No","2016","Berlin","East Germany","","","","","2"
"No","2016","Thuringia","East Germany","","","","","2"
