"ple0011","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Not Employed","Female","3997","0.836335592510289","0.825780926312237","0.846890258708341","2"
"No","2011","Employed","Female","5798","0.921535480795836","0.91489597062257","0.928174990969103","2"
"No","2011","Not Employed","Male","3121","0.902457847169196","0.892522934753464","0.912392759584928","2"
"No","2011","Employed","Male","6068","0.939096645740666","0.933243447656333","0.944949843825","2"
"Yes","2011","Not Employed","Male","305","0.0975421528308041","0.0876072404150724","0.107477065246536","1"
"Yes","2011","Not Employed","Female","723","0.163664407489711","0.153109741291659","0.174219073687763","1"
"Yes","2011","Employed","Male","345","0.0609033542593337","0.0550501561750002","0.0667565523436672","1"
"Yes","2011","Employed","Female","503","0.0784645192041637","0.0718250090308967","0.0851040293774306","1"
"No","2012","Not Employed","Female","","","","","2"
"No","2012","Employed","Female","","","","","2"
"No","2012","Not Employed","Male","","","","","2"
"No","2012","Employed","Male","","","","","2"
"Yes","2012","Not Employed","Male","","","","","1"
"Yes","2012","Not Employed","Female","","","","","1"
"Yes","2012","Employed","Male","","","","","1"
"Yes","2012","Employed","Female","","","","","1"
"No","2013","Not Employed","Female","3570","0.840002800380151","0.828897123419254","0.851108477341048","2"
"No","2013","Employed","Female","5412","0.913919226943396","0.906768921442778","0.921069532444014","2"
"No","2013","Not Employed","Male","2888","0.890958234066704","0.880141955578912","0.901774512554495","2"
"No","2013","Employed","Male","5348","0.932407538126513","0.925881147311892","0.938933928941134","2"
"Yes","2013","Not Employed","Female","616","0.159997199619849","0.148891522658952","0.171102876580746","1"
"Yes","2013","Employed","Male","336","0.0675924618734872","0.0610660710588661","0.0741188526881082","1"
"Yes","2013","Employed","Female","499","0.086080773056604","0.0789304675559861","0.0932310785572219","1"
"Yes","2013","Not Employed","Male","302","0.109041765933296","0.0982254874455045","0.119858044421088","1"
"No","2014","Not Employed","Female","","","","","2"
"No","2014","Employed","Female","","","","","2"
"No","2014","Not Employed","Male","","","","","2"
"No","2014","Employed","Male","","","","","2"
"Yes","2014","Not Employed","Female","","","","","1"
"Yes","2014","Employed","Male","","","","","1"
"Yes","2014","Employed","Female","","","","","1"
"Yes","2014","Not Employed","Male","","","","","1"
"No","2015","Not Employed","Male","3108","0.891802172698312","0.881423321447876","0.902181023948748","2"
"No","2015","Not Employed","Female","4356","0.848153720670173","0.838271492853223","0.858035948487122","2"
"No","2015","Employed","Female","7879","0.916328943919132","0.910472409671838","0.922185478166425","2"
"No","2015","Employed","Male","7628","0.941604460045164","0.93649030337182","0.946718616718508","2"
"Yes","2015","Not Employed","Female","710","0.151846279329827","0.141964051512878","0.161728507146777","1"
"Yes","2015","Not Employed","Male","333","0.108197827301688","0.0978189760512517","0.118576678552124","1"
"Yes","2015","Employed","Male","448","0.0583955399548365","0.0532813832814926","0.0635096966281804","1"
"Yes","2015","Employed","Female","708","0.0836710560808684","0.077814521833575","0.0895275903281618","1"
"No","2016","Employed","Female","","","","","2"
"No","2016","Not Employed","Male","","","","","2"
"No","2016","Not Employed","Female","","","","","2"
"No","2016","Employed","Male","","","","","2"
"Yes","2016","Not Employed","Female","","","","","1"
"Yes","2016","Employed","Female","","","","","1"
"Yes","2016","Not Employed","Male","","","","","1"
"Yes","2016","Employed","Male","","","","","1"
"No","2017","Employed","Female","8533","0.909723454949797","0.90391001633695","0.915536893562644","2"
"No","2017","Not Employed","Male","3232","0.890762098087367","0.880551032849058","0.900973163325676","2"
"No","2017","Not Employed","Female","4354","0.846870231697111","0.836937158129625","0.856803305264598","2"
"No","2017","Employed","Male","8226","0.940936924962204","0.935998560907276","0.945875289017131","2"
"Yes","2017","Not Employed","Female","695","0.153129768302889","0.143196694735402","0.163062841870375","1"
"Yes","2017","Employed","Female","802","0.0902765450502035","0.0844631064373565","0.0960899836630506","1"
"Yes","2017","Not Employed","Male","353","0.109237901912633","0.0990268366743241","0.119448967150942","1"
"Yes","2017","Employed","Male","528","0.0590630750377965","0.0541247109828689","0.0640014390927241","1"
"No","2018","Not Employed","Male","","","","","2"
"No","2018","Not Employed","Female","","","","","2"
"No","2018","Employed","Male","","","","","2"
"No","2018","Employed","Female","","","","","2"
"Yes","2018","Not Employed","Female","","","","","1"
"Yes","2018","Employed","Female","","","","","1"
"Yes","2018","Not Employed","Male","","","","","1"
"Yes","2018","Employed","Male","","","","","1"
"No","2019","Not Employed","Male","3138","0.883088458171874","0.872473762247004","0.893703154096745","2"
"No","2019","Not Employed","Female","3940","0.843904042257229","0.833412165003117","0.854395919511341","2"
"No","2019","Employed","Male","8272","0.932063260819981","0.926815560576015","0.937310961063947","2"
"No","2019","Employed","Female","8188","0.915760917984392","0.909997379642002","0.921524456326781","2"
"Yes","2019","Not Employed","Female","657","0.156095957742771","0.145604080488659","0.166587834996883","1"
"Yes","2019","Employed","Female","733","0.0842390820156086","0.0784755436732189","0.0900026203579982","1"
"Yes","2019","Not Employed","Male","382","0.116911541828126","0.106296845903255","0.127526237752996","1"
"Yes","2019","Employed","Male","561","0.0679367391800191","0.0626890389360527","0.0731844394239854","1"
