"ple0011","year","n","percent","lower_confidence","upper_confidence","value"
"No","2011","18984","0.904846158835841","0.900864248514757","0.908828069156925","2"
"Yes","2011","1876","0.095153841164159","0.0911719308430748","0.0991357514852433","1"
"No","2012","","","","","2"
"Yes","2012","","","","","1"
"No","2013","17218","0.898965043520129","0.894676496159541","0.903253590880718","2"
"Yes","2013","1753","0.101034956479871","0.0967464091192823","0.105323503840459","1"
"No","2014","","","","","2"
"Yes","2014","","","","","1"
"No","2015","22971","0.906302868430823","0.902702836868542","0.909902899993105","2"
"Yes","2015","2199","0.0936971315691767","0.0900971000068952","0.0972971631314582","1"
"No","2016","","","","","2"
"Yes","2016","","","","","1"
"No","2017","24345","0.904437248007741","0.900912411084824","0.907962084930658","2"
"Yes","2017","2378","0.0955627519922591","0.0920379150693422","0.0990875889151761","1"
"No","2018","","","","","2"
"Yes","2018","","","","","1"
"No","2019","23545","0.901940219557657","0.8983169529623","0.905563486153015","2"
"Yes","2019","2335","0.0980597804423426","0.0944365138469853","0.1016830470377","1"
