"ple0011","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","35-65 y.","Female","","","","","1"
"Yes","2014","66 and older","Male","","","","","1"
"Yes","2014","66 and older","Female","","","","","1"
"No","2015","16-34 y.","Male","2567","0.976174368318038","0.970359128945116","0.98198960769096","2"
"No","2015","16-34 y.","Female","2988","0.961576530310284","0.954840485989178","0.968312574631391","2"
"No","2015","35-65 y.","Male","5959","0.908387003139558","0.901355563679869","0.915418442599246","2"
"No","2015","35-65 y.","Female","7080","0.881085508814887","0.873984967698545","0.888186049931229","2"
"No","2015","66 and older","Male","2210","0.91224220807249","0.900943530486276","0.923540885658705","2"
"No","2015","66 and older","Female","2167","0.844962615928927","0.830892512781775","0.859032719076079","2"
"Yes","2015","16-34 y.","Male","75","0.0238256316819621","0.0180103923090401","0.0296408710548841","1"
"Yes","2015","16-34 y.","Female","140","0.0384234696897155","0.0316874253686094","0.0451595140108216","1"
"Yes","2015","35-65 y.","Male","507","0.0916129968604423","0.0845815574007537","0.0986444363201308","1"
"Yes","2015","35-65 y.","Female","903","0.118914491185113","0.111813950068771","0.126015032301455","1"
"Yes","2015","66 and older","Male","199","0.0877577919275095","0.076459114341295","0.099056469513724","1"
"Yes","2015","66 and older","Female","375","0.155037384071073","0.140967280923921","0.169107487218225","1"
"No","2016","16-34 y.","Male","","","","","2"
"No","2016","16-34 y.","Female","","","","","2"
"No","2016","35-65 y.","Male","","","","","2"
"No","2016","35-65 y.","Female","","","","","2"
"No","2016","66 and older","Male","","","","","2"
"No","2016","66 and older","Female","","","","","2"
"Yes","2016","16-34 y.","Male","","","","","1"
"Yes","2016","16-34 y.","Female","","","","","1"
"Yes","2016","35-65 y.","Male","","","","","1"
"Yes","2016","35-65 y.","Female","","","","","1"
"Yes","2016","66 and older","Male","","","","","1"
"Yes","2016","66 and older","Female","","","","","1"
"No","2017","16-34 y.","Male","2850","0.968962277131542","0.962690444242822","0.975234110020263","2"
"No","2017","16-34 y.","Female","3140","0.95252734706529","0.94528088841679","0.959773805713789","2"
"No","2017","35-65 y.","Male","6338","0.912200800503162","0.905535362323521","0.918866238682803","2"
"No","2017","35-65 y.","Female","7539","0.867398290818104","0.860196970389225","0.874599611246982","2"
"No","2017","66 and older","Male","2270","0.90828178625981","0.896915379742741","0.919648192776879","2"
"No","2017","66 and older","Female","2208","0.859510644485325","0.84603917393208","0.87298211503857","2"
"Yes","2017","16-34 y.","Male","87","0.0310377228684575","0.0247658899797369","0.0373095557571781","1"
"Yes","2017","16-34 y.","Female","168","0.0474726529347104","0.040226194286211","0.0547191115832098","1"
"Yes","2017","35-65 y.","Male","587","0.087799199496838","0.0811337613171974","0.0944646376764786","1"
"Yes","2017","35-65 y.","Female","981","0.132601709181896","0.125400388753018","0.139803029610775","1"
"Yes","2017","66 and older","Male","207","0.0917182137401901","0.0803518072231214","0.103084620257259","1"
"Yes","2017","66 and older","Female","348","0.140489355514675","0.12701788496143","0.15396082606792","1"
"No","2018","16-34 y.","Male","","","","","2"
"No","2018","16-34 y.","Female","","","","","2"
"No","2018","35-65 y.","Male","","","","","2"
"No","2018","35-65 y.","Female","","","","","2"
"No","2018","66 and older","Male","","","","","2"
"No","2018","66 and older","Female","","","","","2"
"Yes","2018","16-34 y.","Male","","","","","1"
"Yes","2018","16-34 y.","Female","","","","","1"
"Yes","2018","35-65 y.","Male","","","","","1"
"Yes","2018","35-65 y.","Female","","","","","1"
"Yes","2018","66 and older","Male","","","","","1"
"Yes","2018","66 and older","Female","","","","","1"
"No","2019","16-34 y.","Male","2499","0.959108814558846","0.951489284238288","0.966728344879403","2"
"No","2019","16-34 y.","Female","2706","0.9459784416737","0.937687704208317","0.954269179139083","2"
"No","2019","35-65 y.","Male","6502","0.903328701767763","0.896460802807924","0.910196600727602","2"
"No","2019","35-65 y.","Female","7170","0.880077356330379","0.872985422890868","0.88716928976989","2"
"No","2019","66 and older","Male","2409","0.90342620357375","0.892171626886121","0.914680780261379","2"
"No","2019","66 and older","Female","2252","0.855185143506584","0.841660851229994","0.868709435783175","2"
"Yes","2019","16-34 y.","Male","96","0.0408911854411544","0.0332716551205965","0.0485107157617122","1"
"Yes","2019","16-34 y.","Female","150","0.0540215583263003","0.0457308208609173","0.0623122957916833","1"
"Yes","2019","35-65 y.","Male","610","0.0966712982322371","0.0898033992723982","0.103539197192076","1"
"Yes","2019","35-65 y.","Female","891","0.119922643669621","0.11283071023011","0.127014577109132","1"
"Yes","2019","66 and older","Female","349","0.144814856493415","0.131290564216825","0.158339148770006","1"
"Yes","2019","66 and older","Male","237","0.0965737964262502","0.0853192197386212","0.107828373113879","1"
