"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Employed","75.73","75","14726","58","65","85","95","118","75.49","75.97","34","180","75","75"
"2002","Not Employed","72.92","71","8233","55","63","81","90","114","72.61","73.23","35","180","70","72"
"2003","Employed","","","","","","","","","","","","","",""
"2003","Not Employed","","","","","","","","","","","","","",""
"2004","Employed","76.23","75","13375","58","65","85","95","120","75.97","76.49","37","210","75","75"
"2004","Not Employed","73.82","72","8120","56","64","82","92","119","73.5","74.14","32","200","72","73"
"2005","Employed","","","","","","","","","","","","","",""
"2005","Not Employed","","","","","","","","","","","","","",""
"2006","Employed","77.09","76","13365","58","65","86","98","125","76.82","77.36","37","200","75","76"
"2006","Not Employed","74.5","73","8507","57","64","83","93","120","74.18","74.82","33","200","73","74"
"2007","Employed","","","","","","","","","","","","","",""
"2007","Not Employed","","","","","","","","","","","","","",""
"2008","Employed","77.89","77","11813","58","65","87","99","125","77.6","78.18","36","190","75","77"
"2008","Not Employed","75.05","74","7412","57","64","84","95","122","74.7","75.4","35","230","73","75"
"2009","Employed","","","","","","","","","","","","","",""
"2009","Not Employed","","","","","","","","","","","","","",""
"2010","Employed","78.48","77","10264","58","65","89","100","130","78.16","78.8","37","197","76","77"
"2010","Not Employed","75.83","74","6313","58","65","85","95","125","75.44","76.22","35","250","74","75"
"2011","Employed","","","","","","","","","","","","","",""
"2011","Not Employed","","","","","","","","","","","","","",""
"2012","Employed","78.34","77","12343","58","65","89","100","130","78.04","78.64","39","225","76","77"
"2012","Not Employed","76.24","75","7980","57","65","85","96","130","75.89","76.59","30","190","75","75"
"2013","Employed","","","","","","","","","","","","","",""
"2013","Not Employed","","","","","","","","","","","","","",""
"2014","Employed","78.6","77","17576","58","65","89","100","130","78.35","78.85","36","225","76","77"
"2014","Not Employed","76.47","75","9266","57","65","85","98","130","76.13","76.81","30","200","75","75"
"2015","Employed","","","","","","","","","","","","","",""
"2015","Not Employed","","","","","","","","","","","","","",""
"2016","Employed","79.23","78","15903","58","66","90","100","130","78.96","79.5","38","215","76","77"
"2016","Not Employed","76.95","75","8011","57","65","86","100","138","76.57","77.33","30","230","75","75"
"2017","Employed","","","","","","","","","","","","","",""
"2017","Not Employed","","","","","","","","","","","","","",""
"2018","Employed","79.81","78","17684","58","67","90","104","135","79.55","80.07","35","200","77","78"
"2018","Not Employed","76.92","75","11332","57","65","86","99","130","76.6","77.24","30","230","75","75"
