"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Female","67.7","65","11823","53","60","75","85","105","67.47","67.93","35","172","65","65"
"2002","Male","81.86","80","11136","66","73","90","99","120","81.61","82.11","34","180","80","80"
"2003","Female","","","","","","","","","","","","","",""
"2003","Male","","","","","","","","","","","","","",""
"2004","Female","68.44","66","11129","53","60","75","85","110","68.2","68.68","32","200","65","66"
"2004","Male","82.33","80","10366","67","73","90","100","124","82.06","82.6","37","210","80","82"
"2005","Female","","","","","","","","","","","","","",""
"2005","Male","","","","","","","","","","","","","",""
"2006","Female","69.02","67","11406","54","60","76","87","110","68.77","69.27","33","200","66","67"
"2006","Male","83.4","81","10466","68","74","90","100","125","83.13","83.67","40","200","82","82"
"2007","Female","","","","","","","","","","","","","",""
"2007","Male","","","","","","","","","","","","","",""
"2008","Female","69.46","68","10009","54","60","77","88","115","69.19","69.73","35","175","67","68"
"2008","Male","84.41","82","9216","68","75","92","103","130","84.11","84.71","43","230","82","83"
"2009","Female","","","","","","","","","","","","","",""
"2009","Male","","","","","","","","","","","","","",""
"2010","Female","69.93","68","8640","54","60","78","88","120","69.64","70.22","35","177","67","68"
"2010","Male","85.08","83","7937","68","75","93","105","133","84.75","85.41","43","250","83","84"
"2011","Female","","","","","","","","","","","","","",""
"2011","Male","","","","","","","","","","","","","",""
"2012","Female","70.02","68","10678","54","60","78","90","117","69.74","70.3","30","199","68","69"
"2012","Male","85.21","83","9645","68","75","93","105","131","84.91","85.51","30","225","83","84"
"2013","Female","","","","","","","","","","","","","",""
"2013","Male","","","","","","","","","","","","","",""
"2014","Female","70.24","68","14417","54","60","78","90","120","69.99","70.49","30","180","68","68"
"2014","Male","85.63","84","12425","68","75","93","105","135","85.36","85.9","30","225","83","84"
"2015","Female","","","","","","","","","","","","","",""
"2015","Male","","","","","","","","","","","","","",""
"2016","Female","70.83","68","12869","54","60","79","90","120","70.56","71.1","30","230","68","69"
"2016","Male","86.2","84","11045","68","75","94","107","140","85.9","86.5","38","215","84","85"
"2017","Female","","","","","","","","","","","","","",""
"2017","Male","","","","","","","","","","","","","",""
"2018","Female","71.24","68.84","14872","54","60","80","90","125","70.98","71.5","30","195","68","69"
"2018","Male","86.46","84","14144","68","75","95","108","140","86.19","86.73","36","230","83","83"
