"year","bula_h","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Baden-Württemberg","(0) in school","67.97","68","88","55","60","72","85","90","65.75","70.19","48","90","62","69"
"2002","Baden-Württemberg","(1a) inadequately completed","74.02","79","54","58","65","82","85","93","71.08","76.96","48","94","72","80"
"2002","Baden-Württemberg","(1b) general elementary school","71.08","70","425","55","62","80","90","102","69.85","72.31","40","112","70","72"
"2002","Baden-Württemberg","(1c) basic vocational qualification","76.48","75","794","58","67","84","94","120","75.48","77.48","44","150","75","78"
"2002","Baden-Württemberg","(2a) intermediate vocational","73.73","73","525","56","62","82","93","126","72.39","75.07","40","148","70","73"
"2002","Baden-Württemberg","(2b) intermediate general qualification","67.18","65","68","52","58","75","85","100","63.66","70.7","44","100","60","74"
"2002","Baden-Württemberg","(2c_gen) general maturity certificate","70.55","68.05","124","55","62","78","90","105","68.26","72.84","45","110","67","70"
"2002","Baden-Württemberg","(2c_voc) vocational maturity certificate","70.3","70","203","53","60","80","88","100","68.38","72.22","42","115","67","72"
"2002","Baden-Württemberg","(3a) lower tertiary education","75.93","75","188","57","69","85","95","105","73.91","77.95","48","120","75","78"
"2002","Baden-Württemberg","(3b) higher tertiary education","73.54","73","313","55","62","82","91","112","71.97","75.11","46","120","74","78"
"2002","Bavaria","(0) in school","63.68","63","50","47","58","70","75","102","60.55","66.81","39","102","60","66"
"2002","Bavaria","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Bavaria","(1b) general elementary school","71.58","70","344","54","61","80","90","112","70.06","73.1","34","129","68","70"
"2002","Bavaria","(1c) basic vocational qualification","75.88","75","1136","58","65","85","95","110","75.06","76.7","45","130","75","76"
"2002","Bavaria","(2a) intermediate vocational","71.95","71","654","55","60","80","90","110","70.88","73.02","42","120","69","72"
"2002","Bavaria","(2b) intermediate general qualification","71.09","70","78","53","61","77","88","150","67.37","74.81","49","150","62","70"
"2002","Bavaria","(2c_gen) general maturity certificate","70","68","107","52","60","78","90","111","67","73","40","130","65","71"
"2002","Bavaria","(2c_voc) vocational maturity certificate","72.76","72.4","206","55","62","82","90","124","70.51","75.01","44","135","68","73"
"2002","Bavaria","(3a) lower tertiary education","77.87","77","229","59","70","88","95","110","76","79.74","47","135","75","80"
"2002","Bavaria","(3b) higher tertiary education","75.06","75","395","56","64","84","92","109","73.7","76.42","40","120","72","75"
"2002","Berlin","(0) in school","63.93","63","30","51","60","69","80","86","60.03","67.83","45","86","60","65"
"2002","Berlin","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Berlin","(1b) general elementary school","68.74","70","40","50","60","76","89","95","63.8","73.68","39","120","66","76"
"2002","Berlin","(1c) basic vocational qualification","75.99","73.86","132","58","65","85","100","125","73.17","78.81","42","125","71","77"
"2002","Berlin","(2a) intermediate vocational","76.03","74","206","57","65","84","100","135","73.75","78.31","45","160","70","75"
"2002","Berlin","(2b) intermediate general qualification","65.79","60.86","33","50","58","68","85","125","60.25","71.33","43","125","58","65"
"2002","Berlin","(2c_gen) general maturity certificate","71.58","75","52","52","58","84","93","100","67.9","75.26","45","100","60","74"
"2002","Berlin","(2c_voc) vocational maturity certificate","72.49","71","60","52","57","85","95","124","68.37","76.61","50","124","69","80"
"2002","Berlin","(3a) lower tertiary education","72.01","69.47","93","57","63","78","93","115","68.97","75.05","48","115","66","75"
"2002","Berlin","(3b) higher tertiary education","74.41","73","166","53","65","85","93","107","71.84","76.98","42","140","70","78"
"2002","Brandenburg","(0) in school","","","","","","","","","","","","","",""
"2002","Brandenburg","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Brandenburg","(1b) general elementary school","73.82","72.83","53","55","63","80","90","120","69.22","78.42","41","120","69","80"
"2002","Brandenburg","(1c) basic vocational qualification","78.13","76.41","204","61","69","87","95","140","76.18","80.08","48","140","75","80"
"2002","Brandenburg","(2a) intermediate vocational","75.23","74","311","56","65","85","97","107","73.57","76.89","46","117","70","77"
"2002","Brandenburg","(2b) intermediate general qualification","74.49","73","32","58","67","80","91","100","70.28","78.7","52","100","67","80"
"2002","Brandenburg","(2c_gen) general maturity certificate","69.3","66","38","50","61","80","95","100","64.85","73.75","50","100","65","71"
"2002","Brandenburg","(2c_voc) vocational maturity certificate","75.13","72","32","55","63","80","96","120","68.83","81.43","50","120","62","80"
"2002","Brandenburg","(3a) lower tertiary education","77.59","75","148","60","65","88","99","110","75.23","79.95","51","125","72","80"
"2002","Brandenburg","(3b) higher tertiary education","77.35","75","106","62","67","85","100","115","74.74","79.96","53","115","72","80"
"2002","Bremen","(0) in school","","","","","","","","","","","","","",""
"2002","Bremen","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Bremen","(1b) general elementary school","","","","","","","","","","","","","",""
"2002","Bremen","(1c) basic vocational qualification","78.34","74","50","52","67","82","110","180","72","84.68","44","180","70","80"
"2002","Bremen","(2a) intermediate vocational","73","74.06","39","53","60","85","90","100","68.81","77.19","48","100","70","82"
"2002","Bremen","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2002","Bremen","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2002","Bremen","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2002","Bremen","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2002","Bremen","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2002","Hamburg","(0) in school","","","","","","","","","","","","","",""
"2002","Hamburg","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Hamburg","(1b) general elementary school","","","","","","","","","","","","","",""
"2002","Hamburg","(1c) basic vocational qualification","74.83","73.3","71","61","67","80","90","130","70.63","79.03","44","145","70","76"
"2002","Hamburg","(2a) intermediate vocational","73.52","67.26","84","52","60","80","102","160","69.01","78.03","40","160","64","76"
"2002","Hamburg","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2002","Hamburg","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2002","Hamburg","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2002","Hamburg","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2002","Hamburg","(3b) higher tertiary education","72.96","70.55","62","60","63","79","87","115","69.57","76.35","47","117","70","76"
"2002","Hesse","(0) in school","70.69","71.2","33","58","60","78","80","102","66.46","74.92","48","102","60","74"
"2002","Hesse","(1a) inadequately completed","73.46","70","31","58","65","80","86","115","68.6","78.32","50","115","69","80"
"2002","Hesse","(1b) general elementary school","74.32","70.89","174","55","65","80","94","120","71.77","76.87","46","175","70","75"
