"year","bula_h","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Baden-W?rttemberg","Full Time","76.59","76","1182","58","68","85","95","119","75.78","77.4","40","148","76","78"
"2002","Baden-W?rttemberg","Not Working","71.71","70","926","55","62","80","90","113","70.78","72.64","40","150","70","71"
"2002","Baden-W?rttemberg","Part Time","71.15","70","699","56","62","79","90","110","70.18","72.12","44","130","67","70"
"2002","Bavaria","Full Time","76.71","77","1413","58","67","85","95","112","75.94","77.48","42","135","75","78"
"2002","Bavaria","Not Working","72.15","70","1049","55","62","80","90","107","71.32","72.98","38","129","70","71"
"2002","Bavaria","Part Time","71.85","70","787","55","60","81","92","109","70.91","72.79","34","150","66","69"
"2002","Berlin","Full Time","76.48","75","361","58","65","85","100","124","74.79","78.17","42","160","73","76"
"2002","Berlin","Not Working","71.1","70","289","52","60","79","92","120","69.26","72.94","39","125","67","71"
"2002","Berlin","Part Time","71.51","70","180","53","59","82","93","125","69.22","73.8","43","125","68","71"
"2002","Brandenburg","Full Time","76.63","75","398","59","66","85","98","110","75.19","78.07","43","125","72","78"
"2002","Brandenburg","Not Working","76.19","75","390","59","65","85","95","120","74.72","77.66","41","140","73","77"
"2002","Brandenburg","Part Time","73.3","70","170","55","63","83","92","115","71.05","75.55","46","130","69","75"
"2002","Bremen","Full Time","75.55","75","72","53","68","85","90","101","72.58","78.52","48","101","72","80"
"2002","Bremen","Not Working","75.76","74","60","55","64","82","90","180","70.94","80.58","45","180","65","78"
"2002","Bremen","Part Time","74.96","69.57","39","50","60","85","120","120","68.88","81.04","44","120","63","79"
"2002","Hamburg","Full Time","73.89","73","134","57","65","80","88","140","71.01","76.77","51","145","72","76"
"2002","Hamburg","Not Working","70.9","70","112","54","60","80","85","155","67.97","73.83","40","155","64","73"
"2002","Hamburg","Part Time","74.02","70","78","60","60","83","92","160","70.28","77.76","44","160","63","72"
"2002","Hesse","Full Time","80.18","80","701","60","70","90","100","120","79.01","81.35","43","175","78","80"
"2002","Hesse","Not Working","72.83","70","529","55","62","81","94","113","71.56","74.1","39","132","70","72"
"2002","Hesse","Part Time","70.69","68","402","55","60","79","90","105","69.32","72.06","43","120","65","70"
"2002","Lower Saxony","Full Time","79.78","80","781","60","70","89","100","125","78.66","80.9","45","170","78","80"
"2002","Lower Saxony","Not Working","72.95","72","733","55","63","80","90","120","71.91","73.99","39","132","70","73"
"2002","Lower Saxony","Part Time","72.52","70","450","57","62","80","91","110","71.14","73.9","45","170","68","72"
"2002","Mecklenburg-Western Pomerania","Full Time","76.49","78","228","57","65","88","95","117","74.66","78.32","50","125","75","80"
