"year","hgtyp1hh","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","(Married) couple without C.","East Germany","77.01","75","1809","60","68","85","95","115","76.37","77.65","36","140","75","76"
"2002","(Married) couple without C.","West Germany","75.64","75","5630","58","65","85","94","115","75.26","76.02","36","170","74","75"
"2002","1-pers.-HH","East Germany","72.82","71","727","56","63","80","90","110","71.85","73.79","40","124","70","73"
"2002","1-pers.-HH","West Germany","73.06","72","2273","55","62","81","90","116","72.45","73.67","39","180","71","73"
"2002","Couple + C. GT 16 ","East Germany","74.19","74","1110","55","63","84","93","115","73.3","75.08","42","150","71","74"
"2002","Couple + C. GT 16 ","West Germany","74.78","74","2869","56","64","85","94","115","74.23","75.33","34","175","72","74"
"2002","Couple + C. LE 16","East Germany","76.28","76","867","56","65","85","96","120","75.22","77.34","45","180","75","77"
"2002","Couple + C. LE 16","West Germany","76.17","75","3845","57","64","85","95","120","75.67","76.67","39","170","74","75"
"2002","Couple + C. LE and GT 16","East Germany","72.95","72","464","55","62","82","90","110","71.61","74.29","41","120","70","75"
"2002","Couple + C. LE and GT 16","West Germany","73.67","72","1471","55","63","83","93","116","72.89","74.45","39","144","70","72"
"2002","Single parent","East Germany","69.75","68","294","53","60","78","90","115","67.99","71.51","40","140","65","70"
"2002","Single parent","West Germany","69.55","68","831","55","60","77","88","115","68.6","70.5","38","129","67","70"
"2003","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"2003","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"2003","1-pers.-HH","West Germany","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","West Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","West Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","West Germany","","","","","","","","","","","","","",""
"2003","Single parent","East Germany","","","","","","","","","","","","","",""
"2003","Single parent","West Germany","","","","","","","","","","","","","",""
"2004","(Married) couple without C.","East Germany","77.58","77","1815","59","68","87","95","120","76.92","78.24","38","140","75","77"
"2004","(Married) couple without C.","West Germany","76.13","75","5403","59","66","85","95","116","75.73","76.53","38","210","75","75"
"2004","1-pers.-HH","East Germany","73.02","72","716","57","64","80","92","110","72.04","74","41","115","70","73"
"2004","1-pers.-HH","West Germany","73.94","72","2185","56","63","82","92","120","73.31","74.57","32","200","72","73"
"2004","Couple + C. GT 16 ","East Germany","74.89","75","1114","56","64","85","95","120","73.99","75.79","40","140","72","75"
"2004","Couple + C. GT 16 ","West Germany","75.65","75","2762","56","65","85","95","120","75.06","76.24","35","200","73","75"
"2004","Couple + C. LE 16","East Germany","76.23","75","751","56","65","85","95","117","75.13","77.33","47","150","75","76"
"2004","Couple + C. LE 16","West Germany","76.9","76","3284","58","65","86","97","127","76.35","77.45","38","170","75","76"
"2004","Couple + C. LE and GT 16","East Germany","72.82","70","388","55","61","82","94","120","71.04","74.6","42","185","70","73"
"2004","Couple + C. LE and GT 16","West Germany","74.04","73","1393","55","63","85","93","120","73.22","74.86","37","140","70","72"
"2004","Single parent","East Germany","69.99","68","286","52","60","77","89","119","68.2","71.78","37","160","67","70"
"2004","Single parent","West Germany","70.69","69","798","55","60","79","90","120","69.69","71.69","39","135","68","70"
"2005","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"2005","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"2005","1-pers.-HH","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","West Germany","","","","","","","","","","","","","",""
"2005","Single parent","East Germany","","","","","","","","","","","","","",""
"2005","Single parent","West Germany","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","East Germany","78.22","77","1957","60","68","87","97","120","77.56","78.88","37","200","76","78"
