"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Full Time","direct migration background","75.71","75","1055","58","65","84","92","110","74.88","76.54","43","175","75","78"
"2002","Full Time","indirect migration background","73.01","73.11","329","53","60","83","90","105","71.36","74.66","40","172","70","75"
"2002","Full Time","no migration background","78.37","78","8138","60","68","87","98","120","78.04","78.7","40","180","78","78"
"2002","Not Working","direct migration background","72.49","70","1102","55","63","80","90","110","71.66","73.32","39","160","70","72"
"2002","Not Working","indirect migration background","66.78","65.88","237","52","58","75","82","100","65.03","68.53","36","115","62","67"
"2002","Not Working","no migration background","73.14","72","6894","55","63","82","90","115","72.8","73.48","35","180","71","72"
"2002","Part Time","direct migration background","71.03","70","650","55","61","80","89","105","69.97","72.09","40","124","68","70"
"2002","Part Time","indirect migration background","68.52","66","211","53","60","75","84","107","66.64","70.4","48","150","65","70"
"2002","Part Time","no migration background","72.16","70","4343","55","62","80","90","115","71.74","72.58","34","170","68","70"
"2003","Full Time","direct migration background","","","","","","","","","","","","","",""
"2003","Full Time","indirect migration background","","","","","","","","","","","","","",""
"2003","Full Time","no migration background","","","","","","","","","","","","","",""
"2003","Not Working","direct migration background","","","","","","","","","","","","","",""
"2003","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2003","Not Working","no migration background","","","","","","","","","","","","","",""
"2003","Part Time","direct migration background","","","","","","","","","","","","","",""
"2003","Part Time","indirect migration background","","","","","","","","","","","","","",""
"2003","Part Time","no migration background","","","","","","","","","","","","","",""
"2004","Full Time","direct migration background","75.98","75","868","59","65","85","94","113","75.03","76.93","38","140","75","78"
"2004","Full Time","indirect migration background","73.89","74","308","55","63","83","90","110","72.33","75.45","43","120","72","77"
"2004","Full Time","no migration background","79.04","78","7230","60","68","89","98","122","78.68","79.4","37","210","78","79"
"2004","Not Working","direct migration background","73.53","73","1063","56","64","82","92","112","72.67","74.39","32","160","72","75"
"2004","Not Working","indirect migration background","68.94","68","257","52","60","80","86","100","67.31","70.57","38","105","65","69"
"2004","Not Working","no migration background","74.03","72","6800","56","64","82","92","120","73.67","74.39","32","200","72","73"
"2004","Part Time","direct migration background","72.18","71","594","55","60","80","90","111","71.03","73.33","40","163","70","72"
"2004","Part Time","indirect migration background","70.51","70","229","55","60","78","90","100","68.81","72.21","45","101","65","70"
"2004","Part Time","no migration background","72.58","70","4146","55","62","80","91","120","72.13","73.03","40","163","70","70"
"2005","Full Time","direct migration background","","","","","","","","","","","","","",""
"2005","Full Time","indirect migration background","","","","","","","","","","","","","",""
"2005","Full Time","no migration background","","","","","","","","","","","","","",""
"2005","Not Working","direct migration background","","","","","","","","","","","","","",""
"2005","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2005","Not Working","no migration background","","","","","","","","","","","","","",""
"2005","Part Time","direct migration background","","","","","","","","","","","","","",""
"2005","Part Time","indirect migration background","","","","","","","","","","","","","",""
"2005","Part Time","no migration background","","","","","","","","","","","","","",""
