"year","bula_h","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"2002","Baden-W?rttemberg","West Germany","73.59","73","2807","56","63","82","91","113","73.06","74.12","40","150","72","74"
"2002","Bavaria","East Germany","","","","","","","","","","","","","",""
"2002","Bavaria","West Germany","73.95","74","3249","56","63","83","92","110","73.45","74.45","34","150","72","73"
"2002","Berlin","East Germany","72.83","70","365","52","62","82","95","124","71.21","74.45","45","125","69","74"
"2002","Berlin","West Germany","73.77","72","465","55","63","82","94","121","72.28","75.26","39","160","70","74"
"2002","Brandenburg","East Germany","75.8","75","958","58","65","85","96","115","74.87","76.73","41","140","73","75"
"2002","Brandenburg","West Germany","","","","","","","","","","","","","",""
"2002","Bremen","East Germany","","","","","","","","","","","","","",""
"2002","Bremen","West Germany","75.5","74","171","54","63","85","92","180","73.03","77.97","44","180","70","75"
"2002","Hamburg","East Germany","","","","","","","","","","","","","",""
"2002","Hamburg","West Germany","72.76","72","324","56","61","80","90","155","70.95","74.57","40","160","70","73"
"2002","Hesse","East Germany","","","","","","","","","","","","","",""
"2002","Hesse","West Germany","75.2","74.02","1632","56","63","85","95","115","74.44","75.96","39","175","73","75"
"2002","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"2002","Lower Saxony","West Germany","75.36","75","1964","57","64","84","95","120","74.67","76.05","39","170","73","75"
"2002","Mecklenburg-Western Pomerania","East Germany","74.76","75","514","57","65","83","92","110","73.54","75.98","45","125","73","76"
"2002","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"2002","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
"2002","North Rhine-Westphalia","West Germany","75.35","75","4834","58","65","85","95","115","74.92","75.78","35","180","74","75"
"2002","Rhineland-Palatinate,Saarland","East Germany","","","","","","","","","","","","","",""
"2002","Rhineland-Palatinate,Saarland","West Germany","74.89","74","1373","56","65","84","93","120","74.11","75.67","39","140","73","75"
"2002","Saxony","East Germany","74.07","73","1654","57","64","83","91","108","73.39","74.75","36","180","72","74"
"2002","Saxony","West Germany","","","","","","","","","","","","","",""
"2002","Saxony-Anhalt","East Germany","75.41","75","972","56","65","85","95","118","74.45","76.37","40","150","73","75"
"2002","Saxony-Anhalt","West Germany","","","","","","","","","","","","","",""
"2002","Schleswig-Holstein","East Germany","","","","","","","","","","","","","",""
"2002","Schleswig-Holstein","West Germany","73.04","70","717","56","62","82","92","118","71.98","74.1","40","140","69","72"
"2002","Thuringia","East Germany","75.29","75","960","58","65","84","94","115","74.36","76.22","42","140","74","76"
"2002","Thuringia","West Germany","","","","","","","","","","","","","",""
"2003","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"2003","Baden-W?rttemberg","West Germany","","","","","","","","","","","","","",""
"2003","Bavaria","East Germany","","","","","","","","","","","","","",""
"2003","Bavaria","West Germany","","","","","","","","","","","","","",""
"2003","Berlin","East Germany","","","","","","","","","","","","","",""
