"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2014","college entrance qualification","76.61","75","7357","57","65","86","97","125","76.24","76.98","30","195","75","75"
"2014","lower secondary degree","79.74","78","6854","60","68","90","101","130","79.32","80.16","35","225","78","79"
"2014","no degree/no degree yet","74.78","72","993","55","62","85","98","130","73.69","75.87","35","180","70","72"
"2014","Other degree","75.92","75","3284","57","64","85","96","120","75.37","76.47","40","170","74","75"
"2014","secondary school degree","78.42","76","7437","58","65","89","100","130","78.03","78.81","35","200","75","76"
"2015","college entrance qualification","","","","","","","","","","","","","",""
"2015","lower secondary degree","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","","","","","","","","","","","","","",""
"2015","Other degree","","","","","","","","","","","","","",""
"2015","secondary school degree","","","","","","","","","","","","","",""
"2016","college entrance qualification","77.16","75","6714","58","65","86","98","130","76.76","77.56","30","215","75","75"
"2016","lower secondary degree","80.19","79","5757","60","68","90","102","136","79.72","80.66","38","200","78","80"
"2016","no degree/no degree yet","74.59","72","803","55","61","82","96","122","73.32","75.86","40","230","70","72"
"2016","Other degree","76.13","75","3223","56","64","86","96","120","75.55","76.71","40","180","75","75"
"2016","secondary school degree","79.63","78","6516","59","66","90","103","134","79.2","80.06","36","200","76","78"
"2017","college entrance qualification","","","","","","","","","","","","","",""
"2017","lower secondary degree","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","","","","","","","","","","","","","",""
"2017","Other degree","","","","","","","","","","","","","",""
"2017","secondary school degree","","","","","","","","","","","","","",""
"2018","college entrance qualification","77.73","75","7578","58","65","87","100","130","77.35","78.11","30","190","75","75"
"2018","lower secondary degree","80.74","80","5668","60","68","90","104","135","80.25","81.23","38","187","79","80"
"2018","no degree/no degree yet","75.08","73","2228","56","63","83","96","132","74.42","75.74","36","190","72","74"
"2018","Other degree","75.89","75","4851","57","64","85","97","120","75.44","76.34","38","190","75","75"
"2018","secondary school degree","80.12","78","7132","58","66","90","105","138","79.69","80.55","35","230","77","78"
