"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","16-34 y.","71.48","70","6123","54","60","80","90","115","71.11","71.85","34","180","68","70"
"2002","35-65 y.","76.49","75","13221","58","65","85","95","120","76.23","76.75","36","180","75","75"
"2002","66 and older","73.48","73","3615","58","65","82","90","105","73.05","73.91","35","180","73","74"
"2003","16-34 y.","","","","","","","","","","","","","",""
"2003","35-65 y.","","","","","","","","","","","","","",""
"2003","66 and older","","","","","","","","","","","","","",""
"2004","16-34 y.","71.86","70","5575","54","60","80","90","115","71.47","72.25","35","200","69","70"
"2004","35-65 y.","77.16","76","12153","58","65","86","97","120","76.88","77.44","32","200","75","76"
"2004","66 and older","74.27","74","3767","58","65","82","90","110","73.84","74.7","32","210","74","75"
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","73.02","71","5100","55","61","82","93","120","72.59","73.45","33","200","70","70"
"2006","35-65 y.","77.8","76","12326","59","66","87","98","125","77.52","78.08","36","200","76","77"
"2006","66 and older","75.1","75","4446","59","65","83","93","110","74.68","75.52","34","195","75","75"
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","73.21","72","4321","54","61","81","95","120","72.74","73.68","35","230","70","71"
"2008","35-65 y.","78.73","78","10587","59","66","88","100","127","78.42","79.04","36","190","77","78"
"2008","66 and older","75.95","75","4317","60","65","85","94","118","75.52","76.38","35","204","75","76"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","74.18","72","3554","55","61","83","95","130","73.64","74.72","36","250","70","72"
"2010","35-65 y.","79.7","78","8999","60","67","90","102","132","79.35","80.05","37","179","77","78"
"2010","66 and older","75.75","75","4024","59","65","85","94","118","75.3","76.2","35","197","75","76"
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","74.02","72","4084","55","61","84","95","130","73.51","74.53","30","190","70","72"
"2012","35-65 y.","80.02","79","11046","60","67","90","102","130","79.7","80.34","34","225","78","78"
"2012","66 and older","75.69","75","5193","58","65","85","95","115","75.3","76.08","30","169","75","76"
"2013","16-34 y.","","","","","","","","","","","","","",""
"2013","35-65 y.","","","","","","","","","","","","","",""
"2013","66 and older","","","","","","","","","","","","","",""
"2014","16-34 y.","74.15","71.41","6489","55","62","84","95","130","73.73","74.57","30","200","70","72"
"2014","35-65 y.","80.32","80","15390","60","68","90","103","130","80.05","80.59","35","195","78","78"
"2014","66 and older","75.99","75","4963","58","65","85","95","115","75.58","76.4","30","225","75","76"
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","75.13","73","5497","55","62","85","97","133","74.66","75.6","36","200","70","72"
"2016","35-65 y.","80.93","80","13687","60","68","90","105","136","80.63","81.23","37","230","78","78"
"2016","66 and older","76.19","75","4730","58","65","85","95","119","75.76","76.62","30","175","75","77"
"2017","16-34 y.","","","","","","","","","","","","","",""
"2017","35-65 y.","","","","","","","","","","","","","",""
"2017","66 and older","","","","","","","","","","","","","",""
"2018","16-34 y.","75.67","73","7894","55","62","85","100","138","75.29","76.05","35","190","70","72"
"2018","35-65 y.","81.45","80","16098","60","68","92","105","135","81.17","81.73","36","230","78","79"
"2018","66 and older","76.26","75","5024","58","65","85","96","120","75.83","76.69","30","187","75","77"
