"plh0219","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","(0) in school","","","",""
"1 Strongly disagree","2005","Full Time","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","Full Time","(1b) general elementary school","13","","",""
"1 Strongly disagree","2005","Full Time","(1c) basic vocational qualification","30","0.022079679642221","0.0153269422511229","0.028832417033319"
"1 Strongly disagree","2005","Full Time","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2005","Full Time","(2a) intermediate vocational","23","","",""
"1 Strongly disagree","2005","Full Time","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","Full Time","(2c_voc) vocational maturity certificate","3","","",""
"1 Strongly disagree","2005","Full Time","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","Full Time","(3b) higher tertiary education","13","","",""
"1 Strongly disagree","2005","Part Time","(0) in school","","","",""
"1 Strongly disagree","2005","Part Time","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","Part Time","(1b) general elementary school","6","","",""
"1 Strongly disagree","2005","Part Time","(1c) basic vocational qualification","12","","",""
"1 Strongly disagree","2005","Part Time","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Part Time","(2a) intermediate vocational","10","","",""
"1 Strongly disagree","2005","Part Time","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","Part Time","(2c_voc) vocational maturity certificate","5","","",""
"1 Strongly disagree","2005","Part Time","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","Part Time","(3b) higher tertiary education","4","","",""
"1 Strongly disagree","2005","Not Working","(0) in school","6","","",""
"1 Strongly disagree","2005","Not Working","(1a) inadequately completed","8","","",""
"1 Strongly disagree","2005","Not Working","(1b) general elementary school","33","0.0336554504513846","0.023268513012207","0.0440423878905622"
"1 Strongly disagree","2005","Not Working","(1c) basic vocational qualification","61","0.0259463579369957","0.0200610907821969","0.0318316250917945"
"1 Strongly disagree","2005","Not Working","(2b) intermediate general qualification","4","","",""
"1 Strongly disagree","2005","Not Working","(2a) intermediate vocational","19","","",""
"1 Strongly disagree","2005","Not Working","(2c_gen) general maturity certificate","4","","",""
"1 Strongly disagree","2005","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2005","Not Working","(3a) lower tertiary education","3","","",""
"1 Strongly disagree","2005","Not Working","(3b) higher tertiary education","9","","",""
"2 on scale 1-7 ","2005","Full Time","(0) in school","","","",""
"2 on scale 1-7 ","2005","Full Time","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","Full Time","(1b) general elementary school","19","","",""
"2 on scale 1-7 ","2005","Full Time","(1c) basic vocational qualification","67","0.0391643639029269","0.0302497645168487","0.0480789632890051"
"2 on scale 1-7 ","2005","Full Time","(2b) intermediate general qualification","5","","",""
"2 on scale 1-7 ","2005","Full Time","(2a) intermediate vocational","83","0.0385765462318803","0.0307802503153944","0.0463728421483662"
"2 on scale 1-7 ","2005","Full Time","(2c_gen) general maturity certificate","5","","",""
"2 on scale 1-7 ","2005","Full Time","(2c_voc) vocational maturity certificate","28","","",""
"2 on scale 1-7 ","2005","Full Time","(3a) lower tertiary education","34","0.0517485953964068","0.0368127170694423","0.0666844737233713"
"2 on scale 1-7 ","2005","Full Time","(3b) higher tertiary education","76","0.0680977818395559","0.0548688679832107","0.0813266956959011"
"2 on scale 1-7 ","2005","Part Time","(0) in school","5","","",""
"2 on scale 1-7 ","2005","Part Time","(1a) inadequately completed","1","","",""
"2 on scale 1-7 ","2005","Part Time","(1b) general elementary school","14","","",""
"2 on scale 1-7 ","2005","Part Time","(1c) basic vocational qualification","31","0.0231939015125566","0.0142459338788029","0.0321418691463102"
"2 on scale 1-7 ","2005","Part Time","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2005","Part Time","(2a) intermediate vocational","39","0.0239797675624492","0.0157079241754339","0.0322516109494645"
"2 on scale 1-7 ","2005","Part Time","(2c_gen) general maturity certificate","4","","",""
"2 on scale 1-7 ","2005","Part Time","(2c_voc) vocational maturity certificate","14","","",""
"2 on scale 1-7 ","2005","Part Time","(3a) lower tertiary education","17","","",""
"2 on scale 1-7 ","2005","Part Time","(3b) higher tertiary education","11","","",""
"2 on scale 1-7 ","2005","Not Working","(0) in school","6","","",""
"2 on scale 1-7 ","2005","Not Working","(1a) inadequately completed","20","","",""
"2 on scale 1-7 ","2005","Not Working","(1b) general elementary school","66","0.0580984462032853","0.0446249958373107","0.0715718965692598"
"2 on scale 1-7 ","2005","Not Working","(1c) basic vocational qualification","131","0.0465469682008514","0.0387480943854503","0.0543458420162524"
"2 on scale 1-7 ","2005","Not Working","(2b) intermediate general qualification","6","","",""
"2 on scale 1-7 ","2005","Not Working","(2a) intermediate vocational","36","0.0363126259654432","0.0254152536212386","0.0472099983096477"
"2 on scale 1-7 ","2005","Not Working","(2c_gen) general maturity certificate","11","","",""
"2 on scale 1-7 ","2005","Not Working","(2c_voc) vocational maturity certificate","13","","",""
"2 on scale 1-7 ","2005","Not Working","(3a) lower tertiary education","21","","",""
"2 on scale 1-7 ","2005","Not Working","(3b) higher tertiary education","24","","",""
"3 on scale 1-7 ","2005","Full Time","(0) in school","2","","",""
"3 on scale 1-7 ","2005","Full Time","(1a) inadequately completed","5","","",""
"3 on scale 1-7 ","2005","Full Time","(1b) general elementary school","38","0.111900643396604","0.0789213305640771","0.144879956229131"
"3 on scale 1-7 ","2005","Full Time","(1c) basic vocational qualification","150","0.0795292589136299","0.0670955641002871","0.0919629537269728"
"3 on scale 1-7 ","2005","Full Time","(2b) intermediate general qualification","10","","",""
"3 on scale 1-7 ","2005","Full Time","(2a) intermediate vocational","182","0.0777581609463115","0.0669172771796455","0.0885990447129776"
"3 on scale 1-7 ","2005","Full Time","(2c_gen) general maturity certificate","14","","",""
"3 on scale 1-7 ","2005","Full Time","(2c_voc) vocational maturity certificate","56","0.0877162272776532","0.0671106989213699","0.108321755633936"
"3 on scale 1-7 ","2005","Full Time","(3a) lower tertiary education","80","0.0997822637589202","0.0795744097611667","0.119990117756674"
"3 on scale 1-7 ","2005","Full Time","(3b) higher tertiary education","161","0.109556522242896","0.0931545969222535","0.125958447563539"
"3 on scale 1-7 ","2005","Part Time","(0) in school","5","","",""
"3 on scale 1-7 ","2005","Part Time","(1a) inadequately completed","6","","",""
"3 on scale 1-7 ","2005","Part Time","(1b) general elementary school","31","0.0736685770708076","0.0461828207082405","0.101154333433375"
"3 on scale 1-7 ","2005","Part Time","(1c) basic vocational qualification","70","0.0636394906262291","0.0491277933203828","0.0781511879320754"
"3 on scale 1-7 ","2005","Part Time","(2b) intermediate general qualification","8","","",""
"3 on scale 1-7 ","2005","Part Time","(2a) intermediate vocational","80","0.0573419431533449","0.0447711203921821","0.0699127659145076"
"3 on scale 1-7 ","2005","Part Time","(2c_gen) general maturity certificate","20","","",""
"3 on scale 1-7 ","2005","Part Time","(2c_voc) vocational maturity certificate","35","0.0811059092266129","0.0547770499576793","0.107434768495547"
"3 on scale 1-7 ","2005","Part Time","(3a) lower tertiary education","24","","",""
"3 on scale 1-7 ","2005","Part Time","(3b) higher tertiary education","50","0.0730281890939109","0.0519803473415198","0.0940760308463019"
"3 on scale 1-7 ","2005","Not Working","(0) in school","40","0.0793003619422552","0.056738815589772","0.101861908294738"
"3 on scale 1-7 ","2005","Not Working","(1a) inadequately completed","17","","",""
"3 on scale 1-7 ","2005","Not Working","(1b) general elementary school","132","0.106314728082227","0.0885612753550176","0.124068180809437"
"3 on scale 1-7 ","2005","Not Working","(1c) basic vocational qualification","249","0.087651444298142","0.0771826546160663","0.0981202339802178"
"3 on scale 1-7 ","2005","Not Working","(2b) intermediate general qualification","18","","",""
