"plh0219","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","5","","",""
"1 Strongly disagree","2005","(0) in school","East Germany","1","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","12","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","1","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","45","0.0299405830458894","0.0217075004905744","0.0381736656012044"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","7","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","84","0.0219906576396585","0.0177645954167837","0.0262167198625333"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","19","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","1","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","4","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","32","0.0134636911609064","0.00939880813463404","0.0175285741871788"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","20","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","5","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","1","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","7","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","3","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","6","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","5","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","19","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","7","","",""
"2 on scale 1-7 ","2005","(0) in school","West Germany","7","","",""
"2 on scale 1-7 ","2005","(0) in school","East Germany","4","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","20","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","3","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","West Germany","90","0.0575246823113163","0.0462761649564237","0.0687731996662088"
"2 on scale 1-7 ","2005","(1b) general elementary school","East Germany","9","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","184","0.0388020452290496","0.033236867934137","0.0443672225239622"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","45","0.0461137048171729","0.0336227057791389","0.0586047038552068"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","10","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","2","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","96","0.0334905159963099","0.0271449052997181","0.0398361266929017"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","62","0.0362858943628021","0.0274018373500182","0.045169951375586"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","18","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","2","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","44","0.0275787613807556","0.0186835311056847","0.0364739916558265"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","11","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","52","0.06456463587136","0.0492637875843825","0.0798654841583375"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","20","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","88","0.0568351198706874","0.0464870190941294","0.0671832206472454"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","23","","",""
"3 on scale 1-7 ","2005","(0) in school","West Germany","40","0.0835357293712227","0.059451208286394","0.107620250456052"
"3 on scale 1-7 ","2005","(0) in school","East Germany","7","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","27","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","1","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","West Germany","182","0.101697384687627","0.0870958198968373","0.116298949478416"
"3 on scale 1-7 ","2005","(1b) general elementary school","East Germany","19","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","381","0.0803637257924443","0.0725297296201844","0.0881977219647042"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","88","0.0818458640385893","0.0655194792074263","0.0981722488697522"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","29","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","7","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","227","0.0758983913550365","0.0665575586493431","0.08523922406073"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","137","0.087758966448609","0.0743168125055369","0.101201120391681"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","42","0.0728302227187616","0.0522087999574038","0.0934516454801194"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","13","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","99","0.0873869248982298","0.0720474967052951","0.102726353091164"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","21","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","87","0.102436834337839","0.0835581446056937","0.121315524069984"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","54","0.0937742343093047","0.0715341673985881","0.116014301220021"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","196","0.0952266681963979","0.0821074595448686","0.108345876847927"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","62","0.0902652593913458","0.0672010564129667","0.113329462369725"
"4 on scale 1-7","2005","(0) in school","West Germany","78","0.14615998309962","0.115409877897215","0.176910088302025"
"4 on scale 1-7","2005","(0) in school","East Germany","32","0.176883844393922","0.115201045639933","0.238566643147912"
"4 on scale 1-7","2005","(1a) inadequately completed","West Germany","69","0.295872200907656","0.236495920371847","0.355248481443466"
"4 on scale 1-7","2005","(1a) inadequately completed","East Germany","3","","",""
"4 on scale 1-7","2005","(1b) general elementary school","West Germany","357","0.215824513204897","0.195950288687707","0.235698737722088"
"4 on scale 1-7","2005","(1b) general elementary school","East Germany","53","0.274713537046288","0.214341857265605","0.335085216826972"
"4 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","947","0.206328334571103","0.194667083361234","0.217989585780972"
"4 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","220","0.186822133842331","0.163608624462011","0.21003564322265"
"4 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","56","0.112794261068915","0.0832024528412254","0.142386069296605"
"4 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","31","0.224758243592514","0.155858924826063","0.293657562358965"
"4 on scale 1-7","2005","(2a) intermediate vocational","West Germany","573","0.188380074641766","0.174588835865525","0.202171313418007"
