"plb0050","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2004","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","2004","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","2004","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","2004","Baden-Württemberg","(0) in school","","","",""
"No","2004","Baden-Württemberg","(1a) inadequately completed","","","",""
"No","2004","Baden-Württemberg","(1b) general elementary school","","","",""
"No","2004","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"No","2004","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","2004","Baden-Württemberg","(2a) intermediate vocational","","","",""
"No","2004","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","2004","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No","2004","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No","2004","Bavaria","(0) in school","","","",""
"No","2004","Bavaria","(1a) inadequately completed","","","",""
"No","2004","Bavaria","(1b) general elementary school","","","",""
"No","2004","Bavaria","(1c) basic vocational qualification","","","",""
"No","2004","Bavaria","(2b) intermediate general qualification","","","",""
"No","2004","Bavaria","(2a) intermediate vocational","","","",""
"No","2004","Bavaria","(2c_gen) general maturity certificate","","","",""
"No","2004","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Bavaria","(3a) lower tertiary education","","","",""
"No","2004","Bavaria","(3b) higher tertiary education","","","",""
"No","2004","Berlin","(0) in school","","","",""
"No","2004","Berlin","(1a) inadequately completed","","","",""
"No","2004","Berlin","(1b) general elementary school","","","",""
"No","2004","Berlin","(1c) basic vocational qualification","","","",""
"No","2004","Berlin","(2b) intermediate general qualification","","","",""
"No","2004","Berlin","(2a) intermediate vocational","","","",""
"No","2004","Berlin","(2c_gen) general maturity certificate","","","",""
"No","2004","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Berlin","(3a) lower tertiary education","","","",""
"No","2004","Berlin","(3b) higher tertiary education","","","",""
"No","2004","Brandenburg","(0) in school","","","",""
"No","2004","Brandenburg","(1a) inadequately completed","","","",""
"No","2004","Brandenburg","(1b) general elementary school","","","",""
"No","2004","Brandenburg","(1c) basic vocational qualification","","","",""
"No","2004","Brandenburg","(2b) intermediate general qualification","","","",""
"No","2004","Brandenburg","(2a) intermediate vocational","","","",""
"No","2004","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","2004","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Brandenburg","(3a) lower tertiary education","","","",""
"No","2004","Brandenburg","(3b) higher tertiary education","","","",""
"No","2004","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","2004","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","2004","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","2004","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"No","2004","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","2004","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"No","2004","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","2004","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No","2004","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","2004","Saxony","(0) in school","","","",""
"No","2004","Saxony","(1a) inadequately completed","","","",""
"No","2004","Saxony","(1b) general elementary school","","","",""
"No","2004","Saxony","(1c) basic vocational qualification","","","",""
"No","2004","Saxony","(2b) intermediate general qualification","","","",""
"No","2004","Saxony","(2a) intermediate vocational","","","",""
"No","2004","Saxony","(2c_gen) general maturity certificate","","","",""
"No","2004","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Saxony","(3a) lower tertiary education","","","",""
"No","2004","Saxony","(3b) higher tertiary education","","","",""
"No","2004","Saxony-Anhalt","(0) in school","","","",""
"No","2004","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","2004","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","2004","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"No","2004","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","2004","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"No","2004","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","2004","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"No","2004","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","2004","Thuringia","(0) in school","","","",""
"No","2004","Thuringia","(1a) inadequately completed","","","",""
"No","2004","Thuringia","(1b) general elementary school","","","",""
"No","2004","Thuringia","(1c) basic vocational qualification","","","",""
"No","2004","Thuringia","(2b) intermediate general qualification","","","",""
"No","2004","Thuringia","(2a) intermediate vocational","","","",""
"No","2004","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","2004","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No","2004","Thuringia","(3a) lower tertiary education","","","",""
"No","2004","Thuringia","(3b) higher tertiary education","","","",""
"Yes","2005","Schleswig-Holstein","(0) in school","","","",""
"Yes","2005","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","2005","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","2005","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","2005","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","2005","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","2005","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","2005","Hamburg","(0) in school","","","",""
"Yes","2005","Hamburg","(1a) inadequately completed","","","",""
"Yes","2005","Hamburg","(1b) general elementary school","","","",""
"Yes","2005","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","2005","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2005","Hamburg","(2a) intermediate vocational","","","",""
"Yes","2005","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Hamburg","(3a) lower tertiary education","","","",""
"Yes","2005","Hamburg","(3b) higher tertiary education","","","",""
"Yes","2005","Lower Saxony","(0) in school","","","",""
"Yes","2005","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","2005","Lower Saxony","(1b) general elementary school","","","",""
"Yes","2005","Lower Saxony","(1c) basic vocational qualification","","","",""
"Yes","2005","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","2005","Lower Saxony","(2a) intermediate vocational","","","",""
"Yes","2005","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","2005","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes","2005","Bremen","(0) in school","","","",""
"Yes","2005","Bremen","(1a) inadequately completed","","","",""
"Yes","2005","Bremen","(1b) general elementary school","","","",""
"Yes","2005","Bremen","(1c) basic vocational qualification","","","",""
"Yes","2005","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2005","Bremen","(2a) intermediate vocational","","","",""
"Yes","2005","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Bremen","(3a) lower tertiary education","","","",""
"Yes","2005","Bremen","(3b) higher tertiary education","","","",""
"Yes","2005","North Rhine-Westphalia","(0) in school","","","",""
"Yes","2005","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","2005","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes","2005","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Yes","2005","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","2005","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Yes","2005","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","2005","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Yes","2005","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Yes","2005","Hesse","(0) in school","","","",""
"Yes","2005","Hesse","(1a) inadequately completed","","","",""
"Yes","2005","Hesse","(1b) general elementary school","","","",""
"Yes","2005","Hesse","(1c) basic vocational qualification","","","",""
"Yes","2005","Hesse","(2b) intermediate general qualification","","","",""
"Yes","2005","Hesse","(2a) intermediate vocational","","","",""
"Yes","2005","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Hesse","(3a) lower tertiary education","","","",""
"Yes","2005","Hesse","(3b) higher tertiary education","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","2005","Baden-Württemberg","(0) in school","","","",""
"Yes","2005","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","2005","Baden-Württemberg","(1b) general elementary school","","","",""
"Yes","2005","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Yes","2005","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Yes","2005","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Yes","2005","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","2005","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Yes","2005","Bavaria","(0) in school","","","",""
"Yes","2005","Bavaria","(1a) inadequately completed","","","",""
"Yes","2005","Bavaria","(1b) general elementary school","","","",""
"Yes","2005","Bavaria","(1c) basic vocational qualification","","","",""
"Yes","2005","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","2005","Bavaria","(2a) intermediate vocational","","","",""
"Yes","2005","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Bavaria","(3a) lower tertiary education","","","",""
"Yes","2005","Bavaria","(3b) higher tertiary education","","","",""
"Yes","2005","Berlin","(0) in school","","","",""
"Yes","2005","Berlin","(1a) inadequately completed","","","",""
"Yes","2005","Berlin","(1b) general elementary school","","","",""
"Yes","2005","Berlin","(1c) basic vocational qualification","","","",""
"Yes","2005","Berlin","(2b) intermediate general qualification","","","",""
"Yes","2005","Berlin","(2a) intermediate vocational","","","",""
"Yes","2005","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Berlin","(3a) lower tertiary education","","","",""
"Yes","2005","Berlin","(3b) higher tertiary education","","","",""
"Yes","2005","Brandenburg","(0) in school","","","",""
"Yes","2005","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2005","Brandenburg","(1b) general elementary school","","","",""
"Yes","2005","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","2005","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","2005","Brandenburg","(2a) intermediate vocational","","","",""
"Yes","2005","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Brandenburg","(3a) lower tertiary education","","","",""
"Yes","2005","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","2005","Saxony","(0) in school","","","",""
"Yes","2005","Saxony","(1a) inadequately completed","","","",""
"Yes","2005","Saxony","(1b) general elementary school","","","",""
"Yes","2005","Saxony","(1c) basic vocational qualification","","","",""
"Yes","2005","Saxony","(2b) intermediate general qualification","","","",""
"Yes","2005","Saxony","(2a) intermediate vocational","","","",""
"Yes","2005","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Saxony","(3a) lower tertiary education","","","",""
"Yes","2005","Saxony","(3b) higher tertiary education","","","",""
"Yes","2005","Saxony-Anhalt","(0) in school","","","",""
"Yes","2005","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2005","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2005","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","2005","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","2005","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Yes","2005","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Yes","2005","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","2005","Thuringia","(0) in school","","","",""
"Yes","2005","Thuringia","(1a) inadequately completed","","","",""
"Yes","2005","Thuringia","(1b) general elementary school","","","",""
"Yes","2005","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","2005","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","2005","Thuringia","(2a) intermediate vocational","","","",""
"Yes","2005","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2005","Thuringia","(3a) lower tertiary education","","","",""
"Yes","2005","Thuringia","(3b) higher tertiary education","","","",""
"No","2005","Schleswig-Holstein","(0) in school","","","",""
"No","2005","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","2005","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","2005","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"No","2005","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","2005","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","2005","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","2005","Hamburg","(0) in school","","","",""
"No","2005","Hamburg","(1a) inadequately completed","","","",""
"No","2005","Hamburg","(1b) general elementary school","","","",""
"No","2005","Hamburg","(1c) basic vocational qualification","","","",""
"No","2005","Hamburg","(2b) intermediate general qualification","","","",""
"No","2005","Hamburg","(2a) intermediate vocational","","","",""
"No","2005","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","2005","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Hamburg","(3a) lower tertiary education","","","",""
"No","2005","Hamburg","(3b) higher tertiary education","","","",""
"No","2005","Lower Saxony","(0) in school","","","",""
"No","2005","Lower Saxony","(1a) inadequately completed","","","",""
"No","2005","Lower Saxony","(1b) general elementary school","","","",""
"No","2005","Lower Saxony","(1c) basic vocational qualification","","","",""
"No","2005","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","2005","Lower Saxony","(2a) intermediate vocational","","","",""
"No","2005","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","2005","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Lower Saxony","(3a) lower tertiary education","","","",""
"No","2005","Lower Saxony","(3b) higher tertiary education","","","",""
"No","2005","Bremen","(0) in school","","","",""
"No","2005","Bremen","(1a) inadequately completed","","","",""
"No","2005","Bremen","(1b) general elementary school","","","",""
"No","2005","Bremen","(1c) basic vocational qualification","","","",""
"No","2005","Bremen","(2b) intermediate general qualification","","","",""
"No","2005","Bremen","(2a) intermediate vocational","","","",""
"No","2005","Bremen","(2c_gen) general maturity certificate","","","",""
"No","2005","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Bremen","(3a) lower tertiary education","","","",""
"No","2005","Bremen","(3b) higher tertiary education","","","",""
"No","2005","North Rhine-Westphalia","(0) in school","","","",""
"No","2005","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"No","2005","North Rhine-Westphalia","(1b) general elementary school","","","",""
"No","2005","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"No","2005","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"No","2005","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"No","2005","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"No","2005","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"No","2005","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"No","2005","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"No","2005","Hesse","(0) in school","","","",""
"No","2005","Hesse","(1a) inadequately completed","","","",""
"No","2005","Hesse","(1b) general elementary school","","","",""
"No","2005","Hesse","(1c) basic vocational qualification","","","",""
"No","2005","Hesse","(2b) intermediate general qualification","","","",""
"No","2005","Hesse","(2a) intermediate vocational","","","",""
"No","2005","Hesse","(2c_gen) general maturity certificate","","","",""
"No","2005","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Hesse","(3a) lower tertiary education","","","",""
"No","2005","Hesse","(3b) higher tertiary education","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","2005","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","2005","Baden-Württemberg","(0) in school","","","",""
"No","2005","Baden-Württemberg","(1a) inadequately completed","","","",""
"No","2005","Baden-Württemberg","(1b) general elementary school","","","",""
"No","2005","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"No","2005","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","2005","Baden-Württemberg","(2a) intermediate vocational","","","",""
"No","2005","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","2005","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No","2005","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No","2005","Bavaria","(0) in school","","","",""
"No","2005","Bavaria","(1a) inadequately completed","","","",""
"No","2005","Bavaria","(1b) general elementary school","","","",""
"No","2005","Bavaria","(1c) basic vocational qualification","","","",""
"No","2005","Bavaria","(2b) intermediate general qualification","","","",""
"No","2005","Bavaria","(2a) intermediate vocational","","","",""
"No","2005","Bavaria","(2c_gen) general maturity certificate","","","",""
"No","2005","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Bavaria","(3a) lower tertiary education","","","",""
"No","2005","Bavaria","(3b) higher tertiary education","","","",""
"No","2005","Berlin","(0) in school","","","",""
"No","2005","Berlin","(1a) inadequately completed","","","",""
"No","2005","Berlin","(1b) general elementary school","","","",""
"No","2005","Berlin","(1c) basic vocational qualification","","","",""
"No","2005","Berlin","(2b) intermediate general qualification","","","",""
"No","2005","Berlin","(2a) intermediate vocational","","","",""
"No","2005","Berlin","(2c_gen) general maturity certificate","","","",""
"No","2005","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Berlin","(3a) lower tertiary education","","","",""
"No","2005","Berlin","(3b) higher tertiary education","","","",""
"No","2005","Brandenburg","(0) in school","","","",""
"No","2005","Brandenburg","(1a) inadequately completed","","","",""
"No","2005","Brandenburg","(1b) general elementary school","","","",""
"No","2005","Brandenburg","(1c) basic vocational qualification","","","",""
"No","2005","Brandenburg","(2b) intermediate general qualification","","","",""
"No","2005","Brandenburg","(2a) intermediate vocational","","","",""
"No","2005","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","2005","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Brandenburg","(3a) lower tertiary education","","","",""
"No","2005","Brandenburg","(3b) higher tertiary education","","","",""
"No","2005","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","2005","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","2005","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","2005","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"No","2005","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","2005","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"No","2005","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","2005","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No","2005","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","2005","Saxony","(0) in school","","","",""
"No","2005","Saxony","(1a) inadequately completed","","","",""
"No","2005","Saxony","(1b) general elementary school","","","",""
"No","2005","Saxony","(1c) basic vocational qualification","","","",""
"No","2005","Saxony","(2b) intermediate general qualification","","","",""
"No","2005","Saxony","(2a) intermediate vocational","","","",""
"No","2005","Saxony","(2c_gen) general maturity certificate","","","",""
"No","2005","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Saxony","(3a) lower tertiary education","","","",""
"No","2005","Saxony","(3b) higher tertiary education","","","",""
"No","2005","Saxony-Anhalt","(0) in school","","","",""
"No","2005","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","2005","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","2005","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"No","2005","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","2005","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"No","2005","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","2005","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"No","2005","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","2005","Thuringia","(0) in school","","","",""
"No","2005","Thuringia","(1a) inadequately completed","","","",""
"No","2005","Thuringia","(1b) general elementary school","","","",""
"No","2005","Thuringia","(1c) basic vocational qualification","","","",""
"No","2005","Thuringia","(2b) intermediate general qualification","","","",""
"No","2005","Thuringia","(2a) intermediate vocational","","","",""
"No","2005","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","2005","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No","2005","Thuringia","(3a) lower tertiary education","","","",""
"No","2005","Thuringia","(3b) higher tertiary education","","","",""
"Yes","2006","Schleswig-Holstein","(0) in school","","","",""
"Yes","2006","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Yes","2006","Schleswig-Holstein","(1b) general elementary school","7","","",""
"Yes","2006","Schleswig-Holstein","(1c) basic vocational qualification","31","0.341546977105226","0.243572160961662","0.43952179324879"
"Yes","2006","Schleswig-Holstein","(2b) intermediate general qualification","7","","",""
"Yes","2006","Schleswig-Holstein","(2a) intermediate vocational","60","0.634601072342298","0.538274410656343","0.730927734028253"
"Yes","2006","Schleswig-Holstein","(2c_gen) general maturity certificate","5","","",""
"Yes","2006","Schleswig-Holstein","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2006","Schleswig-Holstein","(3a) lower tertiary education","18","","",""
"Yes","2006","Schleswig-Holstein","(3b) higher tertiary education","30","0.634460129978901","0.500975078499799","0.767945181458002"
"Yes","2006","Hamburg","(0) in school","","","",""
"Yes","2006","Hamburg","(1a) inadequately completed","","","",""
"Yes","2006","Hamburg","(1b) general elementary school","2","","",""
"Yes","2006","Hamburg","(1c) basic vocational qualification","9","","",""
"Yes","2006","Hamburg","(2b) intermediate general qualification","2","","",""
"Yes","2006","Hamburg","(2a) intermediate vocational","14","","",""
"Yes","2006","Hamburg","(2c_gen) general maturity certificate","5","","",""
"Yes","2006","Hamburg","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2006","Hamburg","(3a) lower tertiary education","11","","",""
"Yes","2006","Hamburg","(3b) higher tertiary education","20","","",""
"Yes","2006","Lower Saxony","(0) in school","2","","",""
"Yes","2006","Lower Saxony","(1a) inadequately completed","2","","",""
"Yes","2006","Lower Saxony","(1b) general elementary school","16","","",""
"Yes","2006","Lower Saxony","(1c) basic vocational qualification","128","0.448384747618048","0.390442088529719","0.506327406706377"
"Yes","2006","Lower Saxony","(2b) intermediate general qualification","16","","",""
"Yes","2006","Lower Saxony","(2a) intermediate vocational","160","0.549331931802246","0.494986133674668","0.603677729929824"
"Yes","2006","Lower Saxony","(2c_gen) general maturity certificate","14","","",""
"Yes","2006","Lower Saxony","(2c_voc) vocational maturity certificate","60","0.537421301803277","0.442503994018863","0.632338609587691"
"Yes","2006","Lower Saxony","(3a) lower tertiary education","53","0.643516903651799","0.542872897633681","0.744160909669918"
"Yes","2006","Lower Saxony","(3b) higher tertiary education","90","0.58261638211147","0.500041710913026","0.665191053309914"
"Yes","2006","Bremen","(0) in school","","","",""
"Yes","2006","Bremen","(1a) inadequately completed","","","",""
"Yes","2006","Bremen","(1b) general elementary school","2","","",""
"Yes","2006","Bremen","(1c) basic vocational qualification","6","","",""
"Yes","2006","Bremen","(2b) intermediate general qualification","1","","",""
"Yes","2006","Bremen","(2a) intermediate vocational","11","","",""
"Yes","2006","Bremen","(2c_gen) general maturity certificate","1","","",""
"Yes","2006","Bremen","(2c_voc) vocational maturity certificate","6","","",""
