"plb0050","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2004","Hesse","(Married) couple without C. ","","","","","1"
"Yes","2004","Hesse","Single parent ","","","","","1"
"Yes","2004","Hesse","Couple + C. LE 16 ","","","","","1"
"Yes","2004","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Yes","2004","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Yes","2004","Hesse","1-pers.-HH","","","","","1"
"No","2005","Schleswig-Holstein","1-pers.-HH","","","","","2"
"No","2005","Schleswig-Holstein","(Married) couple without C. ","","","","","2"
"No","2005","Hamburg","Couple + C. LE 16 ","","","","","2"
"No","2005","Brandenburg","Single parent ","","","","","2"
"No","2005","Schleswig-Holstein","Single parent ","","","","","2"
"No","2005","Schleswig-Holstein","Couple + C. LE 16 ","","","","","2"
"No","2005","Schleswig-Holstein","Couple + C. GT 16 ","","","","","2"
"No","2005","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"No","2005","Hamburg","1-pers.-HH","","","","","2"
"No","2005","Hamburg","(Married) couple without C. ","","","","","2"
"No","2005","Hamburg","Single parent ","","","","","2"
"No","2005","Hamburg","Couple + C. GT 16 ","","","","","2"
"No","2005","Hamburg","Couple + C. LE and GT 16","","","","","2"
"No","2005","Lower Saxony","1-pers.-HH","","","","","2"
"No","2005","Lower Saxony","(Married) couple without C. ","","","","","2"
"No","2005","Lower Saxony","Single parent ","","","","","2"
"No","2005","Lower Saxony","Couple + C. LE 16 ","","","","","2"
"No","2005","Lower Saxony","Couple + C. GT 16 ","","","","","2"
"No","2005","Berlin","Couple + C. LE and GT 16","","","","","2"
"No","2005","Brandenburg","1-pers.-HH","","","","","2"
"No","2005","Brandenburg","(Married) couple without C. ","","","","","2"
"No","2005","Brandenburg","Couple + C. LE 16 ","","","","","2"
"No","2005","Berlin","Single parent ","","","","","2"
"No","2005","Berlin","Couple + C. LE 16 ","","","","","2"
"No","2005","Berlin","Couple + C. GT 16 ","","","","","2"
"No","2005","Bremen","Single parent ","","","","","2"
"No","2005","Bavaria","Couple + C. LE and GT 16","","","","","2"
"No","2005","Berlin","1-pers.-HH","","","","","2"
"No","2005","Berlin","(Married) couple without C. ","","","","","2"
"No","2005","Lower Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2005","Bremen","1-pers.-HH","","","","","2"
"No","2005","Bremen","(Married) couple without C. ","","","","","2"
"No","2005","Bremen","Couple + C. LE 16 ","","","","","2"
"No","2005","Bremen","Couple + C. GT 16 ","","","","","2"
"No","2005","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","2005","North Rhine-Westphalia","1-pers.-HH","","","","","2"
"No","2005","North Rhine-Westphalia","(Married) couple without C. ","","","","","2"
"No","2005","North Rhine-Westphalia","Single parent ","","","","","2"
"No","2005","Bavaria","Single parent ","","","","","2"
"No","2005","Bavaria","Couple + C. LE 16 ","","","","","2"
"No","2005","Bavaria","Couple + C. GT 16 ","","","","","2"
"No","2005","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","2"
"No","2005","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","2"
"No","2005","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","2"
"No","2005","Hesse","1-pers.-HH","","","","","2"
"No","2005","Hesse","(Married) couple without C. ","","","","","2"
"No","2005","Hesse","Single parent ","","","","","2"
"No","2005","Hesse","Couple + C. LE 16 ","","","","","2"
"No","2005","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"No","2005","Bavaria","1-pers.-HH","","","","","2"
"No","2005","Bavaria","(Married) couple without C. ","","","","","2"
"No","2005","Hesse","Couple + C. GT 16 ","","","","","2"
"No","2005","Hesse","Couple + C. LE and GT 16","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"No","2005","Baden-Württemberg","1-pers.-HH","","","","","2"
"No","2005","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"No","2005","Baden-Württemberg","Single parent ","","","","","2"
"No","2005","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"No","2005","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"No","2005","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","2005","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","2005","Saxony","1-pers.-HH","","","","","2"
"No","2005","Saxony","(Married) couple without C. ","","","","","2"
"No","2005","Saxony","Single parent ","","","","","2"
"No","2005","Saxony","Couple + C. LE 16 ","","","","","2"
"No","2005","Saxony","Couple + C. GT 16 ","","","","","2"
"No","2005","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2005","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","2005","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","2005","Saxony-Anhalt","Single parent ","","","","","2"
"No","2005","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","2005","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","2005","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","2005","Thuringia","1-pers.-HH","","","","","2"
"No","2005","Thuringia","(Married) couple without C. ","","","","","2"
"No","2005","Thuringia","Single parent ","","","","","2"
"No","2005","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","2005","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","2005","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","2005","Hesse","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Hesse","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Yes","2005","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Yes","2005","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","2005","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Hamburg","1-pers.-HH","","","","","1"
"Yes","2005","Hamburg","(Married) couple without C. ","","","","","1"
"Yes","2005","Hamburg","Single parent ","","","","","1"
"Yes","2005","Hamburg","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Lower Saxony","1-pers.-HH","","","","","1"
"Yes","2005","Lower Saxony","(Married) couple without C. ","","","","","1"
"Yes","2005","Lower Saxony","Single parent ","","","","","1"
"Yes","2005","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Bremen","1-pers.-HH","","","","","1"
"Yes","2005","Bremen","(Married) couple without C. ","","","","","1"
"Yes","2005","Bremen","Single parent ","","","","","1"
"Yes","2005","Bremen","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Bremen","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Yes","2005","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Yes","2005","North Rhine-Westphalia","Single parent ","","","","","1"
"Yes","2005","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Yes","2005","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Yes","2005","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Hesse","1-pers.-HH","","","","","1"
"Yes","2005","Hesse","(Married) couple without C. ","","","","","1"
"Yes","2005","Hesse","Single parent ","","","","","1"
"Yes","2005","Hesse","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Baden-Württemberg","1-pers.-HH","","","","","1"
"Yes","2005","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Yes","2005","Baden-Württemberg","Single parent ","","","","","1"
"Yes","2005","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Bavaria","1-pers.-HH","","","","","1"
"Yes","2005","Bavaria","(Married) couple without C. ","","","","","1"
"Yes","2005","Bavaria","Single parent ","","","","","1"
"Yes","2005","Bavaria","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Bavaria","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Berlin","1-pers.-HH","","","","","1"
"Yes","2005","Berlin","(Married) couple without C. ","","","","","1"
"Yes","2005","Berlin","Single parent ","","","","","1"
"Yes","2005","Berlin","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Berlin","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Berlin","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Brandenburg","1-pers.-HH","","","","","1"
"Yes","2005","Brandenburg","(Married) couple without C. ","","","","","1"
"Yes","2005","Brandenburg","Single parent ","","","","","1"
"Yes","2005","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Saxony","1-pers.-HH","","","","","1"
"Yes","2005","Saxony","(Married) couple without C. ","","","","","1"
"Yes","2005","Saxony","Single parent ","","","","","1"
"Yes","2005","Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Yes","2005","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Yes","2005","Saxony-Anhalt","Single parent ","","","","","1"
"Yes","2005","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Yes","2005","Thuringia","1-pers.-HH","","","","","1"
"Yes","2005","Thuringia","(Married) couple without C. ","","","","","1"
"Yes","2005","Thuringia","Single parent ","","","","","1"
"Yes","2005","Thuringia","Couple + C. LE 16 ","","","","","1"
"Yes","2005","Thuringia","Couple + C. GT 16 ","","","","","1"
"Yes","2005","Thuringia","Couple + C. LE and GT 16","","","","","1"
"No","2006","Hamburg","Couple + C. GT 16 ","12","","","","2"
"No","2006","Hamburg","Couple + C. LE and GT 16","6","","","","2"
"No","2006","Lower Saxony","1-pers.-HH","54","0.449044526696438","0.359299572161579","0.538789481231297","2"
"No","2006","Lower Saxony","(Married) couple without C. ","138","0.472543024382189","0.415280450688748","0.52980559807563","2"
"No","2006","Lower Saxony","Single parent ","37","0.576845320234274","0.45286223637412","0.700828404094428","2"
"No","2006","Lower Saxony","Couple + C. LE 16 ","131","0.49064196700561","0.431341147686316","0.549942786324904","2"
"No","2006","Berlin","Couple + C. LE and GT 16","8","","","","2"
"No","2006","Brandenburg","1-pers.-HH","32","0.461360468090869","0.330796488455664","0.591924447726074","2"
"No","2006","Brandenburg","(Married) couple without C. ","64","0.499673279031706","0.415329876246343","0.58401668181707","2"
"No","2006","Brandenburg","Single parent ","16","","","","2"
"No","2006","Schleswig-Holstein","Single parent ","8","","","","2"
"No","2006","Schleswig-Holstein","Couple + C. LE and GT 16","15","","","","2"
"No","2006","Hamburg","1-pers.-HH","17","","","","2"
"No","2006","Hamburg","(Married) couple without C. ","29","","","","2"
"No","2006","Hamburg","Single parent ","1","","","","2"
"No","2006","Hamburg","Couple + C. LE 16 ","18","","","","2"
"No","2006","Lower Saxony","Couple + C. GT 16 ","97","0.455947670655809","0.385862672903539","0.52603266840808","2"
"No","2006","Lower Saxony","Couple + C. LE and GT 16","57","0.619929322859123","0.525729241692431","0.714129404025815","2"
"No","2006","Bremen","1-pers.-HH","6","","","","2"
"No","2006","Bremen","(Married) couple without C. ","9","","","","2"
"No","2006","Brandenburg","Couple + C. LE 16 ","54","0.628565583225786","0.535251788947093","0.721879377504478","2"
"No","2006","Schleswig-Holstein","1-pers.-HH","24","","","","2"
"No","2006","Schleswig-Holstein","(Married) couple without C. ","65","0.480796921989367","0.391773379011977","0.569820464966757","2"
"No","2006","Schleswig-Holstein","Couple + C. LE 16 ","37","0.4959197760386","0.39319317036554","0.59864638171166","2"
"No","2006","Schleswig-Holstein","Couple + C. GT 16 ","34","0.64235663230967","0.523049765551883","0.761663499067457","2"
"No","2006","Berlin","Single parent ","17","","","","2"
"No","2006","Berlin","Couple + C. LE 16 ","35","0.473328682407592","0.367186045403322","0.579471319411861","2"
"No","2006","Berlin","Couple + C. GT 16 ","26","","","","2"
"No","2006","Bremen","Single parent ","3","","","","2"
"No","2006","Bremen","Couple + C. LE and GT 16","1","","","","2"
"No","2006","North Rhine-Westphalia","1-pers.-HH","118","0.422303303925917","0.364552622565344","0.480053985286491","2"
"No","2006","Bavaria","Couple + C. LE and GT 16","64","0.472889905402134","0.387394429996522","0.558385380807746","2"
"No","2006","Berlin","1-pers.-HH","54","0.558440783403839","0.456970886700996","0.659910680106681","2"
"No","2006","Berlin","(Married) couple without C. ","62","0.479412047751758","0.396658694348595","0.56216540115492","2"
"No","2006","Bremen","Couple + C. LE 16 ","9","","","","2"
"No","2006","Bremen","Couple + C. GT 16 ","3","","","","2"
"No","2006","North Rhine-Westphalia","(Married) couple without C. ","329","0.470110075804862","0.433978349302895","0.506241802306828","2"
"No","2006","North Rhine-Westphalia","Single parent ","59","0.426979586598412","0.338107942748011","0.515851230448812","2"
"No","2006","North Rhine-Westphalia","Couple + C. LE 16 ","289","0.46696061360742","0.427689608036966","0.506231619177873","2"
"No","2006","North Rhine-Westphalia","Couple + C. GT 16 ","218","0.496784477058014","0.451582213273788","0.54198674084224","2"
"No","2006","North Rhine-Westphalia","Couple + C. LE and GT 16","96","0.492546827318653","0.424767586979837","0.560326067657469","2"
"No","2006","Bavaria","Single parent ","54","0.504440758034929","0.411006826572857","0.597874689497002","2"
"No","2006","Bavaria","Couple + C. LE 16 ","236","0.50465330109051","0.460248001324144","0.549058600856876","2"
"No","2006","Bavaria","Couple + C. GT 16 ","171","0.563205982651661","0.510485351250423","0.615926614052899","2"
"No","2006","Hesse","1-pers.-HH","51","0.472339296701849","0.377745944240246","0.566932649163451","2"
"No","2006","Hesse","(Married) couple without C. ","140","0.481976065868862","0.425433552058343","0.538518579679381","2"
"No","2006","Hesse","Single parent ","27","","","","2"
"No","2006","Hesse","Couple + C. LE 16 ","82","0.323660129669592","0.26384083930068","0.383479420038504","2"
"No","2006","Hesse","Couple + C. GT 16 ","67","0.610407949258095","0.523517800710144","0.697298097806046","2"
"No","2006","Hesse","Couple + C. LE and GT 16","24","","","","2"
"No","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","41","0.436952286777629","0.33150674175511","0.542397831800148","2"
"No","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","50","0.699852741316473","0.598786743058236","0.800918739574709","2"
"No","2006","Baden-Württemberg","Single parent ","41","0.505815458841567","0.399528677597141","0.612102240085994","2"
"No","2006","Baden-Württemberg","Couple + C. LE 16 ","196","0.509278449133271","0.459790406992537","0.558766491274006","2"
"No","2006","Baden-Württemberg","Couple + C. GT 16 ","128","0.443419485229974","0.383379358182082","0.503459612277867","2"
"No","2006","Baden-Württemberg","Couple + C. LE and GT 16","77","0.435799959217967","0.361260921884408","0.510338996551526","2"
"No","2006","Bavaria","1-pers.-HH","107","0.484547411349897","0.419246486325036","0.549848336374759","2"
"No","2006","Bavaria","(Married) couple without C. ","236","0.469206330577537","0.425064316619878","0.513348344535196","2"
"No","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","88","0.551416998386242","0.477939690091688","0.624894306680796","2"
"No","2006","Rhineland-Palatinate,Saarland","Single parent ","16","","","","2"
"No","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","91","0.538819553384173","0.465996488161042","0.611642618607304","2"
"No","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","75","0.518314950468842","0.438881258484936","0.597748642452748","2"
"No","2006","Baden-Württemberg","1-pers.-HH","90","0.408605609514935","0.34081599427191","0.476395224757959","2"
"No","2006","Baden-Württemberg","(Married) couple without C. ","185","0.448190626293188","0.400742639845573","0.495638612740802","2"
"No","2006","Brandenburg","Couple + C. GT 16 ","59","0.522243383665586","0.432872243943512","0.61161452338766","2"
"No","2006","Brandenburg","Couple + C. LE and GT 16","10","","","","2"
"No","2006","Mecklenburg-Western Pomerania","1-pers.-HH","18","","","","2"
"No","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","38","0.4092288249682","0.298685110973447","0.519772538962953","2"
"No","2006","Mecklenburg-Western Pomerania","Single parent ","9","","","","2"
"No","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","27","","","","2"
"No","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","41","0.558053092545179","0.449228786416876","0.666877398673482","2"
"No","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","2"
"No","2006","Saxony","1-pers.-HH","49","0.457807574033912","0.357090668425912","0.558524479641911","2"
"No","2006","Saxony","(Married) couple without C. ","142","0.555563746214427","0.493968134210901","0.617159358217952","2"
"No","2006","Saxony","Single parent ","32","0.59001620420824","0.461200327641732","0.718832080774747","2"
"No","2006","Saxony","Couple + C. LE 16 ","86","0.453095873162615","0.374474905615742","0.531716840709489","2"
"No","2006","Saxony","Couple + C. GT 16 ","106","0.547742997080909","0.478064123321995","0.617421870839824","2"
"No","2006","Saxony","Couple + C. LE and GT 16","42","0.583290629290577","0.472449631165211","0.694131627415942","2"
"No","2006","Saxony-Anhalt","1-pers.-HH","26","","","","2"
"No","2006","Saxony-Anhalt","(Married) couple without C. ","72","0.641820572507295","0.557768152833645","0.725872992180945","2"
"No","2006","Saxony-Anhalt","Single parent ","11","","","","2"
"No","2006","Saxony-Anhalt","Couple + C. LE 16 ","46","0.572276170783212","0.467711874315024","0.676840467251401","2"
"No","2006","Saxony-Anhalt","Couple + C. GT 16 ","66","0.45431587464851","0.370012432428003","0.538619316869017","2"
"No","2006","Saxony-Anhalt","Couple + C. LE and GT 16","21","","","","2"
"No","2006","Thuringia","1-pers.-HH","36","0.712032600314195","0.594479993414996","0.829585207213395","2"
"No","2006","Thuringia","(Married) couple without C. ","58","0.545934540139156","0.45246623631799","0.639402843960321","2"
"No","2006","Thuringia","Single parent ","12","","","","2"
"No","2006","Thuringia","Couple + C. LE 16 ","59","0.659179705084673","0.56628034363193","0.752079066537415","2"
"No","2006","Thuringia","Couple + C. GT 16 ","87","0.66449119374574","0.588162821575965","0.740819565915516","2"
"No","2006","Thuringia","Couple + C. LE and GT 16","16","","","","2"
"Yes","2006","Hesse","Couple + C. GT 16 ","54","0.389592050741905","0.302701902193954","0.476482199289856","1"
"Yes","2006","Hesse","Couple + C. LE and GT 16","34","0.56961599144186","0.442191401713638","0.697040581170082","1"
"Yes","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","88","0.448583001613758","0.375105693319204","0.522060309908312","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Single parent ","19","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","89","0.461180446615827","0.388357381392696","0.534003511838958","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","77","0.481685049531158","0.402251357547252","0.561118741515064","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","29","","","","1"
"Yes","2006","Baden-Württemberg","1-pers.-HH","112","0.591394390485065","0.523604775242041","0.65918400572809","1"
"Yes","2006","Baden-Württemberg","(Married) couple without C. ","237","0.551809373706812","0.504361387259198","0.599257360154427","1"
"Yes","2006","Baden-Württemberg","Single parent ","44","0.494184541158433","0.387897759914006","0.600471322402859","1"
"Yes","2006","Baden-Württemberg","Couple + C. LE 16 ","196","0.490721550866729","0.441233508725994","0.540209593007464","1"
"Yes","2006","Baden-Württemberg","Couple + C. GT 16 ","135","0.556580514770026","0.496540387722133","0.616620641817918","1"
"Yes","2006","Baden-Württemberg","Couple + C. LE and GT 16","93","0.564200040782033","0.489661003448474","0.638739078115592","1"
"Yes","2006","Bavaria","1-pers.-HH","118","0.515452588650103","0.450151663625241","0.580753513674964","1"
"Yes","2006","Bavaria","(Married) couple without C. ","255","0.530793669422463","0.486651655464804","0.574935683380122","1"
"Yes","2006","Bavaria","Single parent ","56","0.495559241965071","0.402125310502998","0.588993173427143","1"
"Yes","2006","Bavaria","Couple + C. LE 16 ","251","0.49534669890949","0.450941399143124","0.539751998675856","1"
"Yes","2006","Bavaria","Couple + C. GT 16 ","169","0.436794017348339","0.384073385947101","0.489514648749577","1"
"Yes","2006","Bavaria","Couple + C. LE and GT 16","67","0.527110094597866","0.441614619192254","0.612605570003479","1"
"Yes","2006","Berlin","1-pers.-HH","38","0.441559216596161","0.340089319893319","0.543029113299004","1"
"Yes","2006","Berlin","(Married) couple without C. ","78","0.520587952248242","0.43783459884508","0.603341305651405","1"
"Yes","2006","Berlin","Single parent ","16","","","","1"
"Yes","2006","Berlin","Couple + C. LE 16 ","50","0.526671317592408","0.420528680588139","0.632813954596678","1"
"Yes","2006","Berlin","Couple + C. GT 16 ","41","0.510369903646136","0.390671799926875","0.630068007365397","1"
"Yes","2006","Berlin","Couple + C. LE and GT 16","11","","","","1"
"Yes","2006","Brandenburg","1-pers.-HH","24","","","","1"
"Yes","2006","Brandenburg","(Married) couple without C. ","71","0.500326720968294","0.415983318182931","0.584670123753657","1"
"Yes","2006","Brandenburg","Single parent ","14","","","","1"
"Yes","2006","Brandenburg","Couple + C. LE 16 ","49","0.371434416774214","0.278120622495522","0.464748211052907","1"
"Yes","2006","Brandenburg","Couple + C. GT 16 ","61","0.477756616334414","0.38838547661234","0.567127756056487","1"
"Yes","2006","Brandenburg","Couple + C. LE and GT 16","19","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","1-pers.-HH","16","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","38","0.590771175031801","0.480227461037048","0.701314889026553","1"
"Yes","2006","Mecklenburg-Western Pomerania","Single parent ","6","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","21","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","39","0.441946907454821","0.333122601326518","0.550771213583124","1"
"Yes","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","9","","","","1"
"Yes","2006","Saxony","1-pers.-HH","45","0.542192425966088","0.441475520358089","0.642909331574088","1"
"Yes","2006","Saxony","(Married) couple without C. ","108","0.444436253785573","0.382840641782048","0.506031865789099","1"
"Yes","2006","Saxony","Single parent ","24","","","","1"
"Yes","2006","Saxony","Couple + C. LE 16 ","68","0.546904126837385","0.468283159290511","0.625525094384258","1"
"Yes","2006","Saxony","Couple + C. GT 16 ","90","0.452257002919091","0.382578129160176","0.521935876678005","1"
"Yes","2006","Saxony","Couple + C. LE and GT 16","34","0.416709370709423","0.305868372584058","0.527550368834788","1"
"Yes","2006","Saxony-Anhalt","1-pers.-HH","21","","","","1"
"Yes","2006","Saxony-Anhalt","(Married) couple without C. ","53","0.358179427492705","0.274127007819055","0.442231847166356","1"
"Yes","2006","Saxony-Anhalt","Single parent ","5","","","","1"
"Yes","2006","Saxony-Anhalt","Couple + C. LE 16 ","40","0.427723829216788","0.323159532748599","0.532288125684976","1"
"Yes","2006","Saxony-Anhalt","Couple + C. GT 16 ","68","0.54568412535149","0.461380683130983","0.629987567571997","1"
"Yes","2006","Saxony-Anhalt","Couple + C. LE and GT 16","17","","","","1"
"Yes","2006","Thuringia","1-pers.-HH","21","","","","1"
"Yes","2006","Thuringia","(Married) couple without C. ","51","0.454065459860844","0.360597156039679","0.54753376368201","1"
"Yes","2006","Thuringia","Single parent ","8","","","","1"
"Yes","2006","Thuringia","Couple + C. LE 16 ","41","0.340820294915327","0.247920933462584","0.433719656368069","1"
"Yes","2006","Thuringia","Couple + C. GT 16 ","60","0.33550880625426","0.259180434084484","0.411837178424035","1"
"Yes","2006","Thuringia","Couple + C. LE and GT 16","13","","","","1"
"Yes","2006","Schleswig-Holstein","1-pers.-HH","20","","","","1"
"Yes","2006","Schleswig-Holstein","(Married) couple without C. ","56","0.519203078010633","0.430179535033243","0.608226620988023","1"
"Yes","2006","Schleswig-Holstein","Single parent ","9","","","","1"
"Yes","2006","Schleswig-Holstein","Couple + C. LE 16 ","54","0.5040802239614","0.40135361828834","0.60680682963446","1"
"Yes","2006","Schleswig-Holstein","Couple + C. GT 16 ","28","","","","1"
"Yes","2006","Schleswig-Holstein","Couple + C. LE and GT 16","11","","","","1"
"Yes","2006","Hamburg","1-pers.-HH","19","","","","1"
"Yes","2006","Hamburg","(Married) couple without C. ","16","","","","1"
"Yes","2006","Hamburg","Single parent ","6","","","","1"
"Yes","2006","Hamburg","Couple + C. LE 16 ","13","","","","1"
"Yes","2006","Hamburg","Couple + C. GT 16 ","10","","","","1"
"Yes","2006","Hamburg","Couple + C. LE and GT 16","5","","","","1"
"Yes","2006","Lower Saxony","1-pers.-HH","64","0.550955473303562","0.461210518768703","0.640700427838421","1"
"Yes","2006","Lower Saxony","(Married) couple without C. ","154","0.527456975617811","0.47019440192437","0.584719549311252","1"
"Yes","2006","Lower Saxony","Single parent ","24","","","","1"
"Yes","2006","Lower Saxony","Couple + C. LE 16 ","142","0.50935803299439","0.450057213675096","0.568658852313684","1"
