"plb0050","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Brandenburg","Employed","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2002","Saxony","Not Employed","","","","","1"
"Yes","2002","Saxony","Employed","","","","","1"
"Yes","2002","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2002","Saxony-Anhalt","Employed","","","","","1"
"Yes","2002","Thuringia","Not Employed","","","","","1"
"Yes","2002","Thuringia","Employed","","","","","1"
"Yes","2002","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2002","Schleswig-Holstein","Employed","","","","","1"
"Yes","2002","Hamburg","Not Employed","","","","","1"
"Yes","2002","Hamburg","Employed","","","","","1"
"Yes","2002","Lower Saxony","Not Employed","","","","","1"
"Yes","2002","Lower Saxony","Employed","","","","","1"
"Yes","2002","Bremen","Not Employed","","","","","1"
"Yes","2002","Bremen","Employed","","","","","1"
"Yes","2002","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2002","North Rhine-Westphalia","Employed","","","","","1"
"No","2003","Schleswig-Holstein","Employed","","","","","2"
"No","2003","Schleswig-Holstein","Not Employed","","","","","2"
"No","2003","Brandenburg","Not Employed","","","","","2"
"No","2003","Hamburg","Not Employed","","","","","2"
"No","2003","Hamburg","Employed","","","","","2"
"No","2003","Lower Saxony","Not Employed","","","","","2"
"No","2003","Lower Saxony","Employed","","","","","2"
"No","2003","Bremen","Not Employed","","","","","2"
"No","2003","Bremen","Employed","","","","","2"
"No","2003","Brandenburg","Employed","","","","","2"
"No","2003","North Rhine-Westphalia","Employed","","","","","2"
"No","2003","North Rhine-Westphalia","Not Employed","","","","","2"
"No","2003","Hesse","Not Employed","","","","","2"
"No","2003","Hesse","Employed","","","","","2"
"No","2003","Baden-Württemberg","Not Employed","","","","","2"
"No","2003","Baden-Württemberg","Employed","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2003","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2003","Bavaria","Not Employed","","","","","2"
"No","2003","Bavaria","Employed","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No","2003","Mecklenburg-Western Pomerania","Employed","","","","","2"
"No","2003","Saxony","Not Employed","","","","","2"
"No","2003","Berlin","Not Employed","","","","","2"
"No","2003","Berlin","Employed","","","","","2"
"No","2003","Saxony","Employed","","","","","2"
"No","2003","Saxony-Anhalt","Not Employed","","","","","2"
"No","2003","Saxony-Anhalt","Employed","","","","","2"
"No","2003","Thuringia","Not Employed","","","","","2"
"No","2003","Thuringia","Employed","","","","","2"
"Yes","2003","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2003","Schleswig-Holstein","Employed","","","","","1"
"Yes","2003","Hamburg","Not Employed","","","","","1"
"Yes","2003","Hamburg","Employed","","","","","1"
"Yes","2003","Lower Saxony","Not Employed","","","","","1"
"Yes","2003","Lower Saxony","Employed","","","","","1"
"Yes","2003","Bremen","Not Employed","","","","","1"
"Yes","2003","Bremen","Employed","","","","","1"
"Yes","2003","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2003","North Rhine-Westphalia","Employed","","","","","1"
"Yes","2003","Hesse","Not Employed","","","","","1"
"Yes","2003","Hesse","Employed","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Yes","2003","Baden-Württemberg","Not Employed","","","","","1"
"Yes","2003","Baden-Württemberg","Employed","","","","","1"
"Yes","2003","Bavaria","Not Employed","","","","","1"
"Yes","2003","Bavaria","Employed","","","","","1"
"Yes","2003","Berlin","Not Employed","","","","","1"
"Yes","2003","Berlin","Employed","","","","","1"
"Yes","2003","Brandenburg","Not Employed","","","","","1"
"Yes","2003","Brandenburg","Employed","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2003","Saxony","Not Employed","","","","","1"
"Yes","2003","Saxony","Employed","","","","","1"
"Yes","2003","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2003","Saxony-Anhalt","Employed","","","","","1"
"Yes","2003","Thuringia","Not Employed","","","","","1"
"Yes","2003","Thuringia","Employed","","","","","1"
"No","2004","Hamburg","Employed","","","","","2"
"No","2004","Brandenburg","Not Employed","","","","","2"
"No","2004","Schleswig-Holstein","Not Employed","","","","","2"
"No","2004","Schleswig-Holstein","Employed","","","","","2"
"No","2004","Hamburg","Not Employed","","","","","2"
"No","2004","Lower Saxony","Not Employed","","","","","2"
"No","2004","Lower Saxony","Employed","","","","","2"
"No","2004","Bremen","Employed","","","","","2"
"No","2004","Brandenburg","Employed","","","","","2"
"No","2004","North Rhine-Westphalia","Employed","","","","","2"
"No","2004","Bremen","Not Employed","","","","","2"
"No","2004","North Rhine-Westphalia","Not Employed","","","","","2"
"No","2004","Hesse","Not Employed","","","","","2"
"No","2004","Hesse","Employed","","","","","2"
"No","2004","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2004","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2004","Baden-Württemberg","Not Employed","","","","","2"
"No","2004","Baden-Württemberg","Employed","","","","","2"
"No","2004","Bavaria","Not Employed","","","","","2"
"No","2004","Bavaria","Employed","","","","","2"
"No","2004","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No","2004","Mecklenburg-Western Pomerania","Employed","","","","","2"
"No","2004","Saxony","Not Employed","","","","","2"
"No","2004","Berlin","Not Employed","","","","","2"
"No","2004","Berlin","Employed","","","","","2"
"No","2004","Saxony","Employed","","","","","2"
"No","2004","Saxony-Anhalt","Not Employed","","","","","2"
"No","2004","Saxony-Anhalt","Employed","","","","","2"
"No","2004","Thuringia","Not Employed","","","","","2"
"No","2004","Thuringia","Employed","","","","","2"
"Yes","2004","Hesse","Not Employed","","","","","1"
"Yes","2004","Hesse","Employed","","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Yes","2004","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Yes","2004","Baden-Württemberg","Not Employed","","","","","1"
"Yes","2004","Baden-Württemberg","Employed","","","","","1"
"Yes","2004","Bavaria","Not Employed","","","","","1"
"Yes","2004","Bavaria","Employed","","","","","1"
"Yes","2004","Berlin","Not Employed","","","","","1"
"Yes","2004","Berlin","Employed","","","","","1"
"Yes","2004","Brandenburg","Not Employed","","","","","1"
"Yes","2004","Brandenburg","Employed","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2004","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2004","Saxony","Not Employed","","","","","1"
"Yes","2004","Saxony","Employed","","","","","1"
"Yes","2004","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2004","Saxony-Anhalt","Employed","","","","","1"
"Yes","2004","Thuringia","Not Employed","","","","","1"
"Yes","2004","Thuringia","Employed","","","","","1"
"Yes","2004","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2004","Schleswig-Holstein","Employed","","","","","1"
"Yes","2004","Hamburg","Not Employed","","","","","1"
"Yes","2004","Hamburg","Employed","","","","","1"
"Yes","2004","Lower Saxony","Not Employed","","","","","1"
"Yes","2004","Lower Saxony","Employed","","","","","1"
"Yes","2004","Bremen","Not Employed","","","","","1"
"Yes","2004","Bremen","Employed","","","","","1"
"Yes","2004","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2004","North Rhine-Westphalia","Employed","","","","","1"
"No","2005","Hamburg","Employed","","","","","2"
"No","2005","Schleswig-Holstein","Employed","","","","","2"
"No","2005","Hamburg","Not Employed","","","","","2"
"No","2005","Schleswig-Holstein","Not Employed","","","","","2"
"No","2005","Lower Saxony","Not Employed","","","","","2"
"No","2005","Lower Saxony","Employed","","","","","2"
"No","2005","Brandenburg","Not Employed","","","","","2"
"No","2005","Brandenburg","Employed","","","","","2"
"No","2005","Bremen","Not Employed","","","","","2"
"No","2005","Bremen","Employed","","","","","2"
"No","2005","North Rhine-Westphalia","Not Employed","","","","","2"
"No","2005","North Rhine-Westphalia","Employed","","","","","2"
"No","2005","Hesse","Not Employed","","","","","2"
"No","2005","Hesse","Employed","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2005","Baden-Württemberg","Not Employed","","","","","2"
"No","2005","Baden-Württemberg","Employed","","","","","2"
"No","2005","Bavaria","Not Employed","","","","","2"
"No","2005","Bavaria","Employed","","","","","2"
"No","2005","Berlin","Not Employed","","","","","2"
"No","2005","Berlin","Employed","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Employed","","","","","2"
"No","2005","Saxony","Not Employed","","","","","2"
"No","2005","Saxony","Employed","","","","","2"
"No","2005","Saxony-Anhalt","Not Employed","","","","","2"
"No","2005","Saxony-Anhalt","Employed","","","","","2"
"No","2005","Thuringia","Not Employed","","","","","2"
"No","2005","Thuringia","Employed","","","","","2"
"Yes","2005","Hesse","Not Employed","","","","","1"
"Yes","2005","Hesse","Employed","","","","","1"
"Yes","2005","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2005","Schleswig-Holstein","Employed","","","","","1"
"Yes","2005","Hamburg","Not Employed","","","","","1"
"Yes","2005","Hamburg","Employed","","","","","1"
"Yes","2005","Lower Saxony","Not Employed","","","","","1"
"Yes","2005","Lower Saxony","Employed","","","","","1"
"Yes","2005","Bremen","Not Employed","","","","","1"
"Yes","2005","Bremen","Employed","","","","","1"
"Yes","2005","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2005","North Rhine-Westphalia","Employed","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Yes","2005","Baden-Württemberg","Not Employed","","","","","1"
"Yes","2005","Baden-Württemberg","Employed","","","","","1"
"Yes","2005","Bavaria","Not Employed","","","","","1"
"Yes","2005","Bavaria","Employed","","","","","1"
"Yes","2005","Berlin","Not Employed","","","","","1"
"Yes","2005","Berlin","Employed","","","","","1"
"Yes","2005","Brandenburg","Not Employed","","","","","1"
"Yes","2005","Brandenburg","Employed","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2005","Saxony","Not Employed","","","","","1"
"Yes","2005","Saxony","Employed","","","","","1"
"Yes","2005","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2005","Saxony-Anhalt","Employed","","","","","1"
"Yes","2005","Thuringia","Not Employed","","","","","1"
"Yes","2005","Thuringia","Employed","","","","","1"
"No","2006","Hamburg","Not Employed","1","","","","2"
"No","2006","Hamburg","Employed","84","0.543556389425907","0.464371527154426","0.622741251697388","2"
"No","2006","Brandenburg","Not Employed","8","","","","2"
"No","2006","Brandenburg","Employed","234","0.515490949309292","0.470405275869325","0.56057662274926","2"
"No","2006","Schleswig-Holstein","Employed","178","0.519258740728338","0.467285293781489","0.571232187675186","2"
"No","2006","Lower Saxony","Not Employed","16","","","","2"
"No","2006","Lower Saxony","Employed","513","0.474981551384883","0.44483390319645","0.505129199573316","2"
"No","2006","Bremen","Not Employed","","","","","2"
"No","2006","Bremen","Employed","31","0.495166174627239","0.382759783972918","0.60757256528156","2"
"No","2006","Schleswig-Holstein","Not Employed","8","","","","2"
"No","2006","North Rhine-Westphalia","Not Employed","27","","","","2"
"No","2006","North Rhine-Westphalia","Employed","1105","0.460430403882779","0.440637241803834","0.480223565961724","2"
"No","2006","Hesse","Not Employed","4","","","","2"
"No","2006","Hesse","Employed","395","0.460458593631085","0.427432915367832","0.493484271894337","2"
"No","2006","Rhineland-Palatinate,Saarland","Not Employed","6","","","","2"
"No","2006","Rhineland-Palatinate,Saarland","Employed","370","0.556226695561697","0.519961755866711","0.592491635256684","2"
"No","2006","Baden-Württemberg","Not Employed","11","","","","2"
"No","2006","Baden-Württemberg","Employed","720","0.457078744387461","0.432255024075572","0.481902464699349","2"
"No","2006","Bavaria","Not Employed","16","","","","2"
"No","2006","Bavaria","Employed","874","0.497635226629086","0.474569101965263","0.520701351292909","2"
"No","2006","Berlin","Not Employed","8","","","","2"
"No","2006","Berlin","Employed","201","0.509901853110183","0.462816159945836","0.55698754627453","2"
"No","2006","Mecklenburg-Western Pomerania","Not Employed","4","","","","2"
"No","2006","Mecklenburg-Western Pomerania","Employed","139","0.550665365086677","0.491442109948937","0.609888620224417","2"
"No","2006","Saxony","Not Employed","11","","","","2"
"No","2006","Saxony","Employed","449","0.524089319815739","0.489885743315969","0.558292896315509","2"
"No","2006","Saxony-Anhalt","Not Employed","9","","","","2"
"No","2006","Saxony-Anhalt","Employed","241","0.603432077187441","0.558032307547085","0.648831846827797","2"
"No","2006","Thuringia","Not Employed","11","","","","2"
"No","2006","Thuringia","Employed","265","0.630735878573391","0.587105248336065","0.674366508810717","2"
"Yes","2006","Hesse","Not Employed","7","","","","1"
"Yes","2006","Hesse","Employed","480","0.539541406368915","0.506515728105663","0.572567084632168","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Not Employed","3","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Employed","351","0.443773304438303","0.407508364743316","0.480038244133289","1"
"Yes","2006","Baden-Württemberg","Not Employed","4","","","","1"
"Yes","2006","Baden-Württemberg","Employed","827","0.542921255612539","0.518097535300651","0.567744975924428","1"
"Yes","2006","Bavaria","Not Employed","9","","","","1"
"Yes","2006","Bavaria","Employed","931","0.502364773370914","0.479298648707091","0.525430898034737","1"
"Yes","2006","Berlin","Not Employed","2","","","","1"
"Yes","2006","Berlin","Employed","232","0.490098146889817","0.44301245372547","0.537183840054164","1"
"Yes","2006","Brandenburg","Not Employed","2","","","","1"
"Yes","2006","Brandenburg","Employed","238","0.484509050690708","0.43942337725074","0.529594724130675","1"
"Yes","2006","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Employed","132","0.449334634913323","0.390111379775583","0.508557890051063","1"
"Yes","2006","Saxony","Not Employed","5","","","","1"
"Yes","2006","Saxony","Employed","370","0.475910680184261","0.441707103684491","0.510114256684031","1"
"Yes","2006","Saxony-Anhalt","Not Employed","1","","","","1"
"Yes","2006","Saxony-Anhalt","Employed","205","0.396567922812559","0.351168153172203","0.441967692452915","1"
"Yes","2006","Thuringia","Not Employed","1","","","","1"
"Yes","2006","Thuringia","Employed","205","0.369264121426609","0.325633491189283","0.412894751663935","1"
"Yes","2006","Schleswig-Holstein","Not Employed","2","","","","1"
"Yes","2006","Schleswig-Holstein","Employed","177","0.480741259271663","0.428767812324814","0.532714706218511","1"
"Yes","2006","Hamburg","Not Employed","1","","","","1"
"Yes","2006","Hamburg","Employed","68","0.456443610574093","0.377258748302612","0.535628472845574","1"
"Yes","2006","Lower Saxony","Not Employed","4","","","","1"
"Yes","2006","Lower Saxony","Employed","541","0.525018448615117","0.494870800426684","0.55516609680355","1"
"Yes","2006","Bremen","Not Employed","","","","","1"
"Yes","2006","Bremen","Employed","45","0.504833825372761","0.39242743471844","0.617240216027082","1"
"Yes","2006","North Rhine-Westphalia","Not Employed","15","","","","1"
"Yes","2006","North Rhine-Westphalia","Employed","1331","0.539569596117221","0.519776434038276","0.559362758196166","1"
"No","2007","Hamburg","Not Employed","","","","","2"
"No","2007","Schleswig-Holstein","Employed","","","","","2"
"No","2007","Hamburg","Employed","","","","","2"
"No","2007","Lower Saxony","Not Employed","","","","","2"
"No","2007","Lower Saxony","Employed","","","","","2"
"No","2007","Bremen","Employed","","","","","2"
"No","2007","Brandenburg","Employed","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No","2007","Schleswig-Holstein","Not Employed","","","","","2"
"No","2007","Bremen","Not Employed","","","","","2"
"No","2007","Brandenburg","Not Employed","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Employed","","","","","2"
"No","2007","Saxony","Not Employed","","","","","2"
"No","2007","Saxony","Employed","","","","","2"
"No","2007","North Rhine-Westphalia","Not Employed","","","","","2"
"No","2007","North Rhine-Westphalia","Employed","","","","","2"
"No","2007","Hesse","Not Employed","","","","","2"
"No","2007","Hesse","Employed","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2007","Baden-Württemberg","Not Employed","","","","","2"
"No","2007","Baden-Württemberg","Employed","","","","","2"
"No","2007","Bavaria","Not Employed","","","","","2"
"No","2007","Bavaria","Employed","","","","","2"
"No","2007","Berlin","Not Employed","","","","","2"
"No","2007","Berlin","Employed","","","","","2"
"No","2007","Saxony-Anhalt","Not Employed","","","","","2"
"No","2007","Saxony-Anhalt","Employed","","","","","2"
"No","2007","Thuringia","Not Employed","","","","","2"
"No","2007","Thuringia","Employed","","","","","2"
"Yes","2007","Hesse","Not Employed","","","","","1"
"Yes","2007","Hesse","Employed","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Yes","2007","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2007","Schleswig-Holstein","Employed","","","","","1"
"Yes","2007","Hamburg","Not Employed","","","","","1"
"Yes","2007","Hamburg","Employed","","","","","1"
"Yes","2007","Lower Saxony","Not Employed","","","","","1"
"Yes","2007","Lower Saxony","Employed","","","","","1"
"Yes","2007","Bremen","Not Employed","","","","","1"
"Yes","2007","Bremen","Employed","","","","","1"
"Yes","2007","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2007","North Rhine-Westphalia","Employed","","","","","1"
"Yes","2007","Baden-Württemberg","Not Employed","","","","","1"
"Yes","2007","Baden-Württemberg","Employed","","","","","1"
"Yes","2007","Bavaria","Not Employed","","","","","1"
"Yes","2007","Bavaria","Employed","","","","","1"
"Yes","2007","Berlin","Not Employed","","","","","1"
"Yes","2007","Berlin","Employed","","","","","1"
"Yes","2007","Brandenburg","Not Employed","","","","","1"
"Yes","2007","Brandenburg","Employed","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2007","Saxony","Not Employed","","","","","1"
"Yes","2007","Saxony","Employed","","","","","1"
"Yes","2007","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2007","Saxony-Anhalt","Employed","","","","","1"
"Yes","2007","Thuringia","Not Employed","","","","","1"
"Yes","2007","Thuringia","Employed","","","","","1"
"No","2008","Brandenburg","Employed","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Employed","","","","","2"
"No","2008","Saxony","Not Employed","","","","","2"
"No","2008","Brandenburg","Not Employed","","","","","2"
"No","2008","Saxony","Employed","","","","","2"
"No","2008","Schleswig-Holstein","Not Employed","","","","","2"
"No","2008","Schleswig-Holstein","Employed","","","","","2"
"No","2008","Hamburg","Not Employed","","","","","2"
"No","2008","Hamburg","Employed","","","","","2"
"No","2008","Lower Saxony","Not Employed","","","","","2"
"No","2008","Bremen","Employed","","","","","2"
"No","2008","North Rhine-Westphalia","Not Employed","","","","","2"
"No","2008","North Rhine-Westphalia","Employed","","","","","2"
"No","2008","Lower Saxony","Employed","","","","","2"
"No","2008","Bremen","Not Employed","","","","","2"
"No","2008","Hesse","Not Employed","","","","","2"
"No","2008","Hesse","Employed","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2008","Baden-Württemberg","Not Employed","","","","","2"
"No","2008","Baden-Württemberg","Employed","","","","","2"
"No","2008","Bavaria","Not Employed","","","","","2"
"No","2008","Bavaria","Employed","","","","","2"
"No","2008","Berlin","Not Employed","","","","","2"
"No","2008","Berlin","Employed","","","","","2"
"No","2008","Saxony-Anhalt","Not Employed","","","","","2"
"No","2008","Saxony-Anhalt","Employed","","","","","2"
"No","2008","Thuringia","Not Employed","","","","","2"
"No","2008","Thuringia","Employed","","","","","2"
"Yes","2008","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2008","Schleswig-Holstein","Employed","","","","","1"
"Yes","2008","Hamburg","Not Employed","","","","","1"
"Yes","2008","Hamburg","Employed","","","","","1"
