"plb0050","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Full Time","Urban Area","2416","0.422818993171051","0.410011231627808","0.435626754714293","2"
"No","2001","Not Working","Urban Area","99","0.695541054479166","0.61985259377231","0.771229515186022","2"
"No","2001","Full Time","Rural Area","1479","0.487389969809382","0.469524550220179","0.505255389398584","2"
"No","2001","Not Working","Rural Area","60","0.805592367100618","0.714181849031583","0.897002885169652","2"
"No","2001","Part Time","Urban Area","1378","0.565805727662179","0.546219254026333","0.585392201298025","2"
"No","2001","Part Time","Rural Area","666","0.621581222685839","0.593011267256197","0.650151178115481","2"
"Yes","2001","Full Time","Urban Area","3299","0.577181006828949","0.564373245285707","0.589988768372192","1"
"Yes","2001","Full Time","Rural Area","1528","0.512610030190618","0.494744610601416","0.530475449779821","1"
"Yes","2001","Part Time","Urban Area","1082","0.434194272337821","0.414607798701975","0.453780745973667","1"
"Yes","2001","Part Time","Rural Area","441","0.378418777314161","0.349848821884519","0.406988732743802","1"
"Yes","2001","Not Working","Urban Area","43","0.304458945520834","0.228770484813978","0.38014740622769","1"
"Yes","2001","Not Working","Rural Area","12","","","","1"
"No","2002","Full Time","Urban Area","","","","","2"
"No","2002","Full Time","Rural Area","","","","","2"
"No","2002","Not Working","Urban Area","","","","","2"
"No","2002","Not Working","Rural Area","","","","","2"
"No","2002","Part Time","Urban Area","","","","","2"
"No","2002","Part Time","Rural Area","","","","","2"
"Yes","2002","Full Time","Urban Area","","","","","1"
"Yes","2002","Full Time","Rural Area","","","","","1"
"Yes","2002","Part Time","Urban Area","","","","","1"
"Yes","2002","Part Time","Rural Area","","","","","1"
"Yes","2002","Not Working","Urban Area","","","","","1"
"Yes","2002","Not Working","Rural Area","","","","","1"
"No","2003","Full Time","Urban Area","","","","","2"
"No","2003","Full Time","Rural Area","","","","","2"
"No","2003","Not Working","Urban Area","","","","","2"
"No","2003","Not Working","Rural Area","","","","","2"
"No","2003","Part Time","Urban Area","","","","","2"
"No","2003","Part Time","Rural Area","","","","","2"
"Yes","2003","Full Time","Urban Area","","","","","1"
"Yes","2003","Full Time","Rural Area","","","","","1"
"Yes","2003","Part Time","Urban Area","","","","","1"
"Yes","2003","Part Time","Rural Area","","","","","1"
"Yes","2003","Not Working","Urban Area","","","","","1"
"Yes","2003","Not Working","Rural Area","","","","","1"
"No","2004","Full Time","Urban Area","","","","","2"
"No","2004","Full Time","Rural Area","","","","","2"
"No","2004","Not Working","Urban Area","","","","","2"
"No","2004","Not Working","Rural Area","","","","","2"
"No","2004","Part Time","Urban Area","","","","","2"
"No","2004","Part Time","Rural Area","","","","","2"
"Yes","2004","Full Time","Urban Area","","","","","1"
"Yes","2004","Full Time","Rural Area","","","","","1"
"Yes","2004","Part Time","Urban Area","","","","","1"
"Yes","2004","Part Time","Rural Area","","","","","1"
"Yes","2004","Not Working","Urban Area","","","","","1"
"Yes","2004","Not Working","Rural Area","","","","","1"
"No","2005","Full Time","Urban Area","","","","","2"
"No","2005","Full Time","Rural Area","","","","","2"
"No","2005","Not Working","Urban Area","","","","","2"
"No","2005","Not Working","Rural Area","","","","","2"
"No","2005","Part Time","Urban Area","","","","","2"
"No","2005","Part Time","Rural Area","","","","","2"
"Yes","2005","Full Time","Urban Area","","","","","1"
"Yes","2005","Full Time","Rural Area","","","","","1"
"Yes","2005","Part Time","Urban Area","","","","","1"
"Yes","2005","Part Time","Rural Area","","","","","1"
