"plb0050","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2016","Rhineland-Palatinate,Saarland","West Germany","440","0.447469453784899","0.414002975911127","0.48093593165867","2"
"No","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2016","Baden-Württemberg","West Germany","822","0.454335143341838","0.431184901365249","0.477485385318427","2"
"No","2016","Baden-Württemberg","East Germany","","","","","2"
"No","2016","Bavaria","West Germany","1101","0.465342613280698","0.445239805669841","0.485445420891555","2"
"No","2016","Bavaria","East Germany","","","","","2"
"No","2016","Berlin","West Germany","116","0.506511053754288","0.444287411483174","0.568734696025403","2"
"No","2016","Berlin","East Germany","102","0.461672331441182","0.393428808990747","0.529915853891617","2"
"Yes","2016","Schleswig-Holstein","West Germany","244","0.547219341047662","0.501482407300691","0.592956274794632","1"
"Yes","2016","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2016","Hamburg","West Germany","136","0.665425724847933","0.605226880291761","0.725624569404105","1"
"Yes","2016","Hamburg","East Germany","","","","","1"
"Yes","2016","Lower Saxony","West Germany","777","0.599570851918607","0.573615348042406","0.625526355794809","1"
"Yes","2016","Hesse","West Germany","544","0.565993777516098","0.534510247313705","0.59747730771849","1"
"Yes","2016","Hesse","East Germany","","","","","1"
"Yes","2016","Lower Saxony","East Germany","","","","","1"
"Yes","2016","Bremen","West Germany","50","0.565090708251149","0.463789971565175","0.666391444937122","1"
"Yes","2016","Bremen","East Germany","","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","West Germany","408","0.552530546215101","0.51906406834133","0.585997024088873","1"
"Yes","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2016","Baden-Württemberg","West Germany","955","0.545664856658162","0.522514614681573","0.568815098634751","1"
"Yes","2016","Baden-Württemberg","East Germany","","","","","1"
"Yes","2016","Bavaria","West Germany","1264","0.534657386719302","0.514554579108445","0.554760194330159","1"
"Yes","2016","Bavaria","East Germany","","","","","1"
"Yes","2016","Berlin","West Germany","132","0.493488946245712","0.431265303974597","0.555712588516826","1"
"Yes","2016","Berlin","East Germany","103","0.538327668558818","0.470084146108383","0.606571191009253","1"
"Yes","2016","Brandenburg","East Germany","253","0.55791740243423","0.513161101597973","0.602673703270487","1"
"Yes","2016","Mecklenburg-Western Pomerania","East Germany","128","0.476732442641551","0.417046616511802","0.5364182687713","1"
"Yes","2016","Brandenburg","West Germany","","","","","1"
"Yes","2016","North Rhine-Westphalia","West Germany","1478","0.519367819164505","0.501183667991478","0.537551970337531","1"
"Yes","2016","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2016","Saxony","West Germany","","","","","1"
"Yes","2016","Saxony","East Germany","383","0.487744908351655","0.453215458018392","0.522274358684918","1"
"Yes","2016","Saxony-Anhalt","East Germany","219","0.500899707920575","0.453913243848433","0.547886171992717","1"
"Yes","2016","Thuringia","West Germany","","","","","1"
"Yes","2016","Thuringia","East Germany","236","0.455776740623774","0.41194669916618","0.499606782081368","1"
"Yes","2016","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2016","Saxony-Anhalt","West Germany","","","","","1"
"No","2017","Schleswig-Holstein","West Germany","","","","","2"
"No","2017","Schleswig-Holstein","East Germany","","","","","2"
"No","2017","Hamburg","West Germany","","","","","2"
"No","2017","Hamburg","East Germany","","","","","2"
"No","2017","Lower Saxony","West Germany","","","","","2"
"No","2017","Lower Saxony","East Germany","","","","","2"
"No","2017","Bremen","West Germany","","","","","2"
"No","2017","Bremen","East Germany","","","","","2"
"No","2017","North Rhine-Westphalia","West Germany","","","","","2"
"No","2017","North Rhine-Westphalia","East Germany","","","","","2"
"No","2017","Hesse","West Germany","","","","","2"
"No","2017","Hesse","East Germany","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2017","Baden-Württemberg","West Germany","","","","","2"
"No","2017","Baden-Württemberg","East Germany","","","","","2"
"No","2017","Bavaria","West Germany","","","","","2"
"No","2017","Bavaria","East Germany","","","","","2"
"No","2017","Berlin","West Germany","","","","","2"
"No","2017","Berlin","East Germany","","","","","2"
"No","2017","Brandenburg","West Germany","","","","","2"
"No","2017","Brandenburg","East Germany","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2017","Saxony","West Germany","","","","","2"
"No","2017","Saxony","East Germany","","","","","2"
"No","2017","Saxony-Anhalt","West Germany","","","","","2"
"No","2017","Saxony-Anhalt","East Germany","","","","","2"
"No","2017","Thuringia","West Germany","","","","","2"
"No","2017","Thuringia","East Germany","","","","","2"
"Yes","2017","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2017","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2017","Hamburg","West Germany","","","","","1"
"Yes","2017","Hamburg","East Germany","","","","","1"
"Yes","2017","Lower Saxony","West Germany","","","","","1"
"Yes","2017","Hesse","West Germany","","","","","1"
"Yes","2017","Hesse","East Germany","","","","","1"
"Yes","2017","Lower Saxony","East Germany","","","","","1"
"Yes","2017","Bremen","West Germany","","","","","1"
"Yes","2017","Bremen","East Germany","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2017","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2017","Bavaria","West Germany","","","","","1"
"Yes","2017","Bavaria","East Germany","","","","","1"
"Yes","2017","Baden-Württemberg","West Germany","","","","","1"
"Yes","2017","Baden-Württemberg","East Germany","","","","","1"
"Yes","2017","Berlin","West Germany","","","","","1"
"Yes","2017","Berlin","East Germany","","","","","1"
"Yes","2017","Brandenburg","East Germany","","","","","1"
"Yes","2017","Brandenburg","West Germany","","","","","1"
"Yes","2017","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2017","Saxony","West Germany","","","","","1"
"Yes","2017","Saxony","East Germany","","","","","1"
"Yes","2017","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2017","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2017","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2017","Thuringia","East Germany","","","","","1"
"Yes","2017","Thuringia","West Germany","","","","","1"
"No","2018","Brandenburg","West Germany","","","","","2"
"No","2018","Brandenburg","East Germany","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","2018","Saxony","West Germany","","","","","2"
"No","2018","Saxony","East Germany","","","","","2"
"No","2018","Saxony-Anhalt","West Germany","","","","","2"
"No","2018","Saxony-Anhalt","East Germany","","","","","2"
"No","2018","Thuringia","West Germany","","","","","2"
"No","2018","Thuringia","East Germany","","","","","2"
"No","2018","Schleswig-Holstein","West Germany","","","","","2"
"No","2018","Schleswig-Holstein","East Germany","","","","","2"
"No","2018","Hamburg","West Germany","","","","","2"
"No","2018","Hamburg","East Germany","","","","","2"
"No","2018","Lower Saxony","West Germany","","","","","2"
"No","2018","Lower Saxony","East Germany","","","","","2"
"No","2018","Bremen","West Germany","","","","","2"
"No","2018","Bremen","East Germany","","","","","2"
"No","2018","North Rhine-Westphalia","West Germany","","","","","2"
"No","2018","North Rhine-Westphalia","East Germany","","","","","2"
"No","2018","Hesse","West Germany","","","","","2"
"No","2018","Hesse","East Germany","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2018","Baden-Württemberg","West Germany","","","","","2"
"No","2018","Baden-Württemberg","East Germany","","","","","2"
"No","2018","Bavaria","West Germany","","","","","2"
"No","2018","Bavaria","East Germany","","","","","2"
"No","2018","Berlin","West Germany","","","","","2"
"No","2018","Berlin","East Germany","","","","","2"
"Yes","2018","Schleswig-Holstein","West Germany","","","","","1"
"Yes","2018","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2018","Hamburg","West Germany","","","","","1"
"Yes","2018","Hamburg","East Germany","","","","","1"
"Yes","2018","Lower Saxony","West Germany","","","","","1"
"Yes","2018","Lower Saxony","East Germany","","","","","1"
"Yes","2018","Hesse","West Germany","","","","","1"
"Yes","2018","Hesse","East Germany","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2018","Bremen","East Germany","","","","","1"
"Yes","2018","Bremen","West Germany","","","","","1"
"Yes","2018","Bavaria","West Germany","","","","","1"
"Yes","2018","Bavaria","East Germany","","","","","1"
"Yes","2018","Baden-Württemberg","West Germany","","","","","1"
"Yes","2018","Baden-Württemberg","East Germany","","","","","1"
"Yes","2018","Berlin","West Germany","","","","","1"
"Yes","2018","Berlin","East Germany","","","","","1"
"Yes","2018","Brandenburg","East Germany","","","","","1"
"Yes","2018","North Rhine-Westphalia","West Germany","","","","","1"
"Yes","2018","Brandenburg","West Germany","","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Yes","2018","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2018","Saxony","West Germany","","","","","1"
"Yes","2018","Saxony","East Germany","","","","","1"
"Yes","2018","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2018","Saxony-Anhalt","East Germany","","","","","1"
"Yes","2018","Thuringia","West Germany","","","","","1"
"Yes","2018","Thuringia","East Germany","","","","","1"
"No","2019","Schleswig-Holstein","West Germany","316","0.477752144917998","0.437480997314639","0.518023292521356","2"
"No","2019","Schleswig-Holstein","East Germany","","","","","2"
"No","2019","Hamburg","West Germany","160","0.394298810208142","0.339632362986999","0.448965257429285","2"
"No","2019","Hamburg","East Germany","","","","","2"
"No","2019","Lower Saxony","West Germany","766","0.469182524712854","0.444354295133214","0.494010754292494","2"
"No","2019","Lower Saxony","East Germany","","","","","2"
"No","2019","Bremen","West Germany","55","0.33102061782767","0.247517620501479","0.414523615153861","2"
"No","2019","Bremen","East Germany","","","","","2"
"No","2019","North Rhine-Westphalia","West Germany","1616","0.44357659108788","0.42647267405067","0.46068050812509","2"
"No","2019","North Rhine-Westphalia","East Germany","","","","","2"
"No","2019","Hesse","West Germany","529","0.421823693575128","0.392758183543846","0.45088920360641","2"
"No","2019","Hesse","East Germany","","","","","2"
"No","2019","Rhineland-Palatinate,Saarland","West Germany","492","0.491898218513943","0.4593447719498","0.524451665078087","2"
"No","2019","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","2019","Baden-Württemberg","West Germany","878","0.462418665419491","0.43937280029464","0.485464530544342","2"
"No","2019","Baden-Württemberg","East Germany","","","","","2"
"No","2019","Bavaria","West Germany","1272","0.468529706860366","0.448921812143131","0.488137601577601","2"
"No","2019","Bavaria","East Germany","","","","","2"
"No","2019","Berlin","West Germany","176","0.492813024962021","0.438542449609671","0.547083600314371","2"
"No","2019","Berlin","East Germany","108","0.43615970236953","0.371362290946683","0.500957113792378","2"
"No","2019","Brandenburg","West Germany","","","","","2"
"No","2019","Brandenburg","East Germany","315","0.452289932395467","0.412364948667775","0.49221491612316","2"
"No","2019","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","2019","Mecklenburg-Western Pomerania","East Germany","196","0.522630567060651","0.468326655015771","0.576934479105532","2"
"No","2019","Saxony","West Germany","","","","","2"
"No","2019","Saxony","East Germany","576","0.520263533559784","0.489205928861724","0.551321138257844","2"
"No","2019","Saxony-Anhalt","West Germany","","","","","2"
"No","2019","Saxony-Anhalt","East Germany","270","0.440467153061032","0.397082747084835","0.48385155903723","2"
"No","2019","Thuringia","West Germany","","","","","2"
"No","2019","Thuringia","East Germany","290","0.515210178404535","0.473057985335363","0.557362371473706","2"
"Yes","2019","Schleswig-Holstein","West Germany","275","0.522247855082002","0.481976707478644","0.562519002685361","1"
"Yes","2019","Schleswig-Holstein","East Germany","","","","","1"
"Yes","2019","Hamburg","West Germany","147","0.605701189791858","0.551034742570715","0.660367637013001","1"
"Yes","2019","Hamburg","East Germany","","","","","1"
"Yes","2019","Lower Saxony","West Germany","786","0.530817475287146","0.505989245707506","0.555645704866785","1"
"Yes","2019","Lower Saxony","East Germany","","","","","1"
"Yes","2019","Hesse","West Germany","580","0.578176306424872","0.54911079639359","0.607241816456154","1"
"Yes","2019","Hesse","East Germany","","","","","1"
"Yes","2019","Rhineland-Palatinate,Saarland","West Germany","414","0.508101781486057","0.475548334921913","0.5406552280502","1"
"Yes","2019","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","2019","Bremen","East Germany","","","","","1"
"Yes","2019","Bremen","West Germany","67","0.66897938217233","0.585476384846139","0.752482379498521","1"
"Yes","2019","Bavaria","West Germany","1216","0.531470293139634","0.511862398422399","0.551078187856868","1"
"Yes","2019","Baden-Württemberg","East Germany","","","","","1"
"Yes","2019","Bavaria","East Germany","","","","","1"
"Yes","2019","Baden-Württemberg","West Germany","920","0.537581334580509","0.514535469455658","0.56062719970536","1"
"Yes","2019","Berlin","West Germany","150","0.507186975037979","0.452916399685629","0.561457550390329","1"
"Yes","2019","Berlin","East Germany","117","0.56384029763047","0.499042886207622","0.628637709053317","1"
"Yes","2019","Brandenburg","East Germany","282","0.547710067604533","0.50778508387684","0.587635051332225","1"
"Yes","2019","North Rhine-Westphalia","West Germany","1625","0.55642340891212","0.53931949187491","0.57352732594933","1"
"Yes","2019","Brandenburg","West Germany","","","","","1"
"Yes","2019","Mecklenburg-Western Pomerania","East Germany","129","0.477369432939349","0.423065520894468","0.531673344984229","1"
"Yes","2019","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","2019","Saxony","West Germany","","","","","1"
"Yes","2019","Saxony","East Germany","418","0.479736466440216","0.448678861742156","0.510794071138276","1"
"Yes","2019","Saxony-Anhalt","West Germany","","","","","1"
"Yes","2019","Saxony-Anhalt","East Germany","233","0.559532846938968","0.51614844096277","0.602917252915165","1"
"Yes","2019","Thuringia","East Germany","250","0.484789821595465","0.442637628526294","0.526942014664637","1"
"Yes","2019","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","2019","Thuringia","West Germany","","","","","1"
