"plb0050","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2011","North Rhine-Westphalia","Full Time","557","0.407594421453077","0.381954997143384","0.433233845762769","2"
"No","2011","North Rhine-Westphalia","Part Time","434","0.555553786165746","0.520479118619125","0.590628453712366","2"
"No","2011","North Rhine-Westphalia","Not Working","14","","","","2"
"No","2011","Hesse","Full Time","188","0.357129359332551","0.315625576301103","0.398633142364","2"
"No","2011","Hesse","Part Time","139","0.508451701567333","0.450613458280361","0.566289944854306","2"
"No","2011","Hesse","Not Working","4","","","","2"
"No","2011","Berlin","Part Time","74","0.583575644375948","0.497156547214465","0.66999474153743","2"
"No","2011","Berlin","Not Working","5","","","","2"
"No","2011","Brandenburg","Full Time","146","0.476680312131489","0.421081643960476","0.532278980302501","2"
"No","2011","Brandenburg","Part Time","63","0.639225538106546","0.54907261878463","0.729378457428462","2"
"No","2011","Brandenburg","Not Working","3","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Full Time","86","0.482824012640596","0.410225787442063","0.55542223783913","2"
"No","2011","Mecklenburg-Western Pomerania","Part Time","31","0.445834299958197","0.332584148681432","0.559084451234961","2"
"No","2011","Mecklenburg-Western Pomerania","Not Working","2","","","","2"
"No","2011","Saxony","Full Time","286","0.520169940073852","0.47864327580483","0.561696604342874","2"
"No","2011","Saxony","Part Time","123","0.589031040980508","0.522486559582116","0.6555755223789","2"
"No","2011","Saxony","Not Working","4","","","","2"
"No","2011","Saxony-Anhalt","Full Time","140","0.473403060459754","0.418612285202863","0.528193835716645","2"
"No","2011","Saxony-Anhalt","Part Time","59","0.515346968763048","0.426665371780606","0.60402856574549","2"
"No","2011","Rhineland-Palatinate,Saarland","Full Time","164","0.408231813802213","0.360481072684214","0.455982554920212","2"
"No","2011","Rhineland-Palatinate,Saarland","Part Time","122","0.593505398872748","0.5281535389783","0.658857258767196","2"
"No","2011","Rhineland-Palatinate,Saarland","Not Working","9","","","","2"
"No","2011","Baden-Württemberg","Full Time","379","0.396156901674709","0.364113970275697","0.428199833073721","2"
"No","2011","Baden-Württemberg","Part Time","241","0.496912805569224","0.450819208670809","0.543006402467638","2"
"No","2011","Bavaria","Part Time","346","0.590087378741799","0.550865045086178","0.62930971239742","2"
"No","2011","Bavaria","Not Working","13","","","","2"
"No","2011","Berlin","Full Time","104","0.389526480073454","0.331786754141178","0.447266206005731","2"
"No","2011","Baden-Württemberg","Not Working","10","","","","2"
"No","2011","Bavaria","Full Time","475","0.445439478628067","0.416486469657704","0.474392487598429","2"
"No","2011","Saxony-Anhalt","Not Working","5","","","","2"
"No","2011","Thuringia","Full Time","165","0.595775264438165","0.54266678759173","0.648883741284599","2"
"No","2011","Thuringia","Part Time","70","0.574593798963014","0.486135243405781","0.663052354520247","2"
"No","2011","Thuringia","Not Working","3","","","","2"
"Yes","2011","Schleswig-Holstein","Full Time","120","0.62740431411111","0.560396453144447","0.694412175077773","1"
"Yes","2011","Schleswig-Holstein","Part Time","54","0.417330909530685","0.32946777922036","0.50519403984101","1"
"Yes","2011","Schleswig-Holstein","Not Working","6","","","","1"
"Yes","2011","Hamburg","Full Time","56","0.497565118270415","0.402381981459656","0.592748255081175","1"
"Yes","2011","Hamburg","Part Time","27","","","","1"
"Yes","2011","Hamburg","Not Working","1","","","","1"
"Yes","2011","Lower Saxony","Full Time","391","0.630853549766541","0.593466454219852","0.668240645313229","1"
"Yes","2011","Lower Saxony","Part Time","168","0.456616371599448","0.405232892764266","0.50799985043463","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Not Working","1","","","","1"
"Yes","2011","Hesse","Not Working","3","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Full Time","243","0.591768186197787","0.544017445079788","0.639518927315786","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Part Time","95","0.406494601127252","0.341142741232804","0.4718464610217","1"
"Yes","2011","Baden-Württemberg","Full Time","516","0.603843098325291","0.571800166926279","0.635886029724303","1"
"Yes","2011","Baden-Württemberg","Part Time","211","0.503087194430776","0.456993597532362","0.549180791329191","1"
"Yes","2011","Baden-Württemberg","Not Working","10","","","","1"
"Yes","2011","Bavaria","Full Time","657","0.554560521371933","0.525607512401571","0.583513530342296","1"
"Yes","2011","Bavaria","Part Time","258","0.409912621258201","0.37069028760258","0.449134954913822","1"
"Yes","2011","Lower Saxony","Not Working","5","","","","1"
"Yes","2011","Bremen","Full Time","24","","","","1"
"Yes","2011","Bremen","Part Time","9","","","","1"
"Yes","2011","Bremen","Not Working","1","","","","1"
"Yes","2011","North Rhine-Westphalia","Full Time","854","0.592405578546923","0.566766154237231","0.618045002856616","1"
"Yes","2011","North Rhine-Westphalia","Part Time","337","0.444446213834254","0.409371546287634","0.479520881380875","1"
"Yes","2011","North Rhine-Westphalia","Not Working","13","","","","1"
"Yes","2011","Hesse","Full Time","324","0.642870640667449","0.601366857636","0.684374423698897","1"
"Yes","2011","Hesse","Part Time","148","0.491548298432667","0.433710055145694","0.549386541719639","1"
"Yes","2011","Bavaria","Not Working","10","","","","1"
"Yes","2011","Berlin","Full Time","170","0.610473519926546","0.552733793994269","0.668213245858822","1"
"Yes","2011","Berlin","Part Time","51","0.416424355624052","0.33000525846257","0.502843452785535","1"
"Yes","2011","Berlin","Not Working","4","","","","1"
"Yes","2011","Brandenburg","Full Time","164","0.523319687868511","0.467721019697499","0.578918356039524","1"
"Yes","2011","Brandenburg","Not Working","2","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Full Time","96","0.517175987359404","0.44457776216087","0.589774212557937","1"
"Yes","2011","Mecklenburg-Western Pomerania","Part Time","43","0.554165700041803","0.440915548765039","0.667415851318568","1"
"Yes","2011","Saxony-Anhalt","Not Working","1","","","","1"
"Yes","2011","Thuringia","Full Time","163","0.404224735561835","0.351116258715401","0.45733321240827","1"
"Yes","2011","Brandenburg","Part Time","46","0.360774461893454","0.270621542571538","0.45092738121537","1"
"Yes","2011","Mecklenburg-Western Pomerania","Not Working","1","","","","1"
"Yes","2011","Saxony","Full Time","270","0.479830059926148","0.438303395657126","0.52135672419517","1"
"Yes","2011","Saxony","Part Time","87","0.410968959019492","0.3444244776211","0.477513440417883","1"
"Yes","2011","Saxony","Not Working","5","","","","1"
"Yes","2011","Saxony-Anhalt","Full Time","179","0.526596939540246","0.471806164283355","0.581387714797137","1"
"Yes","2011","Saxony-Anhalt","Part Time","63","0.484653031236952","0.39597143425451","0.573334628219394","1"
"Yes","2011","Thuringia","Part Time","50","0.425406201036986","0.336947645479753","0.513864756594219","1"
"Yes","2011","Thuringia","Not Working","3","","","","1"
"No","2012","Schleswig-Holstein","Full Time","","","","","2"
"No","2012","Schleswig-Holstein","Part Time","","","","","2"
"No","2012","Schleswig-Holstein","Not Working","","","","","2"
"No","2012","Hamburg","Full Time","","","","","2"
"No","2012","Hamburg","Part Time","","","","","2"
"No","2012","Hamburg","Not Working","","","","","2"
"No","2012","Lower Saxony","Full Time","","","","","2"
"No","2012","Lower Saxony","Part Time","","","","","2"
"No","2012","Lower Saxony","Not Working","","","","","2"
"No","2012","Bremen","Full Time","","","","","2"
"No","2012","Bremen","Part Time","","","","","2"
"No","2012","Bremen","Not Working","","","","","2"
"No","2012","North Rhine-Westphalia","Full Time","","","","","2"
"No","2012","North Rhine-Westphalia","Part Time","","","","","2"
"No","2012","North Rhine-Westphalia","Not Working","","","","","2"
"No","2012","Hesse","Full Time","","","","","2"
"No","2012","Hesse","Part Time","","","","","2"
"No","2012","Hesse","Not Working","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2012","Baden-Württemberg","Full Time","","","","","2"
"No","2012","Bavaria","Part Time","","","","","2"
"No","2012","Bavaria","Not Working","","","","","2"
"No","2012","Berlin","Part Time","","","","","2"
"No","2012","Berlin","Not Working","","","","","2"
"No","2012","Brandenburg","Full Time","","","","","2"
"No","2012","Brandenburg","Part Time","","","","","2"
"No","2012","Brandenburg","Not Working","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2012","Saxony","Full Time","","","","","2"
"No","2012","Saxony","Part Time","","","","","2"
"No","2012","Saxony","Not Working","","","","","2"
"No","2012","Saxony-Anhalt","Full Time","","","","","2"
"No","2012","Saxony-Anhalt","Part Time","","","","","2"
"No","2012","Baden-Württemberg","Part Time","","","","","2"
"No","2012","Baden-Württemberg","Not Working","","","","","2"
"No","2012","Bavaria","Full Time","","","","","2"
"No","2012","Berlin","Full Time","","","","","2"
"No","2012","Saxony-Anhalt","Not Working","","","","","2"
"No","2012","Thuringia","Full Time","","","","","2"
"No","2012","Thuringia","Part Time","","","","","2"
"No","2012","Thuringia","Not Working","","","","","2"
"Yes","2012","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2012","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2012","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2012","Hamburg","Full Time","","","","","1"
"Yes","2012","Hamburg","Part Time","","","","","1"
"Yes","2012","Hamburg","Not Working","","","","","1"
"Yes","2012","Lower Saxony","Full Time","","","","","1"
"Yes","2012","Lower Saxony","Part Time","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2012","Baden-Württemberg","Not Working","","","","","1"
"Yes","2012","Bavaria","Full Time","","","","","1"
"Yes","2012","Bavaria","Part Time","","","","","1"
"Yes","2012","Hesse","Not Working","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2012","Baden-Württemberg","Full Time","","","","","1"
"Yes","2012","Baden-Württemberg","Part Time","","","","","1"
"Yes","2012","Bavaria","Not Working","","","","","1"
"Yes","2012","Berlin","Full Time","","","","","1"
"Yes","2012","Berlin","Part Time","","","","","1"
"Yes","2012","Berlin","Not Working","","","","","1"
"Yes","2012","Brandenburg","Full Time","","","","","1"
"Yes","2012","Brandenburg","Not Working","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2012","Lower Saxony","Not Working","","","","","1"
"Yes","2012","Bremen","Full Time","","","","","1"
"Yes","2012","Bremen","Part Time","","","","","1"
"Yes","2012","Bremen","Not Working","","","","","1"
"Yes","2012","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2012","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2012","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2012","Hesse","Full Time","","","","","1"
"Yes","2012","Hesse","Part Time","","","","","1"
"Yes","2012","Brandenburg","Part Time","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2012","Saxony","Full Time","","","","","1"
"Yes","2012","Saxony","Part Time","","","","","1"
"Yes","2012","Saxony","Not Working","","","","","1"
"Yes","2012","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2012","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2012","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2012","Thuringia","Full Time","","","","","1"
"Yes","2012","Thuringia","Part Time","","","","","1"
"Yes","2012","Thuringia","Not Working","","","","","1"
"No","2013","Schleswig-Holstein","Full Time","","","","","2"
"No","2013","Schleswig-Holstein","Part Time","","","","","2"
"No","2013","Schleswig-Holstein","Not Working","","","","","2"
"No","2013","Hamburg","Full Time","","","","","2"
"No","2013","Hamburg","Part Time","","","","","2"
"No","2013","Hamburg","Not Working","","","","","2"
"No","2013","Lower Saxony","Full Time","","","","","2"
"No","2013","Lower Saxony","Part Time","","","","","2"
"No","2013","Lower Saxony","Not Working","","","","","2"
"No","2013","Bremen","Full Time","","","","","2"
"No","2013","Bremen","Part Time","","","","","2"
"No","2013","Bremen","Not Working","","","","","2"
"No","2013","North Rhine-Westphalia","Full Time","","","","","2"
"No","2013","North Rhine-Westphalia","Part Time","","","","","2"
"No","2013","North Rhine-Westphalia","Not Working","","","","","2"
"No","2013","Hesse","Full Time","","","","","2"
"No","2013","Hesse","Part Time","","","","","2"
"No","2013","Hesse","Not Working","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2013","Baden-Württemberg","Full Time","","","","","2"
"No","2013","Baden-Württemberg","Part Time","","","","","2"
"No","2013","Baden-Württemberg","Not Working","","","","","2"
"No","2013","Bavaria","Full Time","","","","","2"
"No","2013","Bavaria","Part Time","","","","","2"
"No","2013","Bavaria","Not Working","","","","","2"
"No","2013","Berlin","Part Time","","","","","2"
"No","2013","Berlin","Not Working","","","","","2"
"No","2013","Brandenburg","Full Time","","","","","2"
"No","2013","Brandenburg","Part Time","","","","","2"
"No","2013","Brandenburg","Not Working","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2013","Saxony","Full Time","","","","","2"
"No","2013","Saxony","Part Time","","","","","2"
"No","2013","Saxony","Not Working","","","","","2"
"No","2013","Saxony-Anhalt","Full Time","","","","","2"
"No","2013","Saxony-Anhalt","Part Time","","","","","2"
"No","2013","Berlin","Full Time","","","","","2"
"No","2013","Saxony-Anhalt","Not Working","","","","","2"
"No","2013","Thuringia","Full Time","","","","","2"
"No","2013","Thuringia","Part Time","","","","","2"
"No","2013","Thuringia","Not Working","","","","","2"
"Yes","2013","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2013","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2013","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2013","Hamburg","Full Time","","","","","1"
"Yes","2013","Baden-Württemberg","Not Working","","","","","1"
"Yes","2013","Bavaria","Full Time","","","","","1"
"Yes","2013","Hamburg","Part Time","","","","","1"
"Yes","2013","Hamburg","Not Working","","","","","1"
"Yes","2013","Lower Saxony","Full Time","","","","","1"
"Yes","2013","Lower Saxony","Part Time","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2013","Baden-Württemberg","Full Time","","","","","1"
"Yes","2013","Baden-Württemberg","Part Time","","","","","1"
"Yes","2013","Bavaria","Part Time","","","","","1"
"Yes","2013","Bavaria","Not Working","","","","","1"
"Yes","2013","Berlin","Full Time","","","","","1"
"Yes","2013","Berlin","Part Time","","","","","1"
"Yes","2013","Berlin","Not Working","","","","","1"
"Yes","2013","Hesse","Not Working","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2013","Brandenburg","Full Time","","","","","1"
"Yes","2013","Brandenburg","Part Time","","","","","1"
"Yes","2013","Brandenburg","Not Working","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2013","Bremen","Part Time","","","","","1"
"Yes","2013","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2013","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2013","Hesse","Full Time","","","","","1"
"Yes","2013","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2013","Lower Saxony","Not Working","","","","","1"
"Yes","2013","Bremen","Full Time","","","","","1"
"Yes","2013","Bremen","Not Working","","","","","1"
"Yes","2013","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2013","Hesse","Part Time","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2013","Saxony","Full Time","","","","","1"
"Yes","2013","Saxony","Part Time","","","","","1"
"Yes","2013","Saxony","Not Working","","","","","1"
"Yes","2013","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2013","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2013","Thuringia","Full Time","","","","","1"
"Yes","2013","Thuringia","Part Time","","","","","1"
"Yes","2013","Thuringia","Not Working","","","","","1"
"No","2014","Schleswig-Holstein","Full Time","","","","","2"
"No","2014","Schleswig-Holstein","Part Time","","","","","2"
"No","2014","Schleswig-Holstein","Not Working","","","","","2"
"No","2014","Hamburg","Full Time","","","","","2"
"No","2014","Hamburg","Part Time","","","","","2"
"No","2014","Hamburg","Not Working","","","","","2"
"No","2014","Lower Saxony","Full Time","","","","","2"
"No","2014","Lower Saxony","Part Time","","","","","2"
"No","2014","Lower Saxony","Not Working","","","","","2"
"No","2014","Bremen","Full Time","","","","","2"
"No","2014","Bremen","Part Time","","","","","2"
"No","2014","Bremen","Not Working","","","","","2"
"No","2014","North Rhine-Westphalia","Full Time","","","","","2"
"No","2014","North Rhine-Westphalia","Part Time","","","","","2"
"No","2014","North Rhine-Westphalia","Not Working","","","","","2"
"No","2014","Hesse","Full Time","","","","","2"
"No","2014","Hesse","Part Time","","","","","2"
"No","2014","Hesse","Not Working","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2014","Baden-Württemberg","Full Time","","","","","2"
"No","2014","Baden-Württemberg","Part Time","","","","","2"
"No","2014","Baden-Württemberg","Not Working","","","","","2"
"No","2014","Bavaria","Full Time","","","","","2"
"No","2014","Bavaria","Part Time","","","","","2"
"No","2014","Berlin","Part Time","","","","","2"
"No","2014","Berlin","Not Working","","","","","2"
"No","2014","Brandenburg","Full Time","","","","","2"
"No","2014","Brandenburg","Part Time","","","","","2"
"No","2014","Brandenburg","Not Working","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2014","Saxony","Full Time","","","","","2"
"No","2014","Saxony","Part Time","","","","","2"
"No","2014","Saxony","Not Working","","","","","2"
"No","2014","Saxony-Anhalt","Full Time","","","","","2"
"No","2014","Saxony-Anhalt","Part Time","","","","","2"
"No","2014","Bavaria","Not Working","","","","","2"
"No","2014","Berlin","Full Time","","","","","2"
"No","2014","Saxony-Anhalt","Not Working","","","","","2"
"No","2014","Thuringia","Full Time","","","","","2"
"No","2014","Thuringia","Part Time","","","","","2"
"No","2014","Thuringia","Not Working","","","","","2"
"Yes","2014","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2014","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2014","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2014","Hamburg","Full Time","","","","","1"
"Yes","2014","Hamburg","Part Time","","","","","1"
"Yes","2014","Hamburg","Not Working","","","","","1"
"Yes","2014","Lower Saxony","Full Time","","","","","1"
"Yes","2014","Lower Saxony","Part Time","","","","","1"
"Yes","2014","Baden-Württemberg","Not Working","","","","","1"
"Yes","2014","Bavaria","Full Time","","","","","1"
"Yes","2014","Lower Saxony","Not Working","","","","","1"
"Yes","2014","Bremen","Full Time","","","","","1"
"Yes","2014","Bremen","Part Time","","","","","1"
"Yes","2014","Bremen","Not Working","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2014","Baden-Württemberg","Full Time","","","","","1"
"Yes","2014","Baden-Württemberg","Part Time","","","","","1"
"Yes","2014","Bavaria","Part Time","","","","","1"
"Yes","2014","Bavaria","Not Working","","","","","1"
"Yes","2014","Berlin","Full Time","","","","","1"
"Yes","2014","Berlin","Part Time","","","","","1"
"Yes","2014","Berlin","Not Working","","","","","1"
"Yes","2014","Brandenburg","Not Working","","","","","1"
"Yes","2014","Hesse","Not Working","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2014","Brandenburg","Full Time","","","","","1"
"Yes","2014","Brandenburg","Part Time","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2014","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2014","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2014","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2014","Thuringia","Part Time","","","","","1"
"Yes","2014","Thuringia","Not Working","","","","","1"
"Yes","2014","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2014","Hesse","Full Time","","","","","1"
"Yes","2014","Hesse","Part Time","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2014","Saxony","Full Time","","","","","1"
"Yes","2014","Saxony","Part Time","","","","","1"
"Yes","2014","Saxony","Not Working","","","","","1"
"Yes","2014","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2014","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2014","Thuringia","Full Time","","","","","1"
"No","2015","Schleswig-Holstein","Full Time","","","","","2"
"No","2015","Schleswig-Holstein","Part Time","","","","","2"
"No","2015","Schleswig-Holstein","Not Working","","","","","2"
"No","2015","Hamburg","Full Time","","","","","2"
"No","2015","Hamburg","Part Time","","","","","2"
"No","2015","Hamburg","Not Working","","","","","2"
"No","2015","Lower Saxony","Full Time","","","","","2"
"No","2015","Lower Saxony","Part Time","","","","","2"
"No","2015","Lower Saxony","Not Working","","","","","2"
"No","2015","Bremen","Full Time","","","","","2"
"No","2015","Bremen","Part Time","","","","","2"
"No","2015","Bremen","Not Working","","","","","2"
"No","2015","North Rhine-Westphalia","Full Time","","","","","2"
"No","2015","North Rhine-Westphalia","Part Time","","","","","2"
"No","2015","North Rhine-Westphalia","Not Working","","","","","2"
"No","2015","Hesse","Full Time","","","","","2"
"No","2015","Hesse","Part Time","","","","","2"
"No","2015","Hesse","Not Working","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2015","Baden-Württemberg","Full Time","","","","","2"
"No","2015","Baden-Württemberg","Part Time","","","","","2"
"No","2015","Baden-Württemberg","Not Working","","","","","2"
"No","2015","Bavaria","Full Time","","","","","2"
"No","2015","Bavaria","Part Time","","","","","2"
"No","2015","Berlin","Part Time","","","","","2"
"No","2015","Berlin","Not Working","","","","","2"
"No","2015","Brandenburg","Full Time","","","","","2"
"No","2015","Brandenburg","Part Time","","","","","2"
"No","2015","Brandenburg","Not Working","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2015","Saxony","Full Time","","","","","2"
"No","2015","Saxony","Part Time","","","","","2"
"No","2015","Saxony","Not Working","","","","","2"
"No","2015","Saxony-Anhalt","Full Time","","","","","2"
"No","2015","Saxony-Anhalt","Part Time","","","","","2"
"No","2015","Saxony-Anhalt","Not Working","","","","","2"
"No","2015","Thuringia","Full Time","","","","","2"
"No","2015","Thuringia","Part Time","","","","","2"
"No","2015","Thuringia","Not Working","","","","","2"
"No","2015","Bavaria","Not Working","","","","","2"
"No","2015","Berlin","Full Time","","","","","2"
"Yes","2015","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2015","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2015","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2015","Hamburg","Full Time","","","","","1"
"Yes","2015","Hamburg","Part Time","","","","","1"
"Yes","2015","Hamburg","Not Working","","","","","1"
"Yes","2015","Lower Saxony","Full Time","","","","","1"
"Yes","2015","Lower Saxony","Part Time","","","","","1"
"Yes","2015","Baden-Württemberg","Not Working","","","","","1"
"Yes","2015","Lower Saxony","Not Working","","","","","1"
"Yes","2015","Bremen","Full Time","","","","","1"
"Yes","2015","Bremen","Part Time","","","","","1"
"Yes","2015","Bremen","Not Working","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2015","Baden-Württemberg","Full Time","","","","","1"
"Yes","2015","Baden-Württemberg","Part Time","","","","","1"
"Yes","2015","Bavaria","Full Time","","","","","1"
"Yes","2015","Bavaria","Part Time","","","","","1"
"Yes","2015","Bavaria","Not Working","","","","","1"
"Yes","2015","Berlin","Full Time","","","","","1"
"Yes","2015","Berlin","Part Time","","","","","1"
"Yes","2015","Brandenburg","Not Working","","","","","1"
"Yes","2015","Hesse","Not Working","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2015","Berlin","Not Working","","","","","1"
"Yes","2015","Brandenburg","Full Time","","","","","1"
"Yes","2015","Brandenburg","Part Time","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2015","Saxony","Full Time","","","","","1"
"Yes","2015","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2015","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2015","Saxony","Part Time","","","","","1"
"Yes","2015","Saxony","Not Working","","","","","1"
"Yes","2015","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2015","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2015","Thuringia","Full Time","","","","","1"
"Yes","2015","Thuringia","Part Time","","","","","1"
"Yes","2015","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2015","Hesse","Full Time","","","","","1"
"Yes","2015","Hesse","Part Time","","","","","1"
"Yes","2015","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2015","Thuringia","Not Working","","","","","1"
"No","2016","Berlin","Part Time","94","0.614579016509096","0.539633246595338","0.689524786422854","2"
"No","2016","Berlin","Not Working","9","","","","2"
"No","2016","Schleswig-Holstein","Full Time","96","0.372592904516181","0.312174042586038","0.433011766446324","2"
"No","2016","Schleswig-Holstein","Part Time","111","0.58542959180396","0.517153354642412","0.653705828965508","2"
"No","2016","Schleswig-Holstein","Not Working","4","","","","2"
"No","2016","Hamburg","Full Time","57","0.301678644252588","0.227227460245298","0.376129828259877","2"
"No","2016","Hamburg","Part Time","40","0.420156640683836","0.315226661170115","0.525086620197557","2"
"No","2016","Hamburg","Not Working","3","","","","2"
"No","2016","Lower Saxony","Full Time","287","0.352172047906523","0.318123822920338","0.386220272892707","2"
"No","2016","Lower Saxony","Part Time","285","0.466817480524594","0.426145466536314","0.507489494512873","2"
"No","2016","Lower Saxony","Not Working","20","","","","2"
"No","2016","Bremen","Full Time","15","","","","2"
"No","2016","Bremen","Part Time","22","","","","2"
"No","2016","Bremen","Not Working","5","","","","2"
"No","2016","North Rhine-Westphalia","Full Time","725","0.40585219855898","0.382598041133395","0.429106355984566","2"
"No","2016","North Rhine-Westphalia","Part Time","639","0.59417783885681","0.56522487310808","0.62313080460554","2"
"No","2016","North Rhine-Westphalia","Not Working","58","0.781528048013342","0.692092269084081","0.870963826942602","2"
