"plb0050","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2018","Saxony","lower secondary degree","","","",""
"Yes","2018","Saxony","secondary school degree","","","",""
"Yes","2018","Saxony","college entrance qualification","","","",""
"Yes","2018","Saxony","Other degree","","","",""
"Yes","2018","Saxony","no degree/no degree yet","","","",""
"Yes","2018","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2018","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2018","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2018","Saxony-Anhalt","Other degree","","","",""
"Yes","2018","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2018","Thuringia","lower secondary degree","","","",""
"Yes","2018","Thuringia","secondary school degree","","","",""
"Yes","2018","Thuringia","college entrance qualification","","","",""
"Yes","2018","Thuringia","Other degree","","","",""
"Yes","2018","Thuringia","no degree/no degree yet","","","",""
"No","2018","Schleswig-Holstein","lower secondary degree","","","",""
"No","2018","Schleswig-Holstein","secondary school degree","","","",""
"No","2018","Schleswig-Holstein","college entrance qualification","","","",""
"No","2018","Schleswig-Holstein","Other degree","","","",""
"No","2018","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2018","Hamburg","lower secondary degree","","","",""
"No","2018","Hamburg","secondary school degree","","","",""
"No","2018","Hamburg","college entrance qualification","","","",""
"No","2018","Hamburg","Other degree","","","",""
"No","2018","Hamburg","no degree/no degree yet","","","",""
"No","2018","Lower Saxony","lower secondary degree","","","",""
"No","2018","Lower Saxony","secondary school degree","","","",""
"No","2018","Lower Saxony","college entrance qualification","","","",""
"No","2018","Lower Saxony","Other degree","","","",""
"No","2018","Lower Saxony","no degree/no degree yet","","","",""
"No","2018","Bremen","lower secondary degree","","","",""
"No","2018","Bremen","secondary school degree","","","",""
"No","2018","Bremen","college entrance qualification","","","",""
"No","2018","Bremen","Other degree","","","",""
"No","2018","Bremen","no degree/no degree yet","","","",""
"No","2018","North Rhine-Westphalia","lower secondary degree","","","",""
"No","2018","North Rhine-Westphalia","secondary school degree","","","",""
"No","2018","North Rhine-Westphalia","college entrance qualification","","","",""
"No","2018","North Rhine-Westphalia","Other degree","","","",""
"No","2018","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No","2018","Hesse","lower secondary degree","","","",""
"No","2018","Hesse","secondary school degree","","","",""
"No","2018","Hesse","college entrance qualification","","","",""
"No","2018","Hesse","Other degree","","","",""
"No","2018","Hesse","no degree/no degree yet","","","",""
"No","2018","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No","2018","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No","2018","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","2018","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No","2018","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No","2018","Baden-Württemberg","lower secondary degree","","","",""
"No","2018","Baden-Württemberg","secondary school degree","","","",""
"No","2018","Baden-Württemberg","college entrance qualification","","","",""
"No","2018","Baden-Württemberg","Other degree","","","",""
"No","2018","Baden-Württemberg","no degree/no degree yet","","","",""
"No","2018","Bavaria","lower secondary degree","","","",""
"No","2018","Bavaria","secondary school degree","","","",""
"No","2018","Bavaria","college entrance qualification","","","",""
"No","2018","Bavaria","Other degree","","","",""
"No","2018","Bavaria","no degree/no degree yet","","","",""
"No","2018","Berlin","lower secondary degree","","","",""
"No","2018","Berlin","secondary school degree","","","",""
"No","2018","Berlin","college entrance qualification","","","",""
"No","2018","Berlin","Other degree","","","",""
"No","2018","Berlin","no degree/no degree yet","","","",""
"No","2018","Brandenburg","lower secondary degree","","","",""
"No","2018","Brandenburg","secondary school degree","","","",""
"No","2018","Brandenburg","college entrance qualification","","","",""
"No","2018","Brandenburg","Other degree","","","",""
"No","2018","Brandenburg","no degree/no degree yet","","","",""
"No","2018","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","2018","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","2018","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","2018","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","2018","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2018","Saxony","lower secondary degree","","","",""
"No","2018","Saxony","secondary school degree","","","",""
"No","2018","Saxony","college entrance qualification","","","",""
"No","2018","Saxony","Other degree","","","",""
"No","2018","Saxony","no degree/no degree yet","","","",""
"No","2018","Saxony-Anhalt","lower secondary degree","","","",""
"No","2018","Saxony-Anhalt","secondary school degree","","","",""
"No","2018","Saxony-Anhalt","college entrance qualification","","","",""
"No","2018","Saxony-Anhalt","Other degree","","","",""
"No","2018","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2018","Thuringia","lower secondary degree","","","",""
"No","2018","Thuringia","secondary school degree","","","",""
"No","2018","Thuringia","college entrance qualification","","","",""
"No","2018","Thuringia","Other degree","","","",""
"No","2018","Thuringia","no degree/no degree yet","","","",""
"Yes","2019","Schleswig-Holstein","lower secondary degree","32","0.36943406768282","0.275768120824732","0.463100014540909"
"Yes","2019","Schleswig-Holstein","secondary school degree","89","0.583923794380675","0.515267553267446","0.652580035493904"
"Yes","2019","Schleswig-Holstein","college entrance qualification","121","0.613334854016895","0.547626104981726","0.679043603052065"
"Yes","2019","Schleswig-Holstein","Other degree","18","","",""
"Yes","2019","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Yes","2019","Hamburg","lower secondary degree","18","","",""
"Yes","2019","Hamburg","secondary school degree","21","","",""
"Yes","2019","Hamburg","college entrance qualification","83","0.658767851983626","0.585531564352623","0.73200413961463"
"Yes","2019","Hamburg","Other degree","19","","",""
"Yes","2019","Hamburg","no degree/no degree yet","","","",""
"Yes","2019","Lower Saxony","lower secondary degree","108","0.444764847179302","0.38215478826372","0.507374906094884"
"Yes","2019","Lower Saxony","secondary school degree","257","0.55247551877481","0.50965537420434","0.595295663345281"
"Yes","2019","Lower Saxony","college entrance qualification","319","0.620931522958001","0.580532217572778","0.661330828343223"
"Yes","2019","Lower Saxony","Other degree","60","0.41892105440678","0.335693933614396","0.502148175199165"
"Yes","2019","Lower Saxony","no degree/no degree yet","11","","",""
"Yes","2019","Bremen","lower secondary degree","8","","",""
"Yes","2019","Bremen","secondary school degree","19","","",""
"Yes","2019","Bremen","college entrance qualification","28","","",""
"Yes","2019","Bremen","Other degree","5","","",""
"Yes","2019","Bremen","no degree/no degree yet","1","","",""
"Yes","2019","North Rhine-Westphalia","lower secondary degree","218","0.490369007914435","0.445507039625991","0.53523097620288"
"Yes","2019","North Rhine-Westphalia","secondary school degree","368","0.530162149587263","0.494202902425321","0.566121396749204"
"Yes","2019","North Rhine-Westphalia","college entrance qualification","744","0.627180759193932","0.601705091923274","0.652656426464589"
"Yes","2019","North Rhine-Westphalia","Other degree","168","0.492931543444915","0.443185467236738","0.542677619653091"
"Yes","2019","North Rhine-Westphalia","no degree/no degree yet","35","0.543009930184003","0.429511593081917","0.65650826728609"
"Yes","2019","Hesse","lower secondary degree","64","0.524667987207374","0.445015299869141","0.604320674545607"
"Yes","2019","Hesse","secondary school degree","136","0.465992560096796","0.408380289415537","0.523604830778056"
"Yes","2019","Hesse","college entrance qualification","285","0.660278733079479","0.618471670592328","0.702085795566631"
"Yes","2019","Hesse","Other degree","64","0.616639479791398","0.52891386034812","0.704365099234676"
"Yes","2019","Hesse","no degree/no degree yet","8","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","lower secondary degree","77","0.430996858924845","0.362535668461207","0.499458049388483"
"Yes","2019","Rhineland-Palatinate,Saarland","secondary school degree","99","0.558290224314583","0.489638953730933","0.626941494898234"
"Yes","2019","Rhineland-Palatinate,Saarland","college entrance qualification","169","0.651443479139439","0.596600117304951","0.706286840973927"
"Yes","2019","Rhineland-Palatinate,Saarland","Other degree","46","0.305395384878087","0.229641661112962","0.381149108643212"
"Yes","2019","Rhineland-Palatinate,Saarland","no degree/no degree yet","4","","",""
"Yes","2019","Baden-Württemberg","lower secondary degree","131","0.430633191782764","0.373544644339568","0.487721739225959"
"Yes","2019","Baden-Württemberg","secondary school degree","240","0.515951502399298","0.471792991624587","0.560110013174009"
"Yes","2019","Baden-Württemberg","college entrance qualification","384","0.609046167741056","0.57322900577468","0.644863329707432"
"Yes","2019","Baden-Württemberg","Other degree","109","0.527516140997353","0.457977394052968","0.597054887941737"
"Yes","2019","Baden-Württemberg","no degree/no degree yet","5","","",""
"Yes","2019","Bavaria","lower secondary degree","241","0.46348416450581","0.421502740042033","0.505465588969588"
"Yes","2019","Bavaria","secondary school degree","343","0.536653690644025","0.500405961843708","0.572901419444342"
"Yes","2019","Bavaria","college entrance qualification","405","0.559573512795414","0.525151204440811","0.593995821150017"
"Yes","2019","Bavaria","Other degree","156","0.575262349534691","0.517975039520118","0.632549659549264"
"Yes","2019","Bavaria","no degree/no degree yet","21","","",""
"Yes","2019","Berlin","lower secondary degree","17","","",""
"Yes","2019","Berlin","secondary school degree","79","0.626229248752402","0.546088498491262","0.706369999013541"
"Yes","2019","Berlin","college entrance qualification","162","0.612271170161448","0.558465410603282","0.666076929719615"
"Yes","2019","Berlin","Other degree","25","","",""
"Yes","2019","Berlin","no degree/no degree yet","2","","",""
"Yes","2019","Brandenburg","lower secondary degree","9","","",""
"Yes","2019","Brandenburg","secondary school degree","148","0.572128733466379","0.516326952432928","0.627930514499831"
"Yes","2019","Brandenburg","college entrance qualification","101","0.598436841743656","0.530155572142381","0.666718111344931"
"Yes","2019","Brandenburg","Other degree","11","","",""
"Yes","2019","Brandenburg","no degree/no degree yet","","","",""
"Yes","2019","Mecklenburg-Western Pomerania","lower secondary degree","7","","",""
"Yes","2019","Mecklenburg-Western Pomerania","secondary school degree","60","0.452895016272398","0.3750317942494","0.530758238295396"
"Yes","2019","Mecklenburg-Western Pomerania","college entrance qualification","55","0.670541684093058","0.582707236167555","0.758376132018562"
"Yes","2019","Mecklenburg-Western Pomerania","Other degree","3","","",""
"Yes","2019","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"Yes","2019","Saxony","lower secondary degree","18","","",""
"Yes","2019","Saxony","secondary school degree","210","0.418571800841932","0.376453018006921","0.460690583676944"
"Yes","2019","Saxony","college entrance qualification","158","0.610014847142749","0.557862640158303","0.662167054127194"
"Yes","2019","Saxony","Other degree","12","","",""
