"plh0217","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","32","0.0138114991616207","0.00961065936099464","0.0180123389622468","1"
"1 Strongly disagree","2005","(Married) couple without C. ","57","0.00978790559250371","0.00748362089125432","0.0120921902937531","1"
"1 Strongly disagree","2005","Single parent ","9","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","22","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","23","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","15","","","","1"
"2 on scale 1-7 ","2005","Single parent ","18","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","71","0.0234393936033377","0.0179936332131746","0.0288851539935007","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","38","0.025027395325686","0.0176084050766034","0.0324463855747685","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","166","0.0248597201576925","0.0212154647817057","0.0285039755336793","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","96","0.0264109466505473","0.0212461757705021","0.0315757175305925","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","67","0.0165641101976299","0.0124195773336608","0.0207086430615991","2"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","181","0.0528720382224272","0.0456053611466962","0.0601387152981583","3"
"3 on scale 1-7 ","2005","1-pers.-HH","165","0.0578195686633632","0.0494183902873102","0.0662207470394163","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","173","0.0499440555370623","0.0429280854737826","0.0569600256003419","3"
"3 on scale 1-7 ","2005","Single parent ","54","0.0428090321857728","0.0308520541285051","0.0547660102430405","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","378","0.0554054052273564","0.0500508187959261","0.0607599916587868","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","90","0.0549807193331148","0.0441547620168828","0.0658066766493468","3"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","223","0.123597715686839","0.107966320618213","0.139229110755465","4"
