"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2018","higher education","6.77","7","49","6","7","7","7","6.63","6.91","7","7"
"2018","higher vocational","","","","","","","","","","",""
"2018","in school","","","","","","","","","","",""
"2018","inadequately","6.49","7","160","6","7","7","7","6.32","6.66","7","7"
"2018","middle vocational","6.87","7","57","6","7","7","7","6.75","6.99","7","7"
"2018","vocational + Abi","","","","","","","","","","",""
"2019","general elemantary","6.65","7","51","5","7","7","7","6.53","6.77","7","7"
"2019","higher education","","","","","","","","","","",""
"2019","higher vocational","","","","","","","","","","",""
"2019","in school","","","","","","","","","","",""
"2019","inadequately","6.35","7","132","5","6","7","7","6.11","6.59","7","7"
"2019","middle vocational","6.14","7","33","2","7","7","7","5.73","6.55","7","7"
"2019","vocational + Abi","","","","","","","","","","",""
