"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","Female","5.82","6","2772","4","5","7","7","7","5.78","5.86","1","7","6","6"
"2005","16-34 y.","Male","5.83","6","2545","4","5","7","7","7","5.79","5.87","1","7","6","6"
"2005","35-65 y.","Female","5.93","6","5973","4","5","7","7","7","5.9","5.96","1","7","6","6"
"2005","35-65 y.","Male","5.94","6","5615","4","5","7","7","7","5.91","5.97","1","7","6","6"
"2005","66 and older","Female","5.84","6","2052","4","5","7","7","7","5.78","5.9","1","7","6","6"
"2005","66 and older","Male","5.92","6","1725","4","5","7","7","7","5.86","5.98","1","7","6","6"
"2006","16-34 y.","Female","","","","","","","","","","","","","",""
"2006","16-34 y.","Male","","","","","","","","","","","","","",""
"2006","35-65 y.","Female","","","","","","","","","","","","","",""
"2006","35-65 y.","Male","","","","","","","","","","","","","",""
"2006","66 and older","Female","","","","","","","","","","","","","",""
"2006","66 and older","Male","","","","","","","","","","","","","",""
"2007","16-34 y.","Female","","","","","","","","","","","","","",""
"2007","16-34 y.","Male","","","","","","","","","","","","","",""
"2007","35-65 y.","Female","","","","","","","","","","","","","",""
"2007","35-65 y.","Male","","","","","","","","","","","","","",""
"2007","66 and older","Female","","","","","","","","","","","","","",""
"2007","66 and older","Male","","","","","","","","","","","","","",""
"2008","16-34 y.","Female","","","","","","","","","","","","","",""
"2008","16-34 y.","Male","","","","","","","","","","","","","",""
"2008","35-65 y.","Female","","","","","","","","","","","","","",""
"2008","35-65 y.","Male","","","","","","","","","","","","","",""
"2008","66 and older","Female","","","","","","","","","","","","","",""
"2008","66 and older","Male","","","","","","","","","","","","","",""
"2009","16-34 y.","Female","","","","","","","","","","","","","",""
"2009","16-34 y.","Male","","","","","","","","","","","","","",""
"2009","35-65 y.","Female","","","","","","","","","","","","","",""
"2009","35-65 y.","Male","","","","","","","","","","","","","",""
"2009","66 and older","Female","","","","","","","","","","","","","",""
"2009","66 and older","Male","","","","","","","","","","","","","",""
"2010","16-34 y.","Female","5.81","6","1856","4","5","7","7","7","5.76","5.86","1","7","6","6"
"2010","16-34 y.","Male","5.68","6","1721","4","5","7","7","7","5.63","5.73","1","7","6","6"
"2010","35-65 y.","Female","5.84","6","4756","4","5","7","7","7","5.81","5.87","1","7","6","6"
"2010","35-65 y.","Male","5.84","6","4300","4","5","7","7","7","5.81","5.87","1","7","6","6"
