"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","Female","2.63","3","10774","1","2","3","4","5","2.61","2.65","1","5","3","3"
"2007","Male","2.27","2","9783","1","1","3","4","5","2.25","2.29","1","5","2","2"
"2008","Female","2.61","3","10148","1","2","3","4","5","2.59","2.63","1","5","3","3"
"2008","Male","2.25","2","9221","1","1","3","4","5","2.23","2.27","1","5","2","2"
"2009","Female","2.63","3","9428","1","2","3","4","5","2.61","2.65","1","5","3","3"
"2009","Male","2.24","2","8599","1","1","3","3","5","2.22","2.26","1","5","2","2"
"2010","Female","2.61","3","8745","1","2","3","4","5","2.59","2.63","1","5","3","3"
"2010","Male","2.25","2","7942","1","2","3","4","5","2.23","2.27","1","5","2","2"
"2011","Female","2.63","3","10969","1","2","3","4","5","2.61","2.65","1","5","3","3"
"2011","Male","2.24","2","9788","1","1","3","3","5","2.22","2.26","1","5","2","2"
"2012","Female","2.53","3","10860","1","2","3","4","5","2.51","2.55","1","5","2","3"
"2012","Male","2.17","2","9670","1","1","3","3","5","2.15","2.19","1","5","2","2"
"2013","Female","2.55","3","14100","1","2","3","4","5","2.53","2.57","1","5","2","3"
"2013","Male","2.16","2","11626","1","1","3","3","5","2.14","2.18","1","5","2","2"
"2014","Female","2.55","3","14682","1","2","3","4","5","2.53","2.57","1","5","2","3"
"2014","Male","2.12","2","12453","1","1","3","3","5","2.1","2.14","1","5","2","2"
"2015","Female","2.54","3","13611","1","2","3","4","5","2.52","2.56","1","5","2","3"
"2015","Male","2.16","2","11487","1","1","3","3","5","2.14","2.18","1","5","2","2"
"2016","Female","2.53","3","13155","1","2","3","4","5","2.51","2.55","1","5","2","2"
"2016","Male","2.14","2","11088","1","1","3","3","5","2.12","2.16","1","5","2","2"
"2017","Female","2.53","2","14290","1","2","3","4","5","2.51","2.55","1","5","2","2"
"2017","Male","2.13","2","12260","1","1","3","3","5","2.11","2.15","1","5","2","2"
"2018","Female","2.52","2","13864","1","2","3","4","5","2.5","2.54","1","5","2","2"
"2018","Male","2.12","2","11818","1","1","3","3","5","2.1","2.14","1","5","2","2"
"2019","Female","2.51","2","13496","1","2","3","4","5","2.49","2.53","1","5","2","2"
"2019","Male","2.12","2","12336","1","1","3","3","5","2.1","2.14","1","5","2","2"
