"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","2.46","2","20557","1","2","3","4","5","2.45","2.47","1","5","2","2"
"2008","2.44","2","19369","1","2","3","4","5","2.43","2.45","1","5","2","2"
"2009","2.44","2","18027","1","2","3","4","5","2.43","2.45","1","5","2","2"
"2010","2.43","2","16687","1","2","3","4","5","2.41","2.45","1","5","2","2"
"2011","2.44","2","20757","1","2","3","4","5","2.43","2.45","1","5","2","2"
"2012","2.36","2","20530","1","2","3","4","5","2.35","2.37","1","5","2","2"
"2013","2.36","2","25726","1","2","3","4","5","2.35","2.37","1","5","2","2"
"2014","2.34","2","27135","1","2","3","4","5","2.33","2.35","1","5","2","2"
"2015","2.35","2","25098","1","2","3","4","5","2.34","2.36","1","5","2","2"
"2016","2.34","2","24243","1","2","3","4","5","2.33","2.35","1","5","2","2"
"2017","2.33","2","26550","1","2","3","4","5","2.32","2.34","1","5","2","2"
"2018","2.32","2","25682","1","2","3","4","5","2.31","2.33","1","5","2","2"
"2019","2.32","2","25841","1","2","3","4","5","2.31","2.33","1","5","2","2"
