"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","college entrance qualification","Female","2.52","3","2620","1","2","3","4","5","2.48","2.56","1","5","2","3"
"2007","college entrance qualification","Male","2.21","2","2820","1","1","3","3","5","2.18","2.24","1","5","2","2"
"2007","lower secondary degree","Female","2.66","3","3541","1","2","3","4","5","2.62","2.7","1","5","3","3"
"2007","lower secondary degree","Male","2.26","2","3405","1","1","3","4","5","2.23","2.29","1","5","2","2"
"2007","no degree/no degree yet","Female","2.79","3","313","1","2","4","4","5","2.67","2.91","1","5","3","3"
"2007","no degree/no degree yet","Male","2.26","2","246","1","1","3","4","5","2.13","2.39","1","5","2","2"
"2007","Other degree","Female","2.71","3","572","1","2","3","4","5","2.62","2.8","1","5","3","3"
"2007","Other degree","Male","2.45","2","500","1","2","3","4","5","2.36","2.54","1","5","2","2"
"2007","secondary school degree","Female","2.63","3","3486","1","2","3","4","5","2.6","2.66","1","5","3","3"
"2007","secondary school degree","Male","2.28","2","2567","1","2","3","4","5","2.24","2.32","1","5","2","2"
"2008","college entrance qualification","Female","2.5","2","2483","1","2","3","4","5","2.46","2.54","1","5","2","2"
"2008","college entrance qualification","Male","2.19","2","2660","1","1","3","3","5","2.15","2.23","1","5","2","2"
"2008","lower secondary degree","Female","2.67","3","3309","1","2","3","4","5","2.63","2.71","1","5","3","3"
"2008","lower secondary degree","Male","2.28","2","3172","1","1","3","4","5","2.25","2.31","1","5","2","2"
"2008","no degree/no degree yet","Female","2.8","3","296","1","2","3","4","5","2.68","2.92","1","5","3","3"
"2008","no degree/no degree yet","Male","2.1","2","253","1","1","3","3","4","1.98","2.22","1","5","2","2"
"2008","Other degree","Female","2.7","3","508","1","2","3","4","5","2.61","2.79","1","5","3","3"
"2008","Other degree","Male","2.45","2","438","1","2","3","4","5","2.35","2.55","1","5","2","2"
"2008","secondary school degree","Female","2.58","3","3300","1","2","3","4","5","2.54","2.62","1","5","2","3"
"2008","secondary school degree","Male","2.23","2","2448","1","1","3","4","5","2.19","2.27","1","5","2","2"
"2009","college entrance qualification","Female","2.56","3","2374","1","2","3","4","5","2.52","2.6","1","5","2","3"
"2009","college entrance qualification","Male","2.2","2","2520","1","1","3","3","5","2.16","2.24","1","5","2","2"
"2009","lower secondary degree","Female","2.62","3","3018","1","2","3","4","5","2.58","2.66","1","5","3","3"
"2009","lower secondary degree","Male","2.26","2","2905","1","2","3","3","5","2.22","2.3","1","5","2","2"
"2009","no degree/no degree yet","Female","2.91","3","239","1","2","3","4","5","2.77","3.05","1","5","3","3"
"2009","no degree/no degree yet","Male","2.3","2","249","1","1","3","4","5","2.17","2.43","1","5","2","2"
"2009","Other degree","Female","2.68","3","436","1","2","3","4","5","2.58","2.78","1","5","3","3"
"2009","Other degree","Male","2.49","2","372","1","2","3","4","5","2.38","2.6","1","5","2","2"
"2009","secondary school degree","Female","2.64","3","3117","1","2","3","4","5","2.6","2.68","1","5","3","3"
"2009","secondary school degree","Male","2.22","2","2290","1","1","3","3","5","2.18","2.26","1","5","2","2"
"2010","college entrance qualification","Female","2.5","2","2260","1","2","3","4","5","2.46","2.54","1","5","2","2"
"2010","college entrance qualification","Male","2.17","2","2408","1","1","3","3","4","2.13","2.21","1","5","2","2"
"2010","lower secondary degree","Female","2.67","3","2742","1","2","3","4","5","2.63","2.71","1","5","3","3"
"2010","lower secondary degree","Male","2.27","2","2620","1","2","3","4","5","2.23","2.31","1","5","2","2"
"2010","no degree/no degree yet","Female","2.82","3","199","1","2","3","4","5","2.66","2.98","1","5","3","3"
"2010","no degree/no degree yet","Male","2.3","2","218","1","2","3","4","5","2.16","2.44","1","5","2","2"
"2010","Other degree","Female","2.63","3","401","1","2","3","4","5","2.52","2.74","1","5","2","3"
"2010","Other degree","Male","2.46","2","321","1","2","3","4","5","2.35","2.57","1","5","2","2"
"2010","secondary school degree","Female","2.61","3","2902","1","2","3","4","5","2.57","2.65","1","5","2","3"
"2010","secondary school degree","Male","2.26","2","2140","1","2","3","4","5","2.22","2.3","1","5","2","2"
"2011","college entrance qualification","Female","2.5","2","2775","1","2","3","4","5","2.46","2.54","1","5","2","3"
"2011","college entrance qualification","Male","2.22","2","2880","1","2","3","3","4","2.19","2.25","1","5","2","2"
"2011","lower secondary degree","Female","2.66","3","3431","1","2","3","4","5","2.62","2.7","1","5","3","3"
"2011","lower secondary degree","Male","2.25","2","3254","1","1","3","4","5","2.22","2.28","1","5","2","2"
"2011","no degree/no degree yet","Female","2.7","3","293","1","2","3","4","5","2.58","2.82","1","5","2","3"
"2011","no degree/no degree yet","Male","2.08","2","273","1","1","3","3","5","1.96","2.2","1","5","2","2"
"2011","Other degree","Female","2.7","3","646","1","2","3","4","5","2.62","2.78","1","5","3","3"
"2011","Other degree","Male","2.21","2","493","1","1","3","4","5","2.12","2.3","1","5","2","2"
"2011","secondary school degree","Female","2.65","3","3552","1","2","3","4","5","2.62","2.68","1","5","3","3"
"2011","secondary school degree","Male","2.27","2","2609","1","2","3","3","5","2.23","2.31","1","5","2","2"
"2012","college entrance qualification","Female","2.41","2","2826","1","2","3","4","5","2.37","2.45","1","5","2","2"
"2012","college entrance qualification","Male","2.1","2","2856","1","1","3","3","4","2.07","2.13","1","5","2","2"
"2012","lower secondary degree","Female","2.62","3","3317","1","2","3","4","5","2.58","2.66","1","5","3","3"
"2012","lower secondary degree","Male","2.24","2","3191","1","1","3","4","5","2.21","2.27","1","5","2","2"
"2012","no degree/no degree yet","Female","2.79","3","294","1","2","3","4","5","2.67","2.91","1","5","3","3"
"2012","no degree/no degree yet","Male","2.08","2","257","1","1","3","3","5","1.96","2.2","1","5","2","2"
"2012","Other degree","Female","2.59","3","667","1","2","3","4","5","2.51","2.67","1","5","2","3"
