"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","16-34 y.","2.49","2","4716","1","2","3","4","5","2.46","2.52","1","5","2","2"
"2007","35-65 y.","2.45","2","11450","1","2","3","4","5","2.43","2.47","1","5","2","2"
"2007","66 and older","2.45","2","4391","1","2","3","4","5","2.42","2.48","1","5","2","2"
"2008","16-34 y.","2.41","2","4365","1","2","3","4","5","2.38","2.44","1","5","2","2"
"2008","35-65 y.","2.42","2","10665","1","2","3","4","5","2.4","2.44","1","5","2","2"
"2008","66 and older","2.49","2","4339","1","2","3","4","5","2.46","2.52","1","5","2","2"
"2009","16-34 y.","2.46","2","3993","1","2","3","4","5","2.43","2.49","1","5","2","2"
"2009","35-65 y.","2.45","2","9864","1","2","3","4","5","2.43","2.47","1","5","2","2"
"2009","66 and older","2.4","2","4170","1","2","3","4","5","2.37","2.43","1","5","2","2"
"2010","16-34 y.","2.38","2","3582","1","2","3","4","5","2.35","2.41","1","5","2","2"
"2010","35-65 y.","2.42","2","9069","1","2","3","4","5","2.4","2.44","1","5","2","2"
"2010","66 and older","2.51","2","4036","1","2","3","4","5","2.48","2.54","1","5","2","2"
"2011","16-34 y.","2.41","2","4290","1","2","3","4","5","2.38","2.44","1","5","2","2"
"2011","35-65 y.","2.44","2","11316","1","2","3","4","5","2.42","2.46","1","5","2","2"
"2011","66 and older","2.45","2","5151","1","2","3","4","5","2.42","2.48","1","5","2","2"
"2012","16-34 y.","2.26","2","4145","1","2","3","4","5","2.23","2.29","1","5","2","2"
"2012","35-65 y.","2.37","2","11171","1","2","3","4","5","2.35","2.39","1","5","2","2"
"2012","66 and older","2.4","2","5214","1","2","3","4","5","2.37","2.43","1","5","2","2"
"2013","16-34 y.","2.28","2","5733","1","2","3","4","5","2.25","2.31","1","5","2","2"
"2013","35-65 y.","2.37","2","14991","1","2","3","4","5","2.35","2.39","1","5","2","2"
"2013","66 and older","2.42","2","5002","1","2","3","4","5","2.39","2.45","1","5","2","2"
"2014","16-34 y.","2.27","2","6579","1","2","3","4","5","2.25","2.29","1","5","2","2"
"2014","35-65 y.","2.34","2","15578","1","2","3","4","5","2.32","2.36","1","5","2","2"
"2014","66 and older","2.4","2","4978","1","2","3","4","5","2.37","2.43","1","5","2","2"
"2015","16-34 y.","2.27","2","5757","1","2","3","4","5","2.24","2.3","1","5","2","2"
"2015","35-65 y.","2.35","2","14419","1","2","3","4","5","2.33","2.37","1","5","2","2"
"2015","66 and older","2.43","2","4922","1","2","3","4","5","2.4","2.46","1","5","2","2"
"2016","16-34 y.","2.27","2","5594","1","2","3","4","5","2.24","2.3","1","5","2","2"
"2016","35-65 y.","2.33","2","13892","1","2","3","4","5","2.31","2.35","1","5","2","2"
"2016","66 and older","2.42","2","4757","1","2","3","4","5","2.39","2.45","1","5","2","2"
"2017","16-34 y.","2.28","2","6153","1","2","3","4","5","2.25","2.31","1","5","2","2"
"2017","35-65 y.","2.32","2","15382","1","2","3","4","5","2.3","2.34","1","5","2","2"
"2017","66 and older","2.4","2","5015","1","2","3","4","5","2.37","2.43","1","5","2","2"
"2018","16-34 y.","2.3","2","5985","1","2","3","4","5","2.27","2.33","1","5","2","2"
"2018","35-65 y.","2.31","2","14650","1","2","3","4","5","2.29","2.33","1","5","2","2"
"2018","66 and older","2.37","2","5047","1","2","3","4","5","2.34","2.4","1","5","2","2"
"2019","16-34 y.","2.28","2","5448","1","2","3","4","5","2.25","2.31","1","5","2","2"
"2019","35-65 y.","2.31","2","15166","1","2","3","4","5","2.29","2.33","1","5","2","2"
"2019","66 and older","2.37","2","5227","1","2","3","4","5","2.34","2.4","1","5","2","2"
