"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","16-34 y.","Female","2.22","2","2476","1","1","3","4","5","2.18","2.26","1","5","2","2"
"2007","16-34 y.","Male","1.77","2","2239","1","1","2","3","4","1.73","1.81","1","5","1","2"
"2007","35-65 y.","Female","2.2","2","5951","1","1","3","4","5","2.17","2.23","1","5","2","2"
"2007","35-65 y.","Male","1.84","2","5489","1","1","2","3","5","1.82","1.86","1","5","2","2"
"2007","66 and older","Female","2.14","2","2335","1","1","3","4","5","2.1","2.18","1","5","2","2"
"2007","66 and older","Male","1.77","2","2045","1","1","2","3","5","1.73","1.81","1","5","1","1"
"2008","16-34 y.","Female","2.09","2","2285","1","1","3","4","5","2.05","2.13","1","5","2","2"
"2008","16-34 y.","Male","1.73","2","2079","1","1","2","3","4","1.69","1.77","1","5","1","2"
"2008","35-65 y.","Female","2.17","2","5557","1","1","3","4","5","2.14","2.2","1","5","2","2"
"2008","35-65 y.","Male","1.83","2","5098","1","1","2","3","5","1.81","1.85","1","5","2","2"
"2008","66 and older","Female","2.15","2","2292","1","1","3","4","5","2.11","2.19","1","5","2","2"
"2008","66 and older","Male","1.76","2","2040","1","1","2","3","4","1.72","1.8","1","5","1","2"
"2009","16-34 y.","Female","2.2","2","2072","1","1","3","4","5","2.16","2.24","1","5","2","2"
"2009","16-34 y.","Male","1.77","2","1919","1","1","2","3","4","1.73","1.81","1","5","1","2"
"2009","35-65 y.","Female","2.17","2","5155","1","1","3","4","5","2.14","2.2","1","5","2","2"
"2009","35-65 y.","Male","1.82","2","4695","1","1","2","3","5","1.79","1.85","1","5","2","2"
"2009","66 and older","Female","2.15","2","2187","1","1","3","4","5","2.11","2.19","1","5","2","2"
"2009","66 and older","Male","1.71","1","1974","1","1","2","3","4","1.67","1.75","1","5","1","1"
"2010","16-34 y.","Female","2.18","2","1859","1","1","3","4","5","2.13","2.23","1","5","2","2"
"2010","16-34 y.","Male","1.79","2","1719","1","1","2","3","4","1.75","1.83","1","5","1","2"
"2010","35-65 y.","Female","2.17","2","4768","1","1","3","4","5","2.14","2.2","1","5","2","2"
"2010","35-65 y.","Male","1.81","2","4306","1","1","2","3","4","1.78","1.84","1","5","2","2"
"2010","66 and older","Female","2.19","2","2113","1","1","3","4","5","2.15","2.23","1","5","2","2"
"2010","66 and older","Male","1.82","2","1915","1","1","2","3","5","1.78","1.86","1","5","2","2"
"2011","16-34 y.","Female","2.25","2","2255","1","1","3","4","5","2.21","2.29","1","5","2","2"
"2011","16-34 y.","Male","1.76","2","2030","1","1","2","3","4","1.72","1.8","1","5","1","2"
"2011","35-65 y.","Female","2.22","2","6013","1","1","3","4","5","2.19","2.25","1","5","2","2"
"2011","35-65 y.","Male","1.82","2","5292","1","1","2","3","4","1.8","1.84","1","5","2","2"
"2011","66 and older","Female","2.17","2","2681","1","1","3","4","5","2.13","2.21","1","5","2","2"
"2011","66 and older","Male","1.74","1","2458","1","1","2","3","4","1.71","1.77","1","5","1","1"
"2012","16-34 y.","Female","2.05","2","2166","1","1","3","3","5","2.01","2.09","1","5","2","2"
"2012","16-34 y.","Male","1.68","1","1977","1","1","2","3","4","1.64","1.72","1","5","1","1"
"2012","35-65 y.","Female","2.1","2","5998","1","1","3","4","5","2.07","2.13","1","5","2","2"
"2012","35-65 y.","Male","1.8","2","5168","1","1","2","3","4","1.78","1.82","1","5","2","2"
"2012","66 and older","Female","2.11","2","2692","1","1","3","4","5","2.07","2.15","1","5","2","2"
"2012","66 and older","Male","1.71","1","2523","1","1","2","3","4","1.68","1.74","1","5","1","2"
"2013","16-34 y.","Female","2.08","2","3231","1","1","3","4","5","2.05","2.11","1","5","2","2"
"2013","16-34 y.","Male","1.66","1","2499","1","1","2","3","5","1.63","1.69","1","5","1","1"
"2013","35-65 y.","Female","2.11","2","8271","1","1","3","3","5","2.09","2.13","1","5","2","2"
"2013","35-65 y.","Male","1.77","2","6709","1","1","2","3","4","1.75","1.79","1","5","2","2"
"2013","66 and older","Female","2.12","2","2583","1","1","3","4","5","2.08","2.16","1","5","2","2"
"2013","66 and older","Male","1.71","1","2408","1","1","2","3","4","1.68","1.74","1","5","1","1"
"2014","16-34 y.","Female","2.09","2","3593","1","1","3","4","5","2.06","2.12","1","5","2","2"
"2014","16-34 y.","Male","1.65","1","2986","1","1","2","3","4","1.62","1.68","1","5","1","1"
"2014","35-65 y.","Female","2.1","2","8544","1","1","3","4","5","2.08","2.12","1","5","2","2"
"2014","35-65 y.","Male","1.75","2","7028","1","1","2","3","4","1.73","1.77","1","5","1","2"
"2014","66 and older","Female","2.14","2","2547","1","1","3","4","5","2.1","2.18","1","5","2","2"
"2014","66 and older","Male","1.72","1","2431","1","1","2","3","4","1.69","1.75","1","5","1","1"
"2015","16-34 y.","Female","2.1","2","3116","1","1","3","3","5","2.07","2.13","1","5","2","2"
