"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","Employed","Full Time","1.88","2","7860","1","1","2","3","5","1.86","1.9","1","5","2","2"
"2007","Employed","Not Working","","","","","","","","","","","","","",""
"2007","Employed","Part Time","2.11","2","4710","1","1","3","4","5","2.08","2.14","1","5","2","2"
"2007","Not Employed","Full Time","","","","","","","","","","","","","",""
"2007","Not Employed","Not Working","2.07","2","7965","1","1","3","4","5","2.05","2.09","1","5","2","2"
"2007","Not Employed","Part Time","","","","","","","","","","","","","",""
"2008","Employed","Full Time","1.85","2","7483","1","1","2","3","5","1.83","1.87","1","5","2","2"
"2008","Employed","Not Working","","","","","","","","","","","","","",""
"2008","Employed","Part Time","2.05","2","4413","1","1","3","3","5","2.02","2.08","1","5","2","2"
"2008","Not Employed","Full Time","","","","","","","","","","","","","",""
"2008","Not Employed","Not Working","2.05","2","7455","1","1","3","4","5","2.03","2.07","1","5","2","2"
"2008","Not Employed","Part Time","","","","","","","","","","","","","",""
"2009","Employed","Full Time","1.88","2","6981","1","1","2","3","5","1.86","1.9","1","5","2","2"
"2009","Employed","Not Working","","","","","","","","","","","","","",""
"2009","Employed","Part Time","2.05","2","4210","1","1","3","3","5","2.02","2.08","1","5","2","2"
"2009","Not Employed","Full Time","","","","","","","","","","","","","",""
"2009","Not Employed","Not Working","2.05","2","6811","1","1","3","3","5","2.03","2.07","1","5","2","2"
"2009","Not Employed","Part Time","","","","","","","","","","","","","",""
"2010","Employed","Full Time","1.85","2","6445","1","1","2","3","4","1.83","1.87","1","5","2","2"
"2010","Employed","Not Working","","","","","","","","","","","","","",""
"2010","Employed","Part Time","2.07","2","3906","1","1","3","3","5","2.04","2.1","1","5","2","2"
"2010","Not Employed","Full Time","","","","","","","","","","","","","",""
"2010","Not Employed","Not Working","2.1","2","6329","1","1","3","4","5","2.07","2.13","1","5","2","2"
"2010","Not Employed","Part Time","","","","","","","","","","","","","",""
