"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","2.01","2","20535","1","1","3","3","5","2","2.02","1","5","2","2"
"2008","1.97","2","19351","1","1","3","3","5","1.96","1.98","1","5","2","2"
"2009","1.98","2","18002","1","1","3","3","5","1.97","1.99","1","5","2","2"
"2010","2","2","16680","1","1","3","3","5","1.99","2.01","1","5","2","2"
"2011","2","2","20729","1","1","3","3","5","1.99","2.01","1","5","2","2"
"2012","1.92","2","20524","1","1","2","3","5","1.91","1.93","1","5","2","2"
"2013","1.93","2","25701","1","1","2","3","5","1.92","1.94","1","5","2","2"
"2014","1.92","2","27129","1","1","2","3","5","1.91","1.93","1","5","2","2"
"2015","1.93","2","25085","1","1","2","3","5","1.92","1.94","1","5","2","2"
"2016","1.98","2","24234","1","1","3","3","5","1.97","1.99","1","5","2","2"
"2017","1.95","2","26548","1","1","3","3","5","1.94","1.96","1","5","2","2"
"2018","1.92","2","25671","1","1","2","3","5","1.91","1.93","1","5","2","2"
"2019","1.9","2","25824","1","1","2","3","5","1.89","1.91","1","5","2","2"
