"year","education","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","college entrance qualification","(0) in school","","","","","","","","","","","","","",""
"2007","college entrance qualification","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","college entrance qualification","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","college entrance qualification","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","college entrance qualification","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","college entrance qualification","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","college entrance qualification","(2c_gen) general maturity certificate","2.07","2","750","1","1","3","4","5","2","2.14","1","5","2","2"
"2007","college entrance qualification","(2c_voc) vocational maturity certificate","2.01","2","1346","1","1","3","3","5","1.95","2.07","1","5","2","2"
"2007","college entrance qualification","(3a) lower tertiary education","1.95","2","1010","1","1","3","3","4","1.89","2.01","1","5","2","2"
"2007","college entrance qualification","(3b) higher tertiary education","1.87","2","2333","1","1","2","3","4","1.83","1.91","1","5","2","2"
"2007","lower secondary degree","(0) in school","","","","","","","","","","","","","",""
"2007","lower secondary degree","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","lower secondary degree","(1b) general elementary school","2.17","2","1399","1","1","3","4","5","2.11","2.23","1","5","2","2"
"2007","lower secondary degree","(1c) basic vocational qualification","1.97","2","5284","1","1","3","3","5","1.94","2","1","5","2","2"
"2007","lower secondary degree","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","lower secondary degree","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","lower secondary degree","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","lower secondary degree","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","lower secondary degree","(3a) lower tertiary education","1.91","2","142","1","1","2","3","5","1.74","2.08","1","5","1","2"
"2007","lower secondary degree","(3b) higher tertiary education","2.02","2","46","1","1","3","4","5","1.69","2.35","1","5","1","2"
"2007","no degree/no degree yet","(0) in school","1.81","2","340","1","1","2","3","5","1.71","1.91","1","5","1","2"
"2007","no degree/no degree yet","(1a) inadequately completed","2.23","2","216","1","1","3","4","5","2.07","2.39","1","5","2","2"
"2007","no degree/no degree yet","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","(2b) intermediate general qualification","","","","","","","","","","","","","",""
