"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","Female","2.19","2","10762","1","1","3","4","5","2.17","2.21","1","5","2","2"
"2007","Male","1.81","2","9773","1","1","2","3","5","1.79","1.83","1","5","1","2"
"2008","Female","2.15","2","10134","1","1","3","4","5","2.13","2.17","1","5","2","2"
"2008","Male","1.79","2","9217","1","1","2","3","5","1.77","1.81","1","5","2","2"
"2009","Female","2.17","2","9414","1","1","3","4","5","2.15","2.19","1","5","2","2"
"2009","Male","1.78","2","8588","1","1","2","3","4","1.76","1.8","1","5","1","2"
"2010","Female","2.18","2","8740","1","1","3","4","5","2.16","2.2","1","5","2","2"
"2010","Male","1.81","2","7940","1","1","2","3","4","1.79","1.83","1","5","2","2"
"2011","Female","2.21","2","10949","1","1","3","4","5","2.19","2.23","1","5","2","2"
"2011","Male","1.79","2","9780","1","1","2","3","4","1.77","1.81","1","5","2","2"
"2012","Female","2.09","2","10856","1","1","3","3","5","2.07","2.11","1","5","2","2"
"2012","Male","1.75","2","9668","1","1","2","3","4","1.73","1.77","1","5","1","2"
"2013","Female","2.11","2","14085","1","1","3","4","5","2.09","2.13","1","5","2","2"
"2013","Male","1.73","2","11616","1","1","2","3","4","1.71","1.75","1","5","1","2"
"2014","Female","2.11","2","14684","1","1","3","4","5","2.09","2.13","1","5","2","2"
"2014","Male","1.72","1.37","12445","1","1","2","3","4","1.7","1.74","1","5","1","1"
"2015","Female","2.11","2","13610","1","1","3","4","5","2.09","2.13","1","5","2","2"
"2015","Male","1.74","2","11475","1","1","2","3","4","1.72","1.76","1","5","1","2"
"2016","Female","2.17","2","13151","1","1","3","4","5","2.15","2.19","1","5","2","2"
"2016","Male","1.79","2","11083","1","1","2","3","4","1.77","1.81","1","5","2","2"
"2017","Female","2.13","2","14285","1","1","3","4","5","2.11","2.15","1","5","2","2"
"2017","Male","1.76","2","12263","1","1","2","3","4","1.74","1.78","1","5","1","2"
"2018","Female","2.1","2","13861","1","1","3","3","5","2.08","2.12","1","5","2","2"
"2018","Male","1.73","2","11810","1","1","2","3","4","1.71","1.75","1","5","1","1"
"2019","Female","2.08","2","13489","1","1","3","3","5","2.06","2.1","1","5","2","2"
"2019","Male","1.71","2","12326","1","1","2","3","4","1.7","1.72","1","5","1","1"
