"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","Rural Area","2.02","2","6948","1","1","3","3","5","2","2.04","1","5","2","2"
"2007","Urban Area","2","2","13587","1","1","3","3","5","1.98","2.02","1","5","2","2"
"2008","Rural Area","1.99","2","6546","1","1","3","3","5","1.97","2.01","1","5","2","2"
"2008","Urban Area","1.97","2","12805","1","1","3","3","5","1.95","1.99","1","5","2","2"
"2009","Rural Area","2.02","2","6215","1","1","3","3","5","2","2.04","1","5","2","2"
"2009","Urban Area","1.97","2","11787","1","1","3","3","5","1.95","1.99","1","5","2","2"
"2010","Rural Area","2.02","2","5655","1","1","3","3","5","2","2.04","1","5","2","2"
"2010","Urban Area","1.98","2","11025","1","1","3","3","5","1.96","2","1","5","2","2"
"2011","Rural Area","2.02","2","7220","1","1","3","3","5","2","2.04","1","5","2","2"
"2011","Urban Area","2","2","13509","1","1","3","3","5","1.98","2.02","1","5","2","2"
"2012","Rural Area","1.93","2","7281","1","1","2","3","5","1.91","1.95","1","5","2","2"
"2012","Urban Area","1.92","2","13243","1","1","3","3","5","1.9","1.94","1","5","2","2"
"2013","Rural Area","1.94","2","9200","1","1","2","3","5","1.92","1.96","1","5","2","2"
"2013","Urban Area","1.92","2","16501","1","1","2","3","5","1.91","1.93","1","5","2","2"
"2014","Rural Area","1.92","2","9288","1","1","2","3","5","1.9","1.94","1","5","2","2"
"2014","Urban Area","1.92","2","17841","1","1","2","3","5","1.91","1.93","1","5","2","2"
"2015","Rural Area","1.95","2","8706","1","1","3","3","5","1.93","1.97","1","5","2","2"
"2015","Urban Area","1.92","2","16379","1","1","2","3","5","1.91","1.93","1","5","2","2"
"2016","Rural Area","2.01","2","8361","1","1","3","3","5","1.99","2.03","1","5","2","2"
"2016","Urban Area","1.97","2","15873","1","1","3","3","5","1.95","1.99","1","5","2","2"
"2017","Rural Area","1.96","2","9404","1","1","3","3","5","1.94","1.98","1","5","2","2"
"2017","Urban Area","1.94","2","17144","1","1","3","3","5","1.93","1.95","1","5","2","2"
"2018","Rural Area","1.93","2","9023","1","1","2","3","5","1.91","1.95","1","5","2","2"
"2018","Urban Area","1.91","2","16648","1","1","2","3","5","1.9","1.92","1","5","2","2"
"2019","Rural Area","1.92","2","8860","1","1","2","3","5","1.9","1.94","1","5","2","2"
"2019","Urban Area","1.89","2","15447","1","1","2","3","5","1.87","1.91","1","5","2","2"
