"plh0188","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","Brandenburg","(Married) couple without C. ","45","0.293735939446881","0.221088265356042","0.36638361353772","3"
"Tends to agree","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","1-pers.-HH","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Hamburg","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Hamburg","1-pers.-HH","","","","","2"
"Tends to agree","1990","Hamburg","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Lower Saxony","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","Single parent ","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Hamburg","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Hamburg","Single parent ","","","","","2"
"Tends to agree","1990","Lower Saxony","Single parent ","","","","","2"
"Tends to agree","1990","Lower Saxony","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Lower Saxony","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Lower Saxony","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Bremen","1-pers.-HH","","","","","2"
"Tends to agree","1990","Bremen","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Bremen","Single parent ","","","","","2"
"Tends to agree","1990","Hamburg","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Lower Saxony","1-pers.-HH","","","","","2"
"Tends to agree","1990","Thuringia","Couple + C. GT 16 ","53","0.387105146464541","0.306420382457784","0.467789910471298","2"
"Tends to agree","1990","North Rhine-Westphalia","Single parent ","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Thuringia","Couple + C. LE 16 ","131","0.527754091760041","0.465369053771163","0.590139129748918","2"
"Tends to agree","1990","Bremen","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Bremen","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Bremen","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","1-pers.-HH","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Hesse","Single parent ","","","","","2"
"Tends to agree","1990","Hesse","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Hesse","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Thuringia","(Married) couple without C. ","68","0.425915761124205","0.349534852458428","0.502296669789982","2"
"Tends to agree","1990","Thuringia","Single parent ","13","","","","2"
"Tends to agree","1990","Thuringia","Couple + C. LE and GT 16","27","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Hesse","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"Tends to agree","1990","Saxony-Anhalt","(Married) couple without C. ","74","0.488665831696894","0.410474851291802","0.566856812101986","2"
"Tends to agree","1990","Saxony-Anhalt","Single parent ","22","","","","2"
"Tends to agree","1990","Saxony-Anhalt","Couple + C. LE 16 ","135","0.534833057964641","0.475557290977366","0.594108824951916","2"
"Tends to agree","1990","Saxony-Anhalt","Couple + C. GT 16 ","74","0.468870919847468","0.391304058603146","0.546437781091791","2"
"Tends to agree","1990","Saxony-Anhalt","Couple + C. LE and GT 16","33","0.645684113732114","0.518111758289663","0.773256469174564","2"
"Tends to agree","1990","Hesse","1-pers.-HH","","","","","2"
"Tends to agree","1990","Hesse","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","2"
"Tends to agree","1990","Thuringia","1-pers.-HH","18","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Baden-Württemberg","1-pers.-HH","","","","","2"
"Tends to agree","1990","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Saxony","(Married) couple without C. ","146","0.447581109871424","0.393521047122065","0.501641172620783","2"
"Tends to agree","1990","Saxony","Single parent ","26","","","","2"
"Tends to agree","1990","Saxony","Couple + C. GT 16 ","103","0.475588750625271","0.408363574772086","0.542813926478456","2"
"Tends to agree","1990","Saxony","Couple + C. LE and GT 16","42","0.578350482488808","0.470808772806098","0.685892192171517","2"
"Tends to agree","1990","Saxony-Anhalt","1-pers.-HH","22","","","","2"
"Tends to agree","1990","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Baden-Württemberg","Single parent ","","","","","2"
"Tends to agree","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Bavaria","(Married) couple without C. ","","","","","2"
"Tends to agree","1990","Bavaria","Single parent ","","","","","2"
"Tends to agree","1990","Bavaria","Couple + C. LE 16 ","","","","","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","36","0.365195938388783","0.270826600318429","0.459565276459137","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Single parent ","8","","","","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","65","0.413319788495685","0.337723911795682","0.488915665195688","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","61","0.420670584760503","0.338005584749344","0.503335584771661","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","12","","","","2"
"Tends to agree","1990","Saxony","1-pers.-HH","41","0.406295918247192","0.31003403850731","0.502557797987075","2"
"Tends to agree","1990","Saxony","Couple + C. LE 16 ","212","0.491841232663812","0.44523444882268","0.538448016504943","2"
"Tends to agree","1990","Bavaria","1-pers.-HH","","","","","2"
"Tends to agree","1990","Bavaria","Couple + C. GT 16 ","","","","","2"
"Tends to agree","1990","Bavaria","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","Berlin","1-pers.-HH","18","","","","2"
"Tends to agree","1990","Berlin","(Married) couple without C. ","23","","","","2"
"Tends to agree","1990","Brandenburg","(Married) couple without C. ","57","0.413754152021395","0.335199720553376","0.492308583489413","2"
"Tends to agree","1990","Brandenburg","Single parent ","11","","","","2"
"Tends to agree","1990","Brandenburg","Couple + C. LE 16 ","106","0.433828634229109","0.371770586917213","0.495886681541005","2"
"Tends to agree","1990","Brandenburg","Couple + C. GT 16 ","52","0.328979906094996","0.252767773917232","0.40519203827276","2"
"Tends to agree","1990","Brandenburg","Couple + C. LE and GT 16","28","","","","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","1-pers.-HH","8","","","","2"
"Tends to agree","1990","Berlin","Single parent ","3","","","","2"
"Tends to agree","1990","Berlin","Couple + C. LE 16 ","45","0.431121122798895","0.338992165336308","0.523250080261482","2"
"Tends to agree","1990","Berlin","Couple + C. GT 16 ","11","","","","2"
"Tends to agree","1990","Berlin","Couple + C. LE and GT 16","13","","","","2"
"Tends to agree","1990","Brandenburg","1-pers.-HH","19","","","","2"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Single parent ","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Baden-Württemberg","1-pers.-HH","","","","","4"
"Totally disagree","1990","Baden-Württemberg","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Baden-Württemberg","Single parent ","","","","","4"
"Totally disagree","1990","Baden-Württemberg","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","1-pers.-HH","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","Single parent ","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Hamburg","1-pers.-HH","","","","","4"
"Totally disagree","1990","Hamburg","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Hamburg","Single parent ","","","","","4"
"Totally disagree","1990","Hamburg","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Baden-Württemberg","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Bavaria","1-pers.-HH","","","","","4"
"Totally disagree","1990","Bavaria","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Hesse","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Hesse","Single parent ","","","","","4"
"Totally disagree","1990","Hesse","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Hesse","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Hesse","1-pers.-HH","","","","","4"
"Totally disagree","1990","Hesse","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","Single parent ","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Bremen","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","1-pers.-HH","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Bremen","Single parent ","","","","","4"
"Totally disagree","1990","Bremen","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Bremen","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Lower Saxony","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Bremen","1-pers.-HH","","","","","4"
"Totally disagree","1990","Bremen","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Lower Saxony","Single parent ","","","","","4"
"Totally disagree","1990","Lower Saxony","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Lower Saxony","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Hamburg","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Lower Saxony","1-pers.-HH","","","","","4"
"Totally disagree","1990","Lower Saxony","(Married) couple without C. ","","","","","4"
"Totally disagree","1990","Hamburg","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Bavaria","Single parent ","","","","","4"
"Totally disagree","1990","Bavaria","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","Bavaria","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","Bavaria","Couple + C. LE and GT 16","","","","","4"
"Totally disagree","1990","Berlin","1-pers.-HH","6","","","","4"
"Totally disagree","1990","Berlin","(Married) couple without C. ","13","","","","4"
"Totally disagree","1990","Berlin","Single parent ","","","","","4"
"Totally disagree","1990","Berlin","Couple + C. LE 16 ","10","","","","4"
"Totally disagree","1990","Berlin","Couple + C. GT 16 ","4","","","","4"
"Totally disagree","1990","Berlin","Couple + C. LE and GT 16","2","","","","4"
"Totally disagree","1990","Brandenburg","1-pers.-HH","8","","","","4"
"Totally disagree","1990","Brandenburg","(Married) couple without C. ","21","","","","4"
"Totally disagree","1990","Brandenburg","Single parent ","5","","","","4"
"Totally disagree","1990","Brandenburg","Couple + C. LE 16 ","18","","","","4"
"Totally disagree","1990","Brandenburg","Couple + C. GT 16 ","6","","","","4"
"Totally disagree","1990","Brandenburg","Couple + C. LE and GT 16","7","","","","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","1-pers.-HH","2","","","","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","9","","","","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Single parent ","2","","","","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","18","","","","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","10","","","","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","","","4"
"Totally disagree","1990","Saxony","1-pers.-HH","9","","","","4"
"Totally disagree","1990","Saxony","(Married) couple without C. ","19","","","","4"
"Totally disagree","1990","Saxony","Single parent ","6","","","","4"
"Totally disagree","1990","Saxony","Couple + C. LE 16 ","25","","","","4"
"Totally disagree","1990","Saxony","Couple + C. GT 16 ","7","","","","4"
"Totally disagree","1990","Saxony","Couple + C. LE and GT 16","1","","","","4"
"Totally disagree","1990","Saxony-Anhalt","1-pers.-HH","9","","","","4"
"Totally disagree","1990","Saxony-Anhalt","(Married) couple without C. ","11","","","","4"
"Totally disagree","1990","Saxony-Anhalt","Single parent ","3","","","","4"
"Totally disagree","1990","Saxony-Anhalt","Couple + C. LE 16 ","9","","","","4"
"Totally disagree","1990","Saxony-Anhalt","Couple + C. GT 16 ","11","","","","4"
"Totally disagree","1990","Saxony-Anhalt","Couple + C. LE and GT 16","2","","","","4"
"Totally disagree","1990","Thuringia","1-pers.-HH","4","","","","4"
"Totally disagree","1990","Thuringia","(Married) couple without C. ","12","","","","4"
"Totally disagree","1990","Thuringia","Single parent ","2","","","","4"
"Totally disagree","1990","Thuringia","Couple + C. LE 16 ","12","","","","4"
"Totally disagree","1990","Thuringia","Couple + C. GT 16 ","9","","","","4"
"Totally disagree","1990","Thuringia","Couple + C. LE and GT 16","5","","","","4"
"True entirely","1990","Schleswig-Holstein","1-pers.-HH","","","","","1"
"True entirely","1990","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"True entirely","1990","Schleswig-Holstein","Single parent ","","","","","1"
"True entirely","1990","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Hamburg","1-pers.-HH","","","","","1"
"True entirely","1990","Hamburg","(Married) couple without C. ","","","","","1"
"True entirely","1990","Hamburg","Single parent ","","","","","1"
"True entirely","1990","Hamburg","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Hamburg","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Hamburg","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Lower Saxony","1-pers.-HH","","","","","1"
"True entirely","1990","Lower Saxony","(Married) couple without C. ","","","","","1"
"True entirely","1990","Lower Saxony","Single parent ","","","","","1"
"True entirely","1990","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Bremen","1-pers.-HH","","","","","1"
"True entirely","1990","Bremen","(Married) couple without C. ","","","","","1"
"True entirely","1990","Bremen","Single parent ","","","","","1"
"True entirely","1990","Bremen","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Bremen","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Bremen","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"True entirely","1990","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"True entirely","1990","North Rhine-Westphalia","Single parent ","","","","","1"
"True entirely","1990","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Hesse","1-pers.-HH","","","","","1"
"True entirely","1990","Hesse","(Married) couple without C. ","","","","","1"
"True entirely","1990","Hesse","Single parent ","","","","","1"
"True entirely","1990","Hesse","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Hesse","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Hesse","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Baden-Württemberg","1-pers.-HH","","","","","1"
"True entirely","1990","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"True entirely","1990","Baden-Württemberg","Single parent ","","","","","1"
"True entirely","1990","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Bavaria","1-pers.-HH","","","","","1"
"True entirely","1990","Bavaria","(Married) couple without C. ","","","","","1"
"True entirely","1990","Bavaria","Single parent ","","","","","1"
"True entirely","1990","Bavaria","Couple + C. LE 16 ","","","","","1"
"True entirely","1990","Bavaria","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Bavaria","Couple + C. LE and GT 16","","","","","1"
"True entirely","1990","Berlin","1-pers.-HH","4","","","","1"
"True entirely","1990","Berlin","(Married) couple without C. ","6","","","","1"
"True entirely","1990","Berlin","Single parent ","1","","","","1"
"True entirely","1990","Berlin","Couple + C. LE 16 ","16","","","","1"
"True entirely","1990","Berlin","Couple + C. GT 16 ","","","","","1"
"True entirely","1990","Berlin","Couple + C. LE and GT 16","3","","","","1"
"True entirely","1990","Brandenburg","1-pers.-HH","10","","","","1"
"True entirely","1990","Brandenburg","(Married) couple without C. ","28","","","","1"
"True entirely","1990","Brandenburg","Single parent ","4","","","","1"
"True entirely","1990","Brandenburg","Couple + C. LE 16 ","40","0.174368866736211","0.126858043909715","0.221879689562707","1"
"True entirely","1990","Brandenburg","Couple + C. GT 16 ","36","0.249633519299785","0.179429847758896","0.319837190840674","1"
"True entirely","1990","Brandenburg","Couple + C. LE and GT 16","6","","","","1"
"True entirely","1990","Mecklenburg-Western Pomerania","1-pers.-HH","7","","","","1"
"True entirely","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","18","","","","1"
"True entirely","1990","Mecklenburg-Western Pomerania","Single parent ","3","","","","1"
"True entirely","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","25","","","","1"
"True entirely","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","17","","","","1"
"True entirely","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","1"
"True entirely","1990","Saxony","1-pers.-HH","24","","","","1"
"True entirely","1990","Saxony","(Married) couple without C. ","58","0.180219364571505","0.138430943199074","0.222007785943935","1"
"True entirely","1990","Saxony","Single parent ","4","","","","1"
"True entirely","1990","Saxony","Couple + C. LE 16 ","83","0.181733821911538","0.145783553550817","0.21768409027226","1"
"True entirely","1990","Saxony","Couple + C. GT 16 ","46","0.221822689587204","0.165895573427037","0.277749805747371","1"
"True entirely","1990","Saxony","Couple + C. LE and GT 16","13","","","","1"
"True entirely","1990","Saxony-Anhalt","1-pers.-HH","16","","","","1"
