"plh0188","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","Couple + C. LE 16 ","247","0.264077488027046","0.235497849774761","0.292657126279332","3"
"Rather not true","1990","35-65 y.","Single parent ","26","","","","3"
"Rather not true","1990","35-65 y.","Couple + C. LE and GT 16","59","0.298348244163499","0.235408840555224","0.361287647771774","3"
"Rather not true","1990","16-34 y.","1-pers.-HH","16","","","","3"
"Rather not true","1990","66 and older","Single parent ","2","","","","3"
"Rather not true","1990","66 and older","Couple + C. LE and GT 16","","","","","3"
"Rather not true","1990","66 and older","1-pers.-HH","54","0.315830581594562","0.245747424496541","0.385913738692583","3"
"Rather not true","1990","66 and older","(Married) couple without C. ","50","0.254537688565713","0.190724496519924","0.318350880611502","3"
"Rather not true","1990","16-34 y.","(Married) couple without C. ","26","","","","3"
"Rather not true","1990","16-34 y.","Single parent ","38","0.372378896190319","0.280778468489643","0.463979323890995","3"
"Rather not true","1990","66 and older","Couple + C. LE 16 ","","","","","3"
"Rather not true","1990","66 and older","Couple + C. GT 16 ","5","","","","3"
"Rather not true","1990","16-34 y.","Couple + C. GT 16 ","89","0.293610465645728","0.242332041438115","0.344888889853341","3"
"Rather not true","1990","16-34 y.","Couple + C. LE and GT 16","32","0.255473312943396","0.17610776828002","0.334838857606773","3"
"Rather not true","1990","35-65 y.","1-pers.-HH","31","0.309491217982117","0.22310180624744","0.395880629716794","3"
"Rather not true","1990","35-65 y.","(Married) couple without C. ","215","0.317819093537168","0.283000638660561","0.352637548413775","3"
"Rather not true","1990","35-65 y.","Couple + C. LE 16 ","198","0.336625828143758","0.297556771053931","0.375694885233586","3"
"Rather not true","1990","35-65 y.","Couple + C. GT 16 ","167","0.336353853102659","0.295024108209046","0.377683597996272","3"
"Tends to agree","1990","16-34 y.","Couple + C. LE 16 ","453","0.499856770797697","0.467441848889296","0.532271692706097","2"
"Tends to agree","1990","35-65 y.","Single parent ","30","0.400726612327118","0.291270676872814","0.510182547781422","2"
"Tends to agree","1990","35-65 y.","Couple + C. LE and GT 16","101","0.494976533224651","0.426198752805289","0.563754313644014","2"
"Tends to agree","1990","16-34 y.","1-pers.-HH","23","","","","2"
"Tends to agree","1990","66 and older","Couple + C. GT 16 ","10","","","","2"
"Tends to agree","1990","35-65 y.","(Married) couple without C. ","271","0.390692057353613","0.354207806483973","0.427176308223254","2"
"Tends to agree","1990","16-34 y.","Couple + C. GT 16 ","137","0.441886940717515","0.385969993572529","0.497803887862502","2"
"Tends to agree","1990","16-34 y.","(Married) couple without C. ","46","0.524733915911322","0.421561211242244","0.627906620580399","2"
"Tends to agree","1990","16-34 y.","Single parent ","51","0.449098241595383","0.354852017664887","0.543344465525878","2"
"Tends to agree","1990","66 and older","Couple + C. LE and GT 16","","","","","2"
"Tends to agree","1990","66 and older","Single parent ","2","","","","2"
"Tends to agree","1990","66 and older","Couple + C. LE 16 ","2","","","","2"
"Tends to agree","1990","16-34 y.","Couple + C. LE and GT 16","54","0.498108684164796","0.407120291385497","0.589097076944095","2"
"Tends to agree","1990","35-65 y.","1-pers.-HH","47","0.425484360054688","0.333090209538167","0.517878510571209","2"
"Tends to agree","1990","35-65 y.","Couple + C. LE 16 ","239","0.448499803902028","0.407381622557797","0.489617985246259","2"
"Tends to agree","1990","35-65 y.","Couple + C. GT 16 ","207","0.40070105948519","0.357833551958509","0.443568567011872","2"
"Tends to agree","1990","66 and older","1-pers.-HH","56","0.340171307853714","0.268743194875556","0.411599420831872","2"
"Tends to agree","1990","66 and older","(Married) couple without C. ","87","0.515063734943619","0.441849691343143","0.588277778544094","2"
"Totally disagree","1990","35-65 y.","Couple + C. LE 16 ","32","0.0547319282891376","0.0359267349701851","0.07353712160809","4"
"Totally disagree","1990","16-34 y.","1-pers.-HH","8","","","","4"
"Totally disagree","1990","35-65 y.","Single parent ","9","","","","4"
"Totally disagree","1990","16-34 y.","(Married) couple without C. ","6","","","","4"
"Totally disagree","1990","16-34 y.","Single parent ","9","","","","4"
"Totally disagree","1990","16-34 y.","Couple + C. LE 16 ","60","0.0613021167109243","0.0457504962847885","0.07685373713706","4"
"Totally disagree","1990","16-34 y.","Couple + C. GT 16 ","18","","","","4"
"Totally disagree","1990","16-34 y.","Couple + C. LE and GT 16","5","","","","4"
"Totally disagree","1990","35-65 y.","1-pers.-HH","13","","","","4"
"Totally disagree","1990","35-65 y.","(Married) couple without C. ","65","0.0980709896322061","0.0758314302065271","0.120310549057885","4"
"Totally disagree","1990","66 and older","(Married) couple without C. ","14","","","","4"
"Totally disagree","1990","35-65 y.","Couple + C. GT 16 ","29","","","","4"
"Totally disagree","1990","35-65 y.","Couple + C. LE and GT 16","14","","","","4"
"Totally disagree","1990","66 and older","1-pers.-HH","17","","","","4"
"Totally disagree","1990","66 and older","Single parent ","","","","","4"
"Totally disagree","1990","66 and older","Couple + C. LE 16 ","","","","","4"
"Totally disagree","1990","66 and older","Couple + C. GT 16 ","","","","","4"
"Totally disagree","1990","66 and older","Couple + C. LE and GT 16","","","","","4"
"True entirely","1990","16-34 y.","1-pers.-HH","10","","","","1"
"True entirely","1990","16-34 y.","(Married) couple without C. ","12","","","","1"
"True entirely","1990","16-34 y.","Single parent ","9","","","","1"
"True entirely","1990","16-34 y.","Couple + C. LE 16 ","154","0.174763624464333","0.150143531063942","0.199383717864723","1"
"True entirely","1990","16-34 y.","Couple + C. GT 16 ","59","0.202988514832263","0.157699299146869","0.248277730517658","1"
"True entirely","1990","16-34 y.","Couple + C. LE and GT 16","25","","","","1"
"True entirely","1990","35-65 y.","1-pers.-HH","19","","","","1"
"True entirely","1990","35-65 y.","(Married) couple without C. ","136","0.193417859477012","0.163882496696797","0.222953222257228","1"
"True entirely","1990","35-65 y.","Single parent ","12","","","","1"
"True entirely","1990","35-65 y.","Couple + C. LE 16 ","93","0.160142439665076","0.129821966703202","0.19046291262695","1"
"True entirely","1990","35-65 y.","Couple + C. GT 16 ","99","0.200185663817275","0.165182499167032","0.235188828467518","1"
"True entirely","1990","35-65 y.","Couple + C. LE and GT 16","29","","","","1"
"True entirely","1990","66 and older","1-pers.-HH","42","0.23794724689847","0.173746866837795","0.302147626959145","1"
"True entirely","1990","66 and older","(Married) couple without C. ","28","","","","1"
"True entirely","1990","66 and older","Single parent ","1","","","","1"
"True entirely","1990","66 and older","Couple + C. LE 16 ","1","","","","1"
"True entirely","1990","66 and older","Couple + C. GT 16 ","3","","","","1"
"True entirely","1990","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rather not true","1991","16-34 y.","1-pers.-HH","17","","","","3"
"Rather not true","1991","16-34 y.","(Married) couple without C. ","14","","","","3"
"Rather not true","1991","16-34 y.","Single parent ","38","0.431327359238893","0.32843390238854","0.534220816089246","3"
"Rather not true","1991","16-34 y.","Couple + C. LE 16 ","265","0.326425886101042","0.293851476935019","0.359000295267065","3"
"Rather not true","1991","35-65 y.","Single parent ","34","0.426402482229995","0.316650017157212","0.536154947302777","3"
"Rather not true","1991","35-65 y.","Couple + C. LE and GT 16","62","0.316219142993515","0.252409611625596","0.380028674361435","3"
"Rather not true","1991","66 and older","1-pers.-HH","40","0.291984211047966","0.218232378086671","0.365736044009261","3"
"Rather not true","1991","66 and older","(Married) couple without C. ","66","0.362946639396131","0.29250477032326","0.433388508469002","3"
"Rather not true","1991","66 and older","Single parent ","4","","","","3"
"Rather not true","1991","66 and older","Couple + C. LE 16 ","","","","","3"
"Rather not true","1991","66 and older","Couple + C. GT 16 ","7","","","","3"
"Rather not true","1991","66 and older","Couple + C. LE and GT 16","","","","","3"
"Rather not true","1991","16-34 y.","Couple + C. GT 16 ","91","0.284713900469233","0.234719639784611","0.334708161153856","3"
"Rather not true","1991","16-34 y.","Couple + C. LE and GT 16","24","","","","3"
"Rather not true","1991","35-65 y.","1-pers.-HH","44","0.405541503394441","0.311627173443214","0.499455833345668","3"
"Rather not true","1991","35-65 y.","(Married) couple without C. ","214","0.335323045966388","0.299001631379938","0.371644460552837","3"
"Rather not true","1991","35-65 y.","Couple + C. LE 16 ","197","0.343609284222787","0.304345369938502","0.382873198507072","3"
"Rather not true","1991","35-65 y.","Couple + C. GT 16 ","180","0.366284591611192","0.323669463022727","0.408899720199657","3"
"Tends to agree","1991","16-34 y.","1-pers.-HH","19","","","","2"
"Tends to agree","1991","16-34 y.","(Married) couple without C. ","42","0.573563786225001","0.46088293166145","0.686244640788551","2"
"Tends to agree","1991","16-34 y.","Single parent ","28","","","","2"
"Tends to agree","1991","16-34 y.","Couple + C. LE 16 ","347","0.43841498510338","0.403944927630575","0.472885042576185","2"
"Tends to agree","1991","16-34 y.","Couple + C. GT 16 ","156","0.500607786409111","0.445215970133653","0.555999602684569","2"
"Tends to agree","1991","35-65 y.","(Married) couple without C. ","246","0.381511026174935","0.344139118222589","0.418882934127281","2"
"Tends to agree","1991","35-65 y.","Single parent ","27","","","","2"
"Tends to agree","1991","35-65 y.","Couple + C. LE and GT 16","95","0.465102688244796","0.396657544520097","0.533547831969496","2"
"Tends to agree","1991","66 and older","Single parent ","1","","","","2"
"Tends to agree","1991","66 and older","Couple + C. LE 16 ","1","","","","2"
"Tends to agree","1991","66 and older","Couple + C. GT 16 ","9","","","","2"
"Tends to agree","1991","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Tends to agree","1991","16-34 y.","Couple + C. LE and GT 16","68","0.613971751193701","0.525757470266345","0.702186032121058","2"
"Tends to agree","1991","35-65 y.","1-pers.-HH","35","0.348606800471686","0.257459674516823","0.439753926426548","2"
"Tends to agree","1991","35-65 y.","Couple + C. LE 16 ","233","0.411674975197764","0.370987023418468","0.45236292697706","2"
"Tends to agree","1991","35-65 y.","Couple + C. GT 16 ","179","0.361872011869266","0.319367137295751","0.40437688644278","2"
"Tends to agree","1991","66 and older","1-pers.-HH","51","0.326321941941502","0.250268127150641","0.402375756732362","2"
"Tends to agree","1991","66 and older","(Married) couple without C. ","81","0.450448929961779","0.377562213754093","0.523335646169464","2"
"Totally disagree","1991","35-65 y.","Single parent ","6","","","","4"
"Totally disagree","1991","35-65 y.","Couple + C. LE 16 ","49","0.0882321254438672","0.0647825250177066","0.111681725870028","4"
"Totally disagree","1991","16-34 y.","1-pers.-HH","5","","","","4"
"Totally disagree","1991","16-34 y.","(Married) couple without C. ","6","","","","4"
"Totally disagree","1991","16-34 y.","Single parent ","4","","","","4"
"Totally disagree","1991","16-34 y.","Couple + C. LE 16 ","62","0.0804478707382379","0.0615533008032619","0.099342440673214","4"
"Totally disagree","1991","16-34 y.","Couple + C. GT 16 ","24","","","","4"
"Totally disagree","1991","16-34 y.","Couple + C. LE and GT 16","5","","","","4"
"Totally disagree","1991","35-65 y.","1-pers.-HH","14","","","","4"
"Totally disagree","1991","35-65 y.","(Married) couple without C. ","83","0.13166029547972","0.105646843605273","0.157673747354167","4"
