"plh0188","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Tends to agree","1992","Part Time","Couple + C. GT 16 ","228","0.490291252444481","0.445192429455554","0.535390075433409"
"Tends to agree","1992","Part Time","Couple + C. LE and GT 16","94","0.514391234693524","0.441174287998494","0.587608181388554"
"Tends to agree","1992","Not Working","1-pers.-HH","236","0.360191180971795","0.323257942411365","0.397124419532225"
"Tends to agree","1992","Not Working","(Married) couple without C. ","530","0.39770315305857","0.370828170633846","0.424578135483294"
"Tends to agree","1992","Not Working","Single parent ","57","0.374467559279617","0.298519302399939","0.450415816159294"
"Tends to agree","1992","Not Working","Couple + C. LE 16 ","229","0.525281395311508","0.478408802020238","0.572153988602777"
"Tends to agree","1992","Not Working","Couple + C. GT 16 ","279","0.436452026977574","0.396965814117988","0.475938239837159"
"Tends to agree","1992","Not Working","Couple + C. LE and GT 16","91","0.555025737011131","0.479653073473879","0.630398400548382"
"Rather not true","1992","Full Time","1-pers.-HH","144","0.306233967072233","0.263504495101872","0.348963439042593"
"Rather not true","1992","Full Time","(Married) couple without C. ","336","0.280979283749482","0.256346092935271","0.305612474563692"
"Rather not true","1992","Full Time","Single parent ","65","0.24845245337284","0.193783300330517","0.303121606415163"
"Rather not true","1992","Full Time","Couple + C. LE 16 ","463","0.27517605744164","0.253320217758223","0.297031897125057"
"Rather not true","1992","Full Time","Couple + C. GT 16 ","343","0.30843919690022","0.28119565800347","0.335682735796969"
"Rather not true","1992","Full Time","Couple + C. LE and GT 16","102","0.267907591126705","0.223143514539423","0.312671667713988"
"Rather not true","1992","Part Time","1-pers.-HH","33","0.278697171229571","0.196751829841391","0.360642512617752"
"Rather not true","1992","Part Time","(Married) couple without C. ","124","0.311398715044975","0.266244350907245","0.356553079182706"
"Rather not true","1992","Part Time","Single parent ","51","0.349763107529476","0.271325069620131","0.428201145438821"
"Rather not true","1992","Part Time","Couple + C. LE 16 ","218","0.309945208657957","0.275261782623964","0.34462863469195"
"Rather not true","1992","Part Time","Couple + C. GT 16 ","166","0.33393885764012","0.291391987354375","0.376485727925865"
"Rather not true","1992","Part Time","Couple + C. LE and GT 16","55","0.323936713023583","0.255380733975536","0.39249269207163"
"Rather not true","1992","Not Working","1-pers.-HH","255","0.402462476689939","0.364733847013526","0.440191106366353"
"Rather not true","1992","Not Working","(Married) couple without C. ","459","0.378536390844229","0.351903086801157","0.4051696948873"
"Rather not true","1992","Not Working","Single parent ","56","0.385779492861025","0.309392833576326","0.462166152145724"
"Rather not true","1992","Not Working","Couple + C. LE 16 ","139","0.323125477283517","0.279227497797262","0.367023456769771"
"Rather not true","1992","Not Working","Couple + C. GT 16 ","195","0.340069684596101","0.302352021426571","0.377787347765631"
"Rather not true","1992","Not Working","Couple + C. LE and GT 16","35","0.215892441313321","0.153490745182364","0.278294137444277"
"Totally disagree","1992","Full Time","1-pers.-HH","28","","",""
"Totally disagree","1992","Full Time","(Married) couple without C. ","95","0.0732064322569855","0.058931339292651","0.0874815252213201"
"Totally disagree","1992","Full Time","Single parent ","17","","",""
"Totally disagree","1992","Full Time","Couple + C. LE 16 ","82","0.0561931015701692","0.0449229700421643","0.067463233098174"
"Totally disagree","1992","Full Time","Couple + C. GT 16 ","57","0.0498700631421094","0.0370297677616375","0.0627103585225814"
"Totally disagree","1992","Full Time","Couple + C. LE and GT 16","21","","",""
"Totally disagree","1992","Part Time","1-pers.-HH","10","","",""
"Totally disagree","1992","Part Time","(Married) couple without C. ","35","0.078977736363192","0.0526783985467276","0.105277074179656"
"Totally disagree","1992","Part Time","Single parent ","12","","",""
"Totally disagree","1992","Part Time","Couple + C. LE 16 ","43","0.0587263632336747","0.0410939303169308","0.0763587961504185"
"Totally disagree","1992","Part Time","Couple + C. GT 16 ","27","","",""
"Totally disagree","1992","Part Time","Couple + C. LE and GT 16","12","","",""
"Totally disagree","1992","Not Working","1-pers.-HH","77","0.120034037935623","0.0950299574962356","0.145038118375011"
"Totally disagree","1992","Not Working","(Married) couple without C. ","133","0.108603133994329","0.0915179324043846","0.125688335584274"
"Totally disagree","1992","Not Working","Single parent ","20","","",""
"Totally disagree","1992","Not Working","Couple + C. LE 16 ","24","","",""
"Totally disagree","1992","Not Working","Couple + C. GT 16 ","41","0.0741073690757228","0.0532517641887243","0.0949629739627213"
"Totally disagree","1992","Not Working","Couple + C. LE and GT 16","11","","",""
"True entirely","1993","Full Time","1-pers.-HH","73","0.118786413699313","0.0920376378923896","0.145535189506237"
"True entirely","1993","Full Time","(Married) couple without C. ","167","0.113568458277374","0.0970599299642643","0.130076986590485"
"True entirely","1993","Full Time","Single parent ","27","","",""
"True entirely","1993","Full Time","Couple + C. LE 16 ","194","0.0994534253053891","0.085538933826957","0.113367916783821"
"True entirely","1993","Full Time","Couple + C. GT 16 ","151","0.12478711007044","0.10654679801903","0.143027422121849"
"True entirely","1993","Full Time","Couple + C. LE and GT 16","73","0.121517461510349","0.0954177470268074","0.147617175993891"
"True entirely","1993","Part Time","1-pers.-HH","21","","",""
"True entirely","1993","Part Time","(Married) couple without C. ","55","0.123102233223305","0.092507006507025","0.153697459939586"
"True entirely","1993","Part Time","Single parent ","28","","",""
"True entirely","1993","Part Time","Couple + C. LE 16 ","75","0.096684939481026","0.0753633807738761","0.118006498188176"
"True entirely","1993","Part Time","Couple + C. GT 16 ","55","0.092358174932253","0.0683352484104912","0.116381101454015"
"True entirely","1993","Part Time","Couple + C. LE and GT 16","36","0.131559715627001","0.0904738103545102","0.172645620899492"
"True entirely","1993","Not Working","1-pers.-HH","60","0.0868214607872443","0.066095419163619","0.10754750241087"
"True entirely","1993","Not Working","(Married) couple without C. ","136","0.0942005646523097","0.0791964567283","0.109204672576319"
"True entirely","1993","Not Working","Single parent ","24","","",""
"True entirely","1993","Not Working","Couple + C. LE 16 ","64","0.0941548107619624","0.070728215520755","0.11758140600317"
"True entirely","1993","Not Working","Couple + C. GT 16 ","81","0.103008235377651","0.0813115885527135","0.124704882202588"
"True entirely","1993","Not Working","Couple + C. LE and GT 16","34","0.0931937506996574","0.0614417713980905","0.124945730001224"
"Tends to agree","1993","Full Time","1-pers.-HH","238","0.44887329846966","0.407751931280454","0.489994665658866"
"Tends to agree","1993","Full Time","(Married) couple without C. ","641","0.437906349279602","0.412092554434517","0.463720144124687"
"Tends to agree","1993","Full Time","Single parent ","101","0.362778733427826","0.30317902603882","0.422378440816832"
"Tends to agree","1993","Full Time","Couple + C. LE 16 ","871","0.475008477357162","0.451790135426073","0.49822681928825"
"Tends to agree","1993","Full Time","Couple + C. GT 16 ","557","0.426290808775865","0.398995410473911","0.453586207077818"
"Tends to agree","1993","Full Time","Couple + C. LE and GT 16","279","0.449270254973766","0.409535279880447","0.489005230067086"
"Tends to agree","1993","Part Time","1-pers.-HH","54","0.375003180087136","0.295094323979499","0.454912036194773"
"Tends to agree","1993","Part Time","(Married) couple without C. ","172","0.380189222052555","0.334985344447011","0.4253930996581"
"Tends to agree","1993","Part Time","Single parent ","64","0.416070791950231","0.339213821423269","0.492927762477193"
"Tends to agree","1993","Part Time","Couple + C. LE 16 ","342","0.451151639027557","0.415250571249526","0.487052706805588"
"Tends to agree","1993","Part Time","Couple + C. GT 16 ","242","0.410581259190182","0.369764123718975","0.451398394661389"
"Tends to agree","1993","Part Time","Couple + C. LE and GT 16","121","0.421164758443851","0.361149053556435","0.481180463331268"
"Tends to agree","1993","Not Working","1-pers.-HH","228","0.29871482930578","0.265024853995184","0.332404804616376"
"Tends to agree","1993","Not Working","(Married) couple without C. ","526","0.349169483307474","0.324683390128806","0.373655576486141"
"Tends to agree","1993","Not Working","Single parent ","71","0.358008407779404","0.291062156821461","0.424954658737346"
"Tends to agree","1993","Not Working","Couple + C. LE 16 ","242","0.399129998710843","0.359846661780842","0.438413335640845"
"Tends to agree","1993","Not Working","Couple + C. GT 16 ","299","0.398706965035796","0.363758153165446","0.433655776906145"
"Tends to agree","1993","Not Working","Couple + C. LE and GT 16","158","0.514264354913562","0.459674322249079","0.568854387578046"
"Rather not true","1993","Full Time","1-pers.-HH","197","0.341959609044099","0.302740871005768","0.38117834708243"
"Rather not true","1993","Full Time","(Married) couple without C. ","500","0.367168880236606","0.342088521759859","0.392249238713352"
"Rather not true","1993","Full Time","Single parent ","93","0.39965493882698","0.338936422642296","0.460373455011664"
"Rather not true","1993","Full Time","Couple + C. LE 16 ","595","0.359928683445003","0.337612147183927","0.382245219706078"
"Rather not true","1993","Full Time","Couple + C. GT 16 ","436","0.347825918175273","0.321538176065034","0.374113660285512"
"Rather not true","1993","Full Time","Couple + C. LE and GT 16","195","0.339719942493912","0.301886622249548","0.377553262738277"
"Rather not true","1993","Part Time","1-pers.-HH","44","0.31220634502765","0.235719194878904","0.388693495176396"
"Rather not true","1993","Part Time","(Married) couple without C. ","172","0.395507504341709","0.349975260929323","0.441039747754096"
"Rather not true","1993","Part Time","Single parent ","53","0.339328637324265","0.265500392238416","0.413156882410115"
"Rather not true","1993","Part Time","Couple + C. LE 16 ","249","0.353895340827077","0.319396161109906","0.388394520544248"
"Rather not true","1993","Part Time","Couple + C. GT 16 ","205","0.394428438510936","0.353877786870258","0.434979090151615"
"Rather not true","1993","Part Time","Couple + C. LE and GT 16","79","0.359514270614554","0.301186656382532","0.417841884846575"
"Rather not true","1993","Not Working","1-pers.-HH","293","0.426303522583447","0.389901499083449","0.462705546083446"
"Rather not true","1993","Not Working","(Married) couple without C. ","583","0.406932942198438","0.381699254221286","0.432166630175591"
"Rather not true","1993","Not Working","Single parent ","69","0.336240869576425","0.270271021781566","0.402210717371284"
"Rather not true","1993","Not Working","Couple + C. LE 16 ","234","0.419206725158531","0.379625809623588","0.458787640693475"
"Rather not true","1993","Not Working","Couple + C. GT 16 ","284","0.370671124507142","0.336196811112875","0.405145437901409"
"Rather not true","1993","Not Working","Couple + C. LE and GT 16","103","0.313898353433323","0.263209915850616","0.364586791016031"
"Totally disagree","1993","Full Time","1-pers.-HH","54","0.0903806787869273","0.0666752633407478","0.114086094233107"
"Totally disagree","1993","Full Time","(Married) couple without C. ","111","0.081356312206418","0.0671321705724367","0.0955804538403994"
"Totally disagree","1993","Full Time","Single parent ","29","","",""
"Totally disagree","1993","Full Time","Couple + C. LE 16 ","117","0.0656094138924467","0.0540973899722742","0.0771214378126192"
"Totally disagree","1993","Full Time","Couple + C. GT 16 ","117","0.101096162978423","0.0844576503312441","0.117734675625601"
"Totally disagree","1993","Full Time","Couple + C. LE and GT 16","55","0.0894923410219721","0.0666897298636181","0.112294952180326"
"Totally disagree","1993","Part Time","1-pers.-HH","22","","",""
"Totally disagree","1993","Part Time","(Married) couple without C. ","44","0.10120104038243","0.0731163269362965","0.129285753828563"
"Totally disagree","1993","Part Time","Single parent ","13","","",""
"Totally disagree","1993","Part Time","Couple + C. LE 16 ","72","0.0982680806643397","0.0767915133056374","0.119744648023042"
"Totally disagree","1993","Part Time","Couple + C. GT 16 ","56","0.102632127366629","0.0774520004035007","0.127812254329757"
"Totally disagree","1993","Part Time","Couple + C. LE and GT 16","24","","",""
"Totally disagree","1993","Not Working","1-pers.-HH","128","0.188160187323528","0.159391237122329","0.216929137524727"
"Totally disagree","1993","Not Working","(Married) couple without C. ","211","0.149697009841778","0.131371299429672","0.168022720253885"
"Totally disagree","1993","Not Working","Single parent ","33","0.184649563971816","0.130466785083485","0.238832342860146"
"Totally disagree","1993","Not Working","Couple + C. LE 16 ","57","0.0875084653686633","0.0648411346346329","0.110175796102694"
"Totally disagree","1993","Not Working","Couple + C. GT 16 ","90","0.127613675079412","0.103797859940338","0.151429490218486"
"Totally disagree","1993","Not Working","Couple + C. LE and GT 16","27","","",""
"True entirely","1994","Full Time","1-pers.-HH","","","",""
"True entirely","1994","Full Time","(Married) couple without C. ","","","",""
"True entirely","1994","Full Time","Single parent ","","","",""
"True entirely","1994","Full Time","Couple + C. LE 16 ","","","",""
"True entirely","1994","Full Time","Couple + C. GT 16 ","","","",""
"True entirely","1994","Full Time","Couple + C. LE and GT 16","","","",""
"True entirely","1994","Part Time","1-pers.-HH","","","",""
"True entirely","1994","Part Time","(Married) couple without C. ","","","",""
"True entirely","1994","Part Time","Single parent ","","","",""
"True entirely","1994","Part Time","Couple + C. LE 16 ","","","",""
"True entirely","1994","Part Time","Couple + C. GT 16 ","","","",""
"True entirely","1994","Part Time","Couple + C. LE and GT 16","","","",""
"True entirely","1994","Not Working","1-pers.-HH","","","",""
"True entirely","1994","Not Working","(Married) couple without C. ","","","",""
"True entirely","1994","Not Working","Single parent ","","","",""
"True entirely","1994","Not Working","Couple + C. LE 16 ","","","",""
"True entirely","1994","Not Working","Couple + C. GT 16 ","","","",""
"True entirely","1994","Not Working","Couple + C. LE and GT 16","","","",""
"Tends to agree","1994","Full Time","1-pers.-HH","","","",""
"Tends to agree","1994","Full Time","(Married) couple without C. ","","","",""
"Tends to agree","1994","Full Time","Single parent ","","","",""
"Tends to agree","1994","Full Time","Couple + C. LE 16 ","","","",""
"Tends to agree","1994","Full Time","Couple + C. GT 16 ","","","",""
"Tends to agree","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Tends to agree","1994","Part Time","1-pers.-HH","","","",""
"Tends to agree","1994","Part Time","(Married) couple without C. ","","","",""
"Tends to agree","1994","Part Time","Single parent ","","","",""
"Tends to agree","1994","Part Time","Couple + C. LE 16 ","","","",""
"Tends to agree","1994","Part Time","Couple + C. GT 16 ","","","",""
"Tends to agree","1994","Part Time","Couple + C. LE and GT 16","","","",""
"Tends to agree","1994","Not Working","1-pers.-HH","","","",""
"Tends to agree","1994","Not Working","(Married) couple without C. ","","","",""
"Tends to agree","1994","Not Working","Single parent ","","","",""
"Tends to agree","1994","Not Working","Couple + C. LE 16 ","","","",""
"Tends to agree","1994","Not Working","Couple + C. GT 16 ","","","",""
"Tends to agree","1994","Not Working","Couple + C. LE and GT 16","","","",""
"Rather not true","1994","Full Time","1-pers.-HH","","","",""
"Rather not true","1994","Full Time","(Married) couple without C. ","","","",""
"Rather not true","1994","Full Time","Single parent ","","","",""
"Rather not true","1994","Full Time","Couple + C. LE 16 ","","","",""
"Rather not true","1994","Full Time","Couple + C. GT 16 ","","","",""
"Rather not true","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Rather not true","1994","Part Time","1-pers.-HH","","","",""
"Rather not true","1994","Part Time","(Married) couple without C. ","","","",""
"Rather not true","1994","Part Time","Single parent ","","","",""
"Rather not true","1994","Part Time","Couple + C. LE 16 ","","","",""
"Rather not true","1994","Part Time","Couple + C. GT 16 ","","","",""
"Rather not true","1994","Part Time","Couple + C. LE and GT 16","","","",""
"Rather not true","1994","Not Working","1-pers.-HH","","","",""
"Rather not true","1994","Not Working","(Married) couple without C. ","","","",""
"Rather not true","1994","Not Working","Single parent ","","","",""
"Rather not true","1994","Not Working","Couple + C. LE 16 ","","","",""
"Rather not true","1994","Not Working","Couple + C. GT 16 ","","","",""
"Rather not true","1994","Not Working","Couple + C. LE and GT 16","","","",""
"Totally disagree","1994","Full Time","1-pers.-HH","","","",""
"Totally disagree","1994","Full Time","(Married) couple without C. ","","","",""
"Totally disagree","1994","Full Time","Single parent ","","","",""
"Totally disagree","1994","Full Time","Couple + C. LE 16 ","","","",""
"Totally disagree","1994","Full Time","Couple + C. GT 16 ","","","",""
"Totally disagree","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Totally disagree","1994","Part Time","1-pers.-HH","","","",""
"Totally disagree","1994","Part Time","(Married) couple without C. ","","","",""
"Totally disagree","1994","Part Time","Single parent ","","","",""
"Totally disagree","1994","Part Time","Couple + C. LE 16 ","","","",""
"Totally disagree","1994","Part Time","Couple + C. GT 16 ","","","",""
"Totally disagree","1994","Part Time","Couple + C. LE and GT 16","","","",""
"Totally disagree","1994","Not Working","1-pers.-HH","","","",""
"Totally disagree","1994","Not Working","(Married) couple without C. ","","","",""
"Totally disagree","1994","Not Working","Single parent ","","","",""
"Totally disagree","1994","Not Working","Couple + C. LE 16 ","","","",""
"Totally disagree","1994","Not Working","Couple + C. GT 16 ","","","",""
"Totally disagree","1994","Not Working","Couple + C. LE and GT 16","","","",""
"True entirely","1995","Full Time","1-pers.-HH","95","0.16819551053848","0.136108395651108","0.200282625425853"
"True entirely","1995","Full Time","(Married) couple without C. ","204","0.146836920128824","0.128693963401728","0.164979876855921"
"True entirely","1995","Full Time","Single parent ","43","0.185603680254447","0.135138496327758","0.236068864181136"
"True entirely","1995","Full Time","Couple + C. LE 16 ","242","0.145273956231438","0.128245609276854","0.162302303186022"
"True entirely","1995","Full Time","Couple + C. GT 16 ","199","0.168579394033313","0.146837425386701","0.190321362679924"
"True entirely","1995","Full Time","Couple + C. LE and GT 16","70","0.122319648284088","0.095608013284955","0.149031283283222"
"True entirely","1995","Part Time","1-pers.-HH","32","0.1732098695285","0.1198206716968","0.226599067360199"
"True entirely","1995","Part Time","(Married) couple without C. ","81","0.166196508732657","0.133632412067008","0.198760605398306"
"True entirely","1995","Part Time","Single parent ","31","0.21648732693676","0.152870148284601","0.280104505588918"
"True entirely","1995","Part Time","Couple + C. LE 16 ","105","0.135047259933248","0.111031442668469","0.159063077198026"
"True entirely","1995","Part Time","Couple + C. GT 16 ","68","0.121615694600978","0.0938422740194053","0.14938911518255"
"True entirely","1995","Part Time","Couple + C. LE and GT 16","44","0.192584160496242","0.145196399700322","0.239971921292162"
"True entirely","1995","Not Working","1-pers.-HH","91","0.108368735835178","0.0859116276315792","0.130825844038778"
"True entirely","1995","Not Working","(Married) couple without C. ","190","0.118885917028921","0.102762989932438","0.135008844125404"
"True entirely","1995","Not Working","Single parent ","30","0.136906983620781","0.091891109868116","0.181922857373447"
"True entirely","1995","Not Working","Couple + C. LE 16 ","113","0.140196677435217","0.114906770680556","0.165486584189877"
"True entirely","1995","Not Working","Couple + C. GT 16 ","130","0.15885569199902","0.133866694830609","0.18384468916743"
"True entirely","1995","Not Working","Couple + C. LE and GT 16","54","0.154131667702267","0.118658181061603","0.18960515434293"
"Tends to agree","1995","Full Time","1-pers.-HH","276","0.523686724884533","0.480842236138759","0.566531213630308"
"Tends to agree","1995","Full Time","(Married) couple without C. ","853","0.575042961364815","0.549703518366658","0.600382404362973"
"Tends to agree","1995","Full Time","Single parent ","116","0.525534857433781","0.460718654306236","0.590351060561326"
"Tends to agree","1995","Full Time","Couple + C. LE 16 ","971","0.592827841741066","0.569085777662914","0.616569905819217"
"Tends to agree","1995","Full Time","Couple + C. GT 16 ","620","0.551222904024464","0.522338381134235","0.580107426914693"
"Tends to agree","1995","Full Time","Couple + C. LE and GT 16","339","0.56904433091218","0.528672957754729","0.609415704069631"
"Tends to agree","1995","Part Time","1-pers.-HH","93","0.46775376785418","0.397359972443756","0.538147563264605"
"Tends to agree","1995","Part Time","(Married) couple without C. ","252","0.480868214598804","0.437161508429989","0.52457492076762"
"Tends to agree","1995","Part Time","Single parent ","74","0.4742672230881","0.397136174483399","0.551398271692801"
"Tends to agree","1995","Part Time","Couple + C. LE 16 ","432","0.560023906394185","0.525143935362925","0.594903877425445"
"Tends to agree","1995","Part Time","Couple + C. GT 16 ","276","0.510863737775033","0.468386160029139","0.553341315520927"
"Tends to agree","1995","Part Time","Couple + C. LE and GT 16","146","0.536574468988995","0.476648888032878","0.596500049945111"
"Tends to agree","1995","Not Working","1-pers.-HH","292","0.390727160606424","0.355477747242527","0.425976573970322"
"Tends to agree","1995","Not Working","(Married) couple without C. ","657","0.430431104404102","0.405765738149001","0.455096470659204"
"Tends to agree","1995","Not Working","Single parent ","116","0.508286601678922","0.442817793648848","0.573755409708996"
"Tends to agree","1995","Not Working","Couple + C. LE 16 ","392","0.551554309633396","0.515327684554429","0.587780934712364"
"Tends to agree","1995","Not Working","Couple + C. GT 16 ","412","0.511791660763738","0.477620370182276","0.5459629513452"
"Tends to agree","1995","Not Working","Couple + C. LE and GT 16","219","0.552334677185282","0.503482442218225","0.601186912152339"
"Rather not true","1995","Full Time","1-pers.-HH","128","0.264633882532356","0.226790724482194","0.302477040582518"
"Rather not true","1995","Full Time","(Married) couple without C. ","354","0.2421879287816","0.220227975558156","0.264147882005043"
"Rather not true","1995","Full Time","Single parent ","64","0.269926498139604","0.212304711408206","0.327548284871002"
"Rather not true","1995","Full Time","Couple + C. LE 16 ","390","0.240193453610247","0.219549292545935","0.260837614674558"
"Rather not true","1995","Full Time","Couple + C. GT 16 ","278","0.24153425348676","0.216677547246567","0.266390959726954"
"Rather not true","1995","Full Time","Couple + C. LE and GT 16","158","0.287525648051375","0.250627286264047","0.324424009838703"
"Rather not true","1995","Part Time","1-pers.-HH","55","0.285694349169735","0.221961651058441","0.349427047281028"
"Rather not true","1995","Part Time","(Married) couple without C. ","143","0.307565012958809","0.267195435882045","0.347934590035574"
"Rather not true","1995","Part Time","Single parent ","49","0.281285941109874","0.211833544553954","0.350738337665794"
"Rather not true","1995","Part Time","Couple + C. LE 16 ","213","0.272155447415623","0.240881253386614","0.303429641444632"
"Rather not true","1995","Part Time","Couple + C. GT 16 ","158","0.309377661037682","0.270098965002132","0.348656357073233"
"Rather not true","1995","Part Time","Couple + C. LE and GT 16","69","0.254896917846946","0.202525088423014","0.307268747270877"
"Rather not true","1995","Not Working","1-pers.-HH","263","0.358201358637963","0.323561812351537","0.392840904924389"
"Rather not true","1995","Not Working","(Married) couple without C. ","572","0.361336737904401","0.337406079912248","0.385267395896554"
"Rather not true","1995","Not Working","Single parent ","64","0.274324674375547","0.215895776253383","0.332753572497711"
"Rather not true","1995","Not Working","Couple + C. LE 16 ","188","0.263180388718486","0.231103949008873","0.295256828428098"
"Rather not true","1995","Not Working","Couple + C. GT 16 ","231","0.277292473859245","0.246689578865532","0.307895368852958"
"Rather not true","1995","Not Working","Couple + C. LE and GT 16","113","0.267561342745511","0.224069894745391","0.311052790745631"
"Totally disagree","1995","Full Time","1-pers.-HH","23","","",""
"Totally disagree","1995","Full Time","(Married) couple without C. ","51","0.0359321897247603","0.02639171384504","0.0454726656044805"
"Totally disagree","1995","Full Time","Single parent ","5","","",""
"Totally disagree","1995","Full Time","Couple + C. LE 16 ","42","0.0217047484172492","0.0146630488704424","0.028746447964056"
"Totally disagree","1995","Full Time","Couple + C. GT 16 ","42","0.0386634484554635","0.0274671555884363","0.0498597413224907"
"Totally disagree","1995","Full Time","Couple + C. LE and GT 16","11","","",""
"Totally disagree","1995","Part Time","1-pers.-HH","13","","",""
"Totally disagree","1995","Part Time","(Married) couple without C. ","26","","",""
"Totally disagree","1995","Part Time","Single parent ","7","","",""
"Totally disagree","1995","Part Time","Couple + C. LE 16 ","28","","",""
"Totally disagree","1995","Part Time","Couple + C. GT 16 ","30","0.0581429065863068","0.0382575606504665","0.0780282525221472"
"Totally disagree","1995","Part Time","Couple + C. LE and GT 16","7","","",""
"Totally disagree","1995","Not Working","1-pers.-HH","90","0.142702744920434","0.117433569872548","0.16797191996832"
"Totally disagree","1995","Not Working","(Married) couple without C. ","129","0.0893462406625764","0.0751367864427618","0.103555694882391"
"Totally disagree","1995","Not Working","Single parent ","14","","",""
"Totally disagree","1995","Not Working","Couple + C. LE 16 ","31","0.0450686242129013","0.0299573168279526","0.06017993159785"
"Totally disagree","1995","Not Working","Couple + C. GT 16 ","49","0.0520601733779973","0.0368737545790695","0.0672465921769251"
"Totally disagree","1995","Not Working","Couple + C. LE and GT 16","12","","",""
"True entirely","1996","Full Time","1-pers.-HH","97","0.153498609623303","0.123563107007053","0.183434112239554"
"True entirely","1996","Full Time","(Married) couple without C. ","211","0.135545481783196","0.11787169148719","0.153219272079202"
"True entirely","1996","Full Time","Single parent ","47","0.199794468282855","0.150229984060438","0.249358952505273"
"True entirely","1996","Full Time","Couple + C. LE 16 ","209","0.128389126628623","0.111810247751635","0.144968005505611"
"True entirely","1996","Full Time","Couple + C. GT 16 ","140","0.118920315642061","0.0993970819713715","0.13844354931275"
"True entirely","1996","Full Time","Couple + C. LE and GT 16","64","0.107473134276904","0.0822240996537572","0.132722168900051"
"True entirely","1996","Part Time","1-pers.-HH","28","","",""
"True entirely","1996","Part Time","(Married) couple without C. ","79","0.148412697839897","0.118968197023711","0.177857198656084"
"True entirely","1996","Part Time","Single parent ","24","","",""
"True entirely","1996","Part Time","Couple + C. LE 16 ","111","0.127146471361266","0.103616273973369","0.150676668749162"
"True entirely","1996","Part Time","Couple + C. GT 16 ","70","0.128934443340342","0.0999625800650421","0.157906306615641"
"True entirely","1996","Part Time","Couple + C. LE and GT 16","47","0.133994917834164","0.0966718369849727","0.171317998683355"
"True entirely","1996","Not Working","1-pers.-HH","87","0.116235117420152","0.0931582934883865","0.139311941351917"
"True entirely","1996","Not Working","(Married) couple without C. ","168","0.109529751682517","0.094032255064493","0.125027248300541"
"True entirely","1996","Not Working","Single parent ","37","0.158016351312238","0.110566155829273","0.205466546795203"
