"plh0188","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Full Time","1537","0.286851657814512","0.274714989038233","0.29898832659079","3"
"Rather not true","1992","Part Time","688","0.314720887389176","0.294961570233054","0.334480204545298","3"
"Rather not true","1992","Not Working","1230","0.369488432651383","0.353590813806926","0.385386051495841","3"
"Tends to agree","1992","Full Time","2626","0.493542959934963","0.48012721891244","0.506958700957485","2"
"Tends to agree","1992","Not Working","1530","0.410327464379555","0.39412594027622","0.426528988482889","2"
"Tends to agree","1992","Part Time","1020","0.483842778059604","0.462580071928873","0.505105484190336","2"
"Totally disagree","1992","Full Time","321","0.0615393468217156","0.0550907480732156","0.0679879455702155","4"
"Totally disagree","1992","Part Time","150","0.0680781651149302","0.0573612678901048","0.0787950623397556","4"
"Totally disagree","1992","Not Working","331","0.101533497725549","0.0915853838885982","0.1114816115625","4"
"True entirely","1992","Full Time","851","0.15806603542881","0.148277016364033","0.167855054493587","1"
"True entirely","1992","Part Time","264","0.13335816943629","0.1188936157513","0.147822723121279","1"
"True entirely","1992","Not Working","450","0.118650605243513","0.107999512607431","0.129301697879594","1"
"Rather not true","1993","Full Time","2158","0.358174102641945","0.346281624745299","0.37006658053859","3"
"Rather not true","1993","Part Time","857","0.366517069956924","0.347460335991886","0.385573803921962","3"
"Rather not true","1993","Not Working","1701","0.398841116683532","0.384381068805326","0.413301164561738","3"
"Tends to agree","1993","Full Time","2846","0.443277984290738","0.430956190883573","0.455599777697903","2"
"Tends to agree","1993","Part Time","1067","0.416727845521277","0.397229588450049","0.436226102592505","2"
"Tends to agree","1993","Not Working","1678","0.357025965679782","0.342877095776764","0.3711748355828","2"
"Totally disagree","1993","Full Time","511","0.0853429356857786","0.0784129940132255","0.0922728773583318","4"
"Totally disagree","1993","Part Time","240","0.0989039083079202","0.087097271886184","0.110710544729656","4"
"Totally disagree","1993","Not Working","597","0.151557705170823","0.14096820894295","0.162147201398695","4"
"True entirely","1993","Full Time","729","0.113204977381538","0.105346090668754","0.121063864094323","1"
"True entirely","1993","Part Time","292","0.117851176213879","0.105099367183385","0.130602985244373","1"
"True entirely","1993","Not Working","429","0.0925752124658628","0.0840161181394833","0.101134306792242","1"
"Rather not true","1994","Full Time","","","","","3"
"Rather not true","1994","Part Time","","","","","3"
"Rather not true","1994","Not Working","","","","","3"
"Tends to agree","1994","Full Time","","","","","2"
"Tends to agree","1994","Part Time","","","","","2"
"Tends to agree","1994","Not Working","","","","","2"
"Totally disagree","1994","Full Time","","","","","4"
"Totally disagree","1994","Part Time","","","","","4"
"Totally disagree","1994","Not Working","","","","","4"
"True entirely","1994","Full Time","","","","","1"
"True entirely","1994","Part Time","","","","","1"
"True entirely","1994","Not Working","","","","","1"
"Rather not true","1995","Full Time","1457","0.250148143900686","0.239096968727958","0.261199319073415","3"
"Rather not true","1995","Part Time","742","0.293956956171244","0.276445636459853","0.311468275882634","3"
"Rather not true","1995","Not Working","1537","0.330128319827153","0.316829013255717","0.34342762639859","3"
"Tends to agree","1995","Full Time","3354","0.564878965054435","0.552228548507535","0.577529381601335","2"
"Tends to agree","1995","Part Time","1370","0.51273406204246","0.493521267944958","0.531946856139963","2"
"Tends to agree","1995","Not Working","2252","0.450299747355701","0.43622937412655","0.464370120584852","2"
"Totally disagree","1995","Full Time","181","0.0310923965822455","0.0266635527523552","0.0355212404121358","4"
"Totally disagree","1995","Part Time","114","0.0427612452683633","0.034984520557379","0.0505379699793476","4"
"Totally disagree","1995","Not Working","365","0.0934165404202043","0.0851863935941613","0.101646687246247","4"
"True entirely","1995","Full Time","908","0.153880494462633","0.14467324892026","0.163087740005007","1"
"True entirely","1995","Part Time","374","0.150547736517933","0.136801999804922","0.164293473230943","1"
"True entirely","1995","Not Working","649","0.126155392396941","0.116765474122436","0.135545310671446","1"
"Rather not true","1996","Full Time","1678","0.297255881553142","0.285437257653289","0.309074505452995","3"
"Rather not true","1996","Part Time","804","0.308917172349651","0.291450123490911","0.32638422120839","3"
"Rather not true","1996","Not Working","1624","0.362587395529166","0.348763668058452","0.37641112299988","3"
"Tends to agree","1996","Full Time","3043","0.530628342251105","0.517723380342366","0.543533304159845","2"
"Tends to agree","1996","Part Time","1367","0.501949954451805","0.483048285155201","0.52085162374841","2"
"Tends to agree","1996","Not Working","2041","0.42993477100516","0.415699293171994","0.444170248838326","2"
"Totally disagree","1996","Full Time","217","0.0371643356684925","0.0322728324256275","0.0420558389113576","4"
"Totally disagree","1996","Part Time","136","0.0499654270590124","0.0417290168974569","0.0582018372205679","4"
"Totally disagree","1996","Not Working","409","0.0909572054293587","0.0826888486722967","0.0992255621864206","4"
"True entirely","1996","Full Time","807","0.13495144052726","0.126116328095606","0.143786552958915","1"
"True entirely","1996","Part Time","381","0.139167446139532","0.126082810646445","0.152252081632618","1"
"True entirely","1996","Not Working","572","0.116520628036315","0.107294741619228","0.125746514453403","1"
"Rather not true","1997","Full Time","2100","0.369568258332089","0.356914819955208","0.38222169670897","3"
"Rather not true","1997","Part Time","1019","0.398331537461783","0.379334152125046","0.417328922798521","3"
"Rather not true","1997","Not Working","1981","0.417354410787271","0.403283446586178","0.431425374988364","3"
"Tends to agree","1997","Full Time","2549","0.452544482246691","0.439496383259068","0.465592581234314","2"
"Tends to agree","1997","Part Time","1078","0.427639159164225","0.408440692160679","0.446837626167771","2"
"Tends to agree","1997","Not Working","1745","0.357424371768634","0.343749497916507","0.371099245620762","2"
"Totally disagree","1997","Full Time","414","0.0825372649913376","0.0753235091230464","0.0897510208596289","4"
"Totally disagree","1997","Part Time","244","0.0985518602570109","0.0869855284114548","0.110118192102567","4"
"Totally disagree","1997","Not Working","618","0.145599997013642","0.135535769953417","0.155664224073867","4"
"True entirely","1997","Full Time","527","0.0953499944298824","0.087650843769418","0.103049145090347","1"
"True entirely","1997","Part Time","210","0.0754774431169807","0.0652265853566966","0.0857283008772648","1"
"True entirely","1997","Not Working","374","0.0796212204304527","0.07189678341558","0.0873456574453254","1"
"Rather not true","1998","Full Time","","","","","3"
"Rather not true","1998","Part Time","","","","","3"
"Rather not true","1998","Not Working","","","","","3"
"Tends to agree","1998","Full Time","","","","","2"
"Tends to agree","1998","Part Time","","","","","2"
"Tends to agree","1998","Not Working","","","","","2"
"Totally disagree","1998","Full Time","","","","","4"
"Totally disagree","1998","Part Time","","","","","4"
"Totally disagree","1998","Not Working","","","","","4"
"True entirely","1998","Full Time","","","","","1"
"True entirely","1998","Part Time","","","","","1"
"True entirely","1998","Not Working","","","","","1"
"Rather not true","1999","Full Time","","","","","3"
"Rather not true","1999","Part Time","","","","","3"
"Rather not true","1999","Not Working","","","","","3"
"Tends to agree","1999","Full Time","","","","","2"
"Tends to agree","1999","Part Time","","","","","2"
"Tends to agree","1999","Not Working","","","","","2"
"Totally disagree","1999","Full Time","","","","","4"
"Totally disagree","1999","Part Time","","","","","4"
"Totally disagree","1999","Not Working","","","","","4"
"True entirely","1999","Full Time","","","","","1"
"True entirely","1999","Part Time","","","","","1"
"True entirely","1999","Not Working","","","","","1"
"Rather not true","2000","Full Time","","","","","3"
"Rather not true","2000","Part Time","","","","","3"
"Rather not true","2000","Not Working","","","","","3"
"Tends to agree","2000","Full Time","","","","","2"
"Tends to agree","2000","Part Time","","","","","2"
"Tends to agree","2000","Not Working","","","","","2"
"Totally disagree","2000","Full Time","","","","","4"
"Totally disagree","2000","Part Time","","","","","4"
"Totally disagree","2000","Not Working","","","","","4"
"True entirely","2000","Full Time","","","","","1"
"True entirely","2000","Part Time","","","","","1"
"True entirely","2000","Not Working","","","","","1"
"Rather not true","2001","Full Time","","","","","3"
"Rather not true","2001","Part Time","","","","","3"
"Rather not true","2001","Not Working","","","","","3"
"Tends to agree","2001","Full Time","","","","","2"
"Tends to agree","2001","Part Time","","","","","2"
"Tends to agree","2001","Not Working","","","","","2"
"Totally disagree","2001","Full Time","","","","","4"
"Totally disagree","2001","Part Time","","","","","4"
"Totally disagree","2001","Not Working","","","","","4"
"True entirely","2001","Full Time","","","","","1"
"True entirely","2001","Part Time","","","","","1"
"True entirely","2001","Not Working","","","","","1"
"Rather not true","2002","Full Time","","","","","3"
"Rather not true","2002","Part Time","","","","","3"
"Rather not true","2002","Not Working","","","","","3"
"Tends to agree","2002","Full Time","","","","","2"
"Tends to agree","2002","Part Time","","","","","2"
"Tends to agree","2002","Not Working","","","","","2"
"Totally disagree","2002","Full Time","","","","","4"
"Totally disagree","2002","Part Time","","","","","4"
"Totally disagree","2002","Not Working","","","","","4"
"True entirely","2002","Full Time","","","","","1"
"True entirely","2002","Part Time","","","","","1"
"True entirely","2002","Not Working","","","","","1"
"Rather not true","2003","Full Time","","","","","3"
"Rather not true","2003","Part Time","","","","","3"
"Rather not true","2003","Not Working","","","","","3"
"Tends to agree","2003","Full Time","","","","","2"
"Tends to agree","2003","Part Time","","","","","2"
"Tends to agree","2003","Not Working","","","","","2"
"Totally disagree","2003","Full Time","","","","","4"
"Totally disagree","2003","Part Time","","","","","4"
"Totally disagree","2003","Not Working","","","","","4"
"True entirely","2003","Full Time","","","","","1"
"True entirely","2003","Part Time","","","","","1"
"True entirely","2003","Not Working","","","","","1"
"Rather not true","2004","Full Time","","","","","3"
"Rather not true","2004","Part Time","","","","","3"
"Rather not true","2004","Not Working","","","","","3"
"Tends to agree","2004","Full Time","","","","","2"
"Tends to agree","2004","Part Time","","","","","2"
"Tends to agree","2004","Not Working","","","","","2"
"Totally disagree","2004","Full Time","","","","","4"
"Totally disagree","2004","Part Time","","","","","4"
"Totally disagree","2004","Not Working","","","","","4"
"True entirely","2004","Full Time","","","","","1"
"True entirely","2004","Part Time","","","","","1"
"True entirely","2004","Not Working","","","","","1"
"Rather not true","2005","Full Time","","","","","3"
"Rather not true","2005","Part Time","","","","","3"
"Rather not true","2005","Not Working","","","","","3"
"Tends to agree","2005","Full Time","","","","","2"
"Tends to agree","2005","Part Time","","","","","2"
"Tends to agree","2005","Not Working","","","","","2"
"Totally disagree","2005","Full Time","","","","","4"
"Totally disagree","2005","Part Time","","","","","4"
"Totally disagree","2005","Not Working","","","","","4"
"True entirely","2005","Full Time","","","","","1"
"True entirely","2005","Part Time","","","","","1"
"True entirely","2005","Not Working","","","","","1"
"Rather not true","2006","Full Time","","","","","3"
"Rather not true","2006","Part Time","","","","","3"
"Rather not true","2006","Not Working","","","","","3"
"Tends to agree","2006","Full Time","","","","","2"
"Tends to agree","2006","Part Time","","","","","2"
"Tends to agree","2006","Not Working","","","","","2"
"Totally disagree","2006","Full Time","","","","","4"
"Totally disagree","2006","Part Time","","","","","4"
"Totally disagree","2006","Not Working","","","","","4"
"True entirely","2006","Full Time","","","","","1"
"True entirely","2006","Part Time","","","","","1"
"True entirely","2006","Not Working","","","","","1"
"Rather not true","2007","Full Time","","","","","3"
"Rather not true","2007","Part Time","","","","","3"
"Rather not true","2007","Not Working","","","","","3"
"Tends to agree","2007","Full Time","","","","","2"
"Tends to agree","2007","Part Time","","","","","2"
"Tends to agree","2007","Not Working","","","","","2"
"Totally disagree","2007","Full Time","","","","","4"
"Totally disagree","2007","Part Time","","","","","4"
"Totally disagree","2007","Not Working","","","","","4"
"True entirely","2007","Full Time","","","","","1"
"True entirely","2007","Part Time","","","","","1"
"True entirely","2007","Not Working","","","","","1"
"Rather not true","2008","Full Time","2375","0.321199557136474","0.310621382901568","0.331777731371379","3"
"Rather not true","2008","Part Time","1442","0.327375741205806","0.313530815235343","0.341220667176268","3"
"Rather not true","2008","Not Working","3037","0.418180411021783","0.406989450018418","0.429371372025148","3"
"Tends to agree","2008","Full Time","3962","0.532165769740985","0.520862042896329","0.543469496585641","2"
"Tends to agree","2008","Part Time","2186","0.48421043309764","0.469465782848946","0.498955083346333","2"
"Tends to agree","2008","Not Working","2959","0.384249791806724","0.373214076854361","0.395285506759087","2"
"Totally disagree","2008","Full Time","299","0.0450721110635811","0.0403721806575574","0.0497720414696048","4"
"Totally disagree","2008","Part Time","233","0.0631364529647774","0.0559608336943072","0.0703120722352475","4"
"Totally disagree","2008","Not Working","781","0.109145450092111","0.102070920142323","0.116219980041898","4"
"True entirely","2008","Full Time","849","0.101562562058961","0.0947193037554676","0.108405820362453","1"
"True entirely","2008","Part Time","552","0.125277372731777","0.11551056527151","0.135044180192045","1"
"True entirely","2008","Not Working","686","0.0884243470793825","0.0819830451068511","0.094865649051914","1"
"Rather not true","2009","Full Time","","","","","3"
"Rather not true","2009","Part Time","","","","","3"
"Rather not true","2009","Not Working","","","","","3"
"Tends to agree","2009","Full Time","","","","","2"
"Tends to agree","2009","Part Time","","","","","2"
"Tends to agree","2009","Not Working","","","","","2"
"Totally disagree","2009","Full Time","","","","","4"
"Totally disagree","2009","Part Time","","","","","4"
"Totally disagree","2009","Not Working","","","","","4"
"True entirely","2009","Full Time","","","","","1"
"True entirely","2009","Part Time","","","","","1"
"True entirely","2009","Not Working","","","","","1"
"Rather not true","2010","Full Time","","","","","3"
"Rather not true","2010","Part Time","","","","","3"
"Rather not true","2010","Not Working","","","","","3"
"Tends to agree","2010","Full Time","","","","","2"
"Tends to agree","2010","Part Time","","","","","2"
"Tends to agree","2010","Not Working","","","","","2"
"Totally disagree","2010","Full Time","","","","","4"
"Totally disagree","2010","Part Time","","","","","4"
"Totally disagree","2010","Not Working","","","","","4"
"True entirely","2010","Full Time","","","","","1"
"True entirely","2010","Part Time","","","","","1"
"True entirely","2010","Not Working","","","","","1"
"Rather not true","2011","Full Time","","","","","3"
"Rather not true","2011","Part Time","","","","","3"
"Rather not true","2011","Not Working","","","","","3"
"Tends to agree","2011","Full Time","","","","","2"
"Tends to agree","2011","Part Time","","","","","2"
"Tends to agree","2011","Not Working","","","","","2"
"Totally disagree","2011","Full Time","","","","","4"
"Totally disagree","2011","Part Time","","","","","4"
"Totally disagree","2011","Not Working","","","","","4"
"True entirely","2011","Full Time","","","","","1"
"True entirely","2011","Part Time","","","","","1"
"True entirely","2011","Not Working","","","","","1"
"Rather not true","2012","Full Time","","","","","3"
"Rather not true","2012","Part Time","","","","","3"
"Rather not true","2012","Not Working","","","","","3"
"Tends to agree","2012","Full Time","","","","","2"
"Tends to agree","2012","Part Time","","","","","2"
"Tends to agree","2012","Not Working","","","","","2"
"Totally disagree","2012","Full Time","","","","","4"
"Totally disagree","2012","Part Time","","","","","4"
"Totally disagree","2012","Not Working","","","","","4"
"True entirely","2012","Full Time","","","","","1"
"True entirely","2012","Part Time","","","","","1"
"True entirely","2012","Not Working","","","","","1"
"Rather not true","2013","Full Time","1185","0.180597967220028","0.171568245857503","0.189627688582554","3"
"Rather not true","2013","Part Time","903","0.210527223077356","0.198727990102302","0.22232645605241","3"
"Rather not true","2013","Not Working","2169","0.314856939029871","0.304226418884244","0.325487459175499","3"
"Tends to agree","2013","Full Time","4425","0.627159246124134","0.615808615127175","0.638509877121092","2"
"Tends to agree","2013","Part Time","2732","0.586849146539742","0.572598038531002","0.601100254548481","2"
"Tends to agree","2013","Not Working","3827","0.495323170896499","0.483879687242116","0.506766654550881","2"
"Totally disagree","2013","Full Time","131","0.0176254442081126","0.0145367281207289","0.0207141602954963","4"
"Totally disagree","2013","Part Time","125","0.0288513612246443","0.0240067707288789","0.0336959517204097","4"
"Totally disagree","2013","Not Working","376","0.0574928824214856","0.0521649757449139","0.0628207890980572","4"
"True entirely","2013","Full Time","1231","0.174617342447725","0.165706048722425","0.183528636173026","1"
"True entirely","2013","Part Time","826","0.173772269158258","0.162805689803331","0.184738848513186","1"
"True entirely","2013","Not Working","961","0.132327007652145","0.124571512437563","0.140082502866726","1"
"Rather not true","2014","Full Time","","","","","3"
"Rather not true","2014","Part Time","","","","","3"
"Rather not true","2014","Not Working","","","","","3"
"Tends to agree","2014","Full Time","","","","","2"
"Tends to agree","2014","Part Time","","","","","2"
"Tends to agree","2014","Not Working","","","","","2"
"Totally disagree","2014","Full Time","","","","","4"
"Totally disagree","2014","Part Time","","","","","4"
"Totally disagree","2014","Not Working","","","","","4"
"True entirely","2014","Full Time","","","","","1"
"True entirely","2014","Part Time","","","","","1"
"True entirely","2014","Not Working","","","","","1"
"Rather not true","2015","Full Time","","","","","3"
"Rather not true","2015","Part Time","","","","","3"
"Rather not true","2015","Not Working","","","","","3"
"Tends to agree","2015","Full Time","","","","","2"
"Tends to agree","2015","Part Time","","","","","2"
"Tends to agree","2015","Not Working","","","","","2"
"Totally disagree","2015","Full Time","","","","","4"
"Totally disagree","2015","Part Time","","","","","4"
"Totally disagree","2015","Not Working","","","","","4"
"True entirely","2015","Full Time","","","","","1"
"True entirely","2015","Part Time","","","","","1"
"True entirely","2015","Not Working","","","","","1"
"Rather not true","2016","Full Time","","","","","3"
"Rather not true","2016","Part Time","","","","","3"
"Rather not true","2016","Not Working","","","","","3"
"Tends to agree","2016","Full Time","","","","","2"
"Tends to agree","2016","Part Time","","","","","2"
"Tends to agree","2016","Not Working","","","","","2"
"Totally disagree","2016","Full Time","","","","","4"
"Totally disagree","2016","Part Time","","","","","4"
"Totally disagree","2016","Not Working","","","","","4"
"True entirely","2016","Full Time","","","","","1"
"True entirely","2016","Part Time","","","","","1"
"True entirely","2016","Not Working","","","","","1"
"Rather not true","2017","Full Time","","","","","3"
"Rather not true","2017","Part Time","","","","","3"
"Rather not true","2017","Not Working","","","","","3"
"Tends to agree","2017","Full Time","","","","","2"
"Tends to agree","2017","Part Time","","","","","2"
"Tends to agree","2017","Not Working","","","","","2"
"Totally disagree","2017","Full Time","","","","","4"
"Totally disagree","2017","Part Time","","","","","4"
"Totally disagree","2017","Not Working","","","","","4"
"True entirely","2017","Full Time","","","","","1"
"True entirely","2017","Part Time","","","","","1"
"True entirely","2017","Not Working","","","","","1"
"Rather not true","2018","Part Time","1683","0.236170638635232","0.22657875146291","0.245762525807554","3"
"Rather not true","2018","Full Time","2089","0.226136394166225","0.217896833176115","0.234375955156334","3"
"Rather not true","2018","Not Working","2654","0.34286042053505","0.33256846324562","0.35315237782448","3"
"Tends to agree","2018","Full Time","5592","0.557348505933093","0.547565303998611","0.567131707867575","2"
"Tends to agree","2018","Part Time","4214","0.548918471315846","0.537680850348512","0.560156092283181","2"
"Tends to agree","2018","Not Working","3807","0.455198505975455","0.444400836116303","0.465996175834607","2"
"Totally disagree","2018","Full Time","355","0.0339741470733493","0.0304058969794966","0.0375423971672021","4"
"Totally disagree","2018","Part Time","300","0.0415061455500529","0.0370016744590957","0.04601061664101","4"
"Totally disagree","2018","Not Working","574","0.0752672755620619","0.0695469374784162","0.0809876136457077","4"
"True entirely","2018","Full Time","1866","0.182540952827333","0.174932439793131","0.190149465861534","1"
"True entirely","2018","Part Time","1335","0.173404744498869","0.164854670422007","0.181954818575731","1"
"True entirely","2018","Not Working","1136","0.126673797927433","0.119462023623464","0.133885572231401","1"
