"plh0188","year","age_gr","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","286","0.171694654520674","0.153720440591106","0.189668868450243"
"True entirely","1990","35-65 y.","410","0.176741693666546","0.161166106756283","0.192317280576809"
"True entirely","1990","66 and older","93","0.213930375305925","0.175438277537487","0.252422473074363"
"Tends to agree","1990","16-34 y.","817","0.484542073921221","0.460722244605246","0.508361903237196"
"Tends to agree","1990","35-65 y.","967","0.418120969600085","0.397980287190185","0.438261652009984"
"Tends to agree","1990","66 and older","185","0.431453236319796","0.384963743553119","0.477942729086473"
"Rather not true","1990","16-34 y.","475","0.278941376170581","0.257565789433103","0.300316962908059"
"Rather not true","1990","35-65 y.","751","0.325103968256282","0.305977427676455","0.344230508836108"
"Rather not true","1990","66 and older","123","0.268687316281388","0.22707901532803","0.310295617234747"
"Totally disagree","1990","16-34 y.","113","0.0648218953875237","0.0530868623909645","0.0765569283840829"
"Totally disagree","1990","35-65 y.","176","0.0800333684770879","0.0689536573056647","0.0911130796485111"
"Totally disagree","1990","66 and older","35","0.0859290720928907","0.0596224639544369","0.112235680231344"
"True entirely","1991","16-34 y.","243","0.15873379601743","0.140500442585551","0.176967149449309"
"True entirely","1991","35-65 y.","335","0.146750790502453","0.132067395641672","0.161434185363233"
"True entirely","1991","66 and older","57","0.158939176539541","0.123330997843338","0.194547355235744"
"Tends to agree","1991","16-34 y.","701","0.453475914764314","0.428636183455921","0.478315646072706"
"Tends to agree","1991","35-65 y.","864","0.383688361262825","0.363509911250034","0.403866811275615"
"Tends to agree","1991","66 and older","167","0.389500884852186","0.342009227785999","0.436992541918373"
"Rather not true","1991","16-34 y.","478","0.30644040133094","0.283437636866315","0.329443165795565"
"Rather not true","1991","35-65 y.","779","0.353331864768073","0.333496945399275","0.373166784136872"
"Rather not true","1991","66 and older","136","0.335749668193149","0.289756400561714","0.381742935824584"
"Totally disagree","1991","16-34 y.","121","0.0813498878873155","0.0677097527340078","0.0949900230406232"
"Totally disagree","1991","35-65 y.","253","0.11622898346665","0.102929786964922","0.129528179968377"
"Totally disagree","1991","66 and older","45","0.115810270415123","0.0846452905778025","0.146975250252444"
"True entirely","1992","16-34 y.","686","0.173902094200749","0.162067097349927","0.185737091051571"
"True entirely","1992","35-65 y.","728","0.130567415588091","0.121769596445161","0.139365234731022"
"True entirely","1992","66 and older","151","0.10214733187186","0.0864180408152437","0.117876622928476"
"Tends to agree","1992","16-34 y.","2109","0.532219418333094","0.516639454940813","0.547799381725375"
"Tends to agree","1992","35-65 y.","2503","0.446711280429133","0.433729656090218","0.459692904768048"
"Tends to agree","1992","66 and older","564","0.37729016575227","0.352114921012333","0.402465410492206"
"Rather not true","1992","16-34 y.","980","0.247711082616173","0.234231854264659","0.261190310967687"
"Rather not true","1992","35-65 y.","1915","0.339296843574678","0.326933590188673","0.351660096960683"
"Rather not true","1992","66 and older","560","0.404968376916385","0.379472281509933","0.430464472322837"
"Totally disagree","1992","16-34 y.","165","0.0461674048499844","0.0396149537098771","0.0527198559900918"
