"plh0188","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","(0) in school","","","",""
"True entirely","1992","Full Time","(1a) inadequately completed","4","","",""
"True entirely","1992","Full Time","(1b) general elementary school","42","0.112181646995238","0.0790241732648796","0.145339120725596"
"True entirely","1992","Full Time","(1c) basic vocational qualification","274","0.144821448922844","0.12875897348274","0.160883924362947"
"True entirely","1992","Full Time","(2b) intermediate general qualification","38","0.165355473794655","0.110470707422558","0.220240240166752"
"True entirely","1992","Full Time","(2a) intermediate vocational","256","0.161076053626829","0.142692508345843","0.179459598907815"
"True entirely","1992","Full Time","(2c_gen) general maturity certificate","16","","",""
"True entirely","1992","Full Time","(2c_voc) vocational maturity certificate","37","0.155204474410272","0.108710352318882","0.201698596501662"
"True entirely","1992","Full Time","(3a) lower tertiary education","85","0.18731733131179","0.154709927171245","0.219924735452335"
"True entirely","1992","Full Time","(3b) higher tertiary education","83","0.198328074024536","0.162469606852391","0.234186541196682"
"True entirely","1992","Part Time","(0) in school","3","","",""
"True entirely","1992","Part Time","(1a) inadequately completed","5","","",""
"True entirely","1992","Part Time","(1b) general elementary school","25","","",""
"True entirely","1992","Part Time","(1c) basic vocational qualification","74","0.134527263546269","0.108315910105252","0.160738616987286"
"True entirely","1992","Part Time","(2b) intermediate general qualification","19","","",""
"True entirely","1992","Part Time","(2a) intermediate vocational","70","0.153620571311323","0.122746799844132","0.184494342778513"
"True entirely","1992","Part Time","(2c_gen) general maturity certificate","12","","",""
"True entirely","1992","Part Time","(2c_voc) vocational maturity certificate","16","","",""
"True entirely","1992","Part Time","(3a) lower tertiary education","15","","",""
"True entirely","1992","Part Time","(3b) higher tertiary education","20","","",""
"True entirely","1992","Not Working","(0) in school","24","","",""
"True entirely","1992","Not Working","(1a) inadequately completed","14","","",""
"True entirely","1992","Not Working","(1b) general elementary school","99","0.104830933135697","0.0846370788785116","0.125024787392882"
"True entirely","1992","Not Working","(1c) basic vocational qualification","147","0.104460398443468","0.0879792904287612","0.120941506458174"
"True entirely","1992","Not Working","(2b) intermediate general qualification","38","0.198975566318452","0.13999424281283","0.257956889824075"
"True entirely","1992","Not Working","(2a) intermediate vocational","53","0.115745746887774","0.0863500681598773","0.14514142561567"
"True entirely","1992","Not Working","(2c_gen) general maturity certificate","24","","",""
"True entirely","1992","Not Working","(2c_voc) vocational maturity certificate","13","","",""
"True entirely","1992","Not Working","(3a) lower tertiary education","16","","",""
"True entirely","1992","Not Working","(3b) higher tertiary education","14","","",""
"Tends to agree","1992","Full Time","(0) in school","","","",""
"Tends to agree","1992","Full Time","(1a) inadequately completed","18","","",""
"Tends to agree","1992","Full Time","(1b) general elementary school","161","0.477292169256172","0.424813824682394","0.52977051382995"
"Tends to agree","1992","Full Time","(1c) basic vocational qualification","876","0.485392529085776","0.462581114382385","0.508203943789166"
"Tends to agree","1992","Full Time","(2b) intermediate general qualification","91","0.536390597345116","0.462717580702919","0.610063613987312"
"Tends to agree","1992","Full Time","(2a) intermediate vocational","775","0.493955037130347","0.468952116308605","0.518957957952089"
"Tends to agree","1992","Full Time","(2c_gen) general maturity certificate","30","0.454853392715668","0.329892088425207","0.57981469700613"
"Tends to agree","1992","Full Time","(2c_voc) vocational maturity certificate","123","0.521327463935845","0.457185140410773","0.585469787460917"
"Tends to agree","1992","Full Time","(3a) lower tertiary education","270","0.48128575470285","0.439528461642961","0.523043047762738"
"Tends to agree","1992","Full Time","(3b) higher tertiary education","247","0.531264732594169","0.486388065522497","0.576141399665841"
"Tends to agree","1992","Part Time","(0) in school","11","","",""
"Tends to agree","1992","Part Time","(1a) inadequately completed","8","","",""
"Tends to agree","1992","Part Time","(1b) general elementary school","115","0.44520837860773","0.385927747269531","0.504489009945928"
"Tends to agree","1992","Part Time","(1c) basic vocational qualification","281","0.444963993247226","0.40678885572583","0.483139130768622"
"Tends to agree","1992","Part Time","(2b) intermediate general qualification","64","0.590241700441801","0.500746876015335","0.679736524868267"
"Tends to agree","1992","Part Time","(2a) intermediate vocational","260","0.499095415600718","0.456284773557415","0.541906057644021"
"Tends to agree","1992","Part Time","(2c_gen) general maturity certificate","50","0.541743817934288","0.437642098383514","0.645845537485063"
"Tends to agree","1992","Part Time","(2c_voc) vocational maturity certificate","46","0.526650597167491","0.423498266854234","0.629802927480749"
"Tends to agree","1992","Part Time","(3a) lower tertiary education","86","0.543722975597709","0.466545380332681","0.620900570862738"
"Tends to agree","1992","Part Time","(3b) higher tertiary education","85","0.497556728250007","0.419840028843745","0.575273427656268"
"Tends to agree","1992","Not Working","(0) in school","42","0.500347516836226","0.392780544632779","0.607914489039673"
"Tends to agree","1992","Not Working","(1a) inadequately completed","40","0.385614256803634","0.279615032455589","0.491613481151679"
"Tends to agree","1992","Not Working","(1b) general elementary school","349","0.367914716032252","0.336125239408601","0.399704192655904"
"Tends to agree","1992","Not Working","(1c) basic vocational qualification","536","0.392775412098035","0.366459708278791","0.419091115917279"
"Tends to agree","1992","Not Working","(2b) intermediate general qualification","80","0.459857744264049","0.386227271950138","0.53348821657796"
"Tends to agree","1992","Not Working","(2a) intermediate vocational","222","0.458480383400775","0.412696790757725","0.504263976043824"
"Tends to agree","1992","Not Working","(2c_gen) general maturity certificate","71","0.525105261452185","0.439263567576386","0.610946955327984"
"Tends to agree","1992","Not Working","(2c_voc) vocational maturity certificate","53","0.501583400984196","0.403091998804613","0.600074803163777"
