"pli0081","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","1999","16-34 y.","indirect migration background","","","",""
"Rarely","1999","35-65 y.","no migration background","","","",""
"Rarely","1999","35-65 y.","direct migration background","","","",""
"Rarely","1999","35-65 y.","indirect migration background","","","",""
"Rarely","1999","66 and older","no migration background","","","",""
"Rarely","1999","66 and older","direct migration background","","","",""
"Rarely","1999","66 and older","indirect migration background","","","",""
"Never","1999","16-34 y.","no migration background","","","",""
"Never","1999","16-34 y.","direct migration background","","","",""
"Never","1999","16-34 y.","indirect migration background","","","",""
"Never","1999","35-65 y.","no migration background","","","",""
"Never","1999","35-65 y.","direct migration background","","","",""
"Never","1999","35-65 y.","indirect migration background","","","",""
"Never","1999","66 and older","no migration background","","","",""
"Never","1999","66 and older","direct migration background","","","",""
"Never","1999","66 and older","indirect migration background","","","",""
"Daily","2000","16-34 y.","no migration background","","","",""
"Daily","2000","16-34 y.","direct migration background","","","",""
"Daily","2000","16-34 y.","indirect migration background","","","",""
"Daily","2000","35-65 y.","no migration background","","","",""
"Daily","2000","35-65 y.","direct migration background","","","",""
"Daily","2000","35-65 y.","indirect migration background","","","",""
"Daily","2000","66 and older","no migration background","","","",""
"Daily","2000","66 and older","direct migration background","","","",""
"Daily","2000","66 and older","indirect migration background","","","",""
"Min 1x per week","2000","16-34 y.","no migration background","","","",""
"Min 1x per week","2000","16-34 y.","direct migration background","","","",""
"Min 1x per week","2000","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2000","35-65 y.","no migration background","","","",""
"Min 1x per week","2000","35-65 y.","direct migration background","","","",""
"Min 1x per week","2000","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2000","66 and older","no migration background","","","",""
"Min 1x per week","2000","66 and older","direct migration background","","","",""
"Min 1x per week","2000","66 and older","indirect migration background","","","",""
"Min 1x per month","2000","16-34 y.","no migration background","","","",""
"Min 1x per month","2000","16-34 y.","direct migration background","","","",""
"Min 1x per month","2000","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2000","35-65 y.","no migration background","","","",""
"Min 1x per month","2000","35-65 y.","direct migration background","","","",""
"Min 1x per month","2000","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2000","66 and older","no migration background","","","",""
"Min 1x per month","2000","66 and older","direct migration background","","","",""
"Min 1x per month","2000","66 and older","indirect migration background","","","",""
"Rarely","2000","16-34 y.","no migration background","","","",""
"Rarely","2000","16-34 y.","direct migration background","","","",""
"Rarely","2000","16-34 y.","indirect migration background","","","",""
"Rarely","2000","35-65 y.","no migration background","","","",""
"Rarely","2000","35-65 y.","direct migration background","","","",""
"Rarely","2000","35-65 y.","indirect migration background","","","",""
"Rarely","2000","66 and older","no migration background","","","",""
"Rarely","2000","66 and older","direct migration background","","","",""
"Rarely","2000","66 and older","indirect migration background","","","",""
"Never","2000","16-34 y.","no migration background","","","",""
"Never","2000","16-34 y.","direct migration background","","","",""
"Never","2000","16-34 y.","indirect migration background","","","",""
"Never","2000","35-65 y.","no migration background","","","",""
"Never","2000","35-65 y.","direct migration background","","","",""
"Never","2000","35-65 y.","indirect migration background","","","",""
"Never","2000","66 and older","no migration background","","","",""
"Never","2000","66 and older","direct migration background","","","",""
"Never","2000","66 and older","indirect migration background","","","",""
"Daily","2001","16-34 y.","no migration background","","","",""
"Daily","2001","16-34 y.","direct migration background","","","",""
"Daily","2001","16-34 y.","indirect migration background","","","",""
"Daily","2001","35-65 y.","no migration background","","","",""
"Daily","2001","35-65 y.","direct migration background","","","",""
"Daily","2001","35-65 y.","indirect migration background","","","",""
"Daily","2001","66 and older","no migration background","","","",""
"Daily","2001","66 and older","direct migration background","","","",""
"Daily","2001","66 and older","indirect migration background","","","",""
"Min 1x per week","2001","16-34 y.","no migration background","","","",""
"Min 1x per week","2001","16-34 y.","direct migration background","","","",""
"Min 1x per week","2001","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2001","35-65 y.","no migration background","","","",""
"Min 1x per week","2001","35-65 y.","direct migration background","","","",""
"Min 1x per week","2001","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2001","66 and older","no migration background","","","",""
"Min 1x per week","2001","66 and older","direct migration background","","","",""
"Min 1x per week","2001","66 and older","indirect migration background","","","",""
"Min 1x per month","2001","16-34 y.","no migration background","","","",""
"Min 1x per month","2001","16-34 y.","direct migration background","","","",""
"Min 1x per month","2001","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2001","35-65 y.","no migration background","","","",""
"Min 1x per month","2001","35-65 y.","direct migration background","","","",""
"Min 1x per month","2001","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2001","66 and older","no migration background","","","",""
"Min 1x per month","2001","66 and older","direct migration background","","","",""
"Min 1x per month","2001","66 and older","indirect migration background","","","",""
"Rarely","2001","16-34 y.","no migration background","","","",""
"Rarely","2001","16-34 y.","direct migration background","","","",""
"Rarely","2001","16-34 y.","indirect migration background","","","",""
"Rarely","2001","35-65 y.","no migration background","","","",""
"Rarely","2001","35-65 y.","direct migration background","","","",""
"Rarely","2001","35-65 y.","indirect migration background","","","",""
"Rarely","2001","66 and older","no migration background","","","",""
"Rarely","2001","66 and older","direct migration background","","","",""
"Rarely","2001","66 and older","indirect migration background","","","",""
"Never","2001","16-34 y.","no migration background","","","",""
"Never","2001","16-34 y.","direct migration background","","","",""
"Never","2001","16-34 y.","indirect migration background","","","",""
"Never","2001","35-65 y.","no migration background","","","",""
"Never","2001","35-65 y.","direct migration background","","","",""
"Never","2001","35-65 y.","indirect migration background","","","",""
"Never","2001","66 and older","no migration background","","","",""
"Never","2001","66 and older","direct migration background","","","",""
"Never","2001","66 and older","indirect migration background","","","",""
"Daily","2002","16-34 y.","no migration background","","","",""
"Daily","2002","16-34 y.","direct migration background","","","",""
"Daily","2002","16-34 y.","indirect migration background","","","",""
"Daily","2002","35-65 y.","no migration background","","","",""
"Daily","2002","35-65 y.","direct migration background","","","",""
"Daily","2002","35-65 y.","indirect migration background","","","",""
"Daily","2002","66 and older","no migration background","","","",""
"Daily","2002","66 and older","direct migration background","","","",""
"Daily","2002","66 and older","indirect migration background","","","",""
"Min 1x per week","2002","16-34 y.","no migration background","","","",""
"Min 1x per week","2002","16-34 y.","direct migration background","","","",""
"Min 1x per week","2002","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2002","35-65 y.","no migration background","","","",""
"Min 1x per week","2002","35-65 y.","direct migration background","","","",""
"Min 1x per week","2002","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2002","66 and older","no migration background","","","",""
"Min 1x per week","2002","66 and older","direct migration background","","","",""
"Min 1x per week","2002","66 and older","indirect migration background","","","",""
"Min 1x per month","2002","16-34 y.","no migration background","","","",""
"Min 1x per month","2002","16-34 y.","direct migration background","","","",""
"Min 1x per month","2002","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2002","35-65 y.","no migration background","","","",""
"Min 1x per month","2002","35-65 y.","direct migration background","","","",""
"Min 1x per month","2002","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2002","66 and older","no migration background","","","",""
"Min 1x per month","2002","66 and older","direct migration background","","","",""
"Min 1x per month","2002","66 and older","indirect migration background","","","",""
"Rarely","2002","16-34 y.","no migration background","","","",""
"Rarely","2002","16-34 y.","direct migration background","","","",""
"Rarely","2002","16-34 y.","indirect migration background","","","",""
"Rarely","2002","35-65 y.","no migration background","","","",""
"Rarely","2002","35-65 y.","direct migration background","","","",""
"Rarely","2002","35-65 y.","indirect migration background","","","",""
"Rarely","2002","66 and older","no migration background","","","",""
"Rarely","2002","66 and older","direct migration background","","","",""
"Rarely","2002","66 and older","indirect migration background","","","",""
"Never","2002","16-34 y.","no migration background","","","",""
"Never","2002","16-34 y.","direct migration background","","","",""
"Never","2002","16-34 y.","indirect migration background","","","",""
"Never","2002","35-65 y.","no migration background","","","",""
"Never","2002","35-65 y.","direct migration background","","","",""
"Never","2002","35-65 y.","indirect migration background","","","",""
"Never","2002","66 and older","no migration background","","","",""
"Never","2002","66 and older","direct migration background","","","",""
"Never","2002","66 and older","indirect migration background","","","",""
"Daily","2003","16-34 y.","no migration background","314","0.0692845280301986","0.0619003302430234","0.0766687258173737"
"Daily","2003","16-34 y.","direct migration background","62","0.0646880628076872","0.0461182103069266","0.0832579153084478"
"Daily","2003","16-34 y.","indirect migration background","68","0.107533115079195","0.0834569838456032","0.131609246312787"
"Daily","2003","35-65 y.","no migration background","667","0.0633791247246942","0.0588062396044302","0.0679520098449581"
"Daily","2003","35-65 y.","direct migration background","130","0.0570200053326514","0.0456295410713001","0.0684104695940027"
"Daily","2003","35-65 y.","indirect migration background","8","","",""
"Daily","2003","66 and older","no migration background","302","0.0964738758833708","0.0864113684540597","0.106536383312682"
"Daily","2003","66 and older","direct migration background","48","0.1128212247396","0.0800945527764753","0.145547896702724"
"Daily","2003","66 and older","indirect migration background","","","",""
"Min 1x per week","2003","16-34 y.","no migration background","1840","0.395898702437459","0.381677914962939","0.410119489911979"
"Min 1x per week","2003","16-34 y.","direct migration background","351","0.485997682786615","0.448264991666014","0.523730373907216"
"Min 1x per week","2003","16-34 y.","indirect migration background","321","0.457426571188432","0.418708876738511","0.496144265638352"
"Min 1x per week","2003","35-65 y.","no migration background","4011","0.370802691529087","0.361737017002376","0.379868366055798"
"Min 1x per week","2003","35-65 y.","direct migration background","695","0.406645663331913","0.382516531718178","0.430774794945648"
"Min 1x per week","2003","35-65 y.","indirect migration background","62","0.398720222457612","0.316730344910673","0.480710100004551"
"Min 1x per week","2003","66 and older","no migration background","1319","0.403146465598699","0.386428004195987","0.419864927001411"
"Min 1x per week","2003","66 and older","direct migration background","164","0.438668362418687","0.387337473679661","0.489999251157713"
"Min 1x per week","2003","66 and older","indirect migration background","2","","",""
"Min 1x per month","2003","16-34 y.","no migration background","1485","0.326676778162564","0.313038873475901","0.340314682849228"
"Min 1x per month","2003","16-34 y.","direct migration background","125","0.212494474603189","0.181611525304031","0.243377423902347"
"Min 1x per month","2003","16-34 y.","indirect migration background","118","0.17265249436598","0.143279383621247","0.202025605110712"
"Min 1x per month","2003","35-65 y.","no migration background","3646","0.318615586560136","0.309870484903021","0.327360688217251"
"Min 1x per month","2003","35-65 y.","direct migration background","384","0.241886238638613","0.22085090861915","0.262921568658075"
"Min 1x per month","2003","35-65 y.","indirect migration background","39","0.367669164192401","0.286929192692355","0.448409135692447"
"Min 1x per month","2003","66 and older","no migration background","975","0.274103088450944","0.258900223684209","0.289305953217679"
"Min 1x per month","2003","66 and older","direct migration background","74","0.210544380938816","0.168371181031196","0.252717580846436"
"Min 1x per month","2003","66 and older","indirect migration background","2","","",""
"Rarely","2003","16-34 y.","no migration background","853","0.195254204657947","0.183727470471689","0.206780938844205"
"Rarely","2003","16-34 y.","direct migration background","109","0.18306293302061","0.153867652545865","0.212258213495356"
"Rarely","2003","16-34 y.","indirect migration background","111","0.200638197899484","0.169514009312443","0.231762386486526"
"Rarely","2003","35-65 y.","no migration background","2375","0.221873112234398","0.214074581197588","0.229671643271207"
"Rarely","2003","35-65 y.","direct migration background","305","0.23230248701151","0.211558197933351","0.253046776089669"
"Rarely","2003","35-65 y.","indirect migration background","25","","",""
"Rarely","2003","66 and older","no migration background","572","0.17861294229886","0.165558407998317","0.191667476599403"
"Rarely","2003","66 and older","direct migration background","54","0.1767093795327","0.13725390677073","0.216164852294671"
"Rarely","2003","66 and older","indirect migration background","8","","",""
"Never","2003","16-34 y.","no migration background","51","0.012885786711832","0.00960622434265787","0.0161653490810061"
"Never","2003","16-34 y.","direct migration background","27","","",""
"Never","2003","16-34 y.","indirect migration background","18","","",""
"Never","2003","35-65 y.","no migration background","206","0.0253294849516853","0.0223804674518921","0.0282785024514784"
"Never","2003","35-65 y.","direct migration background","78","0.0621456056853133","0.0502865671387722","0.0740046442318544"
"Never","2003","35-65 y.","indirect migration background","3","","",""
"Never","2003","66 and older","no migration background","139","0.047663627768126","0.0404022383760184","0.0549250171602336"
"Never","2003","66 and older","direct migration background","19","","",""
"Never","2003","66 and older","indirect migration background","1","","",""
"Daily","2004","16-34 y.","no migration background","","","",""
"Daily","2004","16-34 y.","direct migration background","","","",""
"Daily","2004","16-34 y.","indirect migration background","","","",""
"Daily","2004","35-65 y.","no migration background","","","",""
"Daily","2004","35-65 y.","direct migration background","","","",""
"Daily","2004","35-65 y.","indirect migration background","","","",""
"Daily","2004","66 and older","no migration background","","","",""
"Daily","2004","66 and older","direct migration background","","","",""
"Daily","2004","66 and older","indirect migration background","","","",""
"Min 1x per week","2004","16-34 y.","no migration background","","","",""
"Min 1x per week","2004","16-34 y.","direct migration background","","","",""
"Min 1x per week","2004","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2004","35-65 y.","no migration background","","","",""
"Min 1x per week","2004","35-65 y.","direct migration background","","","",""
"Min 1x per week","2004","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2004","66 and older","no migration background","","","",""
"Min 1x per week","2004","66 and older","direct migration background","","","",""
"Min 1x per week","2004","66 and older","indirect migration background","","","",""
"Min 1x per month","2004","16-34 y.","no migration background","","","",""
"Min 1x per month","2004","16-34 y.","direct migration background","","","",""
"Min 1x per month","2004","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2004","35-65 y.","no migration background","","","",""
"Min 1x per month","2004","35-65 y.","direct migration background","","","",""
"Min 1x per month","2004","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2004","66 and older","no migration background","","","",""
"Min 1x per month","2004","66 and older","direct migration background","","","",""
"Min 1x per month","2004","66 and older","indirect migration background","","","",""
"Rarely","2004","16-34 y.","no migration background","","","",""
"Rarely","2004","16-34 y.","direct migration background","","","",""
"Rarely","2004","16-34 y.","indirect migration background","","","",""
"Rarely","2004","35-65 y.","no migration background","","","",""
"Rarely","2004","35-65 y.","direct migration background","","","",""
"Rarely","2004","35-65 y.","indirect migration background","","","",""
"Rarely","2004","66 and older","no migration background","","","",""
"Rarely","2004","66 and older","direct migration background","","","",""
"Rarely","2004","66 and older","indirect migration background","","","",""
"Never","2004","16-34 y.","no migration background","","","",""
"Never","2004","16-34 y.","direct migration background","","","",""
"Never","2004","16-34 y.","indirect migration background","","","",""
"Never","2004","35-65 y.","no migration background","","","",""
"Never","2004","35-65 y.","direct migration background","","","",""
"Never","2004","35-65 y.","indirect migration background","","","",""
"Never","2004","66 and older","no migration background","","","",""
"Never","2004","66 and older","direct migration background","","","",""
"Never","2004","66 and older","indirect migration background","","","",""
"Daily","2005","16-34 y.","no migration background","","","",""
"Daily","2005","16-34 y.","direct migration background","","","",""
"Daily","2005","16-34 y.","indirect migration background","","","",""
"Daily","2005","35-65 y.","no migration background","","","",""
"Daily","2005","35-65 y.","direct migration background","","","",""
"Daily","2005","35-65 y.","indirect migration background","","","",""
"Daily","2005","66 and older","no migration background","","","",""
"Daily","2005","66 and older","direct migration background","","","",""
"Daily","2005","66 and older","indirect migration background","","","",""
"Min 1x per week","2005","16-34 y.","no migration background","","","",""
"Min 1x per week","2005","16-34 y.","direct migration background","","","",""
"Min 1x per week","2005","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2005","35-65 y.","no migration background","","","",""
"Min 1x per week","2005","35-65 y.","direct migration background","","","",""
"Min 1x per week","2005","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2005","66 and older","no migration background","","","",""
"Min 1x per week","2005","66 and older","direct migration background","","","",""
"Min 1x per week","2005","66 and older","indirect migration background","","","",""
"Min 1x per month","2005","16-34 y.","no migration background","","","",""
"Min 1x per month","2005","16-34 y.","direct migration background","","","",""
"Min 1x per month","2005","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2005","35-65 y.","no migration background","","","",""
"Min 1x per month","2005","35-65 y.","direct migration background","","","",""
"Min 1x per month","2005","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2005","66 and older","no migration background","","","",""
"Min 1x per month","2005","66 and older","direct migration background","","","",""
"Min 1x per month","2005","66 and older","indirect migration background","","","",""
"Rarely","2005","16-34 y.","no migration background","","","",""
"Rarely","2005","16-34 y.","direct migration background","","","",""
"Rarely","2005","16-34 y.","indirect migration background","","","",""
"Rarely","2005","35-65 y.","no migration background","","","",""
"Rarely","2005","35-65 y.","direct migration background","","","",""
"Rarely","2005","35-65 y.","indirect migration background","","","",""
"Rarely","2005","66 and older","no migration background","","","",""
"Rarely","2005","66 and older","direct migration background","","","",""
"Rarely","2005","66 and older","indirect migration background","","","",""
"Never","2005","16-34 y.","no migration background","","","",""
"Never","2005","16-34 y.","direct migration background","","","",""
"Never","2005","16-34 y.","indirect migration background","","","",""
"Never","2005","35-65 y.","no migration background","","","",""
"Never","2005","35-65 y.","direct migration background","","","",""
"Never","2005","35-65 y.","indirect migration background","","","",""
"Never","2005","66 and older","no migration background","","","",""
"Never","2005","66 and older","direct migration background","","","",""
"Never","2005","66 and older","indirect migration background","","","",""
"Daily","2006","16-34 y.","no migration background","","","",""
"Daily","2006","16-34 y.","direct migration background","","","",""
"Daily","2006","16-34 y.","indirect migration background","","","",""
"Daily","2006","35-65 y.","no migration background","","","",""
"Daily","2006","35-65 y.","direct migration background","","","",""
"Daily","2006","35-65 y.","indirect migration background","","","",""
"Daily","2006","66 and older","no migration background","","","",""
"Daily","2006","66 and older","direct migration background","","","",""
"Daily","2006","66 and older","indirect migration background","","","",""
"Min 1x per week","2006","16-34 y.","no migration background","","","",""
"Min 1x per week","2006","16-34 y.","direct migration background","","","",""
"Min 1x per week","2006","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2006","35-65 y.","no migration background","","","",""
"Min 1x per week","2006","35-65 y.","direct migration background","","","",""
"Min 1x per week","2006","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2006","66 and older","no migration background","","","",""
"Min 1x per week","2006","66 and older","direct migration background","","","",""
"Min 1x per week","2006","66 and older","indirect migration background","","","",""
"Min 1x per month","2006","16-34 y.","no migration background","","","",""
"Min 1x per month","2006","16-34 y.","direct migration background","","","",""
"Min 1x per month","2006","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2006","35-65 y.","no migration background","","","",""
"Min 1x per month","2006","35-65 y.","direct migration background","","","",""
"Min 1x per month","2006","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2006","66 and older","no migration background","","","",""
"Min 1x per month","2006","66 and older","direct migration background","","","",""
"Min 1x per month","2006","66 and older","indirect migration background","","","",""
"Rarely","2006","16-34 y.","no migration background","","","",""
"Rarely","2006","16-34 y.","direct migration background","","","",""
"Rarely","2006","16-34 y.","indirect migration background","","","",""
"Rarely","2006","35-65 y.","no migration background","","","",""
"Rarely","2006","35-65 y.","direct migration background","","","",""
"Rarely","2006","35-65 y.","indirect migration background","","","",""
"Rarely","2006","66 and older","no migration background","","","",""
"Rarely","2006","66 and older","direct migration background","","","",""
"Rarely","2006","66 and older","indirect migration background","","","",""
"Never","2006","16-34 y.","no migration background","","","",""
"Never","2006","16-34 y.","direct migration background","","","",""
"Never","2006","16-34 y.","indirect migration background","","","",""
"Never","2006","35-65 y.","no migration background","","","",""
"Never","2006","35-65 y.","direct migration background","","","",""
"Never","2006","35-65 y.","indirect migration background","","","",""
"Never","2006","66 and older","no migration background","","","",""
"Never","2006","66 and older","direct migration background","","","",""
"Never","2006","66 and older","indirect migration background","","","",""
"Daily","2007","16-34 y.","no migration background","","","",""
"Daily","2007","16-34 y.","direct migration background","","","",""
"Daily","2007","16-34 y.","indirect migration background","","","",""
"Daily","2007","35-65 y.","no migration background","","","",""
"Daily","2007","35-65 y.","direct migration background","","","",""
"Daily","2007","35-65 y.","indirect migration background","","","",""
"Daily","2007","66 and older","no migration background","","","",""
"Daily","2007","66 and older","direct migration background","","","",""
"Daily","2007","66 and older","indirect migration background","","","",""
"Min 1x per week","2007","16-34 y.","no migration background","","","",""
"Min 1x per week","2007","16-34 y.","direct migration background","","","",""
"Min 1x per week","2007","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2007","35-65 y.","no migration background","","","",""
"Min 1x per week","2007","35-65 y.","direct migration background","","","",""
"Min 1x per week","2007","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2007","66 and older","no migration background","","","",""
"Min 1x per week","2007","66 and older","direct migration background","","","",""
"Min 1x per week","2007","66 and older","indirect migration background","","","",""
"Min 1x per month","2007","16-34 y.","no migration background","","","",""
"Min 1x per month","2007","16-34 y.","direct migration background","","","",""
"Min 1x per month","2007","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2007","35-65 y.","no migration background","","","",""
"Min 1x per month","2007","35-65 y.","direct migration background","","","",""
"Min 1x per month","2007","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2007","66 and older","no migration background","","","",""
"Min 1x per month","2007","66 and older","direct migration background","","","",""
"Min 1x per month","2007","66 and older","indirect migration background","","","",""
"Rarely","2007","16-34 y.","no migration background","","","",""
"Rarely","2007","16-34 y.","direct migration background","","","",""
"Rarely","2007","16-34 y.","indirect migration background","","","",""
"Rarely","2007","35-65 y.","no migration background","","","",""
"Rarely","2007","35-65 y.","direct migration background","","","",""
"Rarely","2007","35-65 y.","indirect migration background","","","",""
"Rarely","2007","66 and older","no migration background","","","",""
"Rarely","2007","66 and older","direct migration background","","","",""
"Rarely","2007","66 and older","indirect migration background","","","",""
"Never","2007","16-34 y.","no migration background","","","",""
"Never","2007","16-34 y.","direct migration background","","","",""
"Never","2007","16-34 y.","indirect migration background","","","",""
"Never","2007","35-65 y.","no migration background","","","",""
"Never","2007","35-65 y.","direct migration background","","","",""
"Never","2007","35-65 y.","indirect migration background","","","",""
"Never","2007","66 and older","no migration background","","","",""
"Never","2007","66 and older","direct migration background","","","",""
"Never","2007","66 and older","indirect migration background","","","",""
"Daily","2008","16-34 y.","no migration background","285","0.0798336245648046","0.07075924079887","0.0889080083307392"
"Daily","2008","16-34 y.","direct migration background","33","0.0691306540050139","0.0432826551220514","0.0949786528879764"
"Daily","2008","16-34 y.","indirect migration background","49","0.0906953140328758","0.0669738749360071","0.114416753129745"
"Daily","2008","35-65 y.","no migration background","635","0.0642024874311989","0.0592189583957532","0.0691860164666446"
"Daily","2008","35-65 y.","direct migration background","110","0.0778196167716312","0.0624367381940766","0.0932024953491857"
"Daily","2008","35-65 y.","indirect migration background","16","","",""
"Daily","2008","66 and older","no migration background","378","0.0986465628062038","0.0893522283416588","0.107940897270749"
"Daily","2008","66 and older","direct migration background","54","0.120999608690993","0.0879475277948263","0.15405168958716"
"Daily","2008","66 and older","indirect migration background","","","",""
"Min 1x per week","2008","16-34 y.","no migration background","1311","0.363914679270627","0.347806423660325","0.380022934880929"
"Min 1x per week","2008","16-34 y.","direct migration background","196","0.548925146632058","0.498222795267477","0.599627497996639"
"Min 1x per week","2008","16-34 y.","indirect migration background","263","0.438358885547746","0.397372629684069","0.479345141411423"
"Min 1x per week","2008","35-65 y.","no migration background","3309","0.352230478569098","0.34251881020027","0.361942146937927"
"Min 1x per week","2008","35-65 y.","direct migration background","513","0.403175682632373","0.375007712711581","0.431343652553165"
"Min 1x per week","2008","35-65 y.","indirect migration background","88","0.427983079282967","0.357996427969687","0.497969730596248"
"Min 1x per week","2008","66 and older","no migration background","1536","0.372665921662817","0.357595026842579","0.387736816483054"
"Min 1x per week","2008","66 and older","direct migration background","145","0.391236538022481","0.34177629082047","0.440696785224492"
"Min 1x per week","2008","66 and older","indirect migration background","1","","",""
"Min 1x per month","2008","16-34 y.","no migration background","1114","0.33635427787913","0.320536055883024","0.352172499875237"
"Min 1x per month","2008","16-34 y.","direct migration background","81","0.226239433065331","0.183607534155416","0.268871331975245"
"Min 1x per month","2008","16-34 y.","indirect migration background","135","0.255136725807479","0.219127095443148","0.291146356171809"
"Min 1x per month","2008","35-65 y.","no migration background","3015","0.311847846684456","0.302429303490296","0.321266389878615"
"Min 1x per month","2008","35-65 y.","direct migration background","288","0.247861873514621","0.223068318957941","0.2726554280713"
"Min 1x per month","2008","35-65 y.","indirect migration background","52","0.32921379535315","0.262743355806455","0.395684234899846"
"Min 1x per month","2008","66 and older","no migration background","1145","0.277111451543677","0.263160858575271","0.291062044512082"
"Min 1x per month","2008","66 and older","direct migration background","80","0.206914930235678","0.165859737862924","0.247970122608432"
"Min 1x per month","2008","66 and older","indirect migration background","3","","",""
"Rarely","2008","16-34 y.","no migration background","678","0.206766255241127","0.19320713660853","0.220325373873724"
"Rarely","2008","16-34 y.","direct migration background","52","0.125905256106008","0.092102787840074","0.159707724371942"
"Rarely","2008","16-34 y.","indirect migration background","103","0.192748176905029","0.160164990697491","0.225331363112567"
"Rarely","2008","35-65 y.","no migration background","2161","0.248319157236867","0.239535164332761","0.257103150140973"
"Rarely","2008","35-65 y.","direct migration background","207","0.221277190405775","0.197440557923683","0.245113822887867"
"Rarely","2008","35-65 y.","indirect migration background","35","0.175862643953817","0.122012846296009","0.229712441611625"
"Rarely","2008","66 and older","no migration background","770","0.207898866757636","0.195250159630997","0.220547573884275"
"Rarely","2008","66 and older","direct migration background","77","0.217986820161449","0.176142699635836","0.259830940687061"
"Rarely","2008","66 and older","indirect migration background","5","","",""
"Never","2008","16-34 y.","no migration background","39","0.0131311630443107","0.00931986990321257","0.0169424561854088"
"Never","2008","16-34 y.","direct migration background","8","","",""
"Never","2008","16-34 y.","indirect migration background","13","","",""
"Never","2008","35-65 y.","no migration background","173","0.0234000300783798","0.0203265055487048","0.0264735546080548"
"Never","2008","35-65 y.","direct migration background","47","0.0498656366756003","0.037366548689257","0.0623647246619436"
"Never","2008","35-65 y.","indirect migration background","1","","",""
"Never","2008","66 and older","no migration background","125","0.0436771972296666","0.0373069044194266","0.0500474900399065"
"Never","2008","66 and older","direct migration background","18","","",""
"Never","2008","66 and older","indirect migration background","2","","",""
"Daily","2009","16-34 y.","no migration background","","","",""
"Daily","2009","16-34 y.","direct migration background","","","",""
"Daily","2009","16-34 y.","indirect migration background","","","",""
"Daily","2009","35-65 y.","no migration background","","","",""
"Daily","2009","35-65 y.","direct migration background","","","",""
"Daily","2009","35-65 y.","indirect migration background","","","",""
"Daily","2009","66 and older","no migration background","","","",""
"Daily","2009","66 and older","direct migration background","","","",""
"Daily","2009","66 and older","indirect migration background","","","",""
"Min 1x per week","2009","16-34 y.","no migration background","","","",""
"Min 1x per week","2009","16-34 y.","direct migration background","","","",""
"Min 1x per week","2009","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2009","35-65 y.","no migration background","","","",""
"Min 1x per week","2009","35-65 y.","direct migration background","","","",""
"Min 1x per week","2009","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2009","66 and older","no migration background","","","",""
"Min 1x per week","2009","66 and older","direct migration background","","","",""
"Min 1x per week","2009","66 and older","indirect migration background","","","",""
"Min 1x per month","2009","16-34 y.","no migration background","","","",""
"Min 1x per month","2009","16-34 y.","direct migration background","","","",""
"Min 1x per month","2009","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2009","35-65 y.","no migration background","","","",""
"Min 1x per month","2009","35-65 y.","direct migration background","","","",""
"Min 1x per month","2009","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2009","66 and older","no migration background","","","",""
"Min 1x per month","2009","66 and older","direct migration background","","","",""
"Min 1x per month","2009","66 and older","indirect migration background","","","",""
"Rarely","2009","16-34 y.","no migration background","","","",""
"Rarely","2009","16-34 y.","direct migration background","","","",""
"Rarely","2009","16-34 y.","indirect migration background","","","",""
"Rarely","2009","35-65 y.","no migration background","","","",""
"Rarely","2009","35-65 y.","direct migration background","","","",""
"Rarely","2009","35-65 y.","indirect migration background","","","",""
"Rarely","2009","66 and older","no migration background","","","",""
"Rarely","2009","66 and older","direct migration background","","","",""
"Rarely","2009","66 and older","indirect migration background","","","",""
"Never","2009","16-34 y.","no migration background","","","",""
"Never","2009","16-34 y.","direct migration background","","","",""
