"pli0081","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1993","35-65 y.","indirect migration background","","","",""
"Min 1x per month","1993","66 and older","no migration background","","","",""
"Min 1x per month","1993","66 and older","direct migration background","","","",""
"Min 1x per month","1993","66 and older","indirect migration background","","","",""
"Rarely","1993","16-34 y.","no migration background","","","",""
"Rarely","1993","16-34 y.","direct migration background","","","",""
"Rarely","1993","16-34 y.","indirect migration background","","","",""
"Rarely","1993","35-65 y.","no migration background","","","",""
"Rarely","1993","35-65 y.","direct migration background","","","",""
"Rarely","1993","35-65 y.","indirect migration background","","","",""
"Rarely","1993","66 and older","no migration background","","","",""
"Rarely","1993","66 and older","direct migration background","","","",""
"Rarely","1993","66 and older","indirect migration background","","","",""
"Never","1993","16-34 y.","no migration background","","","",""
"Never","1993","16-34 y.","direct migration background","","","",""
"Never","1993","16-34 y.","indirect migration background","","","",""
"Never","1993","35-65 y.","no migration background","","","",""
"Never","1993","35-65 y.","direct migration background","","","",""
"Never","1993","35-65 y.","indirect migration background","","","",""
"Never","1993","66 and older","no migration background","","","",""
"Never","1993","66 and older","direct migration background","","","",""
"Never","1993","66 and older","indirect migration background","","","",""
"Daily","1994","16-34 y.","no migration background","","","",""
"Daily","1994","16-34 y.","direct migration background","","","",""
"Daily","1994","16-34 y.","indirect migration background","","","",""
"Daily","1994","35-65 y.","no migration background","","","",""
"Daily","1994","35-65 y.","direct migration background","","","",""
"Daily","1994","35-65 y.","indirect migration background","","","",""
"Daily","1994","66 and older","no migration background","","","",""
"Daily","1994","66 and older","direct migration background","","","",""
"Daily","1994","66 and older","indirect migration background","","","",""
"Min 1x per week","1994","16-34 y.","no migration background","","","",""
"Min 1x per week","1994","16-34 y.","direct migration background","","","",""
"Min 1x per week","1994","16-34 y.","indirect migration background","","","",""
"Min 1x per week","1994","35-65 y.","no migration background","","","",""
"Min 1x per week","1994","35-65 y.","direct migration background","","","",""
"Min 1x per week","1994","35-65 y.","indirect migration background","","","",""
"Min 1x per week","1994","66 and older","no migration background","","","",""
"Min 1x per week","1994","66 and older","direct migration background","","","",""
"Min 1x per week","1994","66 and older","indirect migration background","","","",""
"Min 1x per month","1994","16-34 y.","no migration background","","","",""
"Min 1x per month","1994","16-34 y.","direct migration background","","","",""
"Min 1x per month","1994","16-34 y.","indirect migration background","","","",""
"Min 1x per month","1994","35-65 y.","no migration background","","","",""
"Min 1x per month","1994","35-65 y.","direct migration background","","","",""
"Min 1x per month","1994","35-65 y.","indirect migration background","","","",""
"Min 1x per month","1994","66 and older","no migration background","","","",""
"Min 1x per month","1994","66 and older","direct migration background","","","",""
"Min 1x per month","1994","66 and older","indirect migration background","","","",""
"Rarely","1994","16-34 y.","no migration background","","","",""
"Rarely","1994","16-34 y.","direct migration background","","","",""
"Rarely","1994","16-34 y.","indirect migration background","","","",""
"Rarely","1994","35-65 y.","no migration background","","","",""
"Rarely","1994","35-65 y.","direct migration background","","","",""
"Rarely","1994","35-65 y.","indirect migration background","","","",""
"Rarely","1994","66 and older","no migration background","","","",""
"Rarely","1994","66 and older","direct migration background","","","",""
"Rarely","1994","66 and older","indirect migration background","","","",""
"Never","1994","16-34 y.","no migration background","","","",""
"Never","1994","16-34 y.","direct migration background","","","",""
"Never","1994","16-34 y.","indirect migration background","","","",""
"Never","1994","35-65 y.","no migration background","","","",""
"Never","1994","35-65 y.","direct migration background","","","",""
"Never","1994","35-65 y.","indirect migration background","","","",""
"Never","1994","66 and older","no migration background","","","",""
"Never","1994","66 and older","direct migration background","","","",""
"Never","1994","66 and older","indirect migration background","","","",""
"Daily","1995","16-34 y.","no migration background","264","0.071662486019822","0.0631332938125392","0.0801916782271047"
"Daily","1995","16-34 y.","direct migration background","124","0.110956363606927","0.0909102636741931","0.131002463539662"
"Daily","1995","16-34 y.","indirect migration background","56","0.091949214770655","0.0660182913238237","0.117880138217486"
"Daily","1995","35-65 y.","no migration background","312","0.053589099878381","0.0474378305443289","0.0597403692124331"
"Daily","1995","35-65 y.","direct migration background","161","0.0816894965738958","0.0684498902978699","0.0949291028499217"
"Daily","1995","35-65 y.","indirect migration background","1","","",""
"Daily","1995","66 and older","no migration background","133","0.109444046057787","0.0926150178136015","0.126273074301972"
"Daily","1995","66 and older","direct migration background","36","0.210756302828471","0.155855839782627","0.265656765874314"
"Daily","1995","66 and older","indirect migration background","2","","",""
"Min 1x per week","1995","16-34 y.","no migration background","1429","0.402227588870765","0.386012741032431","0.4184424367091"
"Min 1x per week","1995","16-34 y.","direct migration background","489","0.440483308658383","0.408797594783271","0.472169022533495"
"Min 1x per week","1995","16-34 y.","indirect migration background","214","0.350215122978709","0.307405525028834","0.393024720928585"
"Min 1x per week","1995","35-65 y.","no migration background","1897","0.37119748829841","0.358001367165871","0.384393609430949"
"Min 1x per week","1995","35-65 y.","direct migration background","718","0.390517345953149","0.36693440172157","0.414100290184728"
"Min 1x per week","1995","35-65 y.","indirect migration background","9","","",""
"Min 1x per week","1995","66 and older","no migration background","520","0.372000696908162","0.345946132244942","0.398055261571382"
"Min 1x per week","1995","66 and older","direct migration background","88","0.368773446257113","0.303827415854155","0.43371947666007"
"Min 1x per week","1995","66 and older","indirect migration background","1","","",""
"Min 1x per month","1995","16-34 y.","no migration background","1075","0.308822327805468","0.293544619552984","0.324100036057952"
"Min 1x per month","1995","16-34 y.","direct migration background","173","0.216677583681313","0.190382805348622","0.242972362014004"
"Min 1x per month","1995","16-34 y.","indirect migration background","98","0.238909397742752","0.200642461044695","0.27717633444081"
"Min 1x per month","1995","35-65 y.","no migration background","1751","0.328549531270713","0.315720494150642","0.341378568390785"
"Min 1x per month","1995","35-65 y.","direct migration background","337","0.230311132564959","0.209958890825178","0.250663374304739"
"Min 1x per month","1995","35-65 y.","indirect migration background","11","","",""
"Min 1x per month","1995","66 and older","no migration background","354","0.260180232684594","0.23653016010575","0.283830305263437"
"Min 1x per month","1995","66 and older","direct migration background","48","0.232222230886893","0.175382786562738","0.289061675211049"
"Min 1x per month","1995","66 and older","indirect migration background","1","","",""
"Rarely","1995","16-34 y.","no migration background","688","0.198159963238417","0.184978584423022","0.211341342053812"
"Rarely","1995","16-34 y.","direct migration background","106","0.145321452395212","0.122827876050245","0.167815028740179"
"Rarely","1995","16-34 y.","indirect migration background","78","0.243537057658108","0.205018922063019","0.282055193253198"
"Rarely","1995","35-65 y.","no migration background","1101","0.228279558533243","0.216815189453256","0.23974392761323"
"Rarely","1995","35-65 y.","direct migration background","307","0.231163885031144","0.210785298184588","0.251542471877701"
"Rarely","1995","35-65 y.","indirect migration background","6","","",""
"Rarely","1995","66 and older","no migration background","265","0.216341901136681","0.194146346727209","0.238537455546153"
"Rarely","1995","66 and older","direct migration background","33","0.149575262224681","0.101565673080333","0.197584851369028"
"Rarely","1995","66 and older","indirect migration background","1","","",""
"Never","1995","16-34 y.","no migration background","57","0.0191276340655276","0.0145981796517201","0.0236570884793352"
"Never","1995","16-34 y.","direct migration background","51","0.086561291658165","0.0686142110023125","0.104508372314018"
"Never","1995","16-34 y.","indirect migration background","31","0.0753892068497749","0.0516960478999596","0.0990823657995902"
"Never","1995","35-65 y.","no migration background","88","0.0183843220192526","0.0147150391151489","0.0220536049233563"
"Never","1995","35-65 y.","direct migration background","121","0.0663181398768522","0.0542896027430994","0.0783466770106049"
"Never","1995","35-65 y.","indirect migration background","1","","",""
"Never","1995","66 and older","no migration background","50","0.0420331232127773","0.0312162076318226","0.0528500387937321"
"Never","1995","66 and older","direct migration background","7","","",""
"Never","1995","66 and older","indirect migration background","1","","",""
"Daily","1996","16-34 y.","no migration background","","","",""
"Daily","1996","16-34 y.","direct migration background","","","",""
"Daily","1996","16-34 y.","indirect migration background","","","",""
"Daily","1996","35-65 y.","no migration background","","","",""
"Daily","1996","35-65 y.","direct migration background","","","",""
"Daily","1996","35-65 y.","indirect migration background","","","",""
"Daily","1996","66 and older","no migration background","","","",""
"Daily","1996","66 and older","direct migration background","","","",""
"Daily","1996","66 and older","indirect migration background","","","",""
"Min 1x per week","1996","16-34 y.","no migration background","","","",""
"Min 1x per week","1996","16-34 y.","direct migration background","","","",""
"Min 1x per week","1996","16-34 y.","indirect migration background","","","",""
"Min 1x per week","1996","35-65 y.","no migration background","","","",""
"Min 1x per week","1996","35-65 y.","direct migration background","","","",""
"Min 1x per week","1996","35-65 y.","indirect migration background","","","",""
"Min 1x per week","1996","66 and older","no migration background","","","",""
"Min 1x per week","1996","66 and older","direct migration background","","","",""
"Min 1x per week","1996","66 and older","indirect migration background","","","",""
"Min 1x per month","1996","16-34 y.","no migration background","","","",""
"Min 1x per month","1996","16-34 y.","direct migration background","","","",""
"Min 1x per month","1996","16-34 y.","indirect migration background","","","",""
"Min 1x per month","1996","35-65 y.","no migration background","","","",""
"Min 1x per month","1996","35-65 y.","direct migration background","","","",""
"Min 1x per month","1996","35-65 y.","indirect migration background","","","",""
"Min 1x per month","1996","66 and older","no migration background","","","",""
"Min 1x per month","1996","66 and older","direct migration background","","","",""
"Min 1x per month","1996","66 and older","indirect migration background","","","",""
"Rarely","1996","16-34 y.","no migration background","","","",""
"Rarely","1996","16-34 y.","direct migration background","","","",""
"Rarely","1996","16-34 y.","indirect migration background","","","",""
"Rarely","1996","35-65 y.","no migration background","","","",""
"Rarely","1996","35-65 y.","direct migration background","","","",""
"Rarely","1996","35-65 y.","indirect migration background","","","",""
"Rarely","1996","66 and older","no migration background","","","",""
"Rarely","1996","66 and older","direct migration background","","","",""
"Rarely","1996","66 and older","indirect migration background","","","",""
"Never","1996","16-34 y.","no migration background","","","",""
"Never","1996","16-34 y.","direct migration background","","","",""
"Never","1996","16-34 y.","indirect migration background","","","",""
"Never","1996","35-65 y.","no migration background","","","",""
"Never","1996","35-65 y.","direct migration background","","","",""
"Never","1996","35-65 y.","indirect migration background","","","",""
"Never","1996","66 and older","no migration background","","","",""
"Never","1996","66 and older","direct migration background","","","",""
"Never","1996","66 and older","indirect migration background","","","",""
"Daily","1997","16-34 y.","no migration background","","","",""
"Daily","1997","16-34 y.","direct migration background","","","",""
"Daily","1997","16-34 y.","indirect migration background","","","",""
"Daily","1997","35-65 y.","no migration background","","","",""
"Daily","1997","35-65 y.","direct migration background","","","",""
"Daily","1997","35-65 y.","indirect migration background","","","",""
"Daily","1997","66 and older","no migration background","","","",""
"Daily","1997","66 and older","direct migration background","","","",""
"Daily","1997","66 and older","indirect migration background","","","",""
"Min 1x per week","1997","16-34 y.","no migration background","","","",""
"Min 1x per week","1997","16-34 y.","direct migration background","","","",""
"Min 1x per week","1997","16-34 y.","indirect migration background","","","",""
"Min 1x per week","1997","35-65 y.","no migration background","","","",""
"Min 1x per week","1997","35-65 y.","direct migration background","","","",""
"Min 1x per week","1997","35-65 y.","indirect migration background","","","",""
"Min 1x per week","1997","66 and older","no migration background","","","",""
"Min 1x per week","1997","66 and older","direct migration background","","","",""
"Min 1x per week","1997","66 and older","indirect migration background","","","",""
"Min 1x per month","1997","16-34 y.","no migration background","","","",""
"Min 1x per month","1997","16-34 y.","direct migration background","","","",""
"Min 1x per month","1997","16-34 y.","indirect migration background","","","",""
"Min 1x per month","1997","35-65 y.","no migration background","","","",""
"Min 1x per month","1997","35-65 y.","direct migration background","","","",""
"Min 1x per month","1997","35-65 y.","indirect migration background","","","",""
"Min 1x per month","1997","66 and older","no migration background","","","",""
"Min 1x per month","1997","66 and older","direct migration background","","","",""
"Min 1x per month","1997","66 and older","indirect migration background","","","",""
"Rarely","1997","16-34 y.","no migration background","","","",""
"Rarely","1997","16-34 y.","direct migration background","","","",""
"Rarely","1997","16-34 y.","indirect migration background","","","",""
"Rarely","1997","35-65 y.","no migration background","","","",""
"Rarely","1997","35-65 y.","direct migration background","","","",""
"Rarely","1997","35-65 y.","indirect migration background","","","",""
"Rarely","1997","66 and older","no migration background","","","",""
"Rarely","1997","66 and older","direct migration background","","","",""
"Rarely","1997","66 and older","indirect migration background","","","",""
"Never","1997","16-34 y.","no migration background","","","",""
"Never","1997","16-34 y.","direct migration background","","","",""
"Never","1997","16-34 y.","indirect migration background","","","",""
"Never","1997","35-65 y.","no migration background","","","",""
"Never","1997","35-65 y.","direct migration background","","","",""
"Never","1997","35-65 y.","indirect migration background","","","",""
"Never","1997","66 and older","no migration background","","","",""
"Never","1997","66 and older","direct migration background","","","",""
"Never","1997","66 and older","indirect migration background","","","",""
"Daily","1998","16-34 y.","no migration background","263","0.0715074917489976","0.0630833817532036","0.0799316017447916"
"Daily","1998","16-34 y.","direct migration background","118","0.139094180646526","0.113817843191954","0.164370518101098"
"Daily","1998","16-34 y.","indirect migration background","108","0.167133951190635","0.135981500938297","0.198286401442973"
"Daily","1998","35-65 y.","no migration background","400","0.0628387669774814","0.0567116734138757","0.0689658605410871"
"Daily","1998","35-65 y.","direct migration background","164","0.0866314330843947","0.0720723409141755","0.101190525254614"
"Daily","1998","35-65 y.","indirect migration background","2","","",""
"Daily","1998","66 and older","no migration background","181","0.108499548380392","0.0933312600077148","0.123667836753068"
"Daily","1998","66 and older","direct migration background","40","0.131478228247754","0.0897562303387045","0.173200226156804"
"Daily","1998","66 and older","indirect migration background","2","","",""
"Min 1x per week","1998","16-34 y.","no migration background","1547","0.417213566440098","0.401092529160316","0.43333460371988"
"Min 1x per week","1998","16-34 y.","direct migration background","385","0.48046867836924","0.443974780588263","0.516962576150218"
"Min 1x per week","1998","16-34 y.","indirect migration background","227","0.378140148925865","0.337650412813949","0.418629885037782"
"Min 1x per week","1998","35-65 y.","no migration background","2227","0.36445151932319","0.352300079169918","0.376602959476462"
"Min 1x per week","1998","35-65 y.","direct migration background","682","0.442298804631394","0.416592941795972","0.468004667466816"
"Min 1x per week","1998","35-65 y.","indirect migration background","15","","",""
"Min 1x per week","1998","66 and older","no migration background","679","0.411606188048066","0.387604774295579","0.435607601800554"
"Min 1x per week","1998","66 and older","direct migration background","106","0.386323129961604","0.326206717778748","0.446439542144461"
"Min 1x per week","1998","66 and older","indirect migration background","1","","",""
"Min 1x per month","1998","16-34 y.","no migration background","1107","0.319347024904977","0.304104624518092","0.334589425291863"
"Min 1x per month","1998","16-34 y.","direct migration background","105","0.159347242319833","0.132613334899372","0.186081149740293"
"Min 1x per month","1998","16-34 y.","indirect migration background","110","0.215951534193893","0.181594007455559","0.250309060932228"
"Min 1x per month","1998","35-65 y.","no migration background","2065","0.327116531607051","0.315270995986897","0.338962067227205"
"Min 1x per month","1998","35-65 y.","direct migration background","286","0.21325495216131","0.192054745873038","0.234455158449582"
"Min 1x per month","1998","35-65 y.","indirect migration background","10","","",""
"Min 1x per month","1998","66 and older","no migration background","442","0.263847456765608","0.24235321189241","0.285341701638805"
"Min 1x per month","1998","66 and older","direct migration background","61","0.295577640924628","0.239239802987433","0.351915478861823"
"Min 1x per month","1998","66 and older","indirect migration background","1","","",""
"Rarely","1998","16-34 y.","no migration background","639","0.179326321034206","0.166784334608033","0.191868307460379"
"Rarely","1998","16-34 y.","direct migration background","104","0.200917791808922","0.171650214679157","0.230185368938688"
"Rarely","1998","16-34 y.","indirect migration background","92","0.216922735218346","0.182509370665229","0.251336099771464"
"Rarely","1998","35-65 y.","no migration background","1262","0.23021970458882","0.219590808323633","0.240848600854007"
"Rarely","1998","35-65 y.","direct migration background","235","0.209362968449798","0.188305215563682","0.230420721335914"
"Rarely","1998","35-65 y.","indirect migration background","17","","",""
"Rarely","1998","66 and older","no migration background","266","0.179236716663987","0.160530572474908","0.197942860853066"
"Rarely","1998","66 and older","direct migration background","41","0.155117108174627","0.1104203599505","0.199813856398754"
"Rarely","1998","66 and older","indirect migration background","2","","",""
"Never","1998","16-34 y.","no migration background","38","0.0126055958717219","0.00895817335072176","0.016253018392722"
"Never","1998","16-34 y.","direct migration background","8","","",""
"Never","1998","16-34 y.","indirect migration background","14","","",""
"Never","1998","35-65 y.","no migration background","72","0.0153734775034582","0.0122670920009408","0.0184798630059757"
"Never","1998","35-65 y.","direct migration background","67","0.0484518416731029","0.0373385158681166","0.0595651674780892"
"Never","1998","35-65 y.","indirect migration background","","","",""
"Never","1998","66 and older","no migration background","47","0.0368100901419477","0.0276267381607103","0.045993442123185"
"Never","1998","66 and older","direct migration background","4","","",""
"Never","1998","66 and older","indirect migration background","","","",""
"Daily","1999","16-34 y.","no migration background","","","",""
"Daily","1999","16-34 y.","direct migration background","","","",""
"Daily","1999","16-34 y.","indirect migration background","","","",""
"Daily","1999","35-65 y.","no migration background","","","",""
"Daily","1999","35-65 y.","direct migration background","","","",""
"Daily","1999","35-65 y.","indirect migration background","","","",""
"Daily","1999","66 and older","no migration background","","","",""
"Daily","1999","66 and older","direct migration background","","","",""
"Daily","1999","66 and older","indirect migration background","","","",""
"Min 1x per week","1999","16-34 y.","no migration background","","","",""
"Min 1x per week","1999","16-34 y.","direct migration background","","","",""
"Min 1x per week","1999","16-34 y.","indirect migration background","","","",""
"Min 1x per week","1999","35-65 y.","no migration background","","","",""
"Min 1x per week","1999","35-65 y.","direct migration background","","","",""
"Min 1x per week","1999","35-65 y.","indirect migration background","","","",""
"Min 1x per week","1999","66 and older","no migration background","","","",""
"Min 1x per week","1999","66 and older","direct migration background","","","",""
"Min 1x per week","1999","66 and older","indirect migration background","","","",""
"Min 1x per month","1999","16-34 y.","no migration background","","","",""
"Min 1x per month","1999","16-34 y.","direct migration background","","","",""
"Min 1x per month","1999","16-34 y.","indirect migration background","","","",""
"Min 1x per month","1999","35-65 y.","no migration background","","","",""
"Min 1x per month","1999","35-65 y.","direct migration background","","","",""
"Min 1x per month","1999","35-65 y.","indirect migration background","","","",""
"Min 1x per month","1999","66 and older","no migration background","","","",""
"Min 1x per month","1999","66 and older","direct migration background","","","",""
"Min 1x per month","1999","66 and older","indirect migration background","","","",""
"Rarely","1999","16-34 y.","no migration background","","","",""
"Rarely","1999","16-34 y.","direct migration background","","","",""
