"pli0081","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Daily","1990","Couple + C. LE 16 ","(1a) inadequately completed","24","","",""
"Daily","1990","Couple + C. LE 16 ","(1b) general elementary school","49","0.15500780971634","0.118475212111238","0.191540407321443"
"Daily","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","52","0.0570256344165704","0.0406359750597562","0.0734152937733847"
"Daily","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Daily","1990","Couple + C. LE 16 ","(2a) intermediate vocational","26","","",""
"Daily","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Daily","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","5","","",""
"Daily","1990","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"Daily","1990","Couple + C. LE 16 ","(3b) higher tertiary education","4","","",""
"Daily","1990","Couple + C. GT 16 ","(0) in school","3","","",""
"Daily","1990","Couple + C. GT 16 ","(1a) inadequately completed","24","","",""
"Daily","1990","Couple + C. GT 16 ","(1b) general elementary school","33","0.0477438327156708","0.0279773286383788","0.0675103367929627"
"Daily","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","39","0.0417120692243104","0.0264359154763042","0.0569882229723167"
"Daily","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","5","","",""
"Daily","1990","Couple + C. GT 16 ","(2a) intermediate vocational","8","","",""
"Daily","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Daily","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"Daily","1990","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"Daily","1990","Couple + C. LE and GT 16","(0) in school","4","","",""
"Daily","1990","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Daily","1990","Couple + C. LE and GT 16","(1b) general elementary school","19","","",""
"Daily","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","9","","",""
"Daily","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Daily","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","3","","",""
"Daily","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Daily","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","1-pers.-HH","(0) in school","1","","",""
"Min 1x per week","1990","1-pers.-HH","(1a) inadequately completed","14","","",""
"Min 1x per week","1990","1-pers.-HH","(1b) general elementary school","80","0.303986563086016","0.248075542140565","0.359897584031467"
"Min 1x per week","1990","1-pers.-HH","(1c) basic vocational qualification","104","0.343164623193316","0.29048407120395","0.395845175182681"
"Min 1x per week","1990","1-pers.-HH","(2b) intermediate general qualification","17","","",""
"Min 1x per week","1990","1-pers.-HH","(2a) intermediate vocational","56","0.368139411673634","0.292455672112798","0.44382315123447"
"Min 1x per week","1990","1-pers.-HH","(2c_gen) general maturity certificate","12","","",""
"Min 1x per week","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","25","","",""
"Min 1x per week","1990","1-pers.-HH","(3a) lower tertiary education","14","","",""
"Min 1x per week","1990","1-pers.-HH","(3b) higher tertiary education","20","","",""
"Min 1x per week","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1a) inadequately completed","26","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1b) general elementary school","201","0.435780108642641","0.391512866132847","0.480047351152435"
"Min 1x per week","1990","(Married) couple without C. ","(1c) basic vocational qualification","360","0.380395177072694","0.34926012841998","0.411530225725409"
"Min 1x per week","1990","(Married) couple without C. ","(2b) intermediate general qualification","30","0.463030564821268","0.33243341754751","0.593627712095026"
"Min 1x per week","1990","(Married) couple without C. ","(2a) intermediate vocational","151","0.37789458185025","0.328288790369269","0.427500373331231"
"Min 1x per week","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","17","","",""
"Min 1x per week","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","44","0.350242835051286","0.264532187004845","0.435953483097728"
"Min 1x per week","1990","(Married) couple without C. ","(3a) lower tertiary education","27","","",""
"Min 1x per week","1990","(Married) couple without C. ","(3b) higher tertiary education","29","","",""
"Min 1x per week","1990","Single parent ","(0) in school","1","","",""
"Min 1x per week","1990","Single parent ","(1a) inadequately completed","6","","",""
"Min 1x per week","1990","Single parent ","(1b) general elementary school","43","0.370787969517819","0.281333837536488","0.460242101499151"
"Min 1x per week","1990","Single parent ","(1c) basic vocational qualification","45","0.300467606604581","0.225325595179021","0.375609618030141"
"Min 1x per week","1990","Single parent ","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1990","Single parent ","(2a) intermediate vocational","17","","",""
"Min 1x per week","1990","Single parent ","(2c_gen) general maturity certificate","8","","",""
"Min 1x per week","1990","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per week","1990","Single parent ","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Single parent ","(3b) higher tertiary education","5","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1a) inadequately completed","66","0.342370233696991","0.269969186171345","0.414771281222638"
"Min 1x per week","1990","Couple + C. LE 16 ","(1b) general elementary school","186","0.438682710064221","0.388592034997115","0.488773385131328"
"Min 1x per week","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","334","0.418753087959525","0.38388370504131","0.45362247087774"
"Min 1x per week","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","15","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2a) intermediate vocational","160","0.443352356563128","0.391892179555089","0.494812533571167"
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","19","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","39","0.365836826015479","0.270956817855181","0.460716834175778"
"Min 1x per week","1990","Couple + C. LE 16 ","(3a) lower tertiary education","24","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(3b) higher tertiary education","48","0.343013452095862","0.262935119512109","0.423091784679614"
"Min 1x per week","1990","Couple + C. GT 16 ","(0) in school","19","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(1a) inadequately completed","72","0.427507494873403","0.349625151362663","0.505389838384143"
"Min 1x per week","1990","Couple + C. GT 16 ","(1b) general elementary school","158","0.325860715747793","0.282411178962336","0.369310252533249"
"Min 1x per week","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","227","0.339042710407128","0.302872665480383","0.375212755333873"
"Min 1x per week","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","34","0.234838894687148","0.161115098931959","0.308562690442338"
"Min 1x per week","1990","Couple + C. GT 16 ","(2a) intermediate vocational","64","0.277163345168295","0.218678302266341","0.335648388070248"
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","44","0.315198947832014","0.237116534853334","0.393281360810694"
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3a) lower tertiary education","8","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3b) higher tertiary education","20","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(0) in school","15","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1a) inadequately completed","54","0.431053979287452","0.342448856970038","0.519659101604866"
"Min 1x per week","1990","Couple + C. LE and GT 16","(1b) general elementary school","93","0.357834902117862","0.298294314656425","0.417375489579298"
"Min 1x per week","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","68","0.281367606309592","0.223254429668167","0.339480782951017"
"Min 1x per week","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","18","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","8","","",""
"Min 1x per month","1990","1-pers.-HH","(0) in school","","","",""
"Min 1x per month","1990","1-pers.-HH","(1a) inadequately completed","7","","",""
"Min 1x per month","1990","1-pers.-HH","(1b) general elementary school","66","0.279912457567886","0.22534104701511","0.334483868120662"
"Min 1x per month","1990","1-pers.-HH","(1c) basic vocational qualification","70","0.232928926697672","0.186025960426097","0.279831892969247"
"Min 1x per month","1990","1-pers.-HH","(2b) intermediate general qualification","15","","",""
"Min 1x per month","1990","1-pers.-HH","(2a) intermediate vocational","52","0.321643185342104","0.248343507622228","0.39494286306198"
"Min 1x per month","1990","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"Min 1x per month","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per month","1990","1-pers.-HH","(3a) lower tertiary education","6","","",""
"Min 1x per month","1990","1-pers.-HH","(3b) higher tertiary education","23","","",""
"Min 1x per month","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1a) inadequately completed","20","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1b) general elementary school","127","0.275234753241937","0.235362122824513","0.315107383659362"
"Min 1x per month","1990","(Married) couple without C. ","(1c) basic vocational qualification","307","0.338055463978607","0.307717988825649","0.368392939131566"
"Min 1x per month","1990","(Married) couple without C. ","(2b) intermediate general qualification","13","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2a) intermediate vocational","126","0.354222829297508","0.305290636677838","0.403155021917177"
"Min 1x per month","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","43","0.394323489054463","0.306518074035624","0.482128904073301"
"Min 1x per month","1990","(Married) couple without C. ","(3a) lower tertiary education","26","","",""
"Min 1x per month","1990","(Married) couple without C. ","(3b) higher tertiary education","41","0.341792862947492","0.257280898980504","0.426304826914481"
"Min 1x per month","1990","Single parent ","(0) in school","3","","",""
"Min 1x per month","1990","Single parent ","(1a) inadequately completed","6","","",""
"Min 1x per month","1990","Single parent ","(1b) general elementary school","29","","",""
"Min 1x per month","1990","Single parent ","(1c) basic vocational qualification","39","0.303160048209071","0.227827514076623","0.378492582341519"
"Min 1x per month","1990","Single parent ","(2b) intermediate general qualification","13","","",""
"Min 1x per month","1990","Single parent ","(2a) intermediate vocational","9","","",""
"Min 1x per month","1990","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Min 1x per month","1990","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1990","Single parent ","(3a) lower tertiary education","2","","",""
"Min 1x per month","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1a) inadequately completed","27","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1b) general elementary school","74","0.211901885894993","0.170650839364578","0.253152932425408"
"Min 1x per month","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","230","0.331631042881756","0.298355845160981","0.364906240602532"
"Min 1x per month","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2a) intermediate vocational","115","0.327596052330978","0.278978730109098","0.376213374552857"
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","15","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","29","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3a) lower tertiary education","24","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3b) higher tertiary education","44","0.349838531677748","0.26938860709246","0.430288456263035"
"Min 1x per month","1990","Couple + C. GT 16 ","(0) in school","24","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1a) inadequately completed","25","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1b) general elementary school","137","0.366175139110726","0.321514658544939","0.410835619676513"
"Min 1x per month","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","219","0.352534196662308","0.316029882995627","0.389038510328989"
"Min 1x per month","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","44","0.382109588359778","0.297601957548192","0.466617219171365"
"Min 1x per month","1990","Couple + C. GT 16 ","(2a) intermediate vocational","84","0.359713620714042","0.297005699355397","0.422421542072687"
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","32","0.243573620169065","0.171433461134305","0.315713779203825"
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","26","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(3a) lower tertiary education","14","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(3b) higher tertiary education","24","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(0) in school","25","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1a) inadequately completed","17","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1b) general elementary school","56","0.264571874168165","0.209783252879732","0.319360495456597"
"Min 1x per month","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","87","0.432393047635248","0.368368373406891","0.496417721863605"
"Min 1x per month","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","15","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","22","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Rarely","1990","1-pers.-HH","(0) in school","1","","",""
"Rarely","1990","1-pers.-HH","(1a) inadequately completed","7","","",""
"Rarely","1990","1-pers.-HH","(1b) general elementary school","53","0.209024564161018","0.159600144501051","0.258448983820985"
"Rarely","1990","1-pers.-HH","(1c) basic vocational qualification","94","0.305545880311976","0.254432948856143","0.356658811767809"
"Rarely","1990","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"Rarely","1990","1-pers.-HH","(2a) intermediate vocational","35","0.228531632577552","0.162641859084458","0.294421406070645"
"Rarely","1990","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Rarely","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","18","","",""
"Rarely","1990","1-pers.-HH","(3a) lower tertiary education","13","","",""
"Rarely","1990","1-pers.-HH","(3b) higher tertiary education","25","","",""
"Rarely","1990","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1990","(Married) couple without C. ","(1a) inadequately completed","16","","",""
"Rarely","1990","(Married) couple without C. ","(1b) general elementary school","89","0.177203648725189","0.143115212371498","0.21129208507888"
"Rarely","1990","(Married) couple without C. ","(1c) basic vocational qualification","166","0.181962360037985","0.157219375887483","0.206705344188487"
"Rarely","1990","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Rarely","1990","(Married) couple without C. ","(2a) intermediate vocational","61","0.193913602908082","0.153464397665297","0.234362808150866"
"Rarely","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","8","","",""
"Rarely","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","23","","",""
"Rarely","1990","(Married) couple without C. ","(3a) lower tertiary education","21","","",""
"Rarely","1990","(Married) couple without C. ","(3b) higher tertiary education","45","0.354667751166522","0.269424905241403","0.439910597091641"
"Rarely","1990","Single parent ","(0) in school","7","","",""
"Rarely","1990","Single parent ","(1a) inadequately completed","8","","",""
"Rarely","1990","Single parent ","(1b) general elementary school","18","","",""
"Rarely","1990","Single parent ","(1c) basic vocational qualification","38","0.258174001527189","0.18644622800883","0.329901775045548"
"Rarely","1990","Single parent ","(2b) intermediate general qualification","8","","",""
"Rarely","1990","Single parent ","(2a) intermediate vocational","15","","",""
"Rarely","1990","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Rarely","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","1990","Single parent ","(3a) lower tertiary education","3","","",""
"Rarely","1990","Single parent ","(3b) higher tertiary education","7","","",""
"Rarely","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","1990","Couple + C. LE 16 ","(1a) inadequately completed","26","","",""
"Rarely","1990","Couple + C. LE 16 ","(1b) general elementary school","51","0.177413525441283","0.138851346899926","0.21597570398264"
"Rarely","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","138","0.180115709839521","0.152955257372749","0.207276162306292"
"Rarely","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Rarely","1990","Couple + C. LE 16 ","(2a) intermediate vocational","57","0.165057939519015","0.126602927003461","0.20351295203457"
"Rarely","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"Rarely","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","24","","",""
"Rarely","1990","Couple + C. LE 16 ","(3a) lower tertiary education","10","","",""
"Rarely","1990","Couple + C. LE 16 ","(3b) higher tertiary education","37","0.265655995002301","0.19115007287784","0.340161917126761"
"Rarely","1990","Couple + C. GT 16 ","(0) in school","21","","",""
"Rarely","1990","Couple + C. GT 16 ","(1a) inadequately completed","26","","",""
"Rarely","1990","Couple + C. GT 16 ","(1b) general elementary school","91","0.207865053785021","0.170248010478058","0.245482097091984"
"Rarely","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","155","0.252338049529848","0.219150196757602","0.285525902302094"
"Rarely","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","38","0.315322059646965","0.234511786328541","0.396132332965388"
"Rarely","1990","Couple + C. GT 16 ","(2a) intermediate vocational","65","0.315499714665401","0.254778124798543","0.37622130453226"
"Rarely","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","51","0.372317081551097","0.291070467146659","0.453563695955535"
"Rarely","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","31","0.462887417523425","0.347714015901247","0.578060819145603"
"Rarely","1990","Couple + C. GT 16 ","(3a) lower tertiary education","15","","",""
"Rarely","1990","Couple + C. GT 16 ","(3b) higher tertiary education","26","","",""
"Rarely","1990","Couple + C. LE and GT 16","(0) in school","11","","",""
"Rarely","1990","Couple + C. LE and GT 16","(1a) inadequately completed","27","","",""
"Rarely","1990","Couple + C. LE and GT 16","(1b) general elementary school","66","0.284369004682704","0.228337263592018","0.34040074577339"
"Rarely","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","58","0.234795886371631","0.180016386494","0.289575386249263"
"Rarely","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","19","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","25","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"Rarely","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Rarely","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"Never","1990","1-pers.-HH","(0) in school","","","",""
"Never","1990","1-pers.-HH","(1a) inadequately completed","9","","",""
"Never","1990","1-pers.-HH","(1b) general elementary school","20","","",""
"Never","1990","1-pers.-HH","(1c) basic vocational qualification","16","","",""
"Never","1990","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Never","1990","1-pers.-HH","(2a) intermediate vocational","4","","",""
"Never","1990","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"Never","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"Never","1990","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Never","1990","1-pers.-HH","(3b) higher tertiary education","3","","",""
"Never","1990","(Married) couple without C. ","(0) in school","","","",""
"Never","1990","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"Never","1990","(Married) couple without C. ","(1b) general elementary school","18","","",""
"Never","1990","(Married) couple without C. ","(1c) basic vocational qualification","17","","",""
"Never","1990","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Never","1990","(Married) couple without C. ","(2a) intermediate vocational","5","","",""
"Never","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Never","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"Never","1990","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Never","1990","(Married) couple without C. ","(3b) higher tertiary education","2","","",""
"Never","1990","Single parent ","(0) in school","","","",""
"Never","1990","Single parent ","(1a) inadequately completed","3","","",""
"Never","1990","Single parent ","(1b) general elementary school","10","","",""
"Never","1990","Single parent ","(1c) basic vocational qualification","5","","",""
"Never","1990","Single parent ","(2b) intermediate general qualification","1","","",""
"Never","1990","Single parent ","(2a) intermediate vocational","1","","",""
"Never","1990","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Never","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Never","1990","Single parent ","(3a) lower tertiary education","","","",""
"Never","1990","Single parent ","(3b) higher tertiary education","","","",""
"Never","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Never","1990","Couple + C. LE 16 ","(1a) inadequately completed","22","","",""
"Never","1990","Couple + C. LE 16 ","(1b) general elementary school","17","","",""
"Never","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","15","","",""
"Never","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Never","1990","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Never","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Never","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","2","","",""
"Never","1990","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Never","1990","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"Never","1990","Couple + C. GT 16 ","(0) in school","4","","",""
"Never","1990","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Never","1990","Couple + C. GT 16 ","(1b) general elementary school","28","","",""
"Never","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","18","","",""
"Never","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","6","","",""
"Never","1990","Couple + C. GT 16 ","(2a) intermediate vocational","4","","",""
"Never","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","6","","",""
"Never","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Never","1990","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Never","1990","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"Never","1990","Couple + C. LE and GT 16","(0) in school","8","","",""
"Never","1990","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Never","1990","Couple + C. LE and GT 16","(1b) general elementary school","15","","",""
"Never","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","8","","",""
"Never","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","4","","",""
"Never","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"Never","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Never","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Never","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Never","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Daily","1991","1-pers.-HH","(0) in school","","","",""
"Daily","1991","1-pers.-HH","(1a) inadequately completed","","","",""
"Daily","1991","1-pers.-HH","(1b) general elementary school","","","",""
"Daily","1991","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Daily","1991","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Daily","1991","1-pers.-HH","(2a) intermediate vocational","","","",""
"Daily","1991","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Daily","1991","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","1-pers.-HH","(3a) lower tertiary education","","","",""
"Daily","1991","1-pers.-HH","(3b) higher tertiary education","","","",""
"Daily","1991","(Married) couple without C. ","(0) in school","","","",""
"Daily","1991","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Daily","1991","(Married) couple without C. ","(1b) general elementary school","","","",""
"Daily","1991","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Daily","1991","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Daily","1991","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Daily","1991","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Daily","1991","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Daily","1991","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Daily","1991","Single parent ","(0) in school","","","",""
"Daily","1991","Single parent ","(1a) inadequately completed","","","",""
"Daily","1991","Single parent ","(1b) general elementary school","","","",""
