"pli0081","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Full Time","in school","","","",""
"Daily","1990","Full Time","inadequately","29","","",""
"Daily","1990","Full Time","general elemantary","85","0.0821880822052452","0.0642345661326076","0.100141598277883"
"Daily","1990","Full Time","middle vocational","129","0.047562131947828","0.0389274439617717","0.0561968199338843"
"Daily","1990","Full Time","vocational + Abi","4","","",""
"Daily","1990","Full Time","higher vocational","12","","",""
"Daily","1990","Full Time","higher education","9","","",""
"Daily","1990","Part Time","in school","1","","",""
"Daily","1990","Part Time","inadequately","15","","",""
"Daily","1990","Part Time","general elemantary","47","0.0940637536864651","0.0681372722545592","0.119990235118371"
"Daily","1990","Part Time","middle vocational","65","0.067971444606453","0.0504642846766386","0.0854786045362674"
"Daily","1990","Part Time","vocational + Abi","","","",""
"Daily","1990","Part Time","higher vocational","7","","",""
"Daily","1990","Part Time","higher education","5","","",""
"Daily","1990","Not Working","in school","11","","",""
"Daily","1990","Not Working","inadequately","34","0.139555665956615","0.0980683040025155","0.181043027910715"
"Daily","1990","Not Working","general elemantary","116","0.11390511615574","0.0949840504938061","0.132826181817674"
"Daily","1990","Not Working","middle vocational","112","0.0735527485912891","0.0599849904057148","0.0871205067768633"
"Daily","1990","Not Working","vocational + Abi","5","","",""
"Daily","1990","Not Working","higher vocational","10","","",""
"Daily","1990","Not Working","higher education","7","","",""
"Min 1x per week","1990","Full Time","in school","","","",""
"Min 1x per week","1990","Full Time","inadequately","115","0.429898056937155","0.369372257967368","0.490423855906942"
"Min 1x per week","1990","Full Time","general elemantary","349","0.349471429381524","0.318303548824885","0.380639309938163"
"Min 1x per week","1990","Full Time","middle vocational","909","0.370292442595925","0.350702212267317","0.389882672924532"
"Min 1x per week","1990","Full Time","vocational + Abi","60","0.392178657499798","0.314046033120994","0.470311281878603"
"Min 1x per week","1990","Full Time","higher vocational","96","0.334900126396904","0.280202791904872","0.389597460888936"
"Min 1x per week","1990","Full Time","higher education","131","0.328458446858433","0.284170771955326","0.37274612176154"
"Min 1x per week","1990","Part Time","in school","5","","",""
"Min 1x per week","1990","Part Time","inadequately","33","0.230447005059133","0.151390130201012","0.309503879917254"
"Min 1x per week","1990","Part Time","general elemantary","182","0.348157268530313","0.305847294650108","0.390467242410518"
"Min 1x per week","1990","Part Time","middle vocational","312","0.384654204460915","0.350814021650376","0.418494387271454"
"Min 1x per week","1990","Part Time","vocational + Abi","19","","",""
"Min 1x per week","1990","Part Time","higher vocational","26","","",""
"Min 1x per week","1990","Part Time","higher education","49","0.331589159117441","0.251579176737519","0.411599141497364"
"Min 1x per week","1990","Not Working","in school","34","0.187082900736493","0.123825427552905","0.250340373920081"
"Min 1x per week","1990","Not Working","inadequately","119","0.390171389539341","0.331771462840752","0.448571316237931"
"Min 1x per week","1990","Not Working","general elemantary","418","0.364756097570624","0.336087569497481","0.393424625643768"
"Min 1x per week","1990","Not Working","middle vocational","506","0.356759038289284","0.331860569970943","0.381657506607625"
"Min 1x per week","1990","Not Working","vocational + Abi","29","","",""
"Min 1x per week","1990","Not Working","higher vocational","39","0.315541818112409","0.238004554656771","0.393079081568047"
"Min 1x per week","1990","Not Working","higher education","36","0.297878325782049","0.220155619799534","0.375601031764563"
"Min 1x per month","1990","Full Time","in school","","","",""
"Min 1x per month","1990","Full Time","inadequately","49","0.216779810121822","0.166402742731766","0.267156877511877"
"Min 1x per month","1990","Full Time","general elemantary","207","0.290898888046132","0.26121003917761","0.320587736914653"
"Min 1x per month","1990","Full Time","middle vocational","712","0.331427368214867","0.312330324308231","0.350524412121503"
"Min 1x per month","1990","Full Time","vocational + Abi","52","0.380597063298242","0.302896922100929","0.458297204495554"
"Min 1x per month","1990","Full Time","higher vocational","104","0.347608782482773","0.292418260991722","0.402799303973825"
"Min 1x per month","1990","Full Time","higher education","140","0.321724293869882","0.277673749789259","0.365774837950504"
"Min 1x per month","1990","Part Time","in school","4","","",""
"Min 1x per month","1990","Part Time","inadequately","20","","",""
"Min 1x per month","1990","Part Time","general elemantary","134","0.289201682640222","0.248933946547456","0.329469418732987"
"Min 1x per month","1990","Part Time","middle vocational","239","0.312687995416765","0.28044239940428","0.34493359142925"
"Min 1x per month","1990","Part Time","vocational + Abi","20","","",""
"Min 1x per month","1990","Part Time","higher vocational","32","0.383353628866043","0.282342094734355","0.484365162997731"
"Min 1x per month","1990","Part Time","higher education","42","0.340083694721846","0.259571881942654","0.420595507501037"
"Min 1x per month","1990","Not Working","in school","51","0.409247656255488","0.329490898615625","0.489004413895351"
"Min 1x per month","1990","Not Working","inadequately","48","0.168377295661794","0.123576510248461","0.213178081075127"
"Min 1x per month","1990","Not Working","general elemantary","310","0.309674156085708","0.282137359888751","0.337210952282665"
"Min 1x per month","1990","Not Working","middle vocational","435","0.300974799973805","0.277134606460512","0.324814993487098"
"Min 1x per month","1990","Not Working","vocational + Abi","18","","",""
"Min 1x per month","1990","Not Working","higher vocational","51","0.331571126934061","0.253025049556751","0.410117204311371"
"Min 1x per month","1990","Not Working","higher education","46","0.33376163240878","0.253620533056398","0.413902731761163"
"Rarely","1990","Full Time","in school","","","",""
"Rarely","1990","Full Time","inadequately","40","0.159651696828347","0.114870266341969","0.204433127314726"
"Rarely","1990","Full Time","general elemantary","191","0.233207176347036","0.205564618933494","0.260849733760578"
"Rarely","1990","Full Time","middle vocational","522","0.233149892207966","0.215995690353247","0.250304094062686"
"Rarely","1990","Full Time","vocational + Abi","29","","",""
"Rarely","1990","Full Time","higher vocational","73","0.270101062749212","0.218642270783521","0.321559854714902"
"Rarely","1990","Full Time","higher education","146","0.317120349969386","0.273237951257813","0.36100274868096"
"Rarely","1990","Part Time","in school","4","","",""
"Rarely","1990","Part Time","inadequately","24","","",""
"Rarely","1990","Part Time","general elemantary","106","0.234344155810547","0.196723403586447","0.271964908034647"
"Rarely","1990","Part Time","middle vocational","157","0.210613372044236","0.182252100816245","0.238974643272227"
"Rarely","1990","Part Time","vocational + Abi","17","","",""
