"pli0081","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1995","Employed","(Married) couple without C. ","340","0.197371916787288","0.179778257015088","0.214965576559489","4"
"Rarely","1995","Employed","Couple + C. LE and GT 16","200","0.242051298975909","0.213188627586341","0.270913970365478","4"
"Rarely","1995","Employed","1-pers.-HH","169","0.257275934138901","0.225076755601109","0.289475112676693","4"
"Rarely","1995","Employed","Couple + C. GT 16 ","385","0.267968377036025","0.246713589793782","0.289223164278269","4"
"Daily","1996","Not Employed","1-pers.-HH","","","","","1"
"Daily","1996","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1996","Not Employed","Single parent ","","","","","1"
"Daily","1996","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1996","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1996","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1996","Employed","1-pers.-HH","","","","","1"
"Daily","1996","Employed","(Married) couple without C. ","","","","","1"
"Daily","1996","Employed","Single parent ","","","","","1"
"Daily","1996","Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1996","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1996","Employed","Couple + C. GT 16 ","","","","","1"
"Min 1x per month","1996","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1996","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1996","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1996","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1996","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1996","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1996","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1996","Employed","Single parent ","","","","","3"
"Min 1x per month","1996","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1996","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1996","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1996","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per week","1996","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1996","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1996","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1996","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1996","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1996","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1996","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1996","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1996","Employed","Single parent ","","","","","2"
"Min 1x per week","1996","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1996","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1996","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","1996","Not Employed","1-pers.-HH","","","","","5"
"Never","1996","Not Employed","Single parent ","","","","","5"
"Never","1996","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1996","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1996","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1996","Employed","1-pers.-HH","","","","","5"
"Never","1996","Employed","(Married) couple without C. ","","","","","5"
"Never","1996","Employed","Single parent ","","","","","5"
"Never","1996","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1996","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1996","Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1996","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1996","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1996","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1996","Not Employed","Single parent ","","","","","4"
"Rarely","1996","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1996","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1996","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1996","Employed","1-pers.-HH","","","","","4"
"Rarely","1996","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1996","Employed","Single parent ","","","","","4"
"Rarely","1996","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1996","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1996","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","1997","Not Employed","1-pers.-HH","","","","","1"
"Daily","1997","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1997","Not Employed","Single parent ","","","","","1"
"Daily","1997","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1997","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1997","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1997","Employed","1-pers.-HH","","","","","1"
"Daily","1997","Employed","(Married) couple without C. ","","","","","1"
"Daily","1997","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1997","Employed","Single parent ","","","","","1"
"Daily","1997","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1997","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1997","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1997","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1997","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1997","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1997","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1997","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1997","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1997","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1997","Employed","Single parent ","","","","","3"
"Min 1x per month","1997","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1997","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1997","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1997","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1997","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1997","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1997","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1997","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1997","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1997","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1997","Employed","Single parent ","","","","","2"
"Min 1x per week","1997","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1997","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1997","Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1997","Employed","Couple + C. GT 16 ","","","","","2"
"Never","1997","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1997","Not Employed","1-pers.-HH","","","","","5"
"Never","1997","Not Employed","Single parent ","","","","","5"
"Never","1997","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1997","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1997","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1997","Employed","1-pers.-HH","","","","","5"
"Never","1997","Employed","(Married) couple without C. ","","","","","5"
"Never","1997","Employed","Single parent ","","","","","5"
"Never","1997","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1997","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1997","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1997","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1997","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1997","Not Employed","Single parent ","","","","","4"
"Rarely","1997","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1997","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1997","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1997","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1997","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1997","Employed","Single parent ","","","","","4"
"Rarely","1997","Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1997","Employed","1-pers.-HH","","","","","4"
"Rarely","1997","Employed","Couple + C. GT 16 ","","","","","4"
"Daily","1998","Not Employed","1-pers.-HH","132","0.129359327036446","0.107458366028994","0.151260288043897","1"
"Daily","1998","Not Employed","(Married) couple without C. ","182","0.0760533864393349","0.0643417316870282","0.0877650411916416","1"
"Daily","1998","Not Employed","Single parent ","36","0.113341273723153","0.0748081951711141","0.151874352275191","1"
"Daily","1998","Not Employed","Couple + C. LE 16 ","99","0.118551636161223","0.0950857726151324","0.142017499707315","1"
"Daily","1998","Not Employed","Couple + C. GT 16 ","98","0.10350747458639","0.0829563278334465","0.124058621339333","1"
"Daily","1998","Not Employed","Couple + C. LE and GT 16","27","","","","1"
"Daily","1998","Employed","1-pers.-HH","72","0.0708028816517729","0.0536001050458952","0.0880056582576507","1"
"Daily","1998","Employed","(Married) couple without C. ","160","0.0656290064417264","0.0552600633504879","0.0759979495329649","1"
"Daily","1998","Employed","Single parent ","42","0.0942570246155846","0.0672308691325169","0.121283180098652","1"
"Daily","1998","Employed","Couple + C. LE 16 ","189","0.0680805625270024","0.0579397052416866","0.0782214198123181","1"
"Daily","1998","Employed","Couple + C. GT 16 ","114","0.057866464705475","0.0468126446914284","0.0689202847195217","1"
"Daily","1998","Employed","Couple + C. LE and GT 16","48","0.043952558180915","0.0302202668221655","0.0576848495396646","1"
"Min 1x per month","1998","Not Employed","(Married) couple without C. ","582","0.297249471072892","0.277056664750299","0.317442277395486","3"
"Min 1x per month","1998","Not Employed","1-pers.-HH","189","0.219037768932676","0.192046746176594","0.246028791688758","3"
"Min 1x per month","1998","Not Employed","Couple + C. LE 16 ","177","0.294885072651204","0.2617841060816","0.327986039220808","3"
"Min 1x per month","1998","Not Employed","Single parent ","69","0.288005565122383","0.232962810964672","0.343048319280093","3"
"Min 1x per month","1998","Not Employed","Couple + C. GT 16 ","237","0.277070730106393","0.246876768626943","0.307264691585843","3"
"Min 1x per month","1998","Not Employed","Couple + C. LE and GT 16","116","0.329825235084521","0.283104543154489","0.376545927014554","3"
"Min 1x per month","1998","Employed","1-pers.-HH","220","0.268780124341532","0.23904691936964","0.298513329313424","3"
"Min 1x per month","1998","Employed","(Married) couple without C. ","642","0.306340966427042","0.287038959615533","0.32564297323855","3"
"Min 1x per month","1998","Employed","Single parent ","119","0.260526793115681","0.219928073347948","0.301125512883415","3"
"Min 1x per month","1998","Employed","Couple + C. LE 16 ","735","0.33288057352383","0.313908275536035","0.351852871511625","3"
"Min 1x per month","1998","Employed","Couple + C. LE and GT 16","300","0.327082035275539","0.295653755124336","0.358510315426743","3"
"Min 1x per month","1998","Employed","Couple + C. GT 16 ","588","0.343102293506733","0.320627103830535","0.365577483182932","3"
"Min 1x per week","1998","Not Employed","1-pers.-HH","392","0.415477047633138","0.383316819168828","0.447637276097447","2"
"Min 1x per week","1998","Not Employed","(Married) couple without C. ","874","0.429128468741059","0.407261005743255","0.450995931738862","2"
"Min 1x per week","1998","Not Employed","Couple + C. LE 16 ","361","0.447727543601764","0.411630808270702","0.483824278932826","2"
"Min 1x per week","1998","Not Employed","Single parent ","94","0.34106068414528","0.283437141235075","0.398684227055485","2"
"Min 1x per week","1998","Not Employed","Couple + C. GT 16 ","328","0.375490897448852","0.342821136186946","0.408160658710759","2"
"Min 1x per week","1998","Not Employed","Couple + C. LE and GT 16","135","0.332687196364547","0.28586453847824","0.379509854250854","2"
"Min 1x per week","1998","Employed","1-pers.-HH","335","0.364290963169029","0.332015495250481","0.396566431087577","2"
"Min 1x per week","1998","Employed","(Married) couple without C. ","968","0.408443753959271","0.387861589032132","0.429025918886409","2"
"Min 1x per week","1998","Employed","Single parent ","177","0.37975157552765","0.334860754592262","0.424642396463038","2"
"Min 1x per week","1998","Employed","Couple + C. LE 16 ","1064","0.418743525096624","0.398881118302724","0.438605931890523","2"
"Min 1x per week","1998","Employed","Couple + C. GT 16 ","589","0.334887392482746","0.312544485818954","0.357230299146537","2"
"Min 1x per week","1998","Employed","Couple + C. LE and GT 16","295","0.3539520429119","0.321917701555683","0.385986384268117","2"
"Never","1998","Not Employed","(Married) couple without C. ","24","","","","5"
"Never","1998","Not Employed","1-pers.-HH","44","0.0528178686434601","0.0382212585729572","0.0674144787139631","5"
"Never","1998","Not Employed","Single parent ","9","","","","5"
"Never","1998","Not Employed","Couple + C. LE 16 ","6","","","","5"
"Never","1998","Not Employed","Couple + C. GT 16 ","27","","","","5"
"Never","1998","Not Employed","Couple + C. LE and GT 16","7","","","","5"
"Never","1998","Employed","1-pers.-HH","30","0.0391063497502383","0.0261052390113237","0.0521074604891529","5"
"Never","1998","Employed","(Married) couple without C. ","20","","","","5"
"Never","1998","Employed","Single parent ","12","","","","5"
"Never","1998","Employed","Couple + C. LE 16 ","15","","","","5"
"Never","1998","Employed","Couple + C. GT 16 ","31","0.0203335859994418","0.0136518581847619","0.0270153138141217","5"
"Never","1998","Employed","Couple + C. LE and GT 16","13","","","","5"
"Rarely","1998","Not Employed","Single parent ","52","0.223185635826218","0.172573675275644","0.273797596376792","4"
"Rarely","1998","Not Employed","1-pers.-HH","145","0.183307987754281","0.158057796543479","0.208558178965082","4"
"Rarely","1998","Not Employed","(Married) couple without C. ","306","0.180038365377659","0.163063167681754","0.197013563073563","4"
"Rarely","1998","Not Employed","Couple + C. LE 16 ","86","0.12670818685065","0.102561010188885","0.150855363512415","4"
"Rarely","1998","Not Employed","Couple + C. GT 16 ","154","0.220101183513922","0.192149550398338","0.248052816629506","4"
"Rarely","1998","Not Employed","Couple + C. LE and GT 16","104","0.259766874643417","0.216190666882188","0.303343082404647","4"
"Rarely","1998","Employed","1-pers.-HH","197","0.257019681087428","0.227711355956549","0.286328006218307","4"
"Rarely","1998","Employed","(Married) couple without C. ","401","0.208529184664677","0.191518265630714","0.225540103698641","4"
"Rarely","1998","Employed","Single parent ","99","0.24612676243986","0.206283627424148","0.285969897455572","4"
"Rarely","1998","Employed","Couple + C. LE 16 ","367","0.175526099527524","0.16021052738973","0.190841671665317","4"
"Rarely","1998","Employed","Couple + C. GT 16 ","392","0.243810263305604","0.223482758926353","0.264137767684855","4"
"Rarely","1998","Employed","Couple + C. LE and GT 16","200","0.261932103113115","0.232477462271759","0.29138674395447","4"
"Daily","1999","Not Employed","1-pers.-HH","","","","","1"
"Daily","1999","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1999","Not Employed","Single parent ","","","","","1"
"Daily","1999","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Employed","1-pers.-HH","","","","","1"
"Daily","1999","Employed","(Married) couple without C. ","","","","","1"
"Daily","1999","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Employed","Single parent ","","","","","1"
"Daily","1999","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1999","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1999","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Employed","Single parent ","","","","","3"
"Min 1x per month","1999","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1999","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1999","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Employed","Single parent ","","","","","2"
"Min 1x per week","1999","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Employed","Couple + C. GT 16 ","","","","","2"
"Never","1999","Not Employed","1-pers.-HH","","","","","5"
"Never","1999","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1999","Not Employed","Single parent ","","","","","5"
"Never","1999","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1999","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1999","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Employed","1-pers.-HH","","","","","5"
"Never","1999","Employed","(Married) couple without C. ","","","","","5"
"Never","1999","Employed","Single parent ","","","","","5"
"Never","1999","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1999","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1999","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1999","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1999","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1999","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1999","Not Employed","Single parent ","","","","","4"
"Rarely","1999","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1999","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1999","Employed","1-pers.-HH","","","","","4"
"Rarely","1999","Employed","Single parent ","","","","","4"
"Rarely","1999","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1999","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1999","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1999","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","2000","Not Employed","1-pers.-HH","","","","","1"
"Daily","2000","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","2000","Not Employed","Single parent ","","","","","1"
"Daily","2000","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2000","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2000","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2000","Employed","1-pers.-HH","","","","","1"
"Daily","2000","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2000","Employed","(Married) couple without C. ","","","","","1"
"Daily","2000","Employed","Single parent ","","","","","1"
"Daily","2000","Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2000","Employed","Couple + C. GT 16 ","","","","","1"
"Min 1x per month","2000","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2000","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2000","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2000","Not Employed","Single parent ","","","","","3"
"Min 1x per month","2000","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2000","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2000","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2000","Employed","Single parent ","","","","","3"
"Min 1x per month","2000","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2000","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2000","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2000","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","2000","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2000","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2000","Not Employed","Single parent ","","","","","2"
"Min 1x per week","2000","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2000","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2000","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2000","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2000","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2000","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2000","Employed","Single parent ","","","","","2"
"Min 1x per week","2000","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2000","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","2000","Not Employed","1-pers.-HH","","","","","5"
"Never","2000","Not Employed","(Married) couple without C. ","","","","","5"
"Never","2000","Not Employed","Single parent ","","","","","5"
"Never","2000","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","2000","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","2000","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","2000","Employed","1-pers.-HH","","","","","5"
"Never","2000","Employed","(Married) couple without C. ","","","","","5"
"Never","2000","Employed","Single parent ","","","","","5"
"Never","2000","Employed","Couple + C. LE 16 ","","","","","5"
"Never","2000","Employed","Couple + C. GT 16 ","","","","","5"
"Never","2000","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","2000","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","2000","Not Employed","1-pers.-HH","","","","","4"
"Rarely","2000","Not Employed","Single parent ","","","","","4"
"Rarely","2000","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2000","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2000","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2000","Employed","(Married) couple without C. ","","","","","4"
"Rarely","2000","Employed","1-pers.-HH","","","","","4"
"Rarely","2000","Employed","Single parent ","","","","","4"
"Rarely","2000","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2000","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2000","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","2001","Not Employed","1-pers.-HH","","","","","1"
"Daily","2001","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","2001","Not Employed","Single parent ","","","","","1"
"Daily","2001","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2001","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2001","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2001","Employed","1-pers.-HH","","","","","1"
"Daily","2001","Employed","(Married) couple without C. ","","","","","1"
"Daily","2001","Employed","Single parent ","","","","","1"
"Daily","2001","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2001","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2001","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","2001","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2001","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2001","Not Employed","Single parent ","","","","","3"
"Min 1x per month","2001","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2001","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2001","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2001","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2001","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2001","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2001","Employed","Single parent ","","","","","3"
"Min 1x per month","2001","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2001","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","2001","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2001","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2001","Not Employed","Single parent ","","","","","2"
"Min 1x per week","2001","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2001","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2001","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2001","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2001","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2001","Employed","Single parent ","","","","","2"
"Min 1x per week","2001","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2001","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2001","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","2001","Not Employed","1-pers.-HH","","","","","5"
"Never","2001","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","2001","Not Employed","(Married) couple without C. ","","","","","5"
"Never","2001","Not Employed","Single parent ","","","","","5"
"Never","2001","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","2001","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","2001","Employed","1-pers.-HH","","","","","5"
"Never","2001","Employed","(Married) couple without C. ","","","","","5"
"Never","2001","Employed","Single parent ","","","","","5"
"Never","2001","Employed","Couple + C. LE 16 ","","","","","5"
"Never","2001","Employed","Couple + C. GT 16 ","","","","","5"
"Never","2001","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","2001","Not Employed","1-pers.-HH","","","","","4"
"Rarely","2001","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","2001","Not Employed","Single parent ","","","","","4"
"Rarely","2001","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2001","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2001","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2001","Employed","(Married) couple without C. ","","","","","4"
"Rarely","2001","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2001","Employed","1-pers.-HH","","","","","4"
"Rarely","2001","Employed","Single parent ","","","","","4"
"Rarely","2001","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2001","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","2002","Not Employed","1-pers.-HH","","","","","1"
"Daily","2002","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","2002","Not Employed","Single parent ","","","","","1"
"Daily","2002","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2002","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2002","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2002","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2002","Employed","1-pers.-HH","","","","","1"
"Daily","2002","Employed","(Married) couple without C. ","","","","","1"
"Daily","2002","Employed","Single parent ","","","","","1"
"Daily","2002","Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2002","Employed","Couple + C. GT 16 ","","","","","1"
"Min 1x per month","2002","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2002","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2002","Not Employed","Single parent ","","","","","3"
"Min 1x per month","2002","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2002","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2002","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2002","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2002","Employed","Single parent ","","","","","3"
"Min 1x per month","2002","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2002","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2002","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2002","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per week","2002","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Not Employed","1-pers.-HH","","","","","2"
