"pli0081","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1998","Berlin","Rural Area","","","",""
"Min 1x per week","1998","Brandenburg","Urban Area","10","","",""
"Min 1x per week","1998","Brandenburg","Rural Area","238","0.414501267023304","0.374850950795979","0.454151583250629"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Urban Area","19","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Rural Area","137","0.356329019058593","0.306510424017662","0.406147614099525"
"Min 1x per week","1998","Saxony","Urban Area","215","0.403529669820001","0.363773703237978","0.443285636402024"
"Min 1x per week","1998","Saxony","Rural Area","213","0.358746573049165","0.320400615679429","0.397092530418902"
"Min 1x per week","1998","Saxony-Anhalt","Urban Area","97","0.54010190421908","0.469421330294086","0.610782478144074"
"Min 1x per week","1998","Saxony-Anhalt","Rural Area","199","0.414957565492768","0.371683375551491","0.458231755434044"
"Min 1x per week","1998","Thuringia","Urban Area","97","0.431559263163826","0.365961526973215","0.497156999354437"
"Min 1x per week","1998","Thuringia","Rural Area","207","0.418309536653811","0.375747922040533","0.460871151267088"
"Min 1x per month","1998","Schleswig-Holstein","Urban Area","67","0.384147652797782","0.314804340694207","0.453490964901358"
"Min 1x per month","1998","Schleswig-Holstein","Rural Area","61","0.333923354471664","0.261074847818758","0.40677186112457"
"Min 1x per month","1998","Hamburg","Urban Area","44","0.311893150461387","0.238486867293192","0.385299433629581"
"Min 1x per month","1998","Hamburg","Rural Area","","","",""
"Min 1x per month","1998","Lower Saxony","Urban Area","173","0.288320821380507","0.252693561296736","0.323948081464278"
"Min 1x per month","1998","Lower Saxony","Rural Area","195","0.349620178229012","0.310745577092555","0.388494779365468"
"Min 1x per month","1998","Bremen","Urban Area","30","0.286846538435408","0.198199466541651","0.375493610329165"
"Min 1x per month","1998","Bremen","Rural Area","","","",""
"Min 1x per month","1998","North Rhine-Westphalia","Urban Area","732","0.274112801418403","0.257507349255711","0.290718253581095"
"Min 1x per month","1998","North Rhine-Westphalia","Rural Area","18","","",""
"Min 1x per month","1998","Hesse","Urban Area","207","0.268877075802442","0.238134037216245","0.299620114388639"
"Min 1x per month","1998","Hesse","Rural Area","44","0.300299945439039","0.22669812818501","0.373901762693068"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Urban Area","144","0.245476505933315","0.211600391099527","0.279352620767103"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Rural Area","54","0.268133653891107","0.203951528014497","0.332315779767716"
"Min 1x per month","1998","Baden-Württemberg","Urban Area","371","0.26441308835663","0.242857318417603","0.285968858295657"
"Min 1x per month","1998","Baden-Württemberg","Rural Area","44","0.296829182819416","0.234441594413086","0.359216771225746"
"Min 1x per month","1998","Bavaria","Urban Area","272","0.275635564191047","0.246539772547044","0.30473135583505"
"Min 1x per month","1998","Bavaria","Rural Area","233","0.27554168992495","0.247293751671241","0.303789628178659"
"Min 1x per month","1998","Berlin","Urban Area","196","0.364059886728879","0.323095667567346","0.405024105890412"
"Min 1x per month","1998","Berlin","Rural Area","","","",""
"Min 1x per month","1998","Brandenburg","Urban Area","15","","",""
"Min 1x per month","1998","Brandenburg","Rural Area","213","0.337086636509218","0.29903968200091","0.375133591017526"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Urban Area","21","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Rural Area","122","0.342228640776059","0.29287382099575","0.391583460556367"
"Min 1x per month","1998","Saxony","Urban Area","233","0.356072103414219","0.317269778036778","0.394874428791661"
"Min 1x per month","1998","Saxony","Rural Area","244","0.39609656151139","0.3569949062562","0.435198216766581"
"Min 1x per month","1998","Saxony-Anhalt","Urban Area","48","0.236738544802604","0.176454475591826","0.297022614013382"
"Min 1x per month","1998","Saxony-Anhalt","Rural Area","181","0.351771396636212","0.309831459377173","0.393711333895251"
"Min 1x per month","1998","Thuringia","Urban Area","76","0.322296002239541","0.26039844406861","0.384193560410471"
"Min 1x per month","1998","Thuringia","Rural Area","149","0.287055067474337","0.248021895731648","0.326088239217026"
"Rarely","1998","Schleswig-Holstein","Urban Area","24","","",""
"Rarely","1998","Schleswig-Holstein","Rural Area","42","0.247934320565572","0.181233471491842","0.314635169639302"
"Rarely","1998","Hamburg","Urban Area","49","0.366100488826894","0.289767417239573","0.442433560414215"
"Rarely","1998","Hamburg","Rural Area","","","",""
"Rarely","1998","Lower Saxony","Urban Area","143","0.249982625764986","0.215926686263568","0.284038565266405"
"Rarely","1998","Lower Saxony","Rural Area","131","0.23794593601633","0.203231012768572","0.272660859264087"
"Rarely","1998","Bremen","Urban Area","22","","",""
"Rarely","1998","Bremen","Rural Area","","","",""
"Rarely","1998","North Rhine-Westphalia","Urban Area","450","0.177341286973787","0.163122378559826","0.191560195387749"
"Rarely","1998","North Rhine-Westphalia","Rural Area","4","","",""
"Rarely","1998","Hesse","Urban Area","180","0.244052833871603","0.214270251577873","0.273835416165333"
"Rarely","1998","Hesse","Rural Area","23","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","Urban Area","114","0.228742684703492","0.195680960294858","0.261804409112125"
"Rarely","1998","Rhineland-Palatinate,Saarland","Rural Area","33","0.165194535506201","0.111390726007336","0.218998345005067"
"Rarely","1998","Baden-Württemberg","Urban Area","227","0.175154535049405","0.156576402483116","0.193732667615693"
"Rarely","1998","Baden-Württemberg","Rural Area","56","0.274792509276414","0.213832073005494","0.335752945547334"
"Rarely","1998","Bavaria","Urban Area","230","0.282676882411753","0.253355357528207","0.311998407295298"
"Rarely","1998","Bavaria","Rural Area","210","0.229269290782756","0.20269200216378","0.255846579401732"
"Rarely","1998","Berlin","Urban Area","119","0.222393126650588","0.18698924486859","0.257797008432586"
"Rarely","1998","Berlin","Rural Area","","","",""
"Rarely","1998","Brandenburg","Urban Area","5","","",""
"Rarely","1998","Brandenburg","Rural Area","90","0.139783167847904","0.111873661706076","0.167692673989733"
"Rarely","1998","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","Rural Area","58","0.165118076364311","0.126495276495617","0.203740876233006"
"Rarely","1998","Saxony","Urban Area","102","0.181758819627035","0.150508204431281","0.213009434822789"
"Rarely","1998","Saxony","Rural Area","104","0.184414465557944","0.153408653919194","0.215420277196695"
"Rarely","1998","Saxony-Anhalt","Urban Area","34","0.167877673452476","0.114872108753581","0.220883238151371"
"Rarely","1998","Saxony-Anhalt","Rural Area","70","0.133704691911315","0.1038137414655","0.16359564235713"
"Rarely","1998","Thuringia","Urban Area","36","0.177529039563572","0.126920824301993","0.228137254825151"
"Rarely","1998","Thuringia","Rural Area","94","0.165455033017403","0.133393218105531","0.197516847929274"
"Never","1998","Schleswig-Holstein","Urban Area","1","","",""
"Never","1998","Schleswig-Holstein","Rural Area","3","","",""
"Never","1998","Hamburg","Urban Area","2","","",""
"Never","1998","Hamburg","Rural Area","","","",""
"Never","1998","Lower Saxony","Urban Area","14","","",""
"Never","1998","Lower Saxony","Rural Area","14","","",""
"Never","1998","Bremen","Urban Area","7","","",""
"Never","1998","Bremen","Rural Area","","","",""
"Never","1998","North Rhine-Westphalia","Urban Area","64","0.025813705114691","0.0199103670020148","0.0317170432273671"
"Never","1998","North Rhine-Westphalia","Rural Area","","","",""
"Never","1998","Hesse","Urban Area","28","","",""
"Never","1998","Hesse","Rural Area","5","","",""
"Never","1998","Rhineland-Palatinate,Saarland","Urban Area","10","","",""
"Never","1998","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"Never","1998","Baden-Württemberg","Urban Area","24","","",""
"Never","1998","Baden-Württemberg","Rural Area","5","","",""
"Never","1998","Bavaria","Urban Area","10","","",""
"Never","1998","Bavaria","Rural Area","9","","",""
"Never","1998","Berlin","Urban Area","21","","",""
"Never","1998","Berlin","Rural Area","","","",""
"Never","1998","Brandenburg","Urban Area","","","",""
"Never","1998","Brandenburg","Rural Area","9","","",""
"Never","1998","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Never","1998","Mecklenburg-Western Pomerania","Rural Area","1","","",""
"Never","1998","Saxony","Urban Area","6","","",""
"Never","1998","Saxony","Rural Area","7","","",""
"Never","1998","Saxony-Anhalt","Urban Area","2","","",""
"Never","1998","Saxony-Anhalt","Rural Area","2","","",""
"Never","1998","Thuringia","Urban Area","1","","",""
"Never","1998","Thuringia","Rural Area","","","",""
"Daily","1999","Schleswig-Holstein","Urban Area","","","",""
"Daily","1999","Schleswig-Holstein","Rural Area","","","",""
"Daily","1999","Hamburg","Urban Area","","","",""
"Daily","1999","Hamburg","Rural Area","","","",""
"Daily","1999","Lower Saxony","Urban Area","","","",""
"Daily","1999","Lower Saxony","Rural Area","","","",""
"Daily","1999","Bremen","Urban Area","","","",""
"Daily","1999","Bremen","Rural Area","","","",""
"Daily","1999","North Rhine-Westphalia","Urban Area","","","",""
"Daily","1999","North Rhine-Westphalia","Rural Area","","","",""
"Daily","1999","Hesse","Urban Area","","","",""
"Daily","1999","Hesse","Rural Area","","","",""
"Daily","1999","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","1999","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","1999","Baden-Württemberg","Urban Area","","","",""
"Daily","1999","Baden-Württemberg","Rural Area","","","",""
"Daily","1999","Bavaria","Urban Area","","","",""
"Daily","1999","Bavaria","Rural Area","","","",""
"Daily","1999","Berlin","Urban Area","","","",""
"Daily","1999","Berlin","Rural Area","","","",""
"Daily","1999","Brandenburg","Urban Area","","","",""
"Daily","1999","Brandenburg","Rural Area","","","",""
"Daily","1999","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","1999","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","1999","Saxony","Urban Area","","","",""
"Daily","1999","Saxony","Rural Area","","","",""
"Daily","1999","Saxony-Anhalt","Urban Area","","","",""
"Daily","1999","Saxony-Anhalt","Rural Area","","","",""
"Daily","1999","Thuringia","Urban Area","","","",""
"Daily","1999","Thuringia","Rural Area","","","",""
"Min 1x per week","1999","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","1999","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","1999","Hamburg","Urban Area","","","",""
"Min 1x per week","1999","Hamburg","Rural Area","","","",""
"Min 1x per week","1999","Lower Saxony","Urban Area","","","",""
"Min 1x per week","1999","Lower Saxony","Rural Area","","","",""
"Min 1x per week","1999","Bremen","Urban Area","","","",""
"Min 1x per week","1999","Bremen","Rural Area","","","",""
"Min 1x per week","1999","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","1999","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","1999","Hesse","Urban Area","","","",""
"Min 1x per week","1999","Hesse","Rural Area","","","",""
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","1999","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","1999","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","1999","Bavaria","Urban Area","","","",""
"Min 1x per week","1999","Bavaria","Rural Area","","","",""
"Min 1x per week","1999","Berlin","Urban Area","","","",""
"Min 1x per week","1999","Berlin","Rural Area","","","",""
"Min 1x per week","1999","Brandenburg","Urban Area","","","",""
"Min 1x per week","1999","Brandenburg","Rural Area","","","",""
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","1999","Saxony","Urban Area","","","",""
"Min 1x per week","1999","Saxony","Rural Area","","","",""
"Min 1x per week","1999","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","1999","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","1999","Thuringia","Urban Area","","","",""
"Min 1x per week","1999","Thuringia","Rural Area","","","",""
"Min 1x per month","1999","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","1999","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","1999","Hamburg","Urban Area","","","",""
"Min 1x per month","1999","Hamburg","Rural Area","","","",""
"Min 1x per month","1999","Lower Saxony","Urban Area","","","",""
"Min 1x per month","1999","Lower Saxony","Rural Area","","","",""
"Min 1x per month","1999","Bremen","Urban Area","","","",""
"Min 1x per month","1999","Bremen","Rural Area","","","",""
"Min 1x per month","1999","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","1999","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","1999","Hesse","Urban Area","","","",""
"Min 1x per month","1999","Hesse","Rural Area","","","",""
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","1999","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","1999","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","1999","Bavaria","Urban Area","","","",""
"Min 1x per month","1999","Bavaria","Rural Area","","","",""
"Min 1x per month","1999","Berlin","Urban Area","","","",""
"Min 1x per month","1999","Berlin","Rural Area","","","",""
"Min 1x per month","1999","Brandenburg","Urban Area","","","",""
"Min 1x per month","1999","Brandenburg","Rural Area","","","",""
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","1999","Saxony","Urban Area","","","",""
"Min 1x per month","1999","Saxony","Rural Area","","","",""
"Min 1x per month","1999","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","1999","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","1999","Thuringia","Urban Area","","","",""
"Min 1x per month","1999","Thuringia","Rural Area","","","",""
"Rarely","1999","Schleswig-Holstein","Urban Area","","","",""
"Rarely","1999","Schleswig-Holstein","Rural Area","","","",""
"Rarely","1999","Hamburg","Urban Area","","","",""
"Rarely","1999","Hamburg","Rural Area","","","",""
"Rarely","1999","Lower Saxony","Urban Area","","","",""
"Rarely","1999","Lower Saxony","Rural Area","","","",""
"Rarely","1999","Bremen","Urban Area","","","",""
"Rarely","1999","Bremen","Rural Area","","","",""
"Rarely","1999","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","1999","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","1999","Hesse","Urban Area","","","",""
"Rarely","1999","Hesse","Rural Area","","","",""
"Rarely","1999","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","1999","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","1999","Baden-Württemberg","Urban Area","","","",""
"Rarely","1999","Baden-Württemberg","Rural Area","","","",""
"Rarely","1999","Bavaria","Urban Area","","","",""
"Rarely","1999","Bavaria","Rural Area","","","",""
"Rarely","1999","Berlin","Urban Area","","","",""
"Rarely","1999","Berlin","Rural Area","","","",""
"Rarely","1999","Brandenburg","Urban Area","","","",""
"Rarely","1999","Brandenburg","Rural Area","","","",""
"Rarely","1999","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","1999","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","1999","Saxony","Urban Area","","","",""
"Rarely","1999","Saxony","Rural Area","","","",""
"Rarely","1999","Saxony-Anhalt","Urban Area","","","",""
"Rarely","1999","Saxony-Anhalt","Rural Area","","","",""
"Rarely","1999","Thuringia","Urban Area","","","",""
"Rarely","1999","Thuringia","Rural Area","","","",""
"Never","1999","Schleswig-Holstein","Urban Area","","","",""
"Never","1999","Schleswig-Holstein","Rural Area","","","",""
"Never","1999","Hamburg","Urban Area","","","",""
"Never","1999","Hamburg","Rural Area","","","",""
"Never","1999","Lower Saxony","Urban Area","","","",""
"Never","1999","Lower Saxony","Rural Area","","","",""
"Never","1999","Bremen","Urban Area","","","",""
"Never","1999","Bremen","Rural Area","","","",""
"Never","1999","North Rhine-Westphalia","Urban Area","","","",""
"Never","1999","North Rhine-Westphalia","Rural Area","","","",""
"Never","1999","Hesse","Urban Area","","","",""
"Never","1999","Hesse","Rural Area","","","",""
"Never","1999","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","1999","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","1999","Baden-Württemberg","Urban Area","","","",""
"Never","1999","Baden-Württemberg","Rural Area","","","",""
"Never","1999","Bavaria","Urban Area","","","",""
"Never","1999","Bavaria","Rural Area","","","",""
"Never","1999","Berlin","Urban Area","","","",""
"Never","1999","Berlin","Rural Area","","","",""
"Never","1999","Brandenburg","Urban Area","","","",""
"Never","1999","Brandenburg","Rural Area","","","",""
"Never","1999","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","1999","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","1999","Saxony","Urban Area","","","",""
"Never","1999","Saxony","Rural Area","","","",""
"Never","1999","Saxony-Anhalt","Urban Area","","","",""
"Never","1999","Saxony-Anhalt","Rural Area","","","",""
"Never","1999","Thuringia","Urban Area","","","",""
"Never","1999","Thuringia","Rural Area","","","",""
"Daily","2000","Schleswig-Holstein","Urban Area","","","",""
"Daily","2000","Schleswig-Holstein","Rural Area","","","",""
"Daily","2000","Hamburg","Urban Area","","","",""
"Daily","2000","Hamburg","Rural Area","","","",""
"Daily","2000","Lower Saxony","Urban Area","","","",""
"Daily","2000","Lower Saxony","Rural Area","","","",""
"Daily","2000","Bremen","Urban Area","","","",""
"Daily","2000","Bremen","Rural Area","","","",""
"Daily","2000","North Rhine-Westphalia","Urban Area","","","",""
"Daily","2000","North Rhine-Westphalia","Rural Area","","","",""
"Daily","2000","Hesse","Urban Area","","","",""
"Daily","2000","Hesse","Rural Area","","","",""
"Daily","2000","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","2000","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","2000","Baden-Württemberg","Urban Area","","","",""
"Daily","2000","Baden-Württemberg","Rural Area","","","",""
"Daily","2000","Bavaria","Urban Area","","","",""
"Daily","2000","Bavaria","Rural Area","","","",""
"Daily","2000","Berlin","Urban Area","","","",""
"Daily","2000","Berlin","Rural Area","","","",""
"Daily","2000","Brandenburg","Urban Area","","","",""
"Daily","2000","Brandenburg","Rural Area","","","",""
"Daily","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","2000","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","2000","Saxony","Urban Area","","","",""
"Daily","2000","Saxony","Rural Area","","","",""
"Daily","2000","Saxony-Anhalt","Urban Area","","","",""
"Daily","2000","Saxony-Anhalt","Rural Area","","","",""
"Daily","2000","Thuringia","Urban Area","","","",""
"Daily","2000","Thuringia","Rural Area","","","",""
"Min 1x per week","2000","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","2000","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","2000","Hamburg","Urban Area","","","",""
"Min 1x per week","2000","Hamburg","Rural Area","","","",""
"Min 1x per week","2000","Lower Saxony","Urban Area","","","",""
"Min 1x per week","2000","Lower Saxony","Rural Area","","","",""
"Min 1x per week","2000","Bremen","Urban Area","","","",""
"Min 1x per week","2000","Bremen","Rural Area","","","",""
"Min 1x per week","2000","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","2000","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","2000","Hesse","Urban Area","","","",""
"Min 1x per week","2000","Hesse","Rural Area","","","",""
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","2000","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","2000","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","2000","Bavaria","Urban Area","","","",""
"Min 1x per week","2000","Bavaria","Rural Area","","","",""
"Min 1x per week","2000","Berlin","Urban Area","","","",""
"Min 1x per week","2000","Berlin","Rural Area","","","",""
"Min 1x per week","2000","Brandenburg","Urban Area","","","",""
"Min 1x per week","2000","Brandenburg","Rural Area","","","",""
"Min 1x per week","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","2000","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","2000","Saxony","Urban Area","","","",""
"Min 1x per week","2000","Saxony","Rural Area","","","",""
"Min 1x per week","2000","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","2000","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","2000","Thuringia","Urban Area","","","",""
"Min 1x per week","2000","Thuringia","Rural Area","","","",""
"Min 1x per month","2000","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","2000","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","2000","Hamburg","Urban Area","","","",""
"Min 1x per month","2000","Hamburg","Rural Area","","","",""
"Min 1x per month","2000","Lower Saxony","Urban Area","","","",""
"Min 1x per month","2000","Lower Saxony","Rural Area","","","",""
"Min 1x per month","2000","Bremen","Urban Area","","","",""
"Min 1x per month","2000","Bremen","Rural Area","","","",""
"Min 1x per month","2000","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","2000","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","2000","Hesse","Urban Area","","","",""
"Min 1x per month","2000","Hesse","Rural Area","","","",""
"Min 1x per month","2000","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","2000","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","2000","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","2000","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","2000","Bavaria","Urban Area","","","",""
"Min 1x per month","2000","Bavaria","Rural Area","","","",""
"Min 1x per month","2000","Berlin","Urban Area","","","",""
"Min 1x per month","2000","Berlin","Rural Area","","","",""
"Min 1x per month","2000","Brandenburg","Urban Area","","","",""
"Min 1x per month","2000","Brandenburg","Rural Area","","","",""
"Min 1x per month","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","2000","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","2000","Saxony","Urban Area","","","",""
"Min 1x per month","2000","Saxony","Rural Area","","","",""
"Min 1x per month","2000","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","2000","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","2000","Thuringia","Urban Area","","","",""
"Min 1x per month","2000","Thuringia","Rural Area","","","",""
"Rarely","2000","Schleswig-Holstein","Urban Area","","","",""
"Rarely","2000","Schleswig-Holstein","Rural Area","","","",""
"Rarely","2000","Hamburg","Urban Area","","","",""
"Rarely","2000","Hamburg","Rural Area","","","",""
"Rarely","2000","Lower Saxony","Urban Area","","","",""
"Rarely","2000","Lower Saxony","Rural Area","","","",""
"Rarely","2000","Bremen","Urban Area","","","",""
"Rarely","2000","Bremen","Rural Area","","","",""
"Rarely","2000","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","2000","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","2000","Hesse","Urban Area","","","",""
"Rarely","2000","Hesse","Rural Area","","","",""
"Rarely","2000","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","2000","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","2000","Baden-Württemberg","Urban Area","","","",""
"Rarely","2000","Baden-Württemberg","Rural Area","","","",""
"Rarely","2000","Bavaria","Urban Area","","","",""
"Rarely","2000","Bavaria","Rural Area","","","",""
"Rarely","2000","Berlin","Urban Area","","","",""
"Rarely","2000","Berlin","Rural Area","","","",""
"Rarely","2000","Brandenburg","Urban Area","","","",""
"Rarely","2000","Brandenburg","Rural Area","","","",""
"Rarely","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","2000","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","2000","Saxony","Urban Area","","","",""
"Rarely","2000","Saxony","Rural Area","","","",""
"Rarely","2000","Saxony-Anhalt","Urban Area","","","",""
"Rarely","2000","Saxony-Anhalt","Rural Area","","","",""
"Rarely","2000","Thuringia","Urban Area","","","",""
"Rarely","2000","Thuringia","Rural Area","","","",""
"Never","2000","Schleswig-Holstein","Urban Area","","","",""
"Never","2000","Schleswig-Holstein","Rural Area","","","",""
"Never","2000","Hamburg","Urban Area","","","",""
"Never","2000","Hamburg","Rural Area","","","",""
"Never","2000","Lower Saxony","Urban Area","","","",""
"Never","2000","Lower Saxony","Rural Area","","","",""
"Never","2000","Bremen","Urban Area","","","",""
"Never","2000","Bremen","Rural Area","","","",""
"Never","2000","North Rhine-Westphalia","Urban Area","","","",""
"Never","2000","North Rhine-Westphalia","Rural Area","","","",""
"Never","2000","Hesse","Urban Area","","","",""
"Never","2000","Hesse","Rural Area","","","",""
"Never","2000","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","2000","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","2000","Baden-Württemberg","Urban Area","","","",""
"Never","2000","Baden-Württemberg","Rural Area","","","",""
"Never","2000","Bavaria","Urban Area","","","",""
"Never","2000","Bavaria","Rural Area","","","",""
"Never","2000","Berlin","Urban Area","","","",""
"Never","2000","Berlin","Rural Area","","","",""
"Never","2000","Brandenburg","Urban Area","","","",""
"Never","2000","Brandenburg","Rural Area","","","",""
"Never","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","2000","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","2000","Saxony","Urban Area","","","",""
"Never","2000","Saxony","Rural Area","","","",""
"Never","2000","Saxony-Anhalt","Urban Area","","","",""
"Never","2000","Saxony-Anhalt","Rural Area","","","",""
"Never","2000","Thuringia","Urban Area","","","",""
"Never","2000","Thuringia","Rural Area","","","",""
"Daily","2001","Schleswig-Holstein","Urban Area","","","",""
"Daily","2001","Schleswig-Holstein","Rural Area","","","",""
"Daily","2001","Hamburg","Urban Area","","","",""
"Daily","2001","Hamburg","Rural Area","","","",""
"Daily","2001","Lower Saxony","Urban Area","","","",""
"Daily","2001","Lower Saxony","Rural Area","","","",""
"Daily","2001","Bremen","Urban Area","","","",""
"Daily","2001","Bremen","Rural Area","","","",""
"Daily","2001","North Rhine-Westphalia","Urban Area","","","",""
"Daily","2001","North Rhine-Westphalia","Rural Area","","","",""
"Daily","2001","Hesse","Urban Area","","","",""
"Daily","2001","Hesse","Rural Area","","","",""
"Daily","2001","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","2001","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","2001","Baden-Württemberg","Urban Area","","","",""
"Daily","2001","Baden-Württemberg","Rural Area","","","",""
"Daily","2001","Bavaria","Urban Area","","","",""
"Daily","2001","Bavaria","Rural Area","","","",""
"Daily","2001","Berlin","Urban Area","","","",""
"Daily","2001","Berlin","Rural Area","","","",""
"Daily","2001","Brandenburg","Urban Area","","","",""
"Daily","2001","Brandenburg","Rural Area","","","",""
"Daily","2001","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","2001","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","2001","Saxony","Urban Area","","","",""
"Daily","2001","Saxony","Rural Area","","","",""
"Daily","2001","Saxony-Anhalt","Urban Area","","","",""
"Daily","2001","Saxony-Anhalt","Rural Area","","","",""
"Daily","2001","Thuringia","Urban Area","","","",""
"Daily","2001","Thuringia","Rural Area","","","",""
"Min 1x per week","2001","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","2001","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","2001","Hamburg","Urban Area","","","",""
"Min 1x per week","2001","Hamburg","Rural Area","","","",""
"Min 1x per week","2001","Lower Saxony","Urban Area","","","",""
