"pli0081","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","Couple + C. LE and GT 16","","","","","5"
"Rarely","2018","1-pers.-HH","","","","","4"
"Rarely","2018","(Married) couple without C. ","","","","","4"
"Rarely","2018","Single parent ","","","","","4"
"Rarely","2018","Couple + C. LE 16 ","","","","","4"
"Rarely","2018","Couple + C. GT 16 ","","","","","4"
"Rarely","2018","Couple + C. LE and GT 16","","","","","4"
"Daily","2019","1-pers.-HH","328","0.0796751901868154","0.0715349980133833","0.0878153823602476","1"
"Daily","2019","(Married) couple without C. ","541","0.0555031359218151","0.050641160010917","0.0603651118327132","1"
"Daily","2019","Single parent ","169","0.0925498876181487","0.0800505387358874","0.10504923650041","1"
"Daily","2019","Couple + C. LE 16 ","351","0.0648541516003139","0.0581580492061317","0.071550253994496","1"
"Daily","2019","Couple + C. GT 16 ","215","0.0776029129791898","0.0679792375943527","0.0872265883640268","1"
"Daily","2019","Couple + C. LE and GT 16","130","0.0489353324851876","0.0398855629644522","0.057985102005923","1"
"Min 1x per month","2019","1-pers.-HH","1136","0.269164344422825","0.255831550489318","0.282497138356332","3"
"Min 1x per month","2019","(Married) couple without C. ","2715","0.311466005185007","0.301632195434533","0.321299814935482","3"
"Min 1x per month","2019","Single parent ","564","0.290335828964659","0.270757986957588","0.309913670971731","3"
"Min 1x per month","2019","Couple + C. LE 16 ","1616","0.32336743854447","0.310648873663191","0.33608600342575","3"
"Min 1x per month","2019","Couple + C. LE and GT 16","734","0.350456528389132","0.330442135931649","0.370470920846616","3"
"Min 1x per month","2019","Couple + C. GT 16 ","978","0.30579911898889","0.2892260214097","0.32237221656808","3"
"Min 1x per week","2019","1-pers.-HH","1486","0.329115220980367","0.314989829533338","0.343240612427396","2"
"Min 1x per week","2019","Single parent ","712","0.332891487377144","0.312566155336778","0.353216819417511","2"
"Min 1x per week","2019","(Married) couple without C. ","3177","0.36881307210149","0.358567506635314","0.379058637567666","2"
"Min 1x per week","2019","Couple + C. LE and GT 16","763","0.360180688459102","0.340042977308078","0.380318399610127","2"
"Min 1x per week","2019","Couple + C. LE 16 ","2121","0.407613848705424","0.394252803488429","0.420974893922418","2"
"Min 1x per week","2019","Couple + C. GT 16 ","1017","0.357442691881303","0.340204086147809","0.374681297614797","2"
"Never","2019","1-pers.-HH","265","0.0648830343583059","0.0574784432223175","0.0722876254942943","5"
"Never","2019","(Married) couple without C. ","207","0.0243178120165785","0.0210468897845481","0.0275887342486089","5"
"Never","2019","Single parent ","128","0.0670679841831975","0.0562792451478254","0.0778567232185696","5"
"Never","2019","Couple + C. LE 16 ","116","0.0178966648084144","0.0142918897885693","0.0215014398282595","5"
"Never","2019","Couple + C. GT 16 ","82","0.0275937717376373","0.0217016407665839","0.0334859027086907","5"
"Never","2019","Couple + C. LE and GT 16","66","0.0261785017310687","0.0194806844503947","0.0328763190117428","5"
"Rarely","2019","1-pers.-HH","1036","0.257162210051687","0.244023488526616","0.270300931576759","4"
"Rarely","2019","(Married) couple without C. ","1879","0.239899974775109","0.230832126255686","0.248967823294531","4"
"Rarely","2019","Single parent ","492","0.21715481185685","0.199371578197514","0.234938045516186","4"
"Rarely","2019","Couple + C. LE 16 ","992","0.186267896341378","0.175682106935857","0.196853685746898","4"
"Rarely","2019","Couple + C. LE and GT 16","490","0.214248948935509","0.1970372770431","0.231460620827917","4"
"Rarely","2019","Couple + C. GT 16 ","677","0.23156150441298","0.216388180466831","0.246734828359129","4"
