"pli0081","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2006","Not Working","Male","","","",""
"Min 1x per month","2006","Not Working","Female","","","",""
"Rarely","2006","Full Time","Male","","","",""
"Rarely","2006","Full Time","Female","","","",""
"Rarely","2006","Part Time","Male","","","",""
"Rarely","2006","Part Time","Female","","","",""
"Rarely","2006","Not Working","Male","","","",""
"Rarely","2006","Not Working","Female","","","",""
"Never","2006","Full Time","Male","","","",""
"Never","2006","Full Time","Female","","","",""
"Never","2006","Part Time","Male","","","",""
"Never","2006","Part Time","Female","","","",""
"Never","2006","Not Working","Male","","","",""
"Never","2006","Not Working","Female","","","",""
"Daily","2007","Full Time","Male","","","",""
"Daily","2007","Full Time","Female","","","",""
"Daily","2007","Part Time","Male","","","",""
"Daily","2007","Part Time","Female","","","",""
"Daily","2007","Not Working","Male","","","",""
"Daily","2007","Not Working","Female","","","",""
"Min 1x per week","2007","Full Time","Male","","","",""
"Min 1x per week","2007","Full Time","Female","","","",""
"Min 1x per week","2007","Part Time","Male","","","",""
"Min 1x per week","2007","Part Time","Female","","","",""
"Min 1x per week","2007","Not Working","Male","","","",""
"Min 1x per week","2007","Not Working","Female","","","",""
"Min 1x per month","2007","Full Time","Male","","","",""
"Min 1x per month","2007","Full Time","Female","","","",""
"Min 1x per month","2007","Part Time","Male","","","",""
"Min 1x per month","2007","Part Time","Female","","","",""
"Min 1x per month","2007","Not Working","Male","","","",""
"Min 1x per month","2007","Not Working","Female","","","",""
"Rarely","2007","Full Time","Male","","","",""
"Rarely","2007","Full Time","Female","","","",""
"Rarely","2007","Part Time","Male","","","",""
"Rarely","2007","Part Time","Female","","","",""
"Rarely","2007","Not Working","Male","","","",""
"Rarely","2007","Not Working","Female","","","",""
"Never","2007","Full Time","Male","","","",""
"Never","2007","Full Time","Female","","","",""
"Never","2007","Part Time","Male","","","",""
"Never","2007","Part Time","Female","","","",""
"Never","2007","Not Working","Male","","","",""
"Never","2007","Not Working","Female","","","",""
"Daily","2008","Full Time","Male","267","0.0496284210528187","0.0435783922710618","0.0556784498345756"
"Daily","2008","Full Time","Female","191","0.0765427662701235","0.0661768919091107","0.0869086406311363"
"Daily","2008","Part Time","Male","78","0.0729951562031641","0.058313925612515","0.0876763867938132"
"Daily","2008","Part Time","Female","270","0.0772289104153908","0.0679781397489209","0.0864796810818606"
"Daily","2008","Not Working","Male","250","0.0789002413202727","0.0693485588242426","0.0884519238163029"
"Daily","2008","Not Working","Female","504","0.109367952855582","0.100153474243185","0.118582431467979"
"Min 1x per week","2008","Full Time","Male","1818","0.365136558423906","0.351723948014356","0.378549168833455"
"Min 1x per week","2008","Full Time","Female","935","0.360368300318033","0.341649252649705","0.37908734798636"
"Min 1x per week","2008","Part Time","Male","434","0.336802686280194","0.310128966175035","0.363476406385353"
"Min 1x per week","2008","Part Time","Female","1324","0.407173036292339","0.390147748945125","0.424198323639552"
"Min 1x per week","2008","Not Working","Male","1094","0.341260437598587","0.324461290886783","0.35805958431039"
"Min 1x per week","2008","Not Working","Female","1757","0.396229623084674","0.381788999852627","0.410670246316721"
"Min 1x per month","2008","Full Time","Male","1663","0.328656974547311","0.315571509589293","0.341742439505328"
"Min 1x per month","2008","Full Time","Female","815","0.303744540162575","0.285814386270845","0.321674694054304"
"Min 1x per month","2008","Part Time","Male","393","0.346903135434532","0.320039341398118","0.373766929470946"
"Min 1x per month","2008","Part Time","Female","959","0.299369150006623","0.283498704391333","0.315239595621913"
"Min 1x per month","2008","Not Working","Male","911","0.277825750876215","0.26195510411714","0.29369639763529"
"Min 1x per month","2008","Not Working","Female","1172","0.255200661159058","0.242328925727851","0.268072396590264"
"Rarely","2008","Full Time","Male","1123","0.237748089452174","0.225888947428452","0.249607231475896"
"Rarely","2008","Full Time","Female","554","0.245212418166344","0.228438710366094","0.261986125966594"
"Rarely","2008","Part Time","Male","271","0.214800540926647","0.191622212179414","0.237978869673879"
"Rarely","2008","Part Time","Female","603","0.194092464940626","0.180387184805546","0.207797745075705"
"Rarely","2008","Not Working","Male","684","0.247002552967503","0.231722148476643","0.262282957458364"
"Rarely","2008","Not Working","Female","853","0.204013620372835","0.19211603128619","0.21591120945948"
"Never","2008","Full Time","Male","79","0.0188299565237907","0.0150434187794313","0.0226164942681502"
"Never","2008","Full Time","Female","32","0.0141319750829251","0.00952987253065955","0.0187340776351907"
"Never","2008","Part Time","Male","30","0.0284984811554633","0.0191075850380027","0.0378893772729239"
"Never","2008","Part Time","Female","43","0.0221364383450223","0.0170380375212924","0.0272348391687521"
"Never","2008","Not Working","Male","121","0.0550110172374221","0.046932612866845","0.0630894216079993"
"Never","2008","Not Working","Female","121","0.035188142527851","0.0297481781844035","0.0406281068712985"
"Daily","2009","Full Time","Male","","","",""
"Daily","2009","Full Time","Female","","","",""
"Daily","2009","Part Time","Male","","","",""
"Daily","2009","Part Time","Female","","","",""
"Daily","2009","Not Working","Male","","","",""
"Daily","2009","Not Working","Female","","","",""
"Min 1x per week","2009","Full Time","Male","","","",""
"Min 1x per week","2009","Full Time","Female","","","",""
"Min 1x per week","2009","Part Time","Male","","","",""
"Min 1x per week","2009","Part Time","Female","","","",""
"Min 1x per week","2009","Not Working","Male","","","",""
"Min 1x per week","2009","Not Working","Female","","","",""
"Min 1x per month","2009","Full Time","Male","","","",""
"Min 1x per month","2009","Full Time","Female","","","",""
"Min 1x per month","2009","Part Time","Male","","","",""
"Min 1x per month","2009","Part Time","Female","","","",""
"Min 1x per month","2009","Not Working","Male","","","",""
"Min 1x per month","2009","Not Working","Female","","","",""
"Rarely","2009","Full Time","Male","","","",""
"Rarely","2009","Full Time","Female","","","",""
"Rarely","2009","Part Time","Male","","","",""
"Rarely","2009","Part Time","Female","","","",""
"Rarely","2009","Not Working","Male","","","",""
"Rarely","2009","Not Working","Female","","","",""
"Never","2009","Full Time","Male","","","",""
"Never","2009","Full Time","Female","","","",""
"Never","2009","Part Time","Male","","","",""
"Never","2009","Part Time","Female","","","",""
"Never","2009","Not Working","Male","","","",""
"Never","2009","Not Working","Female","","","",""
"Daily","2010","Full Time","Male","","","",""
"Daily","2010","Full Time","Female","","","",""
"Daily","2010","Part Time","Male","","","",""
"Daily","2010","Part Time","Female","","","",""
"Daily","2010","Not Working","Male","","","",""
"Daily","2010","Not Working","Female","","","",""
"Min 1x per week","2010","Full Time","Male","","","",""
"Min 1x per week","2010","Full Time","Female","","","",""
"Min 1x per week","2010","Part Time","Male","","","",""
"Min 1x per week","2010","Part Time","Female","","","",""
"Min 1x per week","2010","Not Working","Male","","","",""
"Min 1x per week","2010","Not Working","Female","","","",""
"Min 1x per month","2010","Full Time","Male","","","",""
"Min 1x per month","2010","Full Time","Female","","","",""
"Min 1x per month","2010","Part Time","Male","","","",""
"Min 1x per month","2010","Part Time","Female","","","",""
"Min 1x per month","2010","Not Working","Male","","","",""
"Min 1x per month","2010","Not Working","Female","","","",""
"Rarely","2010","Full Time","Male","","","",""
"Rarely","2010","Full Time","Female","","","",""
"Rarely","2010","Part Time","Male","","","",""
"Rarely","2010","Part Time","Female","","","",""
"Rarely","2010","Not Working","Male","","","",""
"Rarely","2010","Not Working","Female","","","",""
"Never","2010","Full Time","Male","","","",""
"Never","2010","Full Time","Female","","","",""
"Never","2010","Part Time","Male","","","",""
"Never","2010","Part Time","Female","","","",""
"Never","2010","Not Working","Male","","","",""
"Never","2010","Not Working","Female","","","",""
"Daily","2011","Full Time","Male","","","",""
"Daily","2011","Full Time","Female","","","",""
"Daily","2011","Part Time","Male","","","",""
"Daily","2011","Part Time","Female","","","",""
"Daily","2011","Not Working","Male","","","",""
"Daily","2011","Not Working","Female","","","",""
"Min 1x per week","2011","Full Time","Male","","","",""
"Min 1x per week","2011","Full Time","Female","","","",""
"Min 1x per week","2011","Part Time","Male","","","",""
"Min 1x per week","2011","Part Time","Female","","","",""
"Min 1x per week","2011","Not Working","Male","","","",""
"Min 1x per week","2011","Not Working","Female","","","",""
"Min 1x per month","2011","Full Time","Male","","","",""
"Min 1x per month","2011","Full Time","Female","","","",""
"Min 1x per month","2011","Part Time","Male","","","",""
"Min 1x per month","2011","Part Time","Female","","","",""
"Min 1x per month","2011","Not Working","Male","","","",""
"Min 1x per month","2011","Not Working","Female","","","",""
"Rarely","2011","Full Time","Male","","","",""
"Rarely","2011","Full Time","Female","","","",""
"Rarely","2011","Part Time","Male","","","",""
"Rarely","2011","Part Time","Female","","","",""
"Rarely","2011","Not Working","Male","","","",""
"Rarely","2011","Not Working","Female","","","",""
"Never","2011","Full Time","Male","","","",""
"Never","2011","Full Time","Female","","","",""
"Never","2011","Part Time","Male","","","",""
"Never","2011","Part Time","Female","","","",""
"Never","2011","Not Working","Male","","","",""
"Never","2011","Not Working","Female","","","",""
"Daily","2012","Full Time","Male","","","",""
"Daily","2012","Full Time","Female","","","",""
"Daily","2012","Part Time","Male","","","",""
"Daily","2012","Part Time","Female","","","",""
"Daily","2012","Not Working","Male","","","",""
"Daily","2012","Not Working","Female","","","",""
"Min 1x per week","2012","Full Time","Male","","","",""
"Min 1x per week","2012","Full Time","Female","","","",""
"Min 1x per week","2012","Part Time","Male","","","",""
"Min 1x per week","2012","Part Time","Female","","","",""
"Min 1x per week","2012","Not Working","Male","","","",""
"Min 1x per week","2012","Not Working","Female","","","",""
"Min 1x per month","2012","Full Time","Male","","","",""
"Min 1x per month","2012","Full Time","Female","","","",""
"Min 1x per month","2012","Part Time","Male","","","",""
"Min 1x per month","2012","Part Time","Female","","","",""
"Min 1x per month","2012","Not Working","Male","","","",""
"Min 1x per month","2012","Not Working","Female","","","",""
"Rarely","2012","Full Time","Male","","","",""
"Rarely","2012","Full Time","Female","","","",""
"Rarely","2012","Part Time","Male","","","",""
"Rarely","2012","Part Time","Female","","","",""
"Rarely","2012","Not Working","Male","","","",""
"Rarely","2012","Not Working","Female","","","",""
"Never","2012","Full Time","Male","","","",""
"Never","2012","Full Time","Female","","","",""
"Never","2012","Part Time","Male","","","",""
"Never","2012","Part Time","Female","","","",""
"Never","2012","Not Working","Male","","","",""
"Never","2012","Not Working","Female","","","",""
"Daily","2013","Full Time","Male","388","0.0591891099574208","0.0533854881054318","0.0649927318094098"
"Daily","2013","Full Time","Female","233","0.063648036068293","0.0552909344493615","0.0720051376872245"
"Daily","2013","Part Time","Male","114","0.0693283255585526","0.0572143450699336","0.0814423060471715"
"Daily","2013","Part Time","Female","502","0.090185794819758","0.082557734854383","0.097813854785133"
"Daily","2013","Not Working","Male","241","0.0677286658282167","0.0594145928456096","0.0760427388108238"
"Daily","2013","Not Working","Female","563","0.103881380701968","0.0956610407068939","0.112101720697042"
"Min 1x per week","2013","Full Time","Male","2376","0.338633560536585","0.326994629102184","0.350272491970987"
"Min 1x per week","2013","Full Time","Female","1215","0.37316819950208","0.356611588678036","0.389724810326123"
"Min 1x per week","2013","Part Time","Male","567","0.299676853388191","0.277828983210804","0.321524723565579"
"Min 1x per week","2013","Part Time","Female","2258","0.394854060572332","0.381836876706474","0.407871244438191"
"Min 1x per week","2013","Not Working","Male","1193","0.34102157387662","0.325336631320751","0.35670651643249"
"Min 1x per week","2013","Not Working","Female","2096","0.386102900493755","0.372985810563118","0.399219990424391"
"Min 1x per month","2013","Full Time","Male","2131","0.354655046020382","0.342889121293637","0.366420970747126"
"Min 1x per month","2013","Full Time","Female","1092","0.324861230698761","0.308829179803945","0.340893281593577"
"Min 1x per month","2013","Part Time","Male","555","0.33469416408584","0.312189734853174","0.357198593318507"
"Min 1x per month","2013","Part Time","Female","1563","0.296337169297941","0.284176876200474","0.308497462395408"
"Min 1x per month","2013","Not Working","Male","1050","0.276935158943706","0.262129283986642","0.291741033900769"
"Min 1x per month","2013","Not Working","Female","1366","0.252907616178147","0.241196284473853","0.26461894788244"
"Rarely","2013","Full Time","Male","1346","0.222503261100632","0.212273994136824","0.232732528064439"
"Rarely","2013","Full Time","Female","691","0.217579008072192","0.203454531599152","0.231703484545232"
"Rarely","2013","Part Time","Male","391","0.249480235568216","0.228843908343196","0.270116562793235"
"Rarely","2013","Part Time","Female","995","0.200424734886536","0.189764322444283","0.211085147328789"
"Rarely","2013","Not Working","Male","857","0.260409555302544","0.245889090760037","0.274930019845052"
"Rarely","2013","Not Working","Female","1075","0.215818517179976","0.20473466265945","0.226902371700503"
"Never","2013","Full Time","Male","110","0.0250190223849807","0.021177881170421","0.0288601635995403"
"Never","2013","Full Time","Female","47","0.0207435256586738","0.0158644997015896","0.025622551615758"
"Never","2013","Part Time","Male","62","0.0468204213992001","0.0367455783332932","0.056895264465107"
"Never","2013","Part Time","Female","99","0.0181982404234327","0.0146386889667668","0.0217577918800985"
"Never","2013","Not Working","Male","168","0.0539050460489128","0.046433018220656","0.0613770738771697"
"Never","2013","Not Working","Female","192","0.0412895854461544","0.0359291242430722","0.0466500466492366"
"Daily","2014","Full Time","Male","","","",""
"Daily","2014","Full Time","Female","","","",""
"Daily","2014","Part Time","Male","","","",""
"Daily","2014","Part Time","Female","","","",""
"Daily","2014","Not Working","Male","","","",""
"Daily","2014","Not Working","Female","","","",""
"Min 1x per week","2014","Full Time","Male","","","",""
"Min 1x per week","2014","Full Time","Female","","","",""
"Min 1x per week","2014","Part Time","Male","","","",""
"Min 1x per week","2014","Part Time","Female","","","",""
"Min 1x per week","2014","Not Working","Male","","","",""
"Min 1x per week","2014","Not Working","Female","","","",""
"Min 1x per month","2014","Full Time","Male","","","",""
"Min 1x per month","2014","Full Time","Female","","","",""
"Min 1x per month","2014","Part Time","Male","","","",""
"Min 1x per month","2014","Part Time","Female","","","",""
"Min 1x per month","2014","Not Working","Male","","","",""
"Min 1x per month","2014","Not Working","Female","","","",""
"Rarely","2014","Full Time","Male","","","",""
"Rarely","2014","Full Time","Female","","","",""
"Rarely","2014","Part Time","Male","","","",""
"Rarely","2014","Part Time","Female","","","",""
"Rarely","2014","Not Working","Male","","","",""
"Rarely","2014","Not Working","Female","","","",""
"Never","2014","Full Time","Male","","","",""
"Never","2014","Full Time","Female","","","",""
"Never","2014","Part Time","Male","","","",""
"Never","2014","Part Time","Female","","","",""
"Never","2014","Not Working","Male","","","",""
"Never","2014","Not Working","Female","","","",""
"Daily","2015","Full Time","Male","","","",""
"Daily","2015","Full Time","Female","","","",""
"Daily","2015","Part Time","Male","","","",""
"Daily","2015","Part Time","Female","","","",""
"Daily","2015","Not Working","Male","","","",""
"Daily","2015","Not Working","Female","","","",""
"Min 1x per week","2015","Full Time","Male","","","",""
"Min 1x per week","2015","Full Time","Female","","","",""
"Min 1x per week","2015","Part Time","Male","","","",""
"Min 1x per week","2015","Part Time","Female","","","",""
"Min 1x per week","2015","Not Working","Male","","","",""
"Min 1x per week","2015","Not Working","Female","","","",""
"Min 1x per month","2015","Full Time","Male","","","",""
"Min 1x per month","2015","Full Time","Female","","","",""
"Min 1x per month","2015","Part Time","Male","","","",""
"Min 1x per month","2015","Part Time","Female","","","",""
"Min 1x per month","2015","Not Working","Male","","","",""
"Min 1x per month","2015","Not Working","Female","","","",""
"Rarely","2015","Full Time","Male","","","",""
"Rarely","2015","Full Time","Female","","","",""
"Rarely","2015","Part Time","Male","","","",""
"Rarely","2015","Part Time","Female","","","",""
"Rarely","2015","Not Working","Male","","","",""
"Rarely","2015","Not Working","Female","","","",""
"Never","2015","Full Time","Male","","","",""
"Never","2015","Full Time","Female","","","",""
"Never","2015","Part Time","Male","","","",""
"Never","2015","Part Time","Female","","","",""
"Never","2015","Not Working","Male","","","",""
"Never","2015","Not Working","Female","","","",""
"Daily","2016","Full Time","Male","","","",""
"Daily","2016","Full Time","Female","","","",""
"Daily","2016","Part Time","Male","","","",""
"Daily","2016","Part Time","Female","","","",""
"Daily","2016","Not Working","Male","","","",""
"Daily","2016","Not Working","Female","","","",""
"Min 1x per week","2016","Full Time","Male","","","",""
"Min 1x per week","2016","Full Time","Female","","","",""
"Min 1x per week","2016","Part Time","Male","","","",""
"Min 1x per week","2016","Part Time","Female","","","",""
"Min 1x per week","2016","Not Working","Male","","","",""
"Min 1x per week","2016","Not Working","Female","","","",""
"Min 1x per month","2016","Full Time","Male","","","",""
"Min 1x per month","2016","Full Time","Female","","","",""
"Min 1x per month","2016","Part Time","Male","","","",""
"Min 1x per month","2016","Part Time","Female","","","",""
"Min 1x per month","2016","Not Working","Male","","","",""
"Min 1x per month","2016","Not Working","Female","","","",""
"Rarely","2016","Full Time","Male","","","",""
"Rarely","2016","Full Time","Female","","","",""
"Rarely","2016","Part Time","Male","","","",""
"Rarely","2016","Part Time","Female","","","",""
"Rarely","2016","Not Working","Male","","","",""
"Rarely","2016","Not Working","Female","","","",""
"Never","2016","Full Time","Male","","","",""
"Never","2016","Full Time","Female","","","",""
"Never","2016","Part Time","Male","","","",""
"Never","2016","Part Time","Female","","","",""
"Never","2016","Not Working","Male","","","",""
"Never","2016","Not Working","Female","","","",""
"Daily","2017","Full Time","Male","","","",""
"Daily","2017","Full Time","Female","","","",""
"Daily","2017","Part Time","Male","","","",""
"Daily","2017","Part Time","Female","","","",""
"Daily","2017","Not Working","Male","","","",""
"Daily","2017","Not Working","Female","","","",""
"Min 1x per week","2017","Full Time","Male","","","",""
"Min 1x per week","2017","Full Time","Female","","","",""
"Min 1x per week","2017","Part Time","Male","","","",""
"Min 1x per week","2017","Part Time","Female","","","",""
"Min 1x per week","2017","Not Working","Male","","","",""
"Min 1x per week","2017","Not Working","Female","","","",""
"Min 1x per month","2017","Full Time","Male","","","",""
"Min 1x per month","2017","Full Time","Female","","","",""
"Min 1x per month","2017","Part Time","Male","","","",""
"Min 1x per month","2017","Part Time","Female","","","",""
"Min 1x per month","2017","Not Working","Male","","","",""
"Min 1x per month","2017","Not Working","Female","","","",""
"Rarely","2017","Full Time","Male","","","",""
"Rarely","2017","Full Time","Female","","","",""
"Rarely","2017","Part Time","Male","","","",""
"Rarely","2017","Part Time","Female","","","",""
"Rarely","2017","Not Working","Male","","","",""
"Rarely","2017","Not Working","Female","","","",""
"Never","2017","Full Time","Male","","","",""
"Never","2017","Full Time","Female","","","",""
"Never","2017","Part Time","Male","","","",""
"Never","2017","Part Time","Female","","","",""
"Never","2017","Not Working","Male","","","",""
"Never","2017","Not Working","Female","","","",""
"Daily","2018","Full Time","Male","","","",""
"Daily","2018","Full Time","Female","","","",""
"Daily","2018","Part Time","Male","","","",""
"Daily","2018","Part Time","Female","","","",""
"Daily","2018","Not Working","Male","","","",""
"Daily","2018","Not Working","Female","","","",""
"Min 1x per week","2018","Full Time","Male","","","",""
"Min 1x per week","2018","Full Time","Female","","","",""
"Min 1x per week","2018","Part Time","Male","","","",""
"Min 1x per week","2018","Part Time","Female","","","",""
"Min 1x per week","2018","Not Working","Male","","","",""
"Min 1x per week","2018","Not Working","Female","","","",""
"Min 1x per month","2018","Full Time","Male","","","",""
"Min 1x per month","2018","Full Time","Female","","","",""
"Min 1x per month","2018","Part Time","Male","","","",""
"Min 1x per month","2018","Part Time","Female","","","",""
"Min 1x per month","2018","Not Working","Male","","","",""
"Min 1x per month","2018","Not Working","Female","","","",""
"Rarely","2018","Full Time","Male","","","",""
"Rarely","2018","Full Time","Female","","","",""
"Rarely","2018","Part Time","Male","","","",""
"Rarely","2018","Part Time","Female","","","",""
"Rarely","2018","Not Working","Male","","","",""
"Rarely","2018","Not Working","Female","","","",""
"Never","2018","Full Time","Male","","","",""
"Never","2018","Full Time","Female","","","",""
"Never","2018","Part Time","Male","","","",""
"Never","2018","Part Time","Female","","","",""
"Never","2018","Not Working","Male","","","",""
"Never","2018","Not Working","Female","","","",""
"Daily","2019","Full Time","Male","381","0.0547872334302128","0.0493764788569386","0.060197988003487"
"Daily","2019","Full Time","Female","237","0.057133959337009","0.0496513293957795","0.0646165892782384"
"Daily","2019","Part Time","Male","121","0.0568108212082247","0.0467037458440209","0.0669178965724286"
"Daily","2019","Part Time","Female","393","0.0726990634306003","0.0656454365752176","0.0797526902859831"
"Daily","2019","Not Working","Male","247","0.0701048385245594","0.0616521460165134","0.0785575310326054"
"Daily","2019","Not Working","Female","409","0.09240461004334","0.0840194084433968","0.100789811643283"
"Min 1x per week","2019","Full Time","Male","2473","0.347847569013133","0.336522981153232","0.359172156873034"
"Min 1x per week","2019","Full Time","Female","1371","0.379964932651173","0.364316818897809","0.395613046404537"
"Min 1x per week","2019","Part Time","Male","680","0.327946360674431","0.307448244873495","0.348444476475367"
"Min 1x per week","2019","Part Time","Female","2119","0.398755263635691","0.385453274701949","0.412057252569433"
"Min 1x per week","2019","Not Working","Male","1113","0.305722671620977","0.290470404780032","0.320974938461922"
"Min 1x per week","2019","Not Working","Female","1725","0.38043421090198","0.366376841892898","0.394491579911061"
"Min 1x per month","2019","Full Time","Male","2260","0.334118049355741","0.322902980336126","0.345333118375355"
"Min 1x per month","2019","Full Time","Female","1196","0.317758284966302","0.302747628481128","0.332768941451476"
"Min 1x per month","2019","Part Time","Male","598","0.286444480249786","0.266704592455743","0.30618436804383"
"Min 1x per month","2019","Part Time","Female","1545","0.298857573339934","0.286421794763451","0.311293351916416"
"Min 1x per month","2019","Not Working","Male","1011","0.276940361833409","0.262125954993598","0.291754768673219"
"Min 1x per month","2019","Not Working","Female","1294","0.274522876190318","0.261601115905755","0.287444636474881"
"Rarely","2019","Full Time","Male","1523","0.239496618937899","0.229349245848117","0.24964399202768"
"Rarely","2019","Full Time","Female","803","0.218386384625191","0.20506679185391","0.231705977396472"
"Rarely","2019","Part Time","Male","518","0.277758793828259","0.258202542683593","0.297315044972925"
"Rarely","2019","Part Time","Female","1007","0.205087692719423","0.194118690251028","0.216056695187818"
"Rarely","2019","Not Working","Male","917","0.284322992478047","0.269389251888805","0.299256733067288"
"Rarely","2019","Not Working","Female","949","0.202255856288207","0.190625235026457","0.213886477549957"
"Never","2019","Full Time","Male","158","0.023750529263015","0.020130013753837","0.0273710447721931"
"Never","2019","Full Time","Female","89","0.0267564384203255","0.0215539990071865","0.0319588778334645"
"Never","2019","Part Time","Male","98","0.0510395440392986","0.0414303266962552","0.0606487613823421"
"Never","2019","Part Time","Female","141","0.0246004068743522","0.0203921702259636","0.0288086435227408"
"Never","2019","Not Working","Male","217","0.0629091355430084","0.0548710654199281","0.0709472056660887"
"Never","2019","Not Working","Female","205","0.0503824465761553","0.0440490812212251","0.0567158119310855"
