"pli0081","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2018","Part Time","Rural Area","","","","","4"
"Rarely","2018","Not Working","Urban Area","","","","","4"
"Rarely","2018","Not Working","Rural Area","","","","","4"
"Daily","2019","Full Time","Urban Area","345","0.0522362120681521","0.0467239290311289","0.0577484951051754","1"
"Daily","2019","Full Time","Rural Area","257","0.0690740151465968","0.0608157505201288","0.0773322797730648","1"
"Daily","2019","Part Time","Urban Area","298","0.0626310581893341","0.0554717359988269","0.0697903803798414","1"
"Daily","2019","Part Time","Rural Area","201","0.0876668846685259","0.0763049020956333","0.0990288672414186","1"
"Daily","2019","Not Working","Urban Area","389","0.0816501501983731","0.0738865681098049","0.0894137322869413","1"
"Daily","2019","Not Working","Rural Area","249","0.0920276690250464","0.0814113584131495","0.102643979636943","1"
"Min 1x per month","2019","Full Time","Urban Area","2125","0.340665084300253","0.328923884877139","0.352406283723368","3"
"Min 1x per month","2019","Full Time","Rural Area","1117","0.292128175874575","0.277318760835532","0.306937590913617","3"
"Min 1x per month","2019","Part Time","Urban Area","1312","0.299217433918117","0.285687152041996","0.312747715794237","3"
"Min 1x per month","2019","Part Time","Rural Area","707","0.287791275405985","0.269602558263832","0.305979992548139","3"
"Min 1x per month","2019","Not Working","Rural Area","841","0.285725018808076","0.269133545498671","0.302316492117481","3"
"Min 1x per month","2019","Not Working","Urban Area","1333","0.267892825509881","0.255336937061059","0.280448713958703","3"
"Min 1x per week","2019","Full Time","Urban Area","2234","0.342784215312789","0.331025496218121","0.354542934407457","2"
"Min 1x per week","2019","Part Time","Urban Area","1733","0.386329713570606","0.371942776082807","0.400716651058406","2"
"Min 1x per week","2019","Full Time","Rural Area","1456","0.408498081714707","0.392489717468253","0.42450644596116","2"
"Min 1x per week","2019","Not Working","Rural Area","972","0.339748094510375","0.32235361472065","0.3571425743001","2"
"Min 1x per week","2019","Part Time","Rural Area","950","0.38800435876855","0.368427091078267","0.407581626458833","2"
"Min 1x per week","2019","Not Working","Urban Area","1737","0.356806099616029","0.343224007569155","0.370388191662904","2"
"Never","2019","Full Time","Urban Area","158","0.0281053520746335","0.024010862915897","0.0321998412333699","5"
"Never","2019","Full Time","Rural Area","70","0.0180066539651444","0.0136760880839382","0.0223372198463505","5"
"Never","2019","Part Time","Urban Area","142","0.0320800570155167","0.0268733991874167","0.0372867148436167","5"
"Never","2019","Part Time","Rural Area","66","0.0227736627468804","0.0167802575991291","0.0287670678946317","5"
"Never","2019","Not Working","Urban Area","240","0.0555203642462769","0.0490280126935365","0.0620127157990174","5"
"Never","2019","Not Working","Rural Area","130","0.0455802279046802","0.0379200993423806","0.0532403564669797","5"
"Rarely","2019","Full Time","Urban Area","1397","0.236209136244172","0.225686339286002","0.246731933202342","4"
"Rarely","2019","Full Time","Rural Area","722","0.212293073298978","0.198975530156242","0.225610616441713","4"
"Rarely","2019","Part Time","Urban Area","915","0.219741737306426","0.207506927630695","0.231976546982157","4"
"Rarely","2019","Part Time","Rural Area","456","0.213763818410058","0.197293453375895","0.230234183444221","4"
"Rarely","2019","Not Working","Rural Area","656","0.236918989751822","0.221303221412766","0.252534758090878","4"
"Rarely","2019","Not Working","Urban Area","1080","0.238130560429439","0.226054440443133","0.250206680415745","4"
