"pli0081","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Daily","1999","Schleswig-Holstein","Single parent ","","","","","1"
"Daily","1999","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Hamburg","1-pers.-HH","","","","","1"
"Daily","1999","Hamburg","(Married) couple without C. ","","","","","1"
"Daily","1999","Hamburg","Single parent ","","","","","1"
"Daily","1999","Hamburg","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Hamburg","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Lower Saxony","1-pers.-HH","","","","","1"
"Daily","1999","Lower Saxony","(Married) couple without C. ","","","","","1"
"Daily","1999","Lower Saxony","Single parent ","","","","","1"
"Daily","1999","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Bremen","1-pers.-HH","","","","","1"
"Daily","1999","Bremen","(Married) couple without C. ","","","","","1"
"Daily","1999","Bremen","Single parent ","","","","","1"
"Daily","1999","Bremen","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Bremen","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Bremen","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Daily","1999","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Daily","1999","North Rhine-Westphalia","Single parent ","","","","","1"
"Daily","1999","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Daily","1999","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Daily","1999","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Hesse","1-pers.-HH","","","","","1"
"Daily","1999","Hesse","(Married) couple without C. ","","","","","1"
"Daily","1999","Hesse","Single parent ","","","","","1"
"Daily","1999","Hesse","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Hesse","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Hesse","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Baden-Württemberg","1-pers.-HH","","","","","1"
"Daily","1999","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Daily","1999","Baden-Württemberg","Single parent ","","","","","1"
"Daily","1999","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Bavaria","1-pers.-HH","","","","","1"
"Daily","1999","Bavaria","(Married) couple without C. ","","","","","1"
"Daily","1999","Bavaria","Single parent ","","","","","1"
"Daily","1999","Bavaria","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Bavaria","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Berlin","1-pers.-HH","","","","","1"
"Daily","1999","Berlin","(Married) couple without C. ","","","","","1"
"Daily","1999","Berlin","Single parent ","","","","","1"
"Daily","1999","Berlin","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Berlin","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Berlin","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Brandenburg","1-pers.-HH","","","","","1"
"Daily","1999","Brandenburg","(Married) couple without C. ","","","","","1"
"Daily","1999","Brandenburg","Single parent ","","","","","1"
"Daily","1999","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Saxony","1-pers.-HH","","","","","1"
"Daily","1999","Saxony","(Married) couple without C. ","","","","","1"
"Daily","1999","Saxony","Single parent ","","","","","1"
"Daily","1999","Saxony","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Saxony","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Saxony","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Daily","1999","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Daily","1999","Saxony-Anhalt","Single parent ","","","","","1"
"Daily","1999","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Daily","1999","Thuringia","1-pers.-HH","","","","","1"
"Daily","1999","Thuringia","(Married) couple without C. ","","","","","1"
"Daily","1999","Thuringia","Single parent ","","","","","1"
"Daily","1999","Thuringia","Couple + C. LE 16 ","","","","","1"
"Daily","1999","Thuringia","Couple + C. GT 16 ","","","","","1"
"Daily","1999","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1999","Schleswig-Holstein","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Schleswig-Holstein","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Schleswig-Holstein","Single parent ","","","","","3"
"Min 1x per month","1999","Schleswig-Holstein","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Schleswig-Holstein","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Hamburg","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Hamburg","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Hamburg","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Hamburg","Single parent ","","","","","3"
"Min 1x per month","1999","Hamburg","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Hamburg","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Lower Saxony","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Lower Saxony","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Lower Saxony","Single parent ","","","","","3"
"Min 1x per month","1999","Lower Saxony","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Lower Saxony","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Lower Saxony","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Bremen","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Bremen","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Bremen","Single parent ","","","","","3"
"Min 1x per month","1999","Bremen","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Bremen","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Bremen","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","North Rhine-Westphalia","1-pers.-HH","","","","","3"
"Min 1x per month","1999","North Rhine-Westphalia","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","North Rhine-Westphalia","Single parent ","","","","","3"
"Min 1x per month","1999","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Hesse","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Hesse","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Hesse","Single parent ","","","","","3"
"Min 1x per month","1999","Hesse","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Hesse","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Hesse","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Single parent ","","","","","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Baden-Württemberg","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Baden-Württemberg","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Baden-Württemberg","Single parent ","","","","","3"
"Min 1x per month","1999","Baden-Württemberg","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Baden-Württemberg","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Baden-Württemberg","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Bavaria","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Bavaria","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Bavaria","Single parent ","","","","","3"
"Min 1x per month","1999","Bavaria","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Bavaria","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Bavaria","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Berlin","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Berlin","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Berlin","Single parent ","","","","","3"
"Min 1x per month","1999","Berlin","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Berlin","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Berlin","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Brandenburg","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Brandenburg","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Brandenburg","Single parent ","","","","","3"
"Min 1x per month","1999","Brandenburg","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Brandenburg","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Brandenburg","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Single parent ","","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Saxony","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Saxony","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Saxony","Single parent ","","","","","3"
"Min 1x per month","1999","Saxony","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Saxony","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Saxony","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","Single parent ","","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1999","Thuringia","1-pers.-HH","","","","","3"
"Min 1x per month","1999","Thuringia","(Married) couple without C. ","","","","","3"
"Min 1x per month","1999","Thuringia","Single parent ","","","","","3"
"Min 1x per month","1999","Thuringia","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1999","Thuringia","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1999","Thuringia","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1999","Lower Saxony","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Lower Saxony","Single parent ","","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Schleswig-Holstein","1-pers.-HH","","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Hesse","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Lower Saxony","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Hesse","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Hesse","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Hesse","Single parent ","","","","","2"
"Min 1x per week","1999","Hesse","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Hesse","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Schleswig-Holstein","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Schleswig-Holstein","Single parent ","","","","","2"
"Min 1x per week","1999","Schleswig-Holstein","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Schleswig-Holstein","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Hamburg","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Hamburg","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Hamburg","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Lower Saxony","1-pers.-HH","","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","1-pers.-HH","","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","Single parent ","","","","","2"
"Min 1x per week","1999","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Hamburg","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Hamburg","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Hamburg","Single parent ","","","","","2"
"Min 1x per week","1999","Lower Saxony","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Lower Saxony","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Bremen","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Bremen","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Bremen","Single parent ","","","","","2"
"Min 1x per week","1999","Bremen","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Bremen","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Bremen","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Baden-Württemberg","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Baden-Württemberg","Single parent ","","","","","2"
"Min 1x per week","1999","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Bavaria","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Bavaria","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Bavaria","Single parent ","","","","","2"
"Min 1x per week","1999","Bavaria","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Bavaria","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Bavaria","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Berlin","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Berlin","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Berlin","Single parent ","","","","","2"
"Min 1x per week","1999","Berlin","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Berlin","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Berlin","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Brandenburg","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Brandenburg","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Brandenburg","Single parent ","","","","","2"
"Min 1x per week","1999","Brandenburg","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Brandenburg","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Saxony","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Saxony","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Saxony","Single parent ","","","","","2"
"Min 1x per week","1999","Saxony","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Saxony","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Saxony","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","Single parent ","","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1999","Thuringia","1-pers.-HH","","","","","2"
"Min 1x per week","1999","Thuringia","(Married) couple without C. ","","","","","2"
"Min 1x per week","1999","Thuringia","Single parent ","","","","","2"
"Min 1x per week","1999","Thuringia","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1999","Thuringia","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1999","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Never","1999","Schleswig-Holstein","1-pers.-HH","","","","","5"
"Never","1999","Schleswig-Holstein","(Married) couple without C. ","","","","","5"
"Never","1999","Schleswig-Holstein","Single parent ","","","","","5"
"Never","1999","Schleswig-Holstein","Couple + C. LE 16 ","","","","","5"
"Never","1999","Schleswig-Holstein","Couple + C. GT 16 ","","","","","5"
"Never","1999","Brandenburg","Couple + C. GT 16 ","","","","","5"
"Never","1999","Brandenburg","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","5"
"Never","1999","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","5"
"Never","1999","Mecklenburg-Western Pomerania","Single parent ","","","","","5"
"Never","1999","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","5"
"Never","1999","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","5"
"Never","1999","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Saxony","1-pers.-HH","","","","","5"
"Never","1999","Saxony","(Married) couple without C. ","","","","","5"
"Never","1999","Saxony","Single parent ","","","","","5"
"Never","1999","Saxony","Couple + C. LE 16 ","","","","","5"
"Never","1999","Saxony","Couple + C. GT 16 ","","","","","5"
"Never","1999","Saxony","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Saxony-Anhalt","1-pers.-HH","","","","","5"
"Never","1999","Saxony-Anhalt","(Married) couple without C. ","","","","","5"
"Never","1999","Saxony-Anhalt","Single parent ","","","","","5"
"Never","1999","Saxony-Anhalt","Couple + C. LE 16 ","","","","","5"
"Never","1999","Saxony-Anhalt","Couple + C. GT 16 ","","","","","5"
"Never","1999","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Thuringia","1-pers.-HH","","","","","5"
"Never","1999","Thuringia","(Married) couple without C. ","","","","","5"
"Never","1999","Thuringia","Single parent ","","","","","5"
"Never","1999","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Hamburg","1-pers.-HH","","","","","5"
"Never","1999","Hamburg","(Married) couple without C. ","","","","","5"
"Never","1999","Hamburg","Single parent ","","","","","5"
"Never","1999","Hamburg","Couple + C. LE 16 ","","","","","5"
"Never","1999","Hamburg","Couple + C. GT 16 ","","","","","5"
"Never","1999","Hamburg","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Lower Saxony","1-pers.-HH","","","","","5"
"Never","1999","Lower Saxony","(Married) couple without C. ","","","","","5"
"Never","1999","Lower Saxony","Single parent ","","","","","5"
"Never","1999","Lower Saxony","Couple + C. LE 16 ","","","","","5"
"Never","1999","Lower Saxony","Couple + C. GT 16 ","","","","","5"
"Never","1999","Lower Saxony","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Bremen","1-pers.-HH","","","","","5"
"Never","1999","Bremen","(Married) couple without C. ","","","","","5"
"Never","1999","Bremen","Single parent ","","","","","5"
"Never","1999","Bremen","Couple + C. LE 16 ","","","","","5"
"Never","1999","Bremen","Couple + C. GT 16 ","","","","","5"
"Never","1999","Bremen","Couple + C. LE and GT 16","","","","","5"
"Never","1999","North Rhine-Westphalia","1-pers.-HH","","","","","5"
"Never","1999","North Rhine-Westphalia","(Married) couple without C. ","","","","","5"
"Never","1999","North Rhine-Westphalia","Single parent ","","","","","5"
"Never","1999","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","5"
"Never","1999","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","5"
"Never","1999","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Hesse","1-pers.-HH","","","","","5"
"Never","1999","Hesse","(Married) couple without C. ","","","","","5"
"Never","1999","Hesse","Single parent ","","","","","5"
"Never","1999","Hesse","Couple + C. LE 16 ","","","","","5"
"Never","1999","Hesse","Couple + C. GT 16 ","","","","","5"
"Never","1999","Hesse","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","5"
"Never","1999","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","5"
"Never","1999","Rhineland-Palatinate,Saarland","Single parent ","","","","","5"
"Never","1999","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","5"
"Never","1999","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","5"
"Never","1999","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Baden-Württemberg","1-pers.-HH","","","","","5"
"Never","1999","Baden-Württemberg","(Married) couple without C. ","","","","","5"
"Never","1999","Baden-Württemberg","Single parent ","","","","","5"
"Never","1999","Baden-Württemberg","Couple + C. LE 16 ","","","","","5"
"Never","1999","Baden-Württemberg","Couple + C. GT 16 ","","","","","5"
"Never","1999","Baden-Württemberg","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Bavaria","1-pers.-HH","","","","","5"
"Never","1999","Bavaria","(Married) couple without C. ","","","","","5"
"Never","1999","Bavaria","Single parent ","","","","","5"
"Never","1999","Bavaria","Couple + C. LE 16 ","","","","","5"
"Never","1999","Bavaria","Couple + C. GT 16 ","","","","","5"
"Never","1999","Bavaria","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Berlin","1-pers.-HH","","","","","5"
"Never","1999","Berlin","(Married) couple without C. ","","","","","5"
"Never","1999","Berlin","Single parent ","","","","","5"
"Never","1999","Berlin","Couple + C. LE 16 ","","","","","5"
"Never","1999","Berlin","Couple + C. GT 16 ","","","","","5"
"Never","1999","Berlin","Couple + C. LE and GT 16","","","","","5"
"Never","1999","Brandenburg","1-pers.-HH","","","","","5"
"Never","1999","Brandenburg","(Married) couple without C. ","","","","","5"
"Never","1999","Brandenburg","Single parent ","","","","","5"
"Never","1999","Brandenburg","Couple + C. LE 16 ","","","","","5"
"Never","1999","Thuringia","Couple + C. LE 16 ","","","","","5"
"Never","1999","Thuringia","Couple + C. GT 16 ","","","","","5"
"Never","1999","Thuringia","Couple + C. LE and GT 16","","","","","5"
"Rarely","1999","Schleswig-Holstein","1-pers.-HH","","","","","4"
"Rarely","1999","Schleswig-Holstein","(Married) couple without C. ","","","","","4"
"Rarely","1999","Schleswig-Holstein","Single parent ","","","","","4"
"Rarely","1999","Schleswig-Holstein","Couple + C. LE 16 ","","","","","4"
"Rarely","1999","Schleswig-Holstein","Couple + C. GT 16 ","","","","","4"
"Rarely","1999","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","4"
"Rarely","1999","Hamburg","1-pers.-HH","","","","","4"
"Rarely","1999","Hamburg","(Married) couple without C. ","","","","","4"
"Rarely","1999","Hamburg","Single parent ","","","","","4"
"Rarely","1999","Bremen","(Married) couple without C. ","","","","","4"
"Rarely","1999","Bremen","Single parent ","","","","","4"
"Rarely","1999","Bremen","Couple + C. LE 16 ","","","","","4"
"Rarely","1999","Bremen","Couple + C. GT 16 ","","","","","4"
"Rarely","1999","Bremen","Couple + C. LE and GT 16","","","","","4"
"Rarely","1999","North Rhine-Westphalia","1-pers.-HH","","","","","4"
"Rarely","1999","North Rhine-Westphalia","(Married) couple without C. ","","","","","4"
"Rarely","1999","North Rhine-Westphalia","Single parent ","","","","","4"
"Rarely","1999","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","4"
"Rarely","1999","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","4"
"Rarely","1999","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","4"
"Rarely","1999","Hesse","1-pers.-HH","","","","","4"
"Rarely","1999","Hesse","(Married) couple without C. ","","","","","4"
"Rarely","1999","Baden-Württemberg","1-pers.-HH","","","","","4"
"Rarely","1999","Baden-Württemberg","(Married) couple without C. ","","","","","4"
"Rarely","1999","Baden-Württemberg","Single parent ","","","","","4"
