"pli0081","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1998","(2a) intermediate vocational","middle vocational","773","0.309558879841829","0.291363664155773","0.327754095527884"
"Min 1x per month","1998","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per month","1998","(2a) intermediate vocational","higher vocational","112","0.305185736540434","0.257683837884412","0.352687635196457"
"Min 1x per month","1998","(2a) intermediate vocational","higher education","","","",""
"Min 1x per month","1998","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per month","1998","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per month","1998","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per month","1998","(2c_gen) general maturity certificate","middle vocational","157","0.314188644840968","0.27283412444529","0.355543165236645"
"Min 1x per month","1998","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per month","1998","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per month","1998","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","vocational + Abi","161","0.33032662044664","0.28958705283304","0.371066188060241"
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","higher vocational","62","0.310252023981029","0.238796191692515","0.381707856269543"
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per month","1998","(3a) lower tertiary education","in school","","","",""
"Min 1x per month","1998","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per month","1998","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per month","1998","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per month","1998","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per month","1998","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per month","1998","(3a) lower tertiary education","higher education","350","0.365506924694883","0.335138604084481","0.395875245305285"
"Min 1x per month","1998","(3b) higher tertiary education","in school","","","",""
"Min 1x per month","1998","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per month","1998","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per month","1998","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per month","1998","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per month","1998","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per month","1998","(3b) higher tertiary education","higher education","396","0.366855465747966","0.337132897553203","0.396578033942729"
"Rarely","1998","(0) in school","in school","84","0.283256783469788","0.234642590969662","0.331870975969914"
"Rarely","1998","(0) in school","inadequately","","","",""
"Rarely","1998","(0) in school","general elemantary","","","",""
"Rarely","1998","(0) in school","middle vocational","","","",""
"Rarely","1998","(0) in school","vocational + Abi","","","",""
"Rarely","1998","(0) in school","higher vocational","","","",""
"Rarely","1998","(0) in school","higher education","","","",""
"Rarely","1998","(1a) inadequately completed","in school","","","",""
"Rarely","1998","(1a) inadequately completed","inadequately","44","0.129102279346313","0.0966849142656291","0.161519644426996"
"Rarely","1998","(1a) inadequately completed","general elemantary","","","",""
"Rarely","1998","(1a) inadequately completed","middle vocational","13","","",""
"Rarely","1998","(1a) inadequately completed","vocational + Abi","","","",""
"Rarely","1998","(1a) inadequately completed","higher vocational","1","","",""
"Rarely","1998","(1a) inadequately completed","higher education","","","",""
"Rarely","1998","(1b) general elementary school","in school","","","",""
"Rarely","1998","(1b) general elementary school","inadequately","8","","",""
"Rarely","1998","(1b) general elementary school","general elemantary","336","0.175643546557841","0.158991935946339","0.192295157169344"
"Rarely","1998","(1b) general elementary school","middle vocational","","","",""
"Rarely","1998","(1b) general elementary school","vocational + Abi","","","",""
"Rarely","1998","(1b) general elementary school","higher vocational","","","",""
"Rarely","1998","(1b) general elementary school","higher education","","","",""
"Rarely","1998","(1c) basic vocational qualification","in school","","","",""
"Rarely","1998","(1c) basic vocational qualification","inadequately","","","",""
"Rarely","1998","(1c) basic vocational qualification","general elemantary","","","",""
"Rarely","1998","(1c) basic vocational qualification","middle vocational","686","0.205174129184532","0.192459329154087","0.217888929214978"
"Rarely","1998","(1c) basic vocational qualification","vocational + Abi","","","",""
"Rarely","1998","(1c) basic vocational qualification","higher vocational","54","0.187011056189457","0.141821192045473","0.232200920333441"
"Rarely","1998","(1c) basic vocational qualification","higher education","","","",""
"Rarely","1998","(2b) intermediate general qualification","in school","","","",""
"Rarely","1998","(2b) intermediate general qualification","inadequately","","","",""
"Rarely","1998","(2b) intermediate general qualification","general elemantary","110","0.218026781987892","0.183136232022781","0.252917331953002"
"Rarely","1998","(2b) intermediate general qualification","middle vocational","","","",""
"Rarely","1998","(2b) intermediate general qualification","vocational + Abi","","","",""
"Rarely","1998","(2b) intermediate general qualification","higher vocational","","","",""
"Rarely","1998","(2b) intermediate general qualification","higher education","","","",""
"Rarely","1998","(2a) intermediate vocational","in school","","","",""
"Rarely","1998","(2a) intermediate vocational","inadequately","","","",""
"Rarely","1998","(2a) intermediate vocational","general elemantary","","","",""
"Rarely","1998","(2a) intermediate vocational","middle vocational","440","0.192033014085925","0.176530326052523","0.207535702119327"
"Rarely","1998","(2a) intermediate vocational","vocational + Abi","","","",""
"Rarely","1998","(2a) intermediate vocational","higher vocational","77","0.204656600371046","0.163038264712441","0.246274936029652"
"Rarely","1998","(2a) intermediate vocational","higher education","","","",""
"Rarely","1998","(2c_gen) general maturity certificate","in school","","","",""
"Rarely","1998","(2c_gen) general maturity certificate","inadequately","","","",""
"Rarely","1998","(2c_gen) general maturity certificate","general elemantary","","","",""
"Rarely","1998","(2c_gen) general maturity certificate","middle vocational","102","0.228076276096523","0.190695125819485","0.265457426373562"
"Rarely","1998","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Rarely","1998","(2c_gen) general maturity certificate","higher vocational","","","",""
"Rarely","1998","(2c_gen) general maturity certificate","higher education","","","",""
"Rarely","1998","(2c_voc) vocational maturity certificate","in school","","","",""
"Rarely","1998","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Rarely","1998","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Rarely","1998","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Rarely","1998","(2c_voc) vocational maturity certificate","vocational + Abi","91","0.197718173489598","0.163219699669239","0.232216647309958"
"Rarely","1998","(2c_voc) vocational maturity certificate","higher vocational","29","","",""
"Rarely","1998","(2c_voc) vocational maturity certificate","higher education","","","",""
"Rarely","1998","(3a) lower tertiary education","in school","","","",""
"Rarely","1998","(3a) lower tertiary education","inadequately","","","",""
"Rarely","1998","(3a) lower tertiary education","general elemantary","","","",""
"Rarely","1998","(3a) lower tertiary education","middle vocational","","","",""
"Rarely","1998","(3a) lower tertiary education","vocational + Abi","","","",""
"Rarely","1998","(3a) lower tertiary education","higher vocational","","","",""
"Rarely","1998","(3a) lower tertiary education","higher education","180","0.202858983463446","0.177500444480058","0.228217522446834"
"Rarely","1998","(3b) higher tertiary education","in school","","","",""
"Rarely","1998","(3b) higher tertiary education","inadequately","","","",""
"Rarely","1998","(3b) higher tertiary education","general elemantary","","","",""
"Rarely","1998","(3b) higher tertiary education","middle vocational","","","",""
"Rarely","1998","(3b) higher tertiary education","vocational + Abi","","","",""
"Rarely","1998","(3b) higher tertiary education","higher vocational","","","",""
"Rarely","1998","(3b) higher tertiary education","higher education","263","0.294315050423918","0.266209048779886","0.32242105206795"
"Never","1998","(0) in school","in school","8","","",""
"Never","1998","(0) in school","inadequately","","","",""
"Never","1998","(0) in school","general elemantary","","","",""
"Never","1998","(0) in school","middle vocational","","","",""
"Never","1998","(0) in school","vocational + Abi","","","",""
"Never","1998","(0) in school","higher vocational","","","",""
"Never","1998","(0) in school","higher education","","","",""
"Never","1998","(1a) inadequately completed","in school","","","",""
"Never","1998","(1a) inadequately completed","inadequately","16","","",""
"Never","1998","(1a) inadequately completed","general elemantary","","","",""
"Never","1998","(1a) inadequately completed","middle vocational","5","","",""
"Never","1998","(1a) inadequately completed","vocational + Abi","","","",""
"Never","1998","(1a) inadequately completed","higher vocational","","","",""
"Never","1998","(1a) inadequately completed","higher education","","","",""
"Never","1998","(1b) general elementary school","in school","","","",""
"Never","1998","(1b) general elementary school","inadequately","1","","",""
"Never","1998","(1b) general elementary school","general elemantary","52","0.0285800107815309","0.0212885030817141","0.0358715184813476"
"Never","1998","(1b) general elementary school","middle vocational","","","",""
"Never","1998","(1b) general elementary school","vocational + Abi","","","",""
"Never","1998","(1b) general elementary school","higher vocational","","","",""
"Never","1998","(1b) general elementary school","higher education","","","",""
"Never","1998","(1c) basic vocational qualification","in school","","","",""
"Never","1998","(1c) basic vocational qualification","inadequately","","","",""
"Never","1998","(1c) basic vocational qualification","general elemantary","","","",""
"Never","1998","(1c) basic vocational qualification","middle vocational","62","0.0201258465292847","0.015704297277031","0.0245473957815384"
"Never","1998","(1c) basic vocational qualification","vocational + Abi","","","",""
"Never","1998","(1c) basic vocational qualification","higher vocational","4","","",""
"Never","1998","(1c) basic vocational qualification","higher education","","","",""
"Never","1998","(2b) intermediate general qualification","in school","","","",""
"Never","1998","(2b) intermediate general qualification","inadequately","","","",""
"Never","1998","(2b) intermediate general qualification","general elemantary","12","","",""
"Never","1998","(2b) intermediate general qualification","middle vocational","","","",""
"Never","1998","(2b) intermediate general qualification","vocational + Abi","","","",""
"Never","1998","(2b) intermediate general qualification","higher vocational","","","",""
"Never","1998","(2b) intermediate general qualification","higher education","","","",""
"Never","1998","(2a) intermediate vocational","in school","","","",""
"Never","1998","(2a) intermediate vocational","inadequately","","","",""
"Never","1998","(2a) intermediate vocational","general elemantary","","","",""
"Never","1998","(2a) intermediate vocational","middle vocational","25","","",""
"Never","1998","(2a) intermediate vocational","vocational + Abi","","","",""
"Never","1998","(2a) intermediate vocational","higher vocational","4","","",""
"Never","1998","(2a) intermediate vocational","higher education","","","",""
"Never","1998","(2c_gen) general maturity certificate","in school","","","",""
"Never","1998","(2c_gen) general maturity certificate","inadequately","","","",""
"Never","1998","(2c_gen) general maturity certificate","general elemantary","","","",""
"Never","1998","(2c_gen) general maturity certificate","middle vocational","11","","",""
"Never","1998","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Never","1998","(2c_gen) general maturity certificate","higher vocational","","","",""
"Never","1998","(2c_gen) general maturity certificate","higher education","","","",""
"Never","1998","(2c_voc) vocational maturity certificate","in school","","","",""
"Never","1998","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Never","1998","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Never","1998","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Never","1998","(2c_voc) vocational maturity certificate","vocational + Abi","7","","",""
"Never","1998","(2c_voc) vocational maturity certificate","higher vocational","1","","",""
"Never","1998","(2c_voc) vocational maturity certificate","higher education","","","",""
"Never","1998","(3a) lower tertiary education","in school","","","",""
"Never","1998","(3a) lower tertiary education","inadequately","","","",""
"Never","1998","(3a) lower tertiary education","general elemantary","","","",""
"Never","1998","(3a) lower tertiary education","middle vocational","","","",""
"Never","1998","(3a) lower tertiary education","vocational + Abi","","","",""
"Never","1998","(3a) lower tertiary education","higher vocational","","","",""
"Never","1998","(3a) lower tertiary education","higher education","14","","",""
"Never","1998","(3b) higher tertiary education","in school","","","",""
"Never","1998","(3b) higher tertiary education","inadequately","","","",""
"Never","1998","(3b) higher tertiary education","general elemantary","","","",""
"Never","1998","(3b) higher tertiary education","middle vocational","","","",""
"Never","1998","(3b) higher tertiary education","vocational + Abi","","","",""
"Never","1998","(3b) higher tertiary education","higher vocational","","","",""
"Never","1998","(3b) higher tertiary education","higher education","17","","",""
"Daily","1999","(0) in school","in school","","","",""
"Daily","1999","(0) in school","inadequately","","","",""
"Daily","1999","(0) in school","general elemantary","","","",""
"Daily","1999","(0) in school","middle vocational","","","",""
"Daily","1999","(0) in school","vocational + Abi","","","",""
"Daily","1999","(0) in school","higher vocational","","","",""
"Daily","1999","(0) in school","higher education","","","",""
"Daily","1999","(1a) inadequately completed","in school","","","",""
"Daily","1999","(1a) inadequately completed","inadequately","","","",""
"Daily","1999","(1a) inadequately completed","general elemantary","","","",""
"Daily","1999","(1a) inadequately completed","middle vocational","","","",""
"Daily","1999","(1a) inadequately completed","vocational + Abi","","","",""
"Daily","1999","(1a) inadequately completed","higher vocational","","","",""
"Daily","1999","(1a) inadequately completed","higher education","","","",""
"Daily","1999","(1b) general elementary school","in school","","","",""
"Daily","1999","(1b) general elementary school","inadequately","","","",""
"Daily","1999","(1b) general elementary school","general elemantary","","","",""
"Daily","1999","(1b) general elementary school","middle vocational","","","",""
"Daily","1999","(1b) general elementary school","vocational + Abi","","","",""
"Daily","1999","(1b) general elementary school","higher vocational","","","",""
"Daily","1999","(1b) general elementary school","higher education","","","",""
"Daily","1999","(1c) basic vocational qualification","in school","","","",""
"Daily","1999","(1c) basic vocational qualification","inadequately","","","",""
"Daily","1999","(1c) basic vocational qualification","general elemantary","","","",""
"Daily","1999","(1c) basic vocational qualification","middle vocational","","","",""
"Daily","1999","(1c) basic vocational qualification","vocational + Abi","","","",""
"Daily","1999","(1c) basic vocational qualification","higher vocational","","","",""
"Daily","1999","(1c) basic vocational qualification","higher education","","","",""
"Daily","1999","(2b) intermediate general qualification","in school","","","",""
"Daily","1999","(2b) intermediate general qualification","inadequately","","","",""
"Daily","1999","(2b) intermediate general qualification","general elemantary","","","",""
"Daily","1999","(2b) intermediate general qualification","middle vocational","","","",""
"Daily","1999","(2b) intermediate general qualification","vocational + Abi","","","",""
"Daily","1999","(2b) intermediate general qualification","higher vocational","","","",""
"Daily","1999","(2b) intermediate general qualification","higher education","","","",""
"Daily","1999","(2a) intermediate vocational","in school","","","",""
"Daily","1999","(2a) intermediate vocational","inadequately","","","",""
"Daily","1999","(2a) intermediate vocational","general elemantary","","","",""
"Daily","1999","(2a) intermediate vocational","middle vocational","","","",""
"Daily","1999","(2a) intermediate vocational","vocational + Abi","","","",""
"Daily","1999","(2a) intermediate vocational","higher vocational","","","",""
"Daily","1999","(2a) intermediate vocational","higher education","","","",""
"Daily","1999","(2c_gen) general maturity certificate","in school","","","",""
"Daily","1999","(2c_gen) general maturity certificate","inadequately","","","",""
"Daily","1999","(2c_gen) general maturity certificate","general elemantary","","","",""
"Daily","1999","(2c_gen) general maturity certificate","middle vocational","","","",""
"Daily","1999","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Daily","1999","(2c_gen) general maturity certificate","higher vocational","","","",""
"Daily","1999","(2c_gen) general maturity certificate","higher education","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","in school","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","higher education","","","",""
"Daily","1999","(3a) lower tertiary education","in school","","","",""
"Daily","1999","(3a) lower tertiary education","inadequately","","","",""
"Daily","1999","(3a) lower tertiary education","general elemantary","","","",""
"Daily","1999","(3a) lower tertiary education","middle vocational","","","",""
"Daily","1999","(3a) lower tertiary education","vocational + Abi","","","",""
"Daily","1999","(3a) lower tertiary education","higher vocational","","","",""
"Daily","1999","(3a) lower tertiary education","higher education","","","",""
"Daily","1999","(3b) higher tertiary education","in school","","","",""
"Daily","1999","(3b) higher tertiary education","inadequately","","","",""
"Daily","1999","(3b) higher tertiary education","general elemantary","","","",""
"Daily","1999","(3b) higher tertiary education","middle vocational","","","",""
"Daily","1999","(3b) higher tertiary education","vocational + Abi","","","",""
"Daily","1999","(3b) higher tertiary education","higher vocational","","","",""
"Daily","1999","(3b) higher tertiary education","higher education","","","",""
"Min 1x per week","1999","(0) in school","in school","","","",""
"Min 1x per week","1999","(0) in school","inadequately","","","",""
"Min 1x per week","1999","(0) in school","general elemantary","","","",""
"Min 1x per week","1999","(0) in school","middle vocational","","","",""
"Min 1x per week","1999","(0) in school","vocational + Abi","","","",""
"Min 1x per week","1999","(0) in school","higher vocational","","","",""
"Min 1x per week","1999","(0) in school","higher education","","","",""
"Min 1x per week","1999","(1a) inadequately completed","in school","","","",""
"Min 1x per week","1999","(1a) inadequately completed","inadequately","","","",""
"Min 1x per week","1999","(1a) inadequately completed","general elemantary","","","",""
"Min 1x per week","1999","(1a) inadequately completed","middle vocational","","","",""
"Min 1x per week","1999","(1a) inadequately completed","vocational + Abi","","","",""
"Min 1x per week","1999","(1a) inadequately completed","higher vocational","","","",""
"Min 1x per week","1999","(1a) inadequately completed","higher education","","","",""
"Min 1x per week","1999","(1b) general elementary school","in school","","","",""
"Min 1x per week","1999","(1b) general elementary school","inadequately","","","",""
"Min 1x per week","1999","(1b) general elementary school","general elemantary","","","",""
"Min 1x per week","1999","(1b) general elementary school","middle vocational","","","",""
"Min 1x per week","1999","(1b) general elementary school","vocational + Abi","","","",""
"Min 1x per week","1999","(1b) general elementary school","higher vocational","","","",""
"Min 1x per week","1999","(1b) general elementary school","higher education","","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","in school","","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","inadequately","","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","general elemantary","","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","middle vocational","","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","vocational + Abi","","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","higher vocational","","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","higher education","","","",""
"Min 1x per week","1999","(2b) intermediate general qualification","in school","","","",""
"Min 1x per week","1999","(2b) intermediate general qualification","inadequately","","","",""
"Min 1x per week","1999","(2b) intermediate general qualification","general elemantary","","","",""
"Min 1x per week","1999","(2b) intermediate general qualification","middle vocational","","","",""
"Min 1x per week","1999","(2b) intermediate general qualification","vocational + Abi","","","",""
"Min 1x per week","1999","(2b) intermediate general qualification","higher vocational","","","",""
"Min 1x per week","1999","(2b) intermediate general qualification","higher education","","","",""
"Min 1x per week","1999","(2a) intermediate vocational","in school","","","",""
"Min 1x per week","1999","(2a) intermediate vocational","inadequately","","","",""
"Min 1x per week","1999","(2a) intermediate vocational","general elemantary","","","",""
"Min 1x per week","1999","(2a) intermediate vocational","middle vocational","","","",""
"Min 1x per week","1999","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per week","1999","(2a) intermediate vocational","higher vocational","","","",""
"Min 1x per week","1999","(2a) intermediate vocational","higher education","","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","middle vocational","","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per week","1999","(3a) lower tertiary education","in school","","","",""
"Min 1x per week","1999","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per week","1999","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per week","1999","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per week","1999","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per week","1999","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per week","1999","(3a) lower tertiary education","higher education","","","",""
"Min 1x per week","1999","(3b) higher tertiary education","in school","","","",""
"Min 1x per week","1999","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per week","1999","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per week","1999","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per week","1999","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per week","1999","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per week","1999","(3b) higher tertiary education","higher education","","","",""
"Min 1x per month","1999","(0) in school","in school","","","",""
"Min 1x per month","1999","(0) in school","inadequately","","","",""
"Min 1x per month","1999","(0) in school","general elemantary","","","",""
"Min 1x per month","1999","(0) in school","middle vocational","","","",""
"Min 1x per month","1999","(0) in school","vocational + Abi","","","",""
"Min 1x per month","1999","(0) in school","higher vocational","","","",""
"Min 1x per month","1999","(0) in school","higher education","","","",""
"Min 1x per month","1999","(1a) inadequately completed","in school","","","",""
"Min 1x per month","1999","(1a) inadequately completed","inadequately","","","",""
"Min 1x per month","1999","(1a) inadequately completed","general elemantary","","","",""
"Min 1x per month","1999","(1a) inadequately completed","middle vocational","","","",""
"Min 1x per month","1999","(1a) inadequately completed","vocational + Abi","","","",""
"Min 1x per month","1999","(1a) inadequately completed","higher vocational","","","",""
"Min 1x per month","1999","(1a) inadequately completed","higher education","","","",""
"Min 1x per month","1999","(1b) general elementary school","in school","","","",""
"Min 1x per month","1999","(1b) general elementary school","inadequately","","","",""
"Min 1x per month","1999","(1b) general elementary school","general elemantary","","","",""
"Min 1x per month","1999","(1b) general elementary school","middle vocational","","","",""
"Min 1x per month","1999","(1b) general elementary school","vocational + Abi","","","",""
"Min 1x per month","1999","(1b) general elementary school","higher vocational","","","",""
"Min 1x per month","1999","(1b) general elementary school","higher education","","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","in school","","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","inadequately","","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","general elemantary","","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","middle vocational","","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","vocational + Abi","","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","higher vocational","","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","higher education","","","",""
"Min 1x per month","1999","(2b) intermediate general qualification","in school","","","",""
"Min 1x per month","1999","(2b) intermediate general qualification","inadequately","","","",""
"Min 1x per month","1999","(2b) intermediate general qualification","general elemantary","","","",""
"Min 1x per month","1999","(2b) intermediate general qualification","middle vocational","","","",""
"Min 1x per month","1999","(2b) intermediate general qualification","vocational + Abi","","","",""
"Min 1x per month","1999","(2b) intermediate general qualification","higher vocational","","","",""
"Min 1x per month","1999","(2b) intermediate general qualification","higher education","","","",""
"Min 1x per month","1999","(2a) intermediate vocational","in school","","","",""
"Min 1x per month","1999","(2a) intermediate vocational","inadequately","","","",""
"Min 1x per month","1999","(2a) intermediate vocational","general elemantary","","","",""
"Min 1x per month","1999","(2a) intermediate vocational","middle vocational","","","",""
"Min 1x per month","1999","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per month","1999","(2a) intermediate vocational","higher vocational","","","",""
"Min 1x per month","1999","(2a) intermediate vocational","higher education","","","",""
"Min 1x per month","1999","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per month","1999","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per month","1999","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per month","1999","(2c_gen) general maturity certificate","middle vocational","","","",""
"Min 1x per month","1999","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per month","1999","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per month","1999","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per month","1999","(3a) lower tertiary education","in school","","","",""
"Min 1x per month","1999","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per month","1999","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per month","1999","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per month","1999","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per month","1999","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per month","1999","(3a) lower tertiary education","higher education","","","",""
"Min 1x per month","1999","(3b) higher tertiary education","in school","","","",""
"Min 1x per month","1999","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per month","1999","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per month","1999","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per month","1999","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per month","1999","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per month","1999","(3b) higher tertiary education","higher education","","","",""
"Rarely","1999","(0) in school","in school","","","",""
"Rarely","1999","(0) in school","inadequately","","","",""
"Rarely","1999","(0) in school","general elemantary","","","",""
"Rarely","1999","(0) in school","middle vocational","","","",""
"Rarely","1999","(0) in school","vocational + Abi","","","",""
"Rarely","1999","(0) in school","higher vocational","","","",""
"Rarely","1999","(0) in school","higher education","","","",""
"Rarely","1999","(1a) inadequately completed","in school","","","",""
"Rarely","1999","(1a) inadequately completed","inadequately","","","",""
"Rarely","1999","(1a) inadequately completed","general elemantary","","","",""
"Rarely","1999","(1a) inadequately completed","middle vocational","","","",""
"Rarely","1999","(1a) inadequately completed","vocational + Abi","","","",""
"Rarely","1999","(1a) inadequately completed","higher vocational","","","",""
"Rarely","1999","(1a) inadequately completed","higher education","","","",""
"Rarely","1999","(1b) general elementary school","in school","","","",""
"Rarely","1999","(1b) general elementary school","inadequately","","","",""
"Rarely","1999","(1b) general elementary school","general elemantary","","","",""
"Rarely","1999","(1b) general elementary school","middle vocational","","","",""
"Rarely","1999","(1b) general elementary school","vocational + Abi","","","",""
"Rarely","1999","(1b) general elementary school","higher vocational","","","",""
"Rarely","1999","(1b) general elementary school","higher education","","","",""
"Rarely","1999","(1c) basic vocational qualification","in school","","","",""
"Rarely","1999","(1c) basic vocational qualification","inadequately","","","",""
"Rarely","1999","(1c) basic vocational qualification","general elemantary","","","",""
"Rarely","1999","(1c) basic vocational qualification","middle vocational","","","",""
"Rarely","1999","(1c) basic vocational qualification","vocational + Abi","","","",""
"Rarely","1999","(1c) basic vocational qualification","higher vocational","","","",""
"Rarely","1999","(1c) basic vocational qualification","higher education","","","",""
"Rarely","1999","(2b) intermediate general qualification","in school","","","",""
"Rarely","1999","(2b) intermediate general qualification","inadequately","","","",""
"Rarely","1999","(2b) intermediate general qualification","general elemantary","","","",""
"Rarely","1999","(2b) intermediate general qualification","middle vocational","","","",""
"Rarely","1999","(2b) intermediate general qualification","vocational + Abi","","","",""
"Rarely","1999","(2b) intermediate general qualification","higher vocational","","","",""
"Rarely","1999","(2b) intermediate general qualification","higher education","","","",""
