"pli0081","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","2002","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2002","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2002","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2002","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2002","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2002","1-pers.-HH","East Germany","","","","","4"
"Rarely","2002","1-pers.-HH","West Germany","","","","","4"
"Rarely","2002","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2002","Single parent ","West Germany","","","","","4"
"Rarely","2002","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2002","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2002","Single parent ","East Germany","","","","","4"
"Rarely","2002","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2002","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2002","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2002","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2002","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2003","1-pers.-HH","West Germany","200","0.0819938932994234","0.0706777181297819","0.0933100684690648","1"
"Daily","2003","1-pers.-HH","East Germany","89","0.119304735599886","0.0956279078496869","0.142981563350084","1"
"Daily","2003","(Married) couple without C. ","West Germany","380","0.0696078212999284","0.0628502352077414","0.0763654073921154","1"
"Daily","2003","(Married) couple without C. ","East Germany","118","0.0633749456076249","0.0522818676108852","0.0744680236043647","1"
"Daily","2003","Single parent ","West Germany","75","0.101859816950409","0.0812951780294943","0.122424455871323","1"
"Daily","2003","Single parent ","East Germany","28","","","","1"
"Daily","2003","Couple + C. LE 16 ","West Germany","265","0.0718720836980544","0.0633772126500067","0.0803669547461021","1"
"Daily","2003","Couple + C. LE 16 ","East Germany","54","0.0547899797100416","0.0391181281353307","0.0704618312847524","1"
"Daily","2003","Couple + C. LE and GT 16","West Germany","84","0.0640572080559636","0.0513218085331573","0.0767926075787699","1"
"Daily","2003","Couple + C. GT 16 ","East Germany","50","0.0427102400749035","0.0308629025705653","0.0545575775792417","1"
"Daily","2003","Couple + C. GT 16 ","West Germany","162","0.0520616023165821","0.0438580209415079","0.0602651836916562","1"
"Daily","2003","Couple + C. LE and GT 16","East Germany","26","","","","1"
"Min 1x per month","2003","1-pers.-HH","East Germany","198","0.264688391404735","0.232463979420842","0.296912803388628","3"
"Min 1x per month","2003","1-pers.-HH","West Germany","569","0.245641186550667","0.227885981188113","0.263396391913221","3"
"Min 1x per month","2003","(Married) couple without C. ","West Germany","1723","0.307896748820578","0.295638807506932","0.320154690134223","3"
"Min 1x per month","2003","Single parent ","West Germany","201","0.232825272133241","0.204090366004131","0.261560178262351","3"
"Min 1x per month","2003","(Married) couple without C. ","East Germany","581","0.309943572808606","0.288886693811693","0.331000451805519","3"
"Min 1x per month","2003","Single parent ","East Germany","75","0.290932097160844","0.238015171431612","0.343849022890076","3"
"Min 1x per month","2003","Couple + C. LE 16 ","East Germany","301","0.388189306644473","0.354628229028118","0.421750384260828","3"
"Min 1x per month","2003","Couple + C. LE 16 ","West Germany","1025","0.299039834575277","0.283981257161711","0.314098411988844","3"
"Min 1x per month","2003","Couple + C. GT 16 ","West Germany","891","0.316290086542935","0.299117591643183","0.333462581442686","3"
"Min 1x per month","2003","Couple + C. GT 16 ","East Germany","473","0.41445851384166","0.385594786339407","0.443322241343914","3"
"Min 1x per month","2003","Couple + C. LE and GT 16","West Germany","469","0.32167046575108","0.297374740034377","0.345966191467783","3"
"Min 1x per month","2003","Couple + C. LE and GT 16","East Germany","163","0.383771427593236","0.337040041782364","0.430502813404107","3"
"Min 1x per week","2003","1-pers.-HH","West Germany","889","0.3918724389813","0.371737244650433","0.412007633312167","2"
"Min 1x per week","2003","1-pers.-HH","East Germany","289","0.399199958592924","0.363428054018508","0.43497186316734","2"
"Min 1x per week","2003","(Married) couple without C. ","West Germany","2136","0.380713730355859","0.367820120136754","0.393607340574965","2"
"Min 1x per week","2003","(Married) couple without C. ","East Germany","820","0.432647769303654","0.410089592345418","0.45520594626189","2"
"Min 1x per week","2003","Single parent ","West Germany","311","0.350427401742638","0.317988924681758","0.382865878803517","2"
"Min 1x per week","2003","Single parent ","East Germany","105","0.380586888157992","0.32401873742725","0.437155038888735","2"
"Min 1x per week","2003","Couple + C. LE 16 ","West Germany","1638","0.457964344863868","0.441577229312922","0.474351460414815","2"
"Min 1x per week","2003","Couple + C. LE 16 ","East Germany","345","0.399062233636351","0.365338112134066","0.432786355138636","2"
"Min 1x per week","2003","Couple + C. GT 16 ","West Germany","999","0.364584084615543","0.346810191470986","0.3823579777601","2"
"Min 1x per week","2003","Couple + C. GT 16 ","East Germany","364","0.317273947081056","0.290004678370869","0.344543215791244","2"
"Min 1x per week","2003","Couple + C. LE and GT 16","East Germany","116","0.259238890834823","0.217128372254988","0.301349409414659","2"
"Min 1x per week","2003","Couple + C. LE and GT 16","West Germany","512","0.359301192840533","0.334346041611266","0.384256344069799","2"
"Never","2003","(Married) couple without C. ","East Germany","25","","","","5"
"Never","2003","1-pers.-HH","East Germany","25","","","","5"
"Never","2003","(Married) couple without C. ","West Germany","131","0.0267524751574352","0.0224677479203696","0.0310372023945008","5"
"Never","2003","1-pers.-HH","West Germany","118","0.0576156769241411","0.0480046347489085","0.0672267190993737","5"
"Never","2003","Single parent ","West Germany","32","0.0415705927987953","0.0279993146001281","0.0551418709974625","5"
"Never","2003","Single parent ","East Germany","7","","","","5"
"Never","2003","Couple + C. LE 16 ","West Germany","44","0.0150958794304222","0.0110853755459011","0.0191063833149432","5"
"Never","2003","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2003","Couple + C. GT 16 ","West Germany","65","0.0363598786696346","0.0294475669176809","0.0432721904215884","5"
"Never","2003","Couple + C. GT 16 ","East Germany","13","","","","5"
"Never","2003","Couple + C. LE and GT 16","West Germany","39","0.0365322365307065","0.0267742403593681","0.0462902327020449","5"
"Never","2003","Couple + C. LE and GT 16","East Germany","12","","","","5"
"Rarely","2003","1-pers.-HH","West Germany","482","0.222876804244468","0.205711026141546","0.240042582347391","4"
"Rarely","2003","1-pers.-HH","East Germany","119","0.170944484103621","0.143446478552013","0.198442489655229","4"
"Rarely","2003","(Married) couple without C. ","West Germany","1078","0.215029224366199","0.204119719762063","0.225938728970336","4"
"Rarely","2003","(Married) couple without C. ","East Germany","309","0.176614889996135","0.159251858884051","0.193977921108219","4"
"Rarely","2003","Single parent ","East Germany","68","0.208055598943481","0.160763136962414","0.255348060924547","4"
"Rarely","2003","Single parent ","West Germany","212","0.273316916374918","0.243016167614191","0.303617665135644","4"
"Rarely","2003","Couple + C. GT 16 ","East Germany","219","0.20886198795509","0.185044888112188","0.232679087797991","4"
"Rarely","2003","Couple + C. GT 16 ","West Germany","700","0.230704347855306","0.215147228052724","0.246261467657887","4"
"Rarely","2003","Couple + C. LE 16 ","West Germany","579","0.156027857432378","0.144092432566507","0.167963282298249","4"
"Rarely","2003","Couple + C. LE 16 ","East Germany","110","0.157958480009134","0.132842865543959","0.18307409447431","4"
"Rarely","2003","Couple + C. LE and GT 16","West Germany","316","0.218438896821717","0.196948206072152","0.239929587571283","4"
"Rarely","2003","Couple + C. LE and GT 16","East Germany","99","0.2665157791888","0.224028562975588","0.309002995402012","4"
"Daily","2004","1-pers.-HH","West Germany","","","","","1"
"Daily","2004","1-pers.-HH","East Germany","","","","","1"
"Daily","2004","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2004","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2004","Single parent ","West Germany","","","","","1"
"Daily","2004","Single parent ","East Germany","","","","","1"
"Daily","2004","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2004","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2004","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2004","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","2004","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2004","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","2004","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2004","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2004","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2004","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2004","Single parent ","West Germany","","","","","3"
"Min 1x per month","2004","Single parent ","East Germany","","","","","3"
"Min 1x per month","2004","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2004","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2004","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2004","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2004","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","2004","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","2004","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2004","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2004","Single parent ","East Germany","","","","","2"
"Min 1x per week","2004","Single parent ","West Germany","","","","","2"
"Min 1x per week","2004","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2004","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2004","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2004","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2004","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2004","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2004","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2004","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","2004","1-pers.-HH","West Germany","","","","","5"
"Never","2004","1-pers.-HH","East Germany","","","","","5"
"Never","2004","(Married) couple without C. ","East Germany","","","","","5"
"Never","2004","(Married) couple without C. ","West Germany","","","","","5"
"Never","2004","Single parent ","West Germany","","","","","5"
"Never","2004","Single parent ","East Germany","","","","","5"
"Never","2004","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2004","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2004","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2004","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2004","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2004","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2004","1-pers.-HH","West Germany","","","","","4"
"Rarely","2004","1-pers.-HH","East Germany","","","","","4"
"Rarely","2004","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2004","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2004","Single parent ","West Germany","","","","","4"
"Rarely","2004","Single parent ","East Germany","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2005","1-pers.-HH","West Germany","","","","","1"
"Daily","2005","1-pers.-HH","East Germany","","","","","1"
"Daily","2005","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2005","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2005","Single parent ","West Germany","","","","","1"
"Daily","2005","Single parent ","East Germany","","","","","1"
"Daily","2005","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2005","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2005","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2005","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2005","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","2005","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","2005","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2005","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2005","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2005","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2005","Single parent ","West Germany","","","","","3"
"Min 1x per month","2005","Single parent ","East Germany","","","","","3"
"Min 1x per month","2005","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2005","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2005","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2005","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2005","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","2005","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","2005","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2005","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2005","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2005","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2005","Single parent ","West Germany","","","","","2"
"Min 1x per week","2005","Single parent ","East Germany","","","","","2"
"Min 1x per week","2005","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2005","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2005","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2005","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2005","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2005","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","2005","1-pers.-HH","West Germany","","","","","5"
"Never","2005","(Married) couple without C. ","West Germany","","","","","5"
"Never","2005","1-pers.-HH","East Germany","","","","","5"
"Never","2005","(Married) couple without C. ","East Germany","","","","","5"
"Never","2005","Single parent ","West Germany","","","","","5"
"Never","2005","Single parent ","East Germany","","","","","5"
"Never","2005","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2005","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2005","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2005","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2005","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2005","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2005","1-pers.-HH","West Germany","","","","","4"
"Rarely","2005","1-pers.-HH","East Germany","","","","","4"
"Rarely","2005","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2005","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2005","Single parent ","West Germany","","","","","4"
"Rarely","2005","Single parent ","East Germany","","","","","4"
"Rarely","2005","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2005","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2005","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2005","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2005","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely","2005","Couple + C. LE and GT 16","West Germany","","","","","4"
"Daily","2006","1-pers.-HH","West Germany","","","","","1"
"Daily","2006","1-pers.-HH","East Germany","","","","","1"
"Daily","2006","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2006","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2006","Single parent ","West Germany","","","","","1"
"Daily","2006","Single parent ","East Germany","","","","","1"
"Daily","2006","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2006","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2006","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","2006","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2006","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","2006","Couple + C. GT 16 ","West Germany","","","","","1"
"Min 1x per month","2006","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2006","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2006","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2006","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2006","Single parent ","East Germany","","","","","3"
"Min 1x per month","2006","Single parent ","West Germany","","","","","3"
"Min 1x per month","2006","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2006","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2006","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2006","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2006","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per month","2006","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per week","2006","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2006","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2006","Single parent ","West Germany","","","","","2"
"Min 1x per week","2006","Single parent ","East Germany","","","","","2"
"Min 1x per week","2006","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2006","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2006","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2006","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2006","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2006","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2006","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2006","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","2006","1-pers.-HH","West Germany","","","","","5"
"Never","2006","(Married) couple without C. ","East Germany","","","","","5"
"Never","2006","(Married) couple without C. ","West Germany","","","","","5"
"Never","2006","1-pers.-HH","East Germany","","","","","5"
"Never","2006","Single parent ","West Germany","","","","","5"
"Never","2006","Single parent ","East Germany","","","","","5"
"Never","2006","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2006","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2006","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2006","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2006","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2006","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2006","1-pers.-HH","East Germany","","","","","4"
"Rarely","2006","1-pers.-HH","West Germany","","","","","4"
"Rarely","2006","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2006","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2006","Single parent ","West Germany","","","","","4"
"Rarely","2006","Single parent ","East Germany","","","","","4"
"Rarely","2006","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2006","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2006","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2006","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2006","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2006","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2007","1-pers.-HH","West Germany","","","","","1"
"Daily","2007","1-pers.-HH","East Germany","","","","","1"
"Daily","2007","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2007","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2007","Single parent ","West Germany","","","","","1"
"Daily","2007","Single parent ","East Germany","","","","","1"
"Daily","2007","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2007","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2007","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2007","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","2007","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2007","Couple + C. LE and GT 16","West Germany","","","","","1"
"Min 1x per month","2007","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2007","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2007","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2007","Single parent ","West Germany","","","","","3"
"Min 1x per month","2007","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2007","Single parent ","East Germany","","","","","3"
"Min 1x per month","2007","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2007","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2007","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2007","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2007","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","2007","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","2007","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2007","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2007","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2007","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2007","Single parent ","East Germany","","","","","2"
"Min 1x per week","2007","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2007","Single parent ","West Germany","","","","","2"
"Min 1x per week","2007","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2007","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2007","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2007","Couple + C. LE and GT 16","East Germany","","","","","2"
"Min 1x per week","2007","Couple + C. LE and GT 16","West Germany","","","","","2"
"Never","2007","1-pers.-HH","East Germany","","","","","5"
"Never","2007","1-pers.-HH","West Germany","","","","","5"
"Never","2007","(Married) couple without C. ","East Germany","","","","","5"
"Never","2007","Single parent ","West Germany","","","","","5"
"Never","2007","Single parent ","East Germany","","","","","5"
"Never","2007","(Married) couple without C. ","West Germany","","","","","5"
"Never","2007","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2007","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2007","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2007","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2007","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2007","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2007","1-pers.-HH","West Germany","","","","","4"
"Rarely","2007","1-pers.-HH","East Germany","","","","","4"
"Rarely","2007","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2007","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2007","Single parent ","West Germany","","","","","4"
"Rarely","2007","Single parent ","East Germany","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2007","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2007","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","West Germany","","","","","4"
"Daily","2008","1-pers.-HH","West Germany","232","0.0884837969363983","0.0768291393061502","0.100138454566646","1"
"Daily","2008","1-pers.-HH","East Germany","73","0.0916830553817623","0.0712603319534051","0.112105778810119","1"
"Daily","2008","(Married) couple without C. ","West Germany","397","0.0709326558828658","0.0639525786496737","0.0779127331160579","1"
"Daily","2008","(Married) couple without C. ","East Germany","142","0.0778783998467385","0.0657031603790314","0.0900536393144456","1"
"Daily","2008","Single parent ","West Germany","76","0.103486805919909","0.0824325013648054","0.124541110475014","1"
"Daily","2008","Single parent ","East Germany","39","0.119487713024682","0.0814951659624388","0.157480260086925","1"
"Daily","2008","Couple + C. LE 16 ","East Germany","51","0.0766360620979711","0.0555606815682661","0.0977114426276761","1"
"Daily","2008","Couple + C. LE 16 ","West Germany","208","0.0724275036037885","0.0624434304277201","0.082411576779857","1"
"Daily","2008","Couple + C. GT 16 ","East Germany","44","0.0329183036896293","0.0214449458318486","0.0443916615474101","1"
"Daily","2008","Couple + C. LE and GT 16","West Germany","83","0.0869911015711376","0.0692923133387598","0.104689889803515","1"
"Daily","2008","Couple + C. GT 16 ","West Germany","170","0.0659688897172859","0.0560953242963751","0.0758424551381967","1"
"Daily","2008","Couple + C. LE and GT 16","East Germany","16","","","","1"
"Min 1x per month","2008","1-pers.-HH","West Germany","614","0.267834516972729","0.249661654222621","0.286007379722836","3"
"Min 1x per month","2008","1-pers.-HH","East Germany","202","0.268206672100798","0.236853649138138","0.299559695063458","3"
"Min 1x per month","2008","(Married) couple without C. ","East Germany","637","0.33550258007468","0.314050496209759","0.356954663939602","3"
"Min 1x per month","2008","(Married) couple without C. ","West Germany","1536","0.30017647548785","0.287714235352812","0.312638715622887","3"
"Min 1x per month","2008","Single parent ","West Germany","218","0.256768420343714","0.226572174780995","0.286964665906433","3"
"Min 1x per month","2008","Single parent ","East Germany","81","0.285336304333071","0.232443273689283","0.338229334976859","3"
"Min 1x per month","2008","Couple + C. LE 16 ","West Germany","753","0.273670910162977","0.256497240569765","0.290844579756189","3"
"Min 1x per month","2008","Couple + C. GT 16 ","West Germany","817","0.34826400579756","0.329313801392246","0.367214210202873","3"
"Min 1x per month","2008","Couple + C. LE 16 ","East Germany","180","0.289849015771127","0.253904416884607","0.325793614657647","3"
"Min 1x per month","2008","Couple + C. GT 16 ","East Germany","363","0.391558317430313","0.360171452377156","0.42294518248347","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","East Germany","99","0.399565715729558","0.337206482338271","0.461924949120845","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","West Germany","310","0.325672373037925","0.296242082575473","0.355102663500377","3"
"Min 1x per week","2008","1-pers.-HH","West Germany","811","0.346916471363699","0.327382872098679","0.366450070628719","2"
"Min 1x per week","2008","1-pers.-HH","East Germany","314","0.387843206405208","0.353359825443566","0.42232658736685","2"
"Min 1x per week","2008","(Married) couple without C. ","East Germany","738","0.378084987468265","0.356053940248097","0.400116034688432","2"
"Min 1x per week","2008","Single parent ","East Germany","106","0.372059139182542","0.315443757984748","0.428674520380335","2"
"Min 1x per week","2008","(Married) couple without C. ","West Germany","1976","0.362744729032108","0.349671863523451","0.375817594540765","2"
"Min 1x per week","2008","Single parent ","West Germany","311","0.401774305011578","0.367886481441959","0.435662128581198","2"
"Min 1x per week","2008","Couple + C. LE 16 ","West Germany","1187","0.46724009382018","0.448021664806876","0.486458522833483","2"
"Min 1x per week","2008","Couple + C. LE 16 ","East Germany","276","0.463289895408399","0.423783384130957","0.502796406685841","2"
"Min 1x per week","2008","Couple + C. GT 16 ","West Germany","828","0.32071822427014","0.302152557517689","0.33928389102259","2"
"Min 1x per week","2008","Couple + C. GT 16 ","East Germany","282","0.31346207314972","0.283631266175484","0.343292880123956","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","West Germany","315","0.324104721786348","0.294711242387937","0.35349820118476","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","East Germany","69","0.25180344321912","0.196543224074396","0.307063662363844","2"
"Never","2008","1-pers.-HH","West Germany","109","0.0565595896162533","0.0470798630559615","0.0660393161765452","5"
"Never","2008","(Married) couple without C. ","West Germany","117","0.0280823617690553","0.0235903067532174","0.0325744167848932","5"
"Never","2008","1-pers.-HH","East Germany","30","0.0341653759682237","0.0213097006231241","0.0470210513133233","5"
"Never","2008","(Married) couple without C. ","East Germany","18","","","","5"
"Never","2008","Single parent ","West Germany","22","","","","5"
"Never","2008","Single parent ","East Germany","9","","","","5"
"Never","2008","Couple + C. LE 16 ","West Germany","31","0.0080765331509899","0.00462880005160686","0.0115242662503729","5"
"Never","2008","Couple + C. LE 16 ","East Germany","9","","","","5"
"Never","2008","Couple + C. GT 16 ","West Germany","34","0.0194669880519854","0.0139715256505634","0.0249624504534074","5"
