"pli0081","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1996","Saxony","","","",""
"Min 1x per month","1996","Saxony-Anhalt","","","",""
"Min 1x per month","1996","Thuringia","","","",""
"Rarely","1996","Schleswig-Holstein","","","",""
"Rarely","1996","Hamburg","","","",""
"Rarely","1996","Lower Saxony","","","",""
"Rarely","1996","Bremen","","","",""
"Rarely","1996","North Rhine-Westphalia","","","",""
"Rarely","1996","Hesse","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1996","Baden-Württemberg","","","",""
"Rarely","1996","Bavaria","","","",""
"Rarely","1996","Berlin","","","",""
"Rarely","1996","Brandenburg","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","","","",""
"Rarely","1996","Saxony","","","",""
"Rarely","1996","Saxony-Anhalt","","","",""
"Rarely","1996","Thuringia","","","",""
"Never","1996","Schleswig-Holstein","","","",""
"Never","1996","Hamburg","","","",""
"Never","1996","Lower Saxony","","","",""
"Never","1996","Bremen","","","",""
"Never","1996","North Rhine-Westphalia","","","",""
"Never","1996","Hesse","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","","","",""
"Never","1996","Baden-Württemberg","","","",""
"Never","1996","Bavaria","","","",""
"Never","1996","Berlin","","","",""
"Never","1996","Brandenburg","","","",""
"Never","1996","Mecklenburg-Western Pomerania","","","",""
"Never","1996","Saxony","","","",""
"Never","1996","Saxony-Anhalt","","","",""
"Never","1996","Thuringia","","","",""
"Daily","1997","Schleswig-Holstein","","","",""
"Daily","1997","Hamburg","","","",""
"Daily","1997","Lower Saxony","","","",""
"Daily","1997","Bremen","","","",""
"Daily","1997","North Rhine-Westphalia","","","",""
"Daily","1997","Hesse","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","","","",""
"Daily","1997","Baden-Württemberg","","","",""
"Daily","1997","Bavaria","","","",""
"Daily","1997","Berlin","","","",""
"Daily","1997","Brandenburg","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","","","",""
"Daily","1997","Saxony","","","",""
"Daily","1997","Saxony-Anhalt","","","",""
"Daily","1997","Thuringia","","","",""
"Min 1x per week","1997","Schleswig-Holstein","","","",""
"Min 1x per week","1997","Hamburg","","","",""
"Min 1x per week","1997","Lower Saxony","","","",""
"Min 1x per week","1997","Bremen","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","","","",""
"Min 1x per week","1997","Hesse","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1997","Baden-Württemberg","","","",""
"Min 1x per week","1997","Bavaria","","","",""
"Min 1x per week","1997","Berlin","","","",""
"Min 1x per week","1997","Brandenburg","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1997","Saxony","","","",""
"Min 1x per week","1997","Saxony-Anhalt","","","",""
"Min 1x per week","1997","Thuringia","","","",""
"Min 1x per month","1997","Schleswig-Holstein","","","",""
"Min 1x per month","1997","Hamburg","","","",""
"Min 1x per month","1997","Lower Saxony","","","",""
"Min 1x per month","1997","Bremen","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","","","",""
"Min 1x per month","1997","Hesse","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1997","Baden-Württemberg","","","",""
"Min 1x per month","1997","Bavaria","","","",""
"Min 1x per month","1997","Berlin","","","",""
"Min 1x per month","1997","Brandenburg","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1997","Saxony","","","",""
"Min 1x per month","1997","Saxony-Anhalt","","","",""
"Min 1x per month","1997","Thuringia","","","",""
"Rarely","1997","Schleswig-Holstein","","","",""
"Rarely","1997","Hamburg","","","",""
"Rarely","1997","Lower Saxony","","","",""
"Rarely","1997","Bremen","","","",""
"Rarely","1997","North Rhine-Westphalia","","","",""
"Rarely","1997","Hesse","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1997","Baden-Württemberg","","","",""
"Rarely","1997","Bavaria","","","",""
"Rarely","1997","Berlin","","","",""
"Rarely","1997","Brandenburg","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","","","",""
"Rarely","1997","Saxony","","","",""
"Rarely","1997","Saxony-Anhalt","","","",""
"Rarely","1997","Thuringia","","","",""
"Never","1997","Schleswig-Holstein","","","",""
"Never","1997","Hamburg","","","",""
"Never","1997","Lower Saxony","","","",""
"Never","1997","Bremen","","","",""
"Never","1997","North Rhine-Westphalia","","","",""
"Never","1997","Hesse","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","","","",""
"Never","1997","Baden-Württemberg","","","",""
"Never","1997","Bavaria","","","",""
"Never","1997","Berlin","","","",""
"Never","1997","Brandenburg","","","",""
"Never","1997","Mecklenburg-Western Pomerania","","","",""
"Never","1997","Saxony","","","",""
"Never","1997","Saxony-Anhalt","","","",""
"Never","1997","Thuringia","","","",""
"Daily","1998","Schleswig-Holstein","20","","",""
"Daily","1998","Hamburg","9","","",""
"Daily","1998","Lower Saxony","75","0.061123246304795","0.0475636737731767","0.0746828188364133"
"Daily","1998","Bremen","4","","",""
"Daily","1998","North Rhine-Westphalia","301","0.0939725977701971","0.0832335379761654","0.104711657564229"
"Daily","1998","Hesse","87","0.0937866824821977","0.0752287440592149","0.11234462090518"
"Daily","1998","Rhineland-Palatinate,Saarland","79","0.0934428375813239","0.0733120426764061","0.113573632486242"
"Daily","1998","Baden-Württemberg","280","0.116612903509228","0.101842978859179","0.131382828159277"
"Daily","1998","Bavaria","120","0.0589692684266746","0.0482838703701771","0.069654666483172"
"Daily","1998","Berlin","27","","",""
"Daily","1998","Brandenburg","43","0.079663988858357","0.0584017839335301","0.100926193783184"
"Daily","1998","Mecklenburg-Western Pomerania","40","0.115630009692578","0.0846387865838467","0.14662123280131"
"Daily","1998","Saxony","62","0.0462598420551696","0.0343055777430322","0.058214106367307"
"Daily","1998","Saxony-Anhalt","56","0.0751264348284761","0.0554441254892977","0.0948087441676545"
"Daily","1998","Thuringia","75","0.104599360396125","0.0824746478902914","0.126724072901959"
"Min 1x per week","1998","Schleswig-Holstein","132","0.378347011352557","0.32753887846066","0.429155144244453"
"Min 1x per week","1998","Hamburg","49","0.257526606678792","0.188239268721576","0.326813944636009"
"Min 1x per week","1998","Lower Saxony","454","0.356518551424088","0.329407423794568","0.383629679053609"
"Min 1x per week","1998","Bremen","37","0.284073012739419","0.195684170268013","0.372461855210826"
"Min 1x per week","1998","North Rhine-Westphalia","1267","0.431483692882706","0.413255289341515","0.449712096423897"
"Min 1x per week","1998","Hesse","374","0.371886838835992","0.341121034512576","0.402652643159408"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","367","0.428743009567867","0.394513190130758","0.462972829004975"
"Min 1x per week","1998","Baden-Württemberg","807","0.411579713822287","0.388933257786136","0.434226169858437"
"Min 1x per week","1998","Bavaria","783","0.39394698639053","0.37178288486245","0.416111087918609"
"Min 1x per week","1998","Berlin","167","0.297178240144972","0.258270029446427","0.336086450843516"
"Min 1x per week","1998","Brandenburg","248","0.408968810598728","0.370362850118367","0.447574771079089"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","156","0.352333770279386","0.306038225494013","0.39862931506476"
"Min 1x per week","1998","Saxony","428","0.380044203425326","0.352419147528109","0.407669259322543"
"Min 1x per week","1998","Saxony-Anhalt","296","0.456878272892838","0.419683036676532","0.494073509109144"
"Min 1x per week","1998","Thuringia","304","0.422396559535491","0.38668741112642","0.458105707944561"
"Min 1x per month","1998","Schleswig-Holstein","128","0.357591714199014","0.307379039082231","0.407804389315797"
"Min 1x per month","1998","Hamburg","44","0.311893150461387","0.238486867293192","0.385299433629581"
"Min 1x per month","1998","Lower Saxony","368","0.31646030268121","0.290134598921507","0.342786006440912"
"Min 1x per month","1998","Bremen","30","0.286846538435408","0.198199466541651","0.375493610329165"
"Min 1x per month","1998","North Rhine-Westphalia","750","0.273874406133122","0.257461836769937","0.290286975496308"
"Min 1x per month","1998","Hesse","251","0.273517440863042","0.24514158099063","0.301893300735455"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","198","0.250414467060907","0.220448339482207","0.280380594639607"
"Min 1x per month","1998","Baden-Württemberg","415","0.268665577170593","0.248267300858581","0.289063853482604"
"Min 1x per month","1998","Bavaria","505","0.275589351130166","0.255321880091664","0.295856822168667"
"Min 1x per month","1998","Berlin","196","0.364059886728879","0.323095667567346","0.405024105890412"
"Min 1x per month","1998","Brandenburg","228","0.342597694114637","0.305331769850105","0.379863618379169"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","143","0.349408806884834","0.303201841156075","0.395615772613594"
"Min 1x per month","1998","Saxony","477","0.377062011066571","0.34947945278557","0.404644569347572"
"Min 1x per month","1998","Saxony-Anhalt","229","0.313237823546194","0.278605728629956","0.347869918462433"
"Min 1x per month","1998","Thuringia","225","0.297925518773714","0.264861939389394","0.330989098158034"
"Rarely","1998","Schleswig-Holstein","66","0.190868589393306","0.149697644799357","0.232039533987255"
"Rarely","1998","Hamburg","49","0.366100488826894","0.289767417239573","0.442433560414215"
"Rarely","1998","Lower Saxony","274","0.244457181069999","0.220131251765202","0.268783110374797"
"Rarely","1998","Bremen","22","","",""
"Rarely","1998","North Rhine-Westphalia","454","0.175402373998092","0.161405413035241","0.189399334960944"
"Rarely","1998","Hesse","203","0.228452006054849","0.201726687929139","0.255177324180558"
"Rarely","1998","Rhineland-Palatinate,Saarland","147","0.214892826325411","0.186483185040973","0.243302467609848"
"Rarely","1998","Baden-Württemberg","283","0.188225491864782","0.170237347075654","0.20621363665391"
"Rarely","1998","Bavaria","440","0.256385030702958","0.23657905115089","0.276191010255026"
"Rarely","1998","Berlin","119","0.222393126650588","0.18698924486859","0.257797008432586"
"Rarely","1998","Brandenburg","95","0.147803033632868","0.119934396320545","0.175671670945191"
"Rarely","1998","Mecklenburg-Western Pomerania","66","0.164932293365028","0.12896563162145","0.200898955108605"
"Rarely","1998","Saxony","206","0.183151512132997","0.161138384303158","0.205164639962836"
"Rarely","1998","Saxony-Anhalt","104","0.145151918168253","0.118849581009104","0.171454255327402"
"Rarely","1998","Thuringia","130","0.1691793922327","0.142075492512075","0.196283291953326"
"Never","1998","Schleswig-Holstein","4","","",""
"Never","1998","Hamburg","2","","",""
"Never","1998","Lower Saxony","28","","",""
"Never","1998","Bremen","7","","",""
"Never","1998","North Rhine-Westphalia","64","0.0252669292158819","0.0194911037643653","0.0310427546673985"
"Never","1998","Hesse","33","0.0323570317639196","0.0210932083714542","0.043620855156385"
"Never","1998","Rhineland-Palatinate,Saarland","12","","",""
"Never","1998","Baden-Württemberg","29","","",""
"Never","1998","Bavaria","19","","",""
"Never","1998","Berlin","21","","",""
"Never","1998","Brandenburg","9","","",""
"Never","1998","Mecklenburg-Western Pomerania","4","","",""
"Never","1998","Saxony","13","","",""
"Never","1998","Saxony-Anhalt","4","","",""
"Never","1998","Thuringia","1","","",""
"Daily","1999","Schleswig-Holstein","","","",""
"Daily","1999","Hamburg","","","",""
"Daily","1999","Lower Saxony","","","",""
"Daily","1999","Bremen","","","",""
"Daily","1999","North Rhine-Westphalia","","","",""
"Daily","1999","Hesse","","","",""
"Daily","1999","Rhineland-Palatinate,Saarland","","","",""
"Daily","1999","Baden-Württemberg","","","",""
"Daily","1999","Bavaria","","","",""
"Daily","1999","Berlin","","","",""
"Daily","1999","Brandenburg","","","",""
"Daily","1999","Mecklenburg-Western Pomerania","","","",""
"Daily","1999","Saxony","","","",""
"Daily","1999","Saxony-Anhalt","","","",""
"Daily","1999","Thuringia","","","",""
"Min 1x per week","1999","Schleswig-Holstein","","","",""
"Min 1x per week","1999","Hamburg","","","",""
"Min 1x per week","1999","Lower Saxony","","","",""
"Min 1x per week","1999","Bremen","","","",""
"Min 1x per week","1999","North Rhine-Westphalia","","","",""
"Min 1x per week","1999","Hesse","","","",""
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1999","Baden-Württemberg","","","",""
"Min 1x per week","1999","Bavaria","","","",""
"Min 1x per week","1999","Berlin","","","",""
"Min 1x per week","1999","Brandenburg","","","",""
"Min 1x per week","1999","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1999","Saxony","","","",""
"Min 1x per week","1999","Saxony-Anhalt","","","",""
"Min 1x per week","1999","Thuringia","","","",""
"Min 1x per month","1999","Schleswig-Holstein","","","",""
"Min 1x per month","1999","Hamburg","","","",""
"Min 1x per month","1999","Lower Saxony","","","",""
"Min 1x per month","1999","Bremen","","","",""
"Min 1x per month","1999","North Rhine-Westphalia","","","",""
"Min 1x per month","1999","Hesse","","","",""
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1999","Baden-Württemberg","","","",""
"Min 1x per month","1999","Bavaria","","","",""
"Min 1x per month","1999","Berlin","","","",""
"Min 1x per month","1999","Brandenburg","","","",""
"Min 1x per month","1999","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1999","Saxony","","","",""
"Min 1x per month","1999","Saxony-Anhalt","","","",""
"Min 1x per month","1999","Thuringia","","","",""
"Rarely","1999","Schleswig-Holstein","","","",""
"Rarely","1999","Hamburg","","","",""
"Rarely","1999","Lower Saxony","","","",""
"Rarely","1999","Bremen","","","",""
"Rarely","1999","North Rhine-Westphalia","","","",""
"Rarely","1999","Hesse","","","",""
"Rarely","1999","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1999","Baden-Württemberg","","","",""
"Rarely","1999","Bavaria","","","",""
"Rarely","1999","Berlin","","","",""
"Rarely","1999","Brandenburg","","","",""
"Rarely","1999","Mecklenburg-Western Pomerania","","","",""
"Rarely","1999","Saxony","","","",""
"Rarely","1999","Saxony-Anhalt","","","",""
"Rarely","1999","Thuringia","","","",""
"Never","1999","Schleswig-Holstein","","","",""
"Never","1999","Hamburg","","","",""
"Never","1999","Lower Saxony","","","",""
"Never","1999","Bremen","","","",""
"Never","1999","North Rhine-Westphalia","","","",""
"Never","1999","Hesse","","","",""
"Never","1999","Rhineland-Palatinate,Saarland","","","",""
"Never","1999","Baden-Württemberg","","","",""
"Never","1999","Bavaria","","","",""
"Never","1999","Berlin","","","",""
"Never","1999","Brandenburg","","","",""
"Never","1999","Mecklenburg-Western Pomerania","","","",""
"Never","1999","Saxony","","","",""
"Never","1999","Saxony-Anhalt","","","",""
"Never","1999","Thuringia","","","",""
"Daily","2000","Schleswig-Holstein","","","",""
"Daily","2000","Hamburg","","","",""
"Daily","2000","Lower Saxony","","","",""
"Daily","2000","Bremen","","","",""
"Daily","2000","North Rhine-Westphalia","","","",""
"Daily","2000","Hesse","","","",""
"Daily","2000","Rhineland-Palatinate,Saarland","","","",""
"Daily","2000","Baden-Württemberg","","","",""
"Daily","2000","Bavaria","","","",""
"Daily","2000","Berlin","","","",""
"Daily","2000","Brandenburg","","","",""
"Daily","2000","Mecklenburg-Western Pomerania","","","",""
"Daily","2000","Saxony","","","",""
"Daily","2000","Saxony-Anhalt","","","",""
"Daily","2000","Thuringia","","","",""
"Min 1x per week","2000","Schleswig-Holstein","","","",""
"Min 1x per week","2000","Hamburg","","","",""
"Min 1x per week","2000","Lower Saxony","","","",""
"Min 1x per week","2000","Bremen","","","",""
"Min 1x per week","2000","North Rhine-Westphalia","","","",""
"Min 1x per week","2000","Hesse","","","",""
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2000","Baden-Württemberg","","","",""
"Min 1x per week","2000","Bavaria","","","",""
"Min 1x per week","2000","Berlin","","","",""
"Min 1x per week","2000","Brandenburg","","","",""
"Min 1x per week","2000","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2000","Saxony","","","",""
"Min 1x per week","2000","Saxony-Anhalt","","","",""
"Min 1x per week","2000","Thuringia","","","",""
"Min 1x per month","2000","Schleswig-Holstein","","","",""
"Min 1x per month","2000","Hamburg","","","",""
"Min 1x per month","2000","Lower Saxony","","","",""
"Min 1x per month","2000","Bremen","","","",""
"Min 1x per month","2000","North Rhine-Westphalia","","","",""
"Min 1x per month","2000","Hesse","","","",""
"Min 1x per month","2000","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2000","Baden-Württemberg","","","",""
"Min 1x per month","2000","Bavaria","","","",""
"Min 1x per month","2000","Berlin","","","",""
"Min 1x per month","2000","Brandenburg","","","",""
"Min 1x per month","2000","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2000","Saxony","","","",""
"Min 1x per month","2000","Saxony-Anhalt","","","",""
"Min 1x per month","2000","Thuringia","","","",""
"Rarely","2000","Schleswig-Holstein","","","",""
"Rarely","2000","Hamburg","","","",""
"Rarely","2000","Lower Saxony","","","",""
"Rarely","2000","Bremen","","","",""
"Rarely","2000","North Rhine-Westphalia","","","",""
"Rarely","2000","Hesse","","","",""
"Rarely","2000","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2000","Baden-Württemberg","","","",""
"Rarely","2000","Bavaria","","","",""
"Rarely","2000","Berlin","","","",""
"Rarely","2000","Brandenburg","","","",""
"Rarely","2000","Mecklenburg-Western Pomerania","","","",""
"Rarely","2000","Saxony","","","",""
"Rarely","2000","Saxony-Anhalt","","","",""
"Rarely","2000","Thuringia","","","",""
"Never","2000","Schleswig-Holstein","","","",""
"Never","2000","Hamburg","","","",""
"Never","2000","Lower Saxony","","","",""
"Never","2000","Bremen","","","",""
"Never","2000","North Rhine-Westphalia","","","",""
"Never","2000","Hesse","","","",""
"Never","2000","Rhineland-Palatinate,Saarland","","","",""
"Never","2000","Baden-Württemberg","","","",""
"Never","2000","Bavaria","","","",""
"Never","2000","Berlin","","","",""
"Never","2000","Brandenburg","","","",""
"Never","2000","Mecklenburg-Western Pomerania","","","",""
"Never","2000","Saxony","","","",""
"Never","2000","Saxony-Anhalt","","","",""
"Never","2000","Thuringia","","","",""
"Daily","2001","Schleswig-Holstein","","","",""
"Daily","2001","Hamburg","","","",""
"Daily","2001","Lower Saxony","","","",""
"Daily","2001","Bremen","","","",""
"Daily","2001","North Rhine-Westphalia","","","",""
"Daily","2001","Hesse","","","",""
"Daily","2001","Rhineland-Palatinate,Saarland","","","",""
"Daily","2001","Baden-Württemberg","","","",""
"Daily","2001","Bavaria","","","",""
"Daily","2001","Berlin","","","",""
"Daily","2001","Brandenburg","","","",""
"Daily","2001","Mecklenburg-Western Pomerania","","","",""
"Daily","2001","Saxony","","","",""
"Daily","2001","Saxony-Anhalt","","","",""
"Daily","2001","Thuringia","","","",""
"Min 1x per week","2001","Schleswig-Holstein","","","",""
"Min 1x per week","2001","Hamburg","","","",""
"Min 1x per week","2001","Lower Saxony","","","",""
"Min 1x per week","2001","Bremen","","","",""
"Min 1x per week","2001","North Rhine-Westphalia","","","",""
"Min 1x per week","2001","Hesse","","","",""
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2001","Baden-Württemberg","","","",""
"Min 1x per week","2001","Bavaria","","","",""
"Min 1x per week","2001","Berlin","","","",""
"Min 1x per week","2001","Brandenburg","","","",""
"Min 1x per week","2001","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2001","Saxony","","","",""
"Min 1x per week","2001","Saxony-Anhalt","","","",""
"Min 1x per week","2001","Thuringia","","","",""
"Min 1x per month","2001","Schleswig-Holstein","","","",""
"Min 1x per month","2001","Hamburg","","","",""
"Min 1x per month","2001","Lower Saxony","","","",""
"Min 1x per month","2001","Bremen","","","",""
"Min 1x per month","2001","North Rhine-Westphalia","","","",""
"Min 1x per month","2001","Hesse","","","",""
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2001","Baden-Württemberg","","","",""
"Min 1x per month","2001","Bavaria","","","",""
"Min 1x per month","2001","Berlin","","","",""
"Min 1x per month","2001","Brandenburg","","","",""
"Min 1x per month","2001","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2001","Saxony","","","",""
"Min 1x per month","2001","Saxony-Anhalt","","","",""
"Min 1x per month","2001","Thuringia","","","",""
"Rarely","2001","Schleswig-Holstein","","","",""
"Rarely","2001","Hamburg","","","",""
"Rarely","2001","Lower Saxony","","","",""
"Rarely","2001","Bremen","","","",""
"Rarely","2001","North Rhine-Westphalia","","","",""
"Rarely","2001","Hesse","","","",""
"Rarely","2001","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2001","Baden-Württemberg","","","",""
"Rarely","2001","Bavaria","","","",""
"Rarely","2001","Berlin","","","",""
"Rarely","2001","Brandenburg","","","",""
"Rarely","2001","Mecklenburg-Western Pomerania","","","",""
"Rarely","2001","Saxony","","","",""
"Rarely","2001","Saxony-Anhalt","","","",""
"Rarely","2001","Thuringia","","","",""
"Never","2001","Schleswig-Holstein","","","",""
"Never","2001","Hamburg","","","",""
"Never","2001","Lower Saxony","","","",""
"Never","2001","Bremen","","","",""
"Never","2001","North Rhine-Westphalia","","","",""
"Never","2001","Hesse","","","",""
"Never","2001","Rhineland-Palatinate,Saarland","","","",""
"Never","2001","Baden-Württemberg","","","",""
"Never","2001","Bavaria","","","",""
"Never","2001","Berlin","","","",""
"Never","2001","Brandenburg","","","",""
"Never","2001","Mecklenburg-Western Pomerania","","","",""
"Never","2001","Saxony","","","",""
"Never","2001","Saxony-Anhalt","","","",""
"Never","2001","Thuringia","","","",""
"Daily","2002","Schleswig-Holstein","","","",""
"Daily","2002","Hamburg","","","",""
"Daily","2002","Lower Saxony","","","",""
"Daily","2002","Bremen","","","",""
"Daily","2002","North Rhine-Westphalia","","","",""
"Daily","2002","Hesse","","","",""
"Daily","2002","Rhineland-Palatinate,Saarland","","","",""
"Daily","2002","Baden-Württemberg","","","",""
"Daily","2002","Bavaria","","","",""
"Daily","2002","Berlin","","","",""
"Daily","2002","Brandenburg","","","",""
"Daily","2002","Mecklenburg-Western Pomerania","","","",""
"Daily","2002","Saxony","","","",""
"Daily","2002","Saxony-Anhalt","","","",""
"Daily","2002","Thuringia","","","",""
"Min 1x per week","2002","Schleswig-Holstein","","","",""
"Min 1x per week","2002","Hamburg","","","",""
"Min 1x per week","2002","Lower Saxony","","","",""
"Min 1x per week","2002","Bremen","","","",""
"Min 1x per week","2002","North Rhine-Westphalia","","","",""
"Min 1x per week","2002","Hesse","","","",""
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2002","Baden-Württemberg","","","",""
"Min 1x per week","2002","Bavaria","","","",""
"Min 1x per week","2002","Berlin","","","",""
"Min 1x per week","2002","Brandenburg","","","",""
"Min 1x per week","2002","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2002","Saxony","","","",""
"Min 1x per week","2002","Saxony-Anhalt","","","",""
"Min 1x per week","2002","Thuringia","","","",""
"Min 1x per month","2002","Schleswig-Holstein","","","",""
"Min 1x per month","2002","Hamburg","","","",""
"Min 1x per month","2002","Lower Saxony","","","",""
"Min 1x per month","2002","Bremen","","","",""
"Min 1x per month","2002","North Rhine-Westphalia","","","",""
"Min 1x per month","2002","Hesse","","","",""
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2002","Baden-Württemberg","","","",""
"Min 1x per month","2002","Bavaria","","","",""
"Min 1x per month","2002","Berlin","","","",""
"Min 1x per month","2002","Brandenburg","","","",""
"Min 1x per month","2002","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2002","Saxony","","","",""
"Min 1x per month","2002","Saxony-Anhalt","","","",""
"Min 1x per month","2002","Thuringia","","","",""
"Rarely","2002","Schleswig-Holstein","","","",""
"Rarely","2002","Hamburg","","","",""
"Rarely","2002","Lower Saxony","","","",""
"Rarely","2002","Bremen","","","",""
"Rarely","2002","North Rhine-Westphalia","","","",""
"Rarely","2002","Hesse","","","",""
"Rarely","2002","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2002","Baden-Württemberg","","","",""
"Rarely","2002","Bavaria","","","",""
"Rarely","2002","Berlin","","","",""
"Rarely","2002","Brandenburg","","","",""
"Rarely","2002","Mecklenburg-Western Pomerania","","","",""
"Rarely","2002","Saxony","","","",""
"Rarely","2002","Saxony-Anhalt","","","",""
"Rarely","2002","Thuringia","","","",""
"Never","2002","Schleswig-Holstein","","","",""
"Never","2002","Hamburg","","","",""
"Never","2002","Lower Saxony","","","",""
"Never","2002","Bremen","","","",""
"Never","2002","North Rhine-Westphalia","","","",""
"Never","2002","Hesse","","","",""
"Never","2002","Rhineland-Palatinate,Saarland","","","",""
"Never","2002","Baden-Württemberg","","","",""
"Never","2002","Bavaria","","","",""
"Never","2002","Berlin","","","",""
"Never","2002","Brandenburg","","","",""
"Never","2002","Mecklenburg-Western Pomerania","","","",""
"Never","2002","Saxony","","","",""
"Never","2002","Saxony-Anhalt","","","",""
"Never","2002","Thuringia","","","",""
"Daily","2003","Schleswig-Holstein","32","0.0524147124698025","0.0355897578629486","0.0692396670766564"
"Daily","2003","Hamburg","9","","",""
"Daily","2003","Lower Saxony","157","0.0861188620681725","0.0735342705025021","0.0987034536338429"
"Daily","2003","Bremen","11","","",""
"Daily","2003","North Rhine-Westphalia","318","0.0669848957868782","0.0598009835475849","0.0741688080261715"
"Daily","2003","Hesse","114","0.0844448142556923","0.0703736116184602","0.0985160168929243"
"Daily","2003","Rhineland-Palatinate,Saarland","131","0.0958049469760003","0.0800755533914952","0.111534340560505"
"Daily","2003","Baden-Württemberg","254","0.0935868723287237","0.0825948354216752","0.104578909235772"
"Daily","2003","Bavaria","160","0.05031454613665","0.0426504710151003","0.0579786212581997"
"Daily","2003","Berlin","52","0.0559590110079053","0.0402752015463892","0.0716428204694214"
"Daily","2003","Brandenburg","60","0.0655921859399145","0.049807844390048","0.0813765274897811"
"Daily","2003","Mecklenburg-Western Pomerania","40","0.0728431154076783","0.0506553455232756","0.095030885292081"
"Daily","2003","Saxony","104","0.0630446261163967","0.0511948293265694","0.074894422906224"
"Daily","2003","Saxony-Anhalt","96","0.10488478146535","0.0851816187759968","0.124587944154703"
"Daily","2003","Thuringia","61","0.0785723566793374","0.0614981941176722","0.0956465192410025"
"Min 1x per week","2003","Schleswig-Holstein","242","0.383421370158467","0.346714231331817","0.420128508985116"
"Min 1x per week","2003","Hamburg","110","0.373982897787729","0.318768027890035","0.429197767685423"
"Min 1x per week","2003","Lower Saxony","691","0.366548165785814","0.34493255801736","0.388163773554268"
"Min 1x per week","2003","Bremen","67","0.335813995039461","0.265438851229879","0.406189138849042"
"Min 1x per week","2003","North Rhine-Westphalia","1937","0.420638821854445","0.406452898485866","0.434824745223023"
"Min 1x per week","2003","Hesse","601","0.383358650555309","0.358753761166914","0.407963539943704"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","545","0.380353176665835","0.354408241692817","0.406298111638853"
"Min 1x per week","2003","Baden-Württemberg","1153","0.405824014405133","0.387291513214028","0.424356515596237"
"Min 1x per week","2003","Bavaria","1209","0.388626128830295","0.371536111015816","0.405716146644774"
"Min 1x per week","2003","Berlin","258","0.317241911983831","0.285484154871554","0.348999669096108"
"Min 1x per week","2003","Brandenburg","375","0.41918530432191","0.387725645432996","0.450644963210824"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","197","0.440551744104805","0.398165863738852","0.482937624470757"
"Min 1x per week","2003","Saxony","633","0.378707604233601","0.355057805742247","0.402357402724954"
"Min 1x per week","2003","Saxony-Anhalt","375","0.39833331732499","0.366852823809471","0.429813810840509"
"Min 1x per week","2003","Thuringia","372","0.369662250666935","0.339031113950661","0.40029338738321"
"Min 1x per month","2003","Schleswig-Holstein","221","0.317698558189775","0.282549482478114","0.352847633901437"
