"plh0196","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"People are helpful","2003","Mecklenburg-Western Pomerania","1-pers.-HH","30","0.355121409789431","0.246817317521476","0.463425502057387"
"People are helpful","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","56","0.327908704379085","0.259327920233455","0.396489488524714"
"People are helpful","2003","Mecklenburg-Western Pomerania","Single parent ","9","","",""
"People are helpful","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","18","","",""
"People are helpful","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","39","0.361945253281167","0.270461163156307","0.453429343406027"
"People are helpful","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","8","","",""
"People are helpful","2003","Saxony","1-pers.-HH","81","0.359705783057012","0.294170077324695","0.425241488789328"
"People are helpful","2003","Saxony","(Married) couple without C. ","202","0.352166346813217","0.313159348840204","0.39117334478623"
"People are helpful","2003","Saxony","Single parent ","20","","",""
"People are helpful","2003","Saxony","Couple + C. LE 16 ","85","0.325245625177823","0.266465329791208","0.384025920564438"
"People are helpful","2003","Saxony","Couple + C. GT 16 ","94","0.259322481916063","0.210614227863358","0.308030735968768"
"People are helpful","2003","Saxony","Couple + C. LE and GT 16","50","0.325662722604105","0.249122547098131","0.402202898110079"
"People are helpful","2003","Saxony-Anhalt","1-pers.-HH","38","0.333888891380447","0.248435464542977","0.419342318217918"
"People are helpful","2003","Saxony-Anhalt","(Married) couple without C. ","101","0.312586716031711","0.262724305697911","0.36244912636551"
"People are helpful","2003","Saxony-Anhalt","Single parent ","11","","",""
"People are helpful","2003","Saxony-Anhalt","Couple + C. LE 16 ","23","","",""
"People are helpful","2003","Saxony-Anhalt","Couple + C. GT 16 ","54","0.20482724893221","0.152442450382412","0.257212047482009"
"People are helpful","2003","Saxony-Anhalt","Couple + C. LE and GT 16","16","","",""
"People are helpful","2003","Thuringia","1-pers.-HH","47","0.419502619426666","0.330085097306164","0.508920141547168"
"People are helpful","2003","Thuringia","(Married) couple without C. ","87","0.284821333359129","0.233749553084465","0.335893113633793"
"People are helpful","2003","Thuringia","Single parent ","17","","",""
"People are helpful","2003","Thuringia","Couple + C. LE 16 ","25","","",""
"People are helpful","2003","Thuringia","Couple + C. GT 16 ","49","0.182621963842315","0.131216863618296","0.234027064066334"
"People are helpful","2003","Thuringia","Couple + C. LE and GT 16","14","","",""
"People pursue self-interest","2003","Schleswig-Holstein","1-pers.-HH","40","0.459038731260813","0.356654011447387","0.561423451074238"
"People pursue self-interest","2003","Schleswig-Holstein","(Married) couple without C. ","126","0.605985634953022","0.545655400495258","0.666315869410785"
"People pursue self-interest","2003","Schleswig-Holstein","Single parent ","18","","",""
"People pursue self-interest","2003","Schleswig-Holstein","Couple + C. LE 16 ","65","0.544471599410865","0.457513875550173","0.631429323271558"
"People pursue self-interest","2003","Schleswig-Holstein","Couple + C. GT 16 ","60","0.638642516967447","0.541528570204742","0.735756463730153"
"People pursue self-interest","2003","Schleswig-Holstein","Couple + C. LE and GT 16","32","0.782306711728212","0.664326217830585","0.90028720562584"
"People pursue self-interest","2003","Hamburg","1-pers.-HH","47","0.691744731118137","0.585815737766599","0.797673724469676"
"People pursue self-interest","2003","Hamburg","(Married) couple without C. ","50","0.553321834344065","0.455882489095863","0.650761179592267"
"People pursue self-interest","2003","Hamburg","Single parent ","7","","",""
"People pursue self-interest","2003","Hamburg","Couple + C. LE 16 ","42","0.800945778279845","0.699060991724849","0.90283056483484"
"People pursue self-interest","2003","Hamburg","Couple + C. GT 16 ","14","","",""
"People pursue self-interest","2003","Hamburg","Couple + C. LE and GT 16","10","","",""
"People pursue self-interest","2003","Lower Saxony","1-pers.-HH","114","0.526045949973768","0.458351212554418","0.593740687393118"
"People pursue self-interest","2003","Lower Saxony","(Married) couple without C. ","375","0.628340186250711","0.589737274315233","0.666943098186189"
"People pursue self-interest","2003","Lower Saxony","Single parent ","67","0.630254279142593","0.536571992015406","0.723936566269781"
"People pursue self-interest","2003","Lower Saxony","Couple + C. LE 16 ","278","0.691874075965061","0.646795185663516","0.736952966266607"
"People pursue self-interest","2003","Lower Saxony","Couple + C. GT 16 ","234","0.713214650404197","0.666102267760257","0.760327033048136"
"People pursue self-interest","2003","Lower Saxony","Couple + C. LE and GT 16","97","0.734092058023935","0.660906567108927","0.807277548938943"
"People pursue self-interest","2003","Bremen","1-pers.-HH","18","","",""
"People pursue self-interest","2003","Bremen","(Married) couple without C. ","33","0.556421451349771","0.434706114823142","0.678136787876399"
"People pursue self-interest","2003","Bremen","Single parent ","7","","",""
"People pursue self-interest","2003","Bremen","Couple + C. LE 16 ","16","","",""
"People pursue self-interest","2003","Bremen","Couple + C. GT 16 ","22","","",""
"People pursue self-interest","2003","Bremen","Couple + C. LE and GT 16","3","","",""
"People pursue self-interest","2003","North Rhine-Westphalia","1-pers.-HH","359","0.5681680120794","0.529241213038358","0.607094811120443"
"People pursue self-interest","2003","North Rhine-Westphalia","(Married) couple without C. ","943","0.616396735744651","0.592181221608643","0.64061224988066"
"People pursue self-interest","2003","North Rhine-Westphalia","Single parent ","128","0.592169283393926","0.524061617404089","0.660276949383762"
"People pursue self-interest","2003","North Rhine-Westphalia","Couple + C. LE 16 ","653","0.710259726383323","0.681652710597474","0.738866742169172"
"People pursue self-interest","2003","North Rhine-Westphalia","Couple + C. GT 16 ","507","0.657074558516846","0.623524591287906","0.690624525745786"
"People pursue self-interest","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","237","0.651953810106776","0.60335095704771","0.700556663165842"
"People pursue self-interest","2003","Hesse","1-pers.-HH","121","0.674346357221989","0.606264424634344","0.742428289809634"
"People pursue self-interest","2003","Hesse","(Married) couple without C. ","347","0.642534149970594","0.601771142628289","0.6832971573129"
"People pursue self-interest","2003","Hesse","Single parent ","37","0.713416010178248","0.592815651594023","0.834016368762472"
"People pursue self-interest","2003","Hesse","Couple + C. LE 16 ","241","0.757195270832287","0.710721626304596","0.803668915359978"
"People pursue self-interest","2003","Hesse","Couple + C. GT 16 ","165","0.819899741315295","0.769689261104688","0.870110221525902"
"People pursue self-interest","2003","Hesse","Couple + C. LE and GT 16","87","0.704607203043189","0.621940874466314","0.787273531620063"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","88","0.462995653737406","0.389744335059539","0.536246972415273"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","233","0.553180178353006","0.505173793386856","0.601186563319155"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","Single parent ","42","0.627753578409598","0.518351058944616","0.73715609787458"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","195","0.683617018350691","0.629623870100365","0.737610166601018"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","99","0.514503976921836","0.441287507663123","0.587720446180549"
"People pursue self-interest","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","82","0.589059499731397","0.50784985895111","0.670269140511683"
"People pursue self-interest","2003","Baden-Württemberg","1-pers.-HH","174","0.576570639009095","0.522434179742242","0.630707098275948"
"People pursue self-interest","2003","Baden-Württemberg","(Married) couple without C. ","467","0.602917333545709","0.569117115611024","0.636717551480394"
"People pursue self-interest","2003","Baden-Württemberg","Single parent ","75","0.597365774767191","0.513702157439834","0.681029392094547"
"People pursue self-interest","2003","Baden-Württemberg","Couple + C. LE 16 ","385","0.673144015028238","0.635767171805232","0.710520858251243"
"People pursue self-interest","2003","Baden-Württemberg","Couple + C. GT 16 ","274","0.624341822425562","0.580181245270389","0.668502399580734"
"People pursue self-interest","2003","Baden-Württemberg","Couple + C. LE and GT 16","173","0.692059812902121","0.639019436586128","0.745100189218113"
"People pursue self-interest","2003","Bavaria","1-pers.-HH","234","0.598380324288505","0.549664569775645","0.647096078801365"
"People pursue self-interest","2003","Bavaria","(Married) couple without C. ","541","0.548857742892663","0.517591311005786","0.580124174779541"
"People pursue self-interest","2003","Bavaria","Single parent ","113","0.719737087390184","0.652023706989099","0.787450467791269"
"People pursue self-interest","2003","Bavaria","Couple + C. LE 16 ","462","0.724823855649211","0.69038462334413","0.759263087954292"
"People pursue self-interest","2003","Bavaria","Couple + C. GT 16 ","381","0.64291819795073","0.604091373131209","0.681745022770252"
"People pursue self-interest","2003","Bavaria","Couple + C. LE and GT 16","181","0.673219103339378","0.615308996493976","0.731129210184781"
"People pursue self-interest","2003","Berlin","1-pers.-HH","128","0.61419528456168","0.546731593610605","0.681658975512755"
"People pursue self-interest","2003","Berlin","(Married) couple without C. ","154","0.680431124076852","0.619365274335449","0.741496973818255"
"People pursue self-interest","2003","Berlin","Single parent ","39","0.628364084055958","0.510886250501529","0.745841917610388"
"People pursue self-interest","2003","Berlin","Couple + C. LE 16 ","100","0.747831868417863","0.673750634081435","0.82191310275429"
"People pursue self-interest","2003","Berlin","Couple + C. GT 16 ","95","0.711310892025337","0.635977830120206","0.786643953930468"
"People pursue self-interest","2003","Berlin","Couple + C. LE and GT 16","27","","",""
"People pursue self-interest","2003","Brandenburg","1-pers.-HH","69","0.653531571769035","0.566938286671611","0.74012485686646"
"People pursue self-interest","2003","Brandenburg","(Married) couple without C. ","230","0.687947540579883","0.638698236439464","0.737196844720302"
"People pursue self-interest","2003","Brandenburg","Single parent ","35","0.714094269849157","0.584916326468019","0.843272213230295"
"People pursue self-interest","2003","Brandenburg","Couple + C. LE 16 ","119","0.83129377923787","0.771363641591973","0.891223916883768"
"People pursue self-interest","2003","Brandenburg","Couple + C. GT 16 ","134","0.716260242607214","0.65164681098905","0.780873674225379"
"People pursue self-interest","2003","Brandenburg","Couple + C. LE and GT 16","48","0.790099502533432","0.688731736765009","0.891467268301854"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","1-pers.-HH","45","0.644878590210568","0.536574497942613","0.753182682478524"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","124","0.672091295620915","0.603510511475286","0.740672079766545"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","Single parent ","26","","",""
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","63","0.784630089116015","0.695107924445265","0.874152253786765"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","67","0.638054746718833","0.546570656593973","0.729538836843693"
"People pursue self-interest","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","25","","",""
"People pursue self-interest","2003","Saxony","1-pers.-HH","125","0.640294216942988","0.574758511210672","0.705829922675305"
"People pursue self-interest","2003","Saxony","(Married) couple without C. ","374","0.647833653186783","0.60882665521377","0.686840651159796"
"People pursue self-interest","2003","Saxony","Single parent ","63","0.775723994543486","0.685990606919973","0.865457382166999"
"People pursue self-interest","2003","Saxony","Couple + C. LE 16 ","159","0.674754374822177","0.615974079435562","0.733534670208792"
"People pursue self-interest","2003","Saxony","Couple + C. GT 16 ","217","0.740677518083937","0.691969264031232","0.789385772136642"
"People pursue self-interest","2003","Saxony","Couple + C. LE and GT 16","94","0.674337277395895","0.597797101889921","0.750877452901869"
"People pursue self-interest","2003","Saxony-Anhalt","1-pers.-HH","79","0.666111108619553","0.580657681782082","0.751564535457023"
"People pursue self-interest","2003","Saxony-Anhalt","(Married) couple without C. ","231","0.687413283968289","0.63755087363449","0.737275694302089"
"People pursue self-interest","2003","Saxony-Anhalt","Single parent ","35","0.760324220884969","0.63696243104369","0.883686010726248"
"People pursue self-interest","2003","Saxony-Anhalt","Couple + C. LE 16 ","98","0.806992756175555","0.736673053055837","0.877312459295274"
"People pursue self-interest","2003","Saxony-Anhalt","Couple + C. GT 16 ","174","0.79517275106779","0.742787952517991","0.847557549617588"
"People pursue self-interest","2003","Saxony-Anhalt","Couple + C. LE and GT 16","47","0.754471234665627","0.648191527427795","0.860750941903459"
"People pursue self-interest","2003","Thuringia","1-pers.-HH","70","0.580497380573334","0.491079858452832","0.669914902693836"
"People pursue self-interest","2003","Thuringia","(Married) couple without C. ","213","0.715178666640871","0.664106886366207","0.766250446915535"
"People pursue self-interest","2003","Thuringia","Single parent ","29","","",""
"People pursue self-interest","2003","Thuringia","Couple + C. LE 16 ","127","0.855002598742701","0.799028111522968","0.910977085962434"
"People pursue self-interest","2003","Thuringia","Couple + C. GT 16 ","168","0.817378036157685","0.765972935933666","0.868783136381704"
"People pursue self-interest","2003","Thuringia","Couple + C. LE and GT 16","74","0.887585760943425","0.821589006172381","0.953582515714469"
"People are helpful","2004","Schleswig-Holstein","1-pers.-HH","","","",""
"People are helpful","2004","Schleswig-Holstein","(Married) couple without C. ","","","",""
"People are helpful","2004","Schleswig-Holstein","Single parent ","","","",""
"People are helpful","2004","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Hamburg","1-pers.-HH","","","",""
"People are helpful","2004","Hamburg","(Married) couple without C. ","","","",""
"People are helpful","2004","Hamburg","Single parent ","","","",""
"People are helpful","2004","Hamburg","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Hamburg","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Hamburg","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Lower Saxony","1-pers.-HH","","","",""
"People are helpful","2004","Lower Saxony","(Married) couple without C. ","","","",""
"People are helpful","2004","Lower Saxony","Single parent ","","","",""
"People are helpful","2004","Lower Saxony","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Lower Saxony","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Lower Saxony","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Bremen","1-pers.-HH","","","",""
"People are helpful","2004","Bremen","(Married) couple without C. ","","","",""
"People are helpful","2004","Bremen","Single parent ","","","",""
"People are helpful","2004","Bremen","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Bremen","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Bremen","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","North Rhine-Westphalia","1-pers.-HH","","","",""
"People are helpful","2004","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"People are helpful","2004","North Rhine-Westphalia","Single parent ","","","",""
"People are helpful","2004","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"People are helpful","2004","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"People are helpful","2004","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Hesse","1-pers.-HH","","","",""
"People are helpful","2004","Hesse","(Married) couple without C. ","","","",""
"People are helpful","2004","Hesse","Single parent ","","","",""
"People are helpful","2004","Hesse","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Hesse","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Hesse","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Baden-Württemberg","1-pers.-HH","","","",""
"People are helpful","2004","Baden-Württemberg","(Married) couple without C. ","","","",""
"People are helpful","2004","Baden-Württemberg","Single parent ","","","",""
"People are helpful","2004","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Bavaria","1-pers.-HH","","","",""
"People are helpful","2004","Bavaria","(Married) couple without C. ","","","",""
"People are helpful","2004","Bavaria","Single parent ","","","",""
"People are helpful","2004","Bavaria","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Bavaria","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Bavaria","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Berlin","1-pers.-HH","","","",""
"People are helpful","2004","Berlin","(Married) couple without C. ","","","",""
"People are helpful","2004","Berlin","Single parent ","","","",""
"People are helpful","2004","Berlin","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Berlin","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Berlin","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Brandenburg","1-pers.-HH","","","",""
"People are helpful","2004","Brandenburg","(Married) couple without C. ","","","",""
"People are helpful","2004","Brandenburg","Single parent ","","","",""
"People are helpful","2004","Brandenburg","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Brandenburg","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Brandenburg","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","Single parent ","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Saxony","1-pers.-HH","","","",""
"People are helpful","2004","Saxony","(Married) couple without C. ","","","",""
"People are helpful","2004","Saxony","Single parent ","","","",""
"People are helpful","2004","Saxony","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Saxony","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Saxony","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Saxony-Anhalt","1-pers.-HH","","","",""
"People are helpful","2004","Saxony-Anhalt","(Married) couple without C. ","","","",""
"People are helpful","2004","Saxony-Anhalt","Single parent ","","","",""
"People are helpful","2004","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"People are helpful","2004","Thuringia","1-pers.-HH","","","",""
"People are helpful","2004","Thuringia","(Married) couple without C. ","","","",""
"People are helpful","2004","Thuringia","Single parent ","","","",""
"People are helpful","2004","Thuringia","Couple + C. LE 16 ","","","",""
"People are helpful","2004","Thuringia","Couple + C. GT 16 ","","","",""
"People are helpful","2004","Thuringia","Couple + C. LE and GT 16","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","1-pers.-HH","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","(Married) couple without C. ","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","Single parent ","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"People pursue self-interest","2004","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"People pursue self-interest","2004","Hamburg","1-pers.-HH","","","",""
"People pursue self-interest","2004","Hamburg","(Married) couple without C. ","","","",""
"People pursue self-interest","2004","Hamburg","Single parent ","","","",""
"People pursue self-interest","2004","Hamburg","Couple + C. LE 16 ","","","",""
"People pursue self-interest","2004","Hamburg","Couple + C. GT 16 ","","","",""
"People pursue self-interest","2004","Hamburg","Couple + C. LE and GT 16","","","",""
"People pursue self-interest","2004","Lower Saxony","1-pers.-HH","","","",""
"People pursue self-interest","2004","Lower Saxony","(Married) couple without C. ","","","",""
"People pursue self-interest","2004","Lower Saxony","Single parent ","","","",""
"People pursue self-interest","2004","Lower Saxony","Couple + C. LE 16 ","","","",""
"People pursue self-interest","2004","Lower Saxony","Couple + C. GT 16 ","","","",""
"People pursue self-interest","2004","Lower Saxony","Couple + C. LE and GT 16","","","",""
"People pursue self-interest","2004","Bremen","1-pers.-HH","","","",""
"People pursue self-interest","2004","Bremen","(Married) couple without C. ","","","",""
"People pursue self-interest","2004","Bremen","Single parent ","","","",""
"People pursue self-interest","2004","Bremen","Couple + C. LE 16 ","","","",""
"People pursue self-interest","2004","Bremen","Couple + C. GT 16 ","","","",""
"People pursue self-interest","2004","Bremen","Couple + C. LE and GT 16","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","1-pers.-HH","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","Single parent ","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"People pursue self-interest","2004","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"People pursue self-interest","2004","Hesse","1-pers.-HH","","","",""
