"ple0005","year","education","n","percent","lower_confidence","upper_confidence"
"Strong","2004","no degree/no degree yet","64","0.103130331837718","0.0833268356980664","0.12293382797737"
"A little","2004","lower secondary degree","2984","0.395846732821068","0.384820193944792","0.406873271697343"
"A little","2004","secondary school degree","2215","0.360360741889927","0.34849031617767","0.372231167602185"
"A little","2004","college entrance qualification","1511","0.288688548653399","0.276575230059953","0.300801867246846"
"A little","2004","Other degree","444","0.35036963594543","0.323297391794376","0.377441880096483"
"A little","2004","no degree/no degree yet","195","0.252904024989069","0.224599878640436","0.281208171337702"
"Not at all","2004","lower secondary degree","2930","0.36622422850388","0.35536138634587","0.37708707066189"
"Not at all","2004","secondary school degree","3477","0.521097106782661","0.508745795583766","0.533448417981556"
"Not at all","2004","college entrance qualification","3525","0.626813984840979","0.613885415174652","0.639742554507307"
"Not at all","2004","Other degree","537","0.448069825686297","0.419850749814438","0.476288901558157"
"Not at all","2004","no degree/no degree yet","647","0.643965643173213","0.612786706828299","0.675144579518127"
"Strong","2005","lower secondary degree","","","",""
"Strong","2005","secondary school degree","","","",""
"Strong","2005","college entrance qualification","","","",""
"Strong","2005","Other degree","","","",""
"Strong","2005","no degree/no degree yet","","","",""
"A little","2005","lower secondary degree","","","",""
"A little","2005","secondary school degree","","","",""
"A little","2005","college entrance qualification","","","",""
"A little","2005","Other degree","","","",""
"A little","2005","no degree/no degree yet","","","",""
"Not at all","2005","lower secondary degree","","","",""
"Not at all","2005","secondary school degree","","","",""
"Not at all","2005","college entrance qualification","","","",""
"Not at all","2005","Other degree","","","",""
"Not at all","2005","no degree/no degree yet","","","",""
"Strong","2006","lower secondary degree","1745","0.23950593524511","0.229921596213788","0.249090274276433"
"Strong","2006","secondary school degree","683","0.119256016042619","0.111363915483203","0.127148116602034"
"Strong","2006","college entrance qualification","382","0.0792301677342368","0.0721692341426947","0.0862911013257789"
"Strong","2006","Other degree","231","0.195514323336035","0.173037706150013","0.217990940522056"
"Strong","2006","no degree/no degree yet","85","0.167716965484736","0.139104751786198","0.196329179183275"
"A little","2006","lower secondary degree","3024","0.398050920143189","0.387058196580429","0.40904364370595"
"A little","2006","secondary school degree","2328","0.354611867814226","0.342962167865916","0.366261567762536"
"A little","2006","college entrance qualification","1665","0.301638224965789","0.289639786828317","0.313636663103261"
"A little","2006","Other degree","439","0.36441268727722","0.33713755563731","0.391687818917129"
"A little","2006","no degree/no degree yet","142","0.245915153917801","0.212936707419218","0.278893600416384"
"Not at all","2006","lower secondary degree","2848","0.3624431446117","0.351647824670722","0.373238464552679"
"Not at all","2006","secondary school degree","3467","0.526132116143156","0.513972953620646","0.538291278665665"
"Not at all","2006","college entrance qualification","3574","0.619131607299974","0.606436971294175","0.631826243305774"
"Not at all","2006","Other degree","526","0.440072989386746","0.411940344320406","0.468205634453085"
"Not at all","2006","no degree/no degree yet","428","0.586367880597463","0.548652399220236","0.624083361974689"
"Strong","2007","lower secondary degree","","","",""
"Strong","2007","secondary school degree","","","",""
"Strong","2007","college entrance qualification","","","",""
"Strong","2007","Other degree","","","",""
"Strong","2007","no degree/no degree yet","","","",""
"A little","2007","lower secondary degree","","","",""
"A little","2007","secondary school degree","","","",""
"A little","2007","college entrance qualification","","","",""
"A little","2007","Other degree","","","",""
"A little","2007","no degree/no degree yet","","","",""
"Not at all","2007","lower secondary degree","","","",""
"Not at all","2007","secondary school degree","","","",""
"Not at all","2007","college entrance qualification","","","",""
"Not at all","2007","Other degree","","","",""
"Not at all","2007","no degree/no degree yet","","","",""
"Strong","2008","lower secondary degree","1525","0.246625304544524","0.236129434790795","0.257121174298253"
"Strong","2008","secondary school degree","597","0.113606284937656","0.105403403209768","0.121809166665544"
"Strong","2008","college entrance qualification","356","0.0780556118320618","0.0707248005466325","0.0853864231174912"
"Strong","2008","Other degree","204","0.206628036924538","0.180867907890411","0.232388165958664"
"Strong","2008","no degree/no degree yet","55","0.126481468459343","0.0987277101083069","0.154235226810379"
"A little","2008","lower secondary degree","2633","0.405554923307679","0.39359922885846","0.417510617756899"
"A little","2008","secondary school degree","2078","0.379985015895984","0.367438120854672","0.392531910937296"
"A little","2008","college entrance qualification","1547","0.295670271506374","0.283199611158537","0.308140931854212"
"A little","2008","Other degree","341","0.392037150392057","0.360976029947327","0.423098270836787"
"A little","2008","no degree/no degree yet","111","0.23042230724496","0.195261342123264","0.265583272366656"
"Not at all","2008","lower secondary degree","2321","0.347819772147797","0.336222521373954","0.35941702292164"
"Not at all","2008","secondary school degree","3074","0.50640869916636","0.493485017145978","0.519332381186741"
"Not at all","2008","college entrance qualification","3241","0.626274116661564","0.613053356366436","0.639494876956691"
"Not at all","2008","Other degree","404","0.401334812683405","0.370148760335464","0.432520865031347"
"Not at all","2008","no degree/no degree yet","385","0.643096224295697","0.603093843226294","0.6830986053651"
"Strong","2009","lower secondary degree","","","",""
"Strong","2009","secondary school degree","","","",""
"Strong","2009","college entrance qualification","","","",""
"Strong","2009","Other degree","","","",""
"Strong","2009","no degree/no degree yet","","","",""
"A little","2009","lower secondary degree","","","",""
"A little","2009","secondary school degree","","","",""
"A little","2009","college entrance qualification","","","",""
"A little","2009","Other degree","","","",""
"A little","2009","no degree/no degree yet","","","",""
"Not at all","2009","lower secondary degree","","","",""
"Not at all","2009","secondary school degree","","","",""
"Not at all","2009","college entrance qualification","","","",""
"Not at all","2009","Other degree","","","",""
"Not at all","2009","no degree/no degree yet","","","",""
"Strong","2010","lower secondary degree","1319","0.260501159993533","0.248755503766083","0.272246816220984"
"Strong","2010","secondary school degree","584","0.129800049840378","0.120524267192717","0.139075832488038"
"Strong","2010","college entrance qualification","345","0.0886854528907955","0.080530095217253","0.096840810564338"
"Strong","2010","Other degree","137","0.191910973390311","0.163146173864799","0.220675772915823"
"Strong","2010","no degree/no degree yet","46","0.1614431167048","0.12617063792952","0.19671559548008"
"A little","2010","lower secondary degree","2265","0.432060300213894","0.418803857428947","0.445316742998841"
"A little","2010","secondary school degree","1986","0.408930554214338","0.395361560463777","0.4224995479649"
"A little","2010","college entrance qualification","1507","0.320756071996909","0.307365997509448","0.334146146484369"
"A little","2010","Other degree","288","0.404821849619504","0.368967875147781","0.440675824091226"
"A little","2010","no degree/no degree yet","96","0.254225547643607","0.212483543501527","0.295967551785688"
"Not at all","2010","lower secondary degree","1780","0.307438539792573","0.29509010192474","0.319786977660407"
"Not at all","2010","secondary school degree","2473","0.461269395945284","0.447511033336657","0.475027758553911"
"Not at all","2010","college entrance qualification","2816","0.590558475112296","0.576452274251279","0.604664675973312"
"Not at all","2010","Other degree","295","0.403267176990186","0.367435408483707","0.439098945496665"
"Not at all","2010","no degree/no degree yet","276","0.584331335651593","0.537085538452449","0.631577132850736"
"Strong","2011","lower secondary degree","","","",""
"Strong","2011","secondary school degree","","","",""
"Strong","2011","college entrance qualification","","","",""
"Strong","2011","Other degree","","","",""
"Strong","2011","no degree/no degree yet","","","",""
"A little","2011","lower secondary degree","","","",""
"A little","2011","secondary school degree","","","",""
"A little","2011","college entrance qualification","","","",""
"A little","2011","Other degree","","","",""
"A little","2011","no degree/no degree yet","","","",""
"Not at all","2011","lower secondary degree","","","",""
"Not at all","2011","secondary school degree","","","",""
"Not at all","2011","college entrance qualification","","","",""
"Not at all","2011","Other degree","","","",""
"Not at all","2011","no degree/no degree yet","","","",""
"Strong","2012","lower secondary degree","1583","0.246407389660112","0.235943670845965","0.256871108474259"
"Strong","2012","secondary school degree","796","0.141684200106442","0.132917901010224","0.15045049920266"
"Strong","2012","college entrance qualification","453","0.0858619309512462","0.0785799273964991","0.0931439345059932"
"Strong","2012","Other degree","208","0.168309925727321","0.146908157033829","0.189711694420813"
"Strong","2012","no degree/no degree yet","81","0.179065187116282","0.147051757083643","0.21107861714892"
"A little","2012","lower secondary degree","2746","0.433305196944416","0.421272514789827","0.445337879099005"
"A little","2012","secondary school degree","2336","0.388095989558301","0.37584578765661","0.400346191459992"
"A little","2012","college entrance qualification","1756","0.30280827632526","0.290865517961351","0.31475103468917"
"A little","2012","Other degree","436","0.388344566631016","0.360465638123122","0.41622349513891"
"A little","2012","no degree/no degree yet","142","0.306198036948982","0.267713057871404","0.34468301602656"
"Not at all","2012","lower secondary degree","2186","0.320287413395472","0.30895758131816","0.331617245472784"
"Not at all","2012","secondary school degree","2947","0.470219810335257","0.457673086538417","0.482766534132097"
"Not at all","2012","college entrance qualification","3477","0.611329792723494","0.598659896141029","0.623999689305958"
"Not at all","2012","Other degree","530","0.443345507641663","0.414928518730956","0.47176249655237"
"Not at all","2012","no degree/no degree yet","328","0.514736775934736","0.473006276707986","0.556467275161486"
"Strong","2013","lower secondary degree","","","",""
"Strong","2013","secondary school degree","","","",""
"Strong","2013","college entrance qualification","","","",""
"Strong","2013","Other degree","","","",""
"Strong","2013","no degree/no degree yet","","","",""
"A little","2013","lower secondary degree","","","",""
"A little","2013","secondary school degree","","","",""
"A little","2013","college entrance qualification","","","",""
"A little","2013","Other degree","","","",""
"A little","2013","no degree/no degree yet","","","",""
"Not at all","2013","lower secondary degree","","","",""
"Not at all","2013","secondary school degree","","","",""
"Not at all","2013","college entrance qualification","","","",""
"Not at all","2013","Other degree","","","",""
"Not at all","2013","no degree/no degree yet","","","",""
"Strong","2014","lower secondary degree","1576","0.250372975181387","0.240167875111281","0.260578075251493"
"Strong","2014","secondary school degree","839","0.129158408079646","0.121591462442795","0.136725353716496"
"Strong","2014","college entrance qualification","530","0.0804998846972369","0.074316966121949","0.0866828032725249"
"Strong","2014","Other degree","471","0.188127578772741","0.174809687404354","0.201445470141128"
"Strong","2014","no degree/no degree yet","145","0.166863846582031","0.143800604879231","0.18992708828483"
"A little","2014","lower secondary degree","2738","0.422812532941327","0.411175740250631","0.434449325632023"
"A little","2014","secondary school degree","2809","0.387783335012704","0.376789813391755","0.398776856633653"
"A little","2014","college entrance qualification","2035","0.272311879766088","0.262195480985863","0.282428278546314"
"A little","2014","Other degree","1005","0.323257712001758","0.307319065245019","0.339196358758497"
"A little","2014","no degree/no degree yet","248","0.29777226813519","0.269486866667973","0.326057669602407"
"Not at all","2014","lower secondary degree","2609","0.326814491877286","0.315765594053754","0.337863389700818"
"Not at all","2014","secondary school degree","3898","0.48305825690765","0.471783420557317","0.494333093257983"
"Not at all","2014","college entrance qualification","4873","0.647188235536675","0.636328810287812","0.658047660785538"
"Not at all","2014","Other degree","1832","0.488614709225501","0.471580470670415","0.505648947780587"
"Not at all","2014","no degree/no degree yet","611","0.535363885282779","0.504513382114193","0.566214388451365"
"Strong","2015","lower secondary degree","","","",""
"Strong","2015","secondary school degree","","","",""
"Strong","2015","college entrance qualification","","","",""
"Strong","2015","Other degree","","","",""
"Strong","2015","no degree/no degree yet","","","",""
"A little","2015","lower secondary degree","","","",""
"A little","2015","secondary school degree","","","",""
"A little","2015","college entrance qualification","","","",""
"A little","2015","Other degree","","","",""
"A little","2015","no degree/no degree yet","","","",""
"Not at all","2015","lower secondary degree","","","",""
"Not at all","2015","secondary school degree","","","",""
"Not at all","2015","college entrance qualification","","","",""
"Not at all","2015","Other degree","","","",""
"Not at all","2015","no degree/no degree yet","","","",""
"Strong","2016","lower secondary degree","1345","0.254388104256048","0.243251597903475","0.265524610608621"
"Strong","2016","secondary school degree","807","0.131111312734519","0.122989933668274","0.139232691800764"
"Strong","2016","college entrance qualification","487","0.0811852547469787","0.0746980294505532","0.0876724800434043"
"Strong","2016","Other degree","599","0.173805612351448","0.16388246233299","0.183728762369906"
"Strong","2016","no degree/no degree yet","284","0.169144667502333","0.154348698390925","0.183940636613741"
"A little","2016","lower secondary degree","2350","0.419301671838059","0.406683897953632","0.431919445722486"
"A little","2016","secondary school degree","2545","0.396181163614326","0.384412480544399","0.407949846684253"
"A little","2016","college entrance qualification","1985","0.28715257974348","0.276406227389861","0.297898932097099"
"A little","2016","Other degree","1511","0.305653873745541","0.293590202336112","0.317717545154969"
"A little","2016","no degree/no degree yet","649","0.262713039216954","0.245342606159683","0.280083472274224"
"Not at all","2016","lower secondary degree","2180","0.326310223905893","0.314321044073979","0.338299403737808"
"Not at all","2016","secondary school degree","3283","0.472707523651155","0.460694573579369","0.484720473722941"
"Not at all","2016","college entrance qualification","4337","0.631662165509541","0.620205136266098","0.643119194752985"
"Not at all","2016","Other degree","3492","0.520540513903011","0.507458344613695","0.533622683192326"
"Not at all","2016","no degree/no degree yet","1533","0.568142293280714","0.548592127162008","0.587692459399419"
"Strong","2017","lower secondary degree","1","","",""
"Strong","2017","secondary school degree","1","","",""
"Strong","2017","college entrance qualification","","","",""
"Strong","2017","Other degree","113","0.0602897071983208","0.0480552567311361","0.0725241576655054"
"Strong","2017","no degree/no degree yet","147","0.0960331168308169","0.0797967221159533","0.11226951154568"
"A little","2017","lower secondary degree","3","","",""
"A little","2017","secondary school degree","","","",""
"A little","2017","college entrance qualification","3","","",""
"A little","2017","Other degree","357","0.223086063544194","0.20168730571339","0.244484821374998"
"A little","2017","no degree/no degree yet","320","0.217169958391105","0.1944484874042","0.239891429378009"
"Not at all","2017","lower secondary degree","14","","",""
"Not at all","2017","secondary school degree","5","","",""
"Not at all","2017","college entrance qualification","7","","",""
"Not at all","2017","Other degree","984","0.716624229257485","0.693461326240794","0.739787132274176"
"Not at all","2017","no degree/no degree yet","798","0.686796924778078","0.661238739861036","0.712355109695121"
"Strong","2018","lower secondary degree","1336","0.252296611286055","0.241092750717457","0.263500471854653"
"Strong","2018","secondary school degree","924","0.135165527062263","0.127303586627399","0.143027467497127"
"Strong","2018","college entrance qualification","513","0.0775952933433723","0.0716138691925959","0.0835767174941487"
"Strong","2018","Other degree","640","0.166170513693583","0.155981502533681","0.176359524853486"
"Strong","2018","no degree/no degree yet","363","0.17221483406992","0.157372861405136","0.187056806734703"
"A little","2018","lower secondary degree","2326","0.423619749099112","0.410873278239015","0.436366219959209"
"A little","2018","secondary school degree","2729","0.38732617425866","0.376124488935364","0.398527859581956"
"A little","2018","college entrance qualification","2241","0.297280690818615","0.28706187787446","0.30749950376277"
"A little","2018","Other degree","1504","0.331359134196153","0.3184747886472","0.344243479745106"
"A little","2018","no degree/no degree yet","704","0.257393374779389","0.240207342598524","0.274579406960253"
"Not at all","2018","lower secondary degree","2111","0.324083639614833","0.312010440997251","0.336156838232415"
"Not at all","2018","secondary school degree","3612","0.477508298679077","0.466022520040505","0.488994077317649"
"Not at all","2018","college entrance qualification","4931","0.625124015838013","0.614300881313535","0.635947150362491"
"Not at all","2018","Other degree","2983","0.502470352110263","0.48878420714176","0.516156497078767"
"Not at all","2018","no degree/no degree yet","1419","0.570391791150691","0.550932794299204","0.589850788002179"
"Strong","2019","lower secondary degree","1","","",""
"Strong","2019","secondary school degree","1","","",""
"Strong","2019","college entrance qualification","","","",""
"Strong","2019","Other degree","11","","",""
"Strong","2019","no degree/no degree yet","24","","",""
"A little","2019","lower secondary degree","","","",""
"A little","2019","secondary school degree","1","","",""
"A little","2019","college entrance qualification","1","","",""
"A little","2019","Other degree","16","","",""
"A little","2019","no degree/no degree yet","35","0.194173933349045","0.128649964812093","0.259697901885997"
"Not at all","2019","lower secondary degree","6","","",""
"Not at all","2019","secondary school degree","3","","",""
"Not at all","2019","college entrance qualification","","","",""
"Not at all","2019","Other degree","61","0.653520196624627","0.55409986122152","0.752940532027733"
"Not at all","2019","no degree/no degree yet","81","0.620594314798518","0.54021581675353","0.700972812843507"
