"ple0005","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Full Time","Male","329","0.0552558494904729","0.0496686836723972","0.0608430153085487"
"Strong","2002","Full Time","Female","197","0.0682715515507573","0.0594415016200892","0.0771016014814253"
"Strong","2002","Part Time","Male","129","0.0975323822728515","0.0827051478768371","0.112359616668866"
"Strong","2002","Part Time","Female","268","0.0838987192895997","0.0749572714372216","0.0928401671419777"
"Strong","2002","Not Working","Male","809","0.268500612008169","0.253077886638781","0.283923337377558"
"Strong","2002","Not Working","Female","1282","0.302955372542925","0.290335986037554","0.315574759048297"
"A little","2002","Full Time","Male","1894","0.298148322494571","0.286962081251774","0.309334563737368"
"A little","2002","Full Time","Female","1069","0.346860381640251","0.330196393117423","0.363524370163078"
"A little","2002","Part Time","Male","458","0.324058185165197","0.300667869777676","0.347448500552719"
"A little","2002","Part Time","Female","1281","0.3596493960931","0.344171674994477","0.375127117191722"
"A little","2002","Not Working","Male","1228","0.416482494624782","0.399326858649412","0.433638130600153"
"A little","2002","Not Working","Female","1964","0.397309712861149","0.383871846799629","0.41074757892267"
"Not at all","2002","Full Time","Male","4201","0.646595828014956","0.634906282938477","0.658285373091435"
"Not at all","2002","Full Time","Female","1868","0.584868066808992","0.56761681474309","0.602119318874894"
"Not at all","2002","Part Time","Male","951","0.578409432561951","0.553730120507333","0.603088744616569"
"Not at all","2002","Part Time","Female","2144","0.556451884617301","0.54042892953721","0.572474839697392"
"Not at all","2002","Not Working","Male","1135","0.315016893367048","0.298851422685499","0.331182364048597"
"Not at all","2002","Not Working","Female","1848","0.299734914595925","0.287153817192099","0.312316011999751"
"Strong","2003","Full Time","Male","","","",""
"Strong","2003","Full Time","Female","","","",""
"Strong","2003","Part Time","Male","","","",""
"Strong","2003","Part Time","Female","","","",""
"Strong","2003","Not Working","Male","","","",""
"Strong","2003","Not Working","Female","","","",""
"A little","2003","Full Time","Male","","","",""
"A little","2003","Full Time","Female","","","",""
"A little","2003","Part Time","Male","","","",""
"A little","2003","Part Time","Female","","","",""
"A little","2003","Not Working","Male","","","",""
"A little","2003","Not Working","Female","","","",""
"Not at all","2003","Full Time","Male","","","",""
"Not at all","2003","Full Time","Female","","","",""
"Not at all","2003","Part Time","Male","","","",""
"Not at all","2003","Part Time","Female","","","",""
"Not at all","2003","Not Working","Male","","","",""
"Not at all","2003","Not Working","Female","","","",""
"Strong","2004","Full Time","Male","260","0.0503865048499421","0.0446798035108255","0.0560932061890587"
"Strong","2004","Full Time","Female","168","0.0799560564306079","0.0699313791344111","0.0899807337268048"
"Strong","2004","Part Time","Male","143","0.10922143081667","0.0934365512662344","0.125006310367106"
"Strong","2004","Part Time","Female","220","0.0846185975619588","0.0754244660141908","0.0938127291097268"
"Strong","2004","Not Working","Male","824","0.278970953904904","0.263549365450589","0.294392542359219"
"Strong","2004","Not Working","Female","1249","0.302677227505265","0.289834745921189","0.315519709089341"
"A little","2004","Full Time","Male","1696","0.30762096694249","0.295580744546214","0.319661189338766"
"A little","2004","Full Time","Female","944","0.356163715362603","0.338464541572874","0.373862889152331"
"A little","2004","Part Time","Male","435","0.271716399432225","0.249204577111836","0.294228221752615"
"A little","2004","Part Time","Female","1268","0.367028397251799","0.351105624161954","0.382951170341644"
"A little","2004","Not Working","Male","1169","0.374199839628769","0.357560240132173","0.390839439125365"
"A little","2004","Not Working","Female","1895","0.397181913894229","0.383503680090295","0.410860147698163"
"Not at all","2004","Full Time","Male","3688","0.641992528207568","0.62948516906391","0.654499887351226"
"Not at all","2004","Full Time","Female","1700","0.563880228206789","0.54555131332692","0.582209143086658"
"Not at all","2004","Part Time","Male","922","0.619062169751105","0.594486993221363","0.643637346280846"
"Not at all","2004","Part Time","Female","2032","0.548353005186243","0.531912830204393","0.564793180168093"
"Not at all","2004","Not Working","Male","1256","0.346829206466327","0.330463134935407","0.363195277997247"
"Not at all","2004","Not Working","Female","1772","0.300140858600506","0.287329062035187","0.312952655165825"
"Strong","2005","Full Time","Male","","","",""
"Strong","2005","Full Time","Female","","","",""
"Strong","2005","Part Time","Male","","","",""
"Strong","2005","Part Time","Female","","","",""
"Strong","2005","Not Working","Male","","","",""
"Strong","2005","Not Working","Female","","","",""
"A little","2005","Full Time","Male","","","",""
"A little","2005","Full Time","Female","","","",""
"A little","2005","Part Time","Male","","","",""
"A little","2005","Part Time","Female","","","",""
"A little","2005","Not Working","Male","","","",""
"A little","2005","Not Working","Female","","","",""
"Not at all","2005","Full Time","Male","","","",""
"Not at all","2005","Full Time","Female","","","",""
"Not at all","2005","Part Time","Male","","","",""
"Not at all","2005","Part Time","Female","","","",""
"Not at all","2005","Not Working","Male","","","",""
"Not at all","2005","Not Working","Female","","","",""
"Strong","2006","Full Time","Male","297","0.0560724784536677","0.0500490573189794","0.0620958995883561"
"Strong","2006","Full Time","Female","184","0.0665278931069095","0.0573416540220157","0.0757141321918033"
"Strong","2006","Part Time","Male","125","0.101010986480463","0.0853098398482075","0.116712133112718"
"Strong","2006","Part Time","Female","275","0.0865378400239318","0.0773561094872107","0.0957195705606528"
"Strong","2006","Not Working","Male","868","0.268290642940179","0.253548676400197","0.283032609480162"
"Strong","2006","Not Working","Female","1402","0.309887367933217","0.297194273527591","0.322580462338843"
"A little","2006","Full Time","Male","1693","0.301045803370112","0.289035895528703","0.31305571121152"
"A little","2006","Full Time","Female","1011","0.369044197167747","0.351256331269989","0.386832063065506"
"A little","2006","Part Time","Male","429","0.304897353745125","0.280910616956336","0.328884090533915"
"A little","2006","Part Time","Female","1271","0.366070562939164","0.350338738186617","0.381802387691711"
