"ple0005","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not at all","2002","general elemantary","East Germany","189","0.386583291072941","0.340448819895917","0.432717762249964","3"
"Not at all","2002","general elemantary","West Germany","1142","0.406726249079141","0.387397071477943","0.426055426680339","3"
"Not at all","2002","in school","West Germany","411","0.875350095630715","0.84516406268082","0.905536128580611","3"
"Not at all","2002","inadequately","West Germany","103","0.398074255489439","0.339027011394321","0.457121499584556","3"
"Not at all","2002","inadequately","East Germany","8","","","","3"
"Not at all","2002","in school","East Germany","130","0.819103852757297","0.758308291301302","0.879899414213291","3"
"Strong","2002","in school","West Germany","8","","","","1"
"Strong","2002","in school","East Germany","","","","","1"
"Strong","2002","inadequately","West Germany","66","0.274574109092296","0.220738151167927","0.328410067016665","1"
"Strong","2002","inadequately","East Germany","3","","","","1"
"Strong","2002","general elemantary","West Germany","498","0.239134005014763","0.22234946417869","0.255918545850836","1"
"Strong","2002","general elemantary","East Germany","104","0.289349943996426","0.246389792408443","0.33231009558441","1"
"Strong","2002","middle vocational","West Germany","1198","0.158453530068883","0.150790857410441","0.166116202727324","1"
"Strong","2002","middle vocational","East Germany","441","0.164188622505711","0.150675666337239","0.177701578674183","1"
"Strong","2002","vocational + Abi","West Germany","95","0.116355288917792","0.0968487005314816","0.135861877304101","1"
"Strong","2002","vocational + Abi","East Germany","12","","","","1"
"Strong","2002","higher vocational","West Germany","155","0.147722396203978","0.128389600447957","0.167055191959998","1"
"Strong","2002","higher vocational","East Germany","65","0.15922920249677","0.125498215977389","0.19296018901615","1"
"Strong","2002","higher education","West Germany","216","0.0888327426400713","0.0790213101984117","0.0986441750817309","1"
"Strong","2002","higher education","East Germany","144","0.138007595314037","0.119415190046475","0.1566000005816","1"
"A little","2003","in school","West Germany","","","","","2"
"A little","2003","general elemantary","East Germany","","","","","2"
"A little","2003","higher vocational","West Germany","","","","","2"
"A little","2003","inadequately","West Germany","","","","","2"
"A little","2003","middle vocational","East Germany","","","","","2"
"A little","2003","higher education","West Germany","","","","","2"
"A little","2003","higher education","East Germany","","","","","2"
"A little","2003","in school","East Germany","","","","","2"
"A little","2003","inadequately","East Germany","","","","","2"
"A little","2003","general elemantary","West Germany","","","","","2"
"A little","2003","middle vocational","West Germany","","","","","2"
"A little","2003","vocational + Abi","West Germany","","","","","2"
"A little","2003","vocational + Abi","East Germany","","","","","2"
"A little","2003","higher vocational","East Germany","","","","","2"
"Not at all","2003","higher education","West Germany","","","","","3"
"Not at all","2003","higher education","East Germany","","","","","3"
"Not at all","2003","higher vocational","West Germany","","","","","3"
"Not at all","2003","higher vocational","East Germany","","","","","3"
"Not at all","2003","middle vocational","East Germany","","","","","3"
"Not at all","2003","vocational + Abi","West Germany","","","","","3"
"Not at all","2003","vocational + Abi","East Germany","","","","","3"
"Not at all","2003","general elemantary","East Germany","","","","","3"
"Not at all","2003","middle vocational","West Germany","","","","","3"
"Not at all","2003","inadequately","West Germany","","","","","3"
"Not at all","2003","inadequately","East Germany","","","","","3"
"Not at all","2003","general elemantary","West Germany","","","","","3"
"Not at all","2003","in school","West Germany","","","","","3"
"Not at all","2003","in school","East Germany","","","","","3"
"Strong","2003","in school","West Germany","","","","","1"
"Strong","2003","in school","East Germany","","","","","1"
"Strong","2003","inadequately","West Germany","","","","","1"
"Strong","2003","inadequately","East Germany","","","","","1"
"Strong","2003","general elemantary","West Germany","","","","","1"
"Strong","2003","general elemantary","East Germany","","","","","1"
"Strong","2003","middle vocational","West Germany","","","","","1"
"Strong","2003","middle vocational","East Germany","","","","","1"
"Strong","2003","vocational + Abi","West Germany","","","","","1"
"Strong","2003","vocational + Abi","East Germany","","","","","1"
"Strong","2003","higher vocational","West Germany","","","","","1"
"Strong","2003","higher vocational","East Germany","","","","","1"
"Strong","2003","higher education","West Germany","","","","","1"
"Strong","2003","higher education","East Germany","","","","","1"
"A little","2004","in school","West Germany","55","0.115753613296943","0.0868913079537696","0.144615918640116","2"
"A little","2004","general elemantary","East Germany","113","0.282250494431705","0.236695472103087","0.327805516760324","2"
"A little","2004","higher vocational","West Germany","425","0.359347023177653","0.332278603210003","0.386415443145303","2"
"A little","2004","vocational + Abi","East Germany","39","0.243401708263692","0.175624727315761","0.311178689211623","2"
"A little","2004","higher education","West Germany","901","0.303813042638263","0.28739964198291","0.320226443293615","2"
"A little","2004","inadequately","West Germany","96","0.422730000634531","0.359436197576372","0.48602380369269","2"
"A little","2004","general elemantary","West Germany","765","0.350421719968644","0.330521411311786","0.370322028625502","2"
"A little","2004","middle vocational","East Germany","1119","0.410373863789795","0.391989019590758","0.428758707988832","2"
"A little","2004","vocational + Abi","West Germany","302","0.314813704735085","0.286199018788456","0.343428390681714","2"
"A little","2004","higher vocational","East Germany","192","0.426093999268256","0.379676906247327","0.472511092289184","2"
"A little","2004","higher education","East Germany","543","0.448021073507777","0.420756849959251","0.475285297056303","2"
"A little","2004","in school","East Germany","23","","","","2"
"A little","2004","inadequately","East Germany","5","","","","2"
"A little","2004","middle vocational","West Germany","2789","0.365467909713266","0.354952171105488","0.375983648321043","2"
"Not at all","2004","higher vocational","West Germany","638","0.476021394847065","0.447846359505248","0.504196430188883","3"
"Not at all","2004","higher vocational","East Germany","170","0.369677319647061","0.324366938354204","0.414987700939918","3"
"Not at all","2004","higher education","West Germany","1893","0.600771394953466","0.583293148008042","0.61824964189889","3"
"Not at all","2004","higher education","East Germany","581","0.392730911458825","0.365956446905953","0.419505376011697","3"
"Not at all","2004","general elemantary","East Germany","182","0.466750484887841","0.416256449432204","0.517244520343478","3"
"Not at all","2004","middle vocational","West Germany","4134","0.467712619545811","0.456817023554991","0.47860821553663","3"
"Not at all","2004","middle vocational","East Germany","1201","0.413334876910466","0.394930212393717","0.431739541427214","3"
"Not at all","2004","vocational + Abi","West Germany","627","0.575126522265638","0.544670769138844","0.605582275392433","3"
"Not at all","2004","vocational + Abi","East Germany","102","0.642362897418161","0.566662311895913","0.718063482940409","3"
"Not at all","2004","in school","West Germany","415","0.87247570710848","0.842383764456831","0.902567649760129","3"
"Not at all","2004","in school","East Germany","140","0.81678790466122","0.757762654187336","0.875813155135104","3"
"Not at all","2004","inadequately","West Germany","86","0.334286373656749","0.273843761840583","0.394728985472915","3"
"Not at all","2004","inadequately","East Germany","8","","","","3"
"Not at all","2004","general elemantary","West Germany","984","0.401546241177046","0.381099145061651","0.42199333729244","3"
"Strong","2004","higher vocational","West Germany","144","0.164631581975281","0.143710214977955","0.185552948972608","1"
"Strong","2004","higher education","West Germany","222","0.0954155624082714","0.0849306070521395","0.105900517764403","1"
"Strong","2004","in school","West Germany","2","","","","1"
"Strong","2004","in school","East Germany","2","","","","1"
"Strong","2004","inadequately","West Germany","52","0.24298362570872","0.188031904112443","0.297935347304998","1"
"Strong","2004","inadequately","East Germany","4","","","","1"
"Strong","2004","general elemantary","West Germany","459","0.24803203885431","0.230018372412046","0.266045705296574","1"
"Strong","2004","general elemantary","East Germany","80","0.250999020680453","0.207114671356526","0.29488337000438","1"
"Strong","2004","middle vocational","West Germany","1133","0.166819470740924","0.158678404510549","0.174960536971298","1"
"Strong","2004","middle vocational","East Germany","430","0.17629125929974","0.162048833308657","0.190533685290822","1"
"Strong","2004","vocational + Abi","West Germany","83","0.110059772999277","0.0907777516130675","0.129341794385486","1"
"Strong","2004","vocational + Abi","East Germany","13","","","","1"
"Strong","2004","higher vocational","East Germany","74","0.204228681084683","0.166388138597963","0.242069223571404","1"
"Strong","2004","higher education","East Germany","154","0.159248015033398","0.139186966498441","0.179309063568355","1"
"A little","2005","higher education","East Germany","","","","","2"
"A little","2005","higher education","West Germany","","","","","2"
"A little","2005","higher vocational","West Germany","","","","","2"
"A little","2005","higher vocational","East Germany","","","","","2"
"A little","2005","in school","West Germany","","","","","2"
"A little","2005","general elemantary","East Germany","","","","","2"
"A little","2005","vocational + Abi","East Germany","","","","","2"
"A little","2005","middle vocational","West Germany","","","","","2"
"A little","2005","middle vocational","East Germany","","","","","2"
"A little","2005","general elemantary","West Germany","","","","","2"
"A little","2005","vocational + Abi","West Germany","","","","","2"
"A little","2005","in school","East Germany","","","","","2"
"A little","2005","inadequately","West Germany","","","","","2"
"A little","2005","inadequately","East Germany","","","","","2"
"Not at all","2005","higher education","West Germany","","","","","3"
"Not at all","2005","higher vocational","West Germany","","","","","3"
"Not at all","2005","higher vocational","East Germany","","","","","3"
"Not at all","2005","higher education","East Germany","","","","","3"
"Not at all","2005","general elemantary","East Germany","","","","","3"
"Not at all","2005","middle vocational","West Germany","","","","","3"
"Not at all","2005","middle vocational","East Germany","","","","","3"
"Not at all","2005","vocational + Abi","West Germany","","","","","3"
"Not at all","2005","vocational + Abi","East Germany","","","","","3"
"Not at all","2005","in school","West Germany","","","","","3"
"Not at all","2005","in school","East Germany","","","","","3"
"Not at all","2005","inadequately","West Germany","","","","","3"
"Not at all","2005","inadequately","East Germany","","","","","3"
"Not at all","2005","general elemantary","West Germany","","","","","3"
"Strong","2005","vocational + Abi","East Germany","","","","","1"
"Strong","2005","higher vocational","West Germany","","","","","1"
"Strong","2005","higher vocational","East Germany","","","","","1"
"Strong","2005","higher education","West Germany","","","","","1"
"Strong","2005","higher education","East Germany","","","","","1"
"Strong","2005","middle vocational","East Germany","","","","","1"
"Strong","2005","middle vocational","West Germany","","","","","1"
"Strong","2005","vocational + Abi","West Germany","","","","","1"
"Strong","2005","in school","West Germany","","","","","1"
"Strong","2005","in school","East Germany","","","","","1"
"Strong","2005","inadequately","West Germany","","","","","1"
"Strong","2005","inadequately","East Germany","","","","","1"
"Strong","2005","general elemantary","West Germany","","","","","1"
"Strong","2005","general elemantary","East Germany","","","","","1"
"A little","2006","higher education","West Germany","971","0.315482903158368","0.299496384551509","0.331469421765227","2"
"A little","2006","higher education","East Germany","604","0.44638456230311","0.419747966925447","0.473021157680773","2"
"A little","2006","higher vocational","West Germany","444","0.367417456274197","0.340442279191824","0.394392633356569","2"
"A little","2006","higher vocational","East Germany","197","0.458749193083223","0.411430773976288","0.506067612190158","2"
"A little","2006","in school","West Germany","29","","","","2"
"A little","2006","general elemantary","East Germany","105","0.272382054843715","0.227142578654615","0.317621531032815","2"
"A little","2006","vocational + Abi","East Germany","64","0.408036492051","0.33437389844214","0.48169908565986","2"
"A little","2006","inadequately","East Germany","8","","","","2"
"A little","2006","general elemantary","West Germany","739","0.342070724377298","0.321876474771373","0.362264973983224","2"
"A little","2006","middle vocational","West Germany","2856","0.359659459969101","0.34932894268575","0.369989977252452","2"
"A little","2006","inadequately","West Germany","81","0.364134320848949","0.299814865140824","0.428453776557074","2"
"A little","2006","middle vocational","East Germany","1200","0.420145859071575","0.40192213958181","0.438369578561339","2"
"A little","2006","in school","East Germany","11","","","","2"
"A little","2006","vocational + Abi","West Germany","316","0.318475542925996","0.29026923675336","0.346681849098631","2"
"Not at all","2006","higher vocational","West Germany","626","0.485003373922029","0.457039303865712","0.512967443978346","3"
"Not at all","2006","higher education","West Germany","2011","0.588075209007235","0.571143560892597","0.605006857121872","3"
"Not at all","2006","higher vocational","East Germany","156","0.364568331280649","0.318862965454916","0.410273697106382","3"
"Not at all","2006","higher education","East Germany","561","0.389841030218742","0.363708268568951","0.415973791868532","3"
"Not at all","2006","general elemantary","East Germany","182","0.456579173882101","0.405961427060687","0.507196920703514","3"
"Not at all","2006","middle vocational","West Germany","4163","0.475882748158197","0.46513209046793","0.486633405848464","3"
"Not at all","2006","middle vocational","East Germany","1165","0.39882751776794","0.380748713577109","0.416906321958771","3"
"Not at all","2006","vocational + Abi","West Germany","647","0.59286395431422","0.563118901115268","0.622609007513173","3"
"Not at all","2006","vocational + Abi","East Germany","99","0.52293225280087","0.448070019595769","0.59779448600597","3"
"Not at all","2006","in school","West Germany","288","0.886137657237171","0.851550390759612","0.92072492371473","3"
"Not at all","2006","in school","East Germany","62","0.87992145900701","0.805355378275672","0.954487539738349","3"
"Not at all","2006","inadequately","West Germany","71","0.352536028153911","0.288674630638375","0.416397425669447","3"
"Not at all","2006","inadequately","East Germany","13","","","","3"
"Not at all","2006","general elemantary","West Germany","888","0.403272448683234","0.382390670329871","0.424154227036596","3"
"Strong","2006","vocational + Abi","East Germany","8","","","","1"
"Strong","2006","higher vocational","West Germany","157","0.147579169803774","0.127733517966645","0.167424821640904","1"
"Strong","2006","higher vocational","East Germany","73","0.176682475636128","0.140464538619726","0.212900412652531","1"
"Strong","2006","higher education","West Germany","264","0.0964418878343973","0.0862867755560881","0.106597000112706","1"
"Strong","2006","higher education","East Germany","173","0.163774407478149","0.143945226332837","0.183603588623461","1"
"Strong","2006","general elemantary","West Germany","493","0.254656826939468","0.23611143734657","0.273202216532366","1"
"Strong","2006","middle vocational","West Germany","1271","0.164457791872702","0.156478171142272","0.172437412603132","1"
"Strong","2006","general elemantary","East Germany","85","0.271038771274184","0.225869347943349","0.316208194605019","1"
"Strong","2006","middle vocational","East Germany","453","0.181026623160485","0.166810416972532","0.195242829348438","1"
"Strong","2006","vocational + Abi","West Germany","85","0.0886605027597836","0.0714508288646195","0.105870176654948","1"
"Strong","2006","inadequately","East Germany","2","","","","1"
"Strong","2006","in school","West Germany","7","","","","1"
"Strong","2006","in school","East Germany","","","","","1"
"Strong","2006","inadequately","West Germany","63","0.28332965099714","0.223096637365678","0.343562664628603","1"
"A little","2007","higher vocational","West Germany","","","","","2"
"A little","2007","higher vocational","East Germany","","","","","2"
"A little","2007","higher education","West Germany","","","","","2"
"A little","2007","higher education","East Germany","","","","","2"
"A little","2007","general elemantary","East Germany","","","","","2"
"A little","2007","in school","West Germany","","","","","2"
"A little","2007","vocational + Abi","East Germany","","","","","2"
"A little","2007","in school","East Germany","","","","","2"
"A little","2007","inadequately","East Germany","","","","","2"
"A little","2007","general elemantary","West Germany","","","","","2"
"A little","2007","inadequately","West Germany","","","","","2"
"A little","2007","middle vocational","West Germany","","","","","2"
"A little","2007","middle vocational","East Germany","","","","","2"
"A little","2007","vocational + Abi","West Germany","","","","","2"
"Not at all","2007","higher education","East Germany","","","","","3"
"Not at all","2007","higher vocational","West Germany","","","","","3"
"Not at all","2007","higher vocational","East Germany","","","","","3"
"Not at all","2007","higher education","West Germany","","","","","3"
"Not at all","2007","general elemantary","East Germany","","","","","3"
"Not at all","2007","middle vocational","East Germany","","","","","3"
"Not at all","2007","vocational + Abi","East Germany","","","","","3"
"Not at all","2007","middle vocational","West Germany","","","","","3"
"Not at all","2007","vocational + Abi","West Germany","","","","","3"
"Not at all","2007","in school","West Germany","","","","","3"
"Not at all","2007","in school","East Germany","","","","","3"
"Not at all","2007","inadequately","West Germany","","","","","3"
"Not at all","2007","inadequately","East Germany","","","","","3"
"Not at all","2007","general elemantary","West Germany","","","","","3"
"Strong","2007","vocational + Abi","East Germany","","","","","1"
"Strong","2007","higher vocational","West Germany","","","","","1"
"Strong","2007","higher vocational","East Germany","","","","","1"
"Strong","2007","higher education","West Germany","","","","","1"
"Strong","2007","higher education","East Germany","","","","","1"
"Strong","2007","in school","East Germany","","","","","1"
"Strong","2007","inadequately","East Germany","","","","","1"
"Strong","2007","inadequately","West Germany","","","","","1"
"Strong","2007","general elemantary","West Germany","","","","","1"
"Strong","2007","general elemantary","East Germany","","","","","1"
"Strong","2007","middle vocational","West Germany","","","","","1"
"Strong","2007","in school","West Germany","","","","","1"
"Strong","2007","middle vocational","East Germany","","","","","1"
"Strong","2007","vocational + Abi","West Germany","","","","","1"
"A little","2008","higher education","East Germany","521","0.442080099409302","0.414482309146251","0.469677889672354","2"
"A little","2008","higher vocational","East Germany","156","0.454252606613686","0.403992666705693","0.504512546521679","2"
"A little","2008","higher education","West Germany","964","0.329204797078062","0.312267251365274","0.34614234279085","2"
"A little","2008","higher vocational","West Germany","411","0.42844865744358","0.398431133933502","0.458466180953658","2"
"A little","2008","vocational + Abi","East Germany","58","0.319431992237722","0.248289170126225","0.39057481434922","2"
"A little","2008","general elemantary","East Germany","91","0.298048711857781","0.246715872891747","0.349381550823816","2"
"A little","2008","middle vocational","West Germany","2504","0.358614174521581","0.347563158006707","0.369665191036455","2"
"A little","2008","middle vocational","East Germany","1063","0.442161568068625","0.422747785292664","0.461575350844586","2"
"A little","2008","vocational + Abi","West Germany","279","0.30986165960771","0.280204698217036","0.339518620998385","2"
"A little","2008","general elemantary","West Germany","595","0.361478270550154","0.338793500002058","0.384163041098251","2"
"A little","2008","in school","West Germany","20","","","","2"
"A little","2008","inadequately","East Germany","6","","","","2"
"A little","2008","inadequately","West Germany","62","0.385096420310607","0.311512706754193","0.458680133867021","2"
"A little","2008","in school","East Germany","17","","","","2"
"Not at all","2008","higher vocational","West Germany","504","0.435730185573176","0.40565210804622","0.465808263100133","3"
"Not at all","2008","higher education","West Germany","1768","0.582935691737946","0.565163775208018","0.600707608267875","3"
"Not at all","2008","higher education","East Germany","560","0.415679588493698","0.388292694596023","0.443066482391373","3"
"Not at all","2008","higher vocational","East Germany","149","0.371174232310544","0.322406620288617","0.419941844332471","3"
"Not at all","2008","general elemantary","East Germany","141","0.449579852987354","0.393752279382072","0.505407426592636","3"
"Not at all","2008","middle vocational","West Germany","3606","0.472706534576051","0.461202482979133","0.484210586172969","3"
"Not at all","2008","vocational + Abi","West Germany","575","0.589074064474581","0.557521011957801","0.620627116991362","3"
"Not at all","2008","middle vocational","East Germany","1063","0.397376066454163","0.378247188533095","0.41650494437523","3"
"Not at all","2008","vocational + Abi","East Germany","98","0.599829019995501","0.525073605994988","0.674584433996015","3"
"Not at all","2008","in school","West Germany","250","0.934155416927478","0.904681813664679","0.963629020190277","3"
"Not at all","2008","in school","East Germany","65","0.747507568961107","0.653476116612713","0.841539021309502","3"
"Not at all","2008","inadequately","West Germany","58","0.357772127200919","0.285288273224064","0.430255981177774","3"
"Not at all","2008","general elemantary","West Germany","697","0.364824801898243","0.342095065674602","0.387554538121883","3"
"Not at all","2008","inadequately","East Germany","13","","","","3"
"Strong","2008","vocational + Abi","East Germany","9","","","","1"
"Strong","2008","higher vocational","West Germany","129","0.135821156983244","0.115039347011486","0.156602966955001","1"
"Strong","2008","higher vocational","East Germany","72","0.17457316107577","0.136254930460257","0.212891391691283","1"
"Strong","2008","higher education","West Germany","225","0.0878595111839915","0.0776560459963861","0.0980629763715969","1"
"Strong","2008","higher education","East Germany","163","0.142240312097","0.122830020263847","0.161650603930153","1"
"Strong","2008","general elemantary","West Germany","431","0.273696927551603","0.252644637059134","0.294749218044072","1"
"Strong","2008","general elemantary","East Germany","73","0.252371435154865","0.203622940065968","0.301119930243762","1"
"Strong","2008","middle vocational","West Germany","1125","0.168679290902368","0.160050617993281","0.177307963811455","1"
"Strong","2008","middle vocational","East Germany","388","0.160462365477213","0.146115000904104","0.174809730050321","1"
"Strong","2008","vocational + Abi","West Germany","80","0.101064275917708","0.0817340109455772","0.12039454088984","1"
"Strong","2008","in school","West Germany","2","","","","1"
"Strong","2008","in school","East Germany","","","","","1"
"Strong","2008","inadequately","West Germany","48","0.257131452488474","0.191042778652399","0.323220126324549","1"
"Strong","2008","inadequately","East Germany","","","","","1"
"A little","2009","higher vocational","West Germany","","","","","2"
"A little","2009","higher education","West Germany","","","","","2"
"A little","2009","higher education","East Germany","","","","","2"
"A little","2009","higher vocational","East Germany","","","","","2"
"A little","2009","vocational + Abi","East Germany","","","","","2"
"A little","2009","general elemantary","East Germany","","","","","2"
"A little","2009","vocational + Abi","West Germany","","","","","2"
"A little","2009","middle vocational","West Germany","","","","","2"
"A little","2009","middle vocational","East Germany","","","","","2"
"A little","2009","in school","West Germany","","","","","2"
"A little","2009","general elemantary","West Germany","","","","","2"
"A little","2009","inadequately","West Germany","","","","","2"
"A little","2009","inadequately","East Germany","","","","","2"
"A little","2009","in school","East Germany","","","","","2"
"Not at all","2009","higher education","East Germany","","","","","3"
"Not at all","2009","higher education","West Germany","","","","","3"
"Not at all","2009","higher vocational","East Germany","","","","","3"
"Not at all","2009","higher vocational","West Germany","","","","","3"
"Not at all","2009","vocational + Abi","West Germany","","","","","3"
"Not at all","2009","vocational + Abi","East Germany","","","","","3"
"Not at all","2009","middle vocational","East Germany","","","","","3"
"Not at all","2009","general elemantary","East Germany","","","","","3"
"Not at all","2009","middle vocational","West Germany","","","","","3"
"Not at all","2009","in school","West Germany","","","","","3"
"Not at all","2009","in school","East Germany","","","","","3"
"Not at all","2009","inadequately","West Germany","","","","","3"
"Not at all","2009","inadequately","East Germany","","","","","3"
"Not at all","2009","general elemantary","West Germany","","","","","3"
"Strong","2009","vocational + Abi","East Germany","","","","","1"
"Strong","2009","higher vocational","West Germany","","","","","1"
"Strong","2009","higher vocational","East Germany","","","","","1"
"Strong","2009","higher education","West Germany","","","","","1"
"Strong","2009","higher education","East Germany","","","","","1"
"Strong","2009","general elemantary","West Germany","","","","","1"
"Strong","2009","general elemantary","East Germany","","","","","1"
"Strong","2009","middle vocational","West Germany","","","","","1"
"Strong","2009","middle vocational","East Germany","","","","","1"
"Strong","2009","vocational + Abi","West Germany","","","","","1"
"Strong","2009","inadequately","West Germany","","","","","1"
"Strong","2009","in school","West Germany","","","","","1"
"Strong","2009","in school","East Germany","","","","","1"
"Strong","2009","inadequately","East Germany","","","","","1"
"A little","2010","higher vocational","West Germany","366","0.430073424295483","0.397800030774539","0.462346817816427","2"
"A little","2010","higher education","West Germany","906","0.345208219737993","0.32732460326178","0.363091836214206","2"
"A little","2010","higher vocational","East Germany","162","0.529012128638957","0.476643276607385","0.58138098067053","2"
"A little","2010","higher education","East Germany","521","0.464999904406276","0.435841195049926","0.494158613762627","2"
"A little","2010","vocational + Abi","East Germany","52","0.316238199978466","0.240810434006554","0.391665965950378","2"
"A little","2010","general elemantary","East Germany","70","0.316843702311738","0.255225558508908","0.378461846114568","2"
"A little","2010","middle vocational","East Germany","944","0.451151012476495","0.43031976789761","0.47198225705538","2"
"A little","2010","middle vocational","West Germany","2310","0.389444883237747","0.377235054015519","0.401654712459975","2"
"A little","2010","vocational + Abi","West Germany","243","0.348213250003768","0.315138669818454","0.381287830189083","2"
"A little","2010","general elemantary","West Germany","528","0.380883552868328","0.355545871837183","0.406221233899472","2"
"A little","2010","inadequately","East Germany","3","","","","2"
"A little","2010","in school","West Germany","30","0.13095125925279","0.088360392675451","0.17354212583013","2"
"A little","2010","inadequately","West Germany","51","0.4162380833112","0.330507650423174","0.501968516199227","2"
"A little","2010","in school","East Germany","4","","","","2"
"Not at all","2010","higher vocational","East Germany","114","0.295004135749366","0.247158457608003","0.342849813890729","3"
"Not at all","2010","higher vocational","West Germany","410","0.4137363263692","0.381631361776701","0.445841290961699","3"
"Not at all","2010","higher education","East Germany","448","0.352854912264385","0.324918936272761","0.380790888256009","3"
"Not at all","2010","higher education","West Germany","1601","0.56711938280863","0.548482018717477","0.585756746899784","3"
"Not at all","2010","general elemantary","East Germany","89","0.401956390182142","0.337020928987908","0.466891851376375","3"
"Not at all","2010","middle vocational","West Germany","2855","0.433790439419831","0.421380983576601","0.446199895263061","3"
"Not at all","2010","middle vocational","East Germany","877","0.361243355300274","0.34113412419353","0.381352586407019","3"
"Not at all","2010","vocational + Abi","West Germany","474","0.537338974193697","0.502723159327741","0.571954789059654","3"
"Not at all","2010","vocational + Abi","East Germany","83","0.545667216288781","0.4649023214252","0.626432111152362","3"
"Not at all","2010","in school","West Germany","211","0.86904874074721","0.82645787416987","0.911639607324549","3"
"Not at all","2010","in school","East Germany","25","","","","3"
"Not at all","2010","inadequately","West Germany","36","0.223801237981629","0.151313600460867","0.296288875502392","3"
"Not at all","2010","inadequately","East Germany","8","","","","3"
"Not at all","2010","general elemantary","West Germany","532","0.349845309171233","0.324960692115368","0.374729926227099","3"
"Strong","2010","higher education","East Germany","155","0.182145183329338","0.159581401654591","0.204708965004086","1"
"Strong","2010","vocational + Abi","East Germany","11","","","","1"
"Strong","2010","higher vocational","West Germany","128","0.156190249335317","0.132524889919469","0.179855608751165","1"
"Strong","2010","higher vocational","East Germany","73","0.175983735611677","0.136031642644837","0.215935828578517","1"
"Strong","2010","higher education","West Germany","208","0.0876723974533767","0.0770341516003738","0.0983106433063795","1"
"Strong","2010","general elemantary","West Germany","351","0.269271137960439","0.246126114910182","0.292416161010696","1"
"Strong","2010","vocational + Abi","West Germany","80","0.114447775802534","0.0923458713102806","0.136549680294788","1"
"Strong","2010","general elemantary","East Germany","60","0.28119990750612","0.221655951856125","0.340743863156116","1"
"Strong","2010","middle vocational","West Germany","962","0.176764677342422","0.167212906570148","0.186316448114695","1"
"Strong","2010","middle vocational","East Germany","371","0.187605632223231","0.171262541021818","0.203948723424643","1"
"Strong","2010","in school","West Germany","","","","","1"
"Strong","2010","inadequately","West Germany","40","0.35996067870717","0.276481707238761","0.44343965017558","1"
"Strong","2010","inadequately","East Germany","1","","","","1"
"Strong","2010","in school","East Germany","","","","","1"
"A little","2011","higher education","West Germany","","","","","2"
"A little","2011","higher vocational","East Germany","","","","","2"
"A little","2011","higher education","East Germany","","","","","2"
"A little","2011","higher vocational","West Germany","","","","","2"
"A little","2011","vocational + Abi","East Germany","","","","","2"
"A little","2011","general elemantary","East Germany","","","","","2"
"A little","2011","middle vocational","East Germany","","","","","2"
"A little","2011","middle vocational","West Germany","","","","","2"
"A little","2011","vocational + Abi","West Germany","","","","","2"
"A little","2011","general elemantary","West Germany","","","","","2"
"A little","2011","in school","West Germany","","","","","2"
"A little","2011","inadequately","West Germany","","","","","2"
"A little","2011","in school","East Germany","","","","","2"
"A little","2011","inadequately","East Germany","","","","","2"
"Not at all","2011","higher education","West Germany","","","","","3"
"Not at all","2011","higher vocational","West Germany","","","","","3"
"Not at all","2011","higher vocational","East Germany","","","","","3"
