"ple0005","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"A little","2002","Single parent ","no migration background","275","0.30823067514017","0.278616937002914","0.337844413277425"
"A little","2002","Single parent ","direct migration background","39","0.235164831132086","0.165410041964186","0.304919620299986"
"A little","2002","Single parent ","indirect migration background","16","","",""
"A little","2002","Couple + C. LE 16 ","no migration background","1096","0.295028465826506","0.280575728077904","0.309481203575108"
"A little","2002","Couple + C. LE 16 ","direct migration background","188","0.315708559074038","0.282377315131594","0.349039803016483"
"A little","2002","Couple + C. LE 16 ","indirect migration background","47","0.293662535416286","0.224587638011915","0.362737432820658"
"A little","2002","Couple + C. GT 16 ","no migration background","1090","0.327030241949631","0.31114413728686","0.342916346612402"
"A little","2002","Couple + C. GT 16 ","direct migration background","170","0.359214531299718","0.314436801435755","0.40399226116368"
"A little","2002","Couple + C. GT 16 ","indirect migration background","31","0.229797534701857","0.171492208695644","0.28810286070807"
"A little","2002","Couple + C. LE and GT 16","no migration background","436","0.286366655566527","0.263648018439768","0.309085292693285"
"A little","2002","Couple + C. LE and GT 16","direct migration background","98","0.295764616778137","0.244206520580102","0.347322712976172"
"A little","2002","Couple + C. LE and GT 16","indirect migration background","19","","",""
"Not at all","2002","1-pers.-HH","no migration background","1184","0.410692556733926","0.392073911214933","0.429311202252919"
"Not at all","2002","1-pers.-HH","direct migration background","102","0.383775940283608","0.322378853152312","0.445173027414904"
"Not at all","2002","1-pers.-HH","indirect migration background","69","0.709743061303428","0.617988841403091","0.801497281203764"
"Not at all","2002","(Married) couple without C. ","no migration background","2571","0.354042621415843","0.342483364458984","0.365601878372702"
"Not at all","2002","(Married) couple without C. ","direct migration background","275","0.321246075831466","0.288518050182558","0.353974101480373"
"Not at all","2002","(Married) couple without C. ","indirect migration background","70","0.593932517586435","0.498156877690143","0.689708157482727"
"Not at all","2002","Single parent ","no migration background","567","0.591723562522829","0.56020174556452","0.623245379481139"
"Not at all","2002","Single parent ","direct migration background","87","0.655185067629623","0.577008077335027","0.733362057924218"
"Not at all","2002","Single parent ","indirect migration background","37","0.593125184486393","0.46329659666257","0.722953772310216"
"Not at all","2002","Couple + C. LE 16 ","no migration background","2554","0.653662422891572","0.638583895190932","0.668740950592212"
"Not at all","2002","Couple + C. LE 16 ","direct migration background","529","0.642156589379799","0.607780634232698","0.676532544526899"
"Not at all","2002","Couple + C. LE 16 ","indirect migration background","117","0.698274844438471","0.628658884865099","0.767890804011843"
"Not at all","2002","Couple + C. GT 16 ","no migration background","1954","0.560014461070848","0.543205359179466","0.576823562962229"
"Not at all","2002","Couple + C. GT 16 ","direct migration background","212","0.512646972359652","0.465996093602985","0.559297851116319"
"Not at all","2002","Couple + C. GT 16 ","indirect migration background","161","0.721298674722546","0.659160258866878","0.783437090578215"
"Not at all","2002","Couple + C. LE and GT 16","no migration background","1009","0.660770639865803","0.636977291164042","0.684563988567564"
"Not at all","2002","Couple + C. LE and GT 16","direct migration background","182","0.623015843557259","0.568266875467732","0.677764811646785"
"Not at all","2002","Couple + C. LE and GT 16","indirect migration background","106","0.771651618478723","0.699214220695856","0.84408901626159"
"Strong","2003","1-pers.-HH","no migration background","","","",""
"Strong","2003","1-pers.-HH","direct migration background","","","",""
"Strong","2003","1-pers.-HH","indirect migration background","","","",""
"Strong","2003","(Married) couple without C. ","no migration background","","","",""
"Strong","2003","(Married) couple without C. ","direct migration background","","","",""
"Strong","2003","(Married) couple without C. ","indirect migration background","","","",""
"Strong","2003","Single parent ","no migration background","","","",""
"Strong","2003","Single parent ","direct migration background","","","",""
"Strong","2003","Single parent ","indirect migration background","","","",""
"Strong","2003","Couple + C. LE 16 ","no migration background","","","",""
"Strong","2003","Couple + C. LE 16 ","direct migration background","","","",""
"Strong","2003","Couple + C. LE 16 ","indirect migration background","","","",""
"Strong","2003","Couple + C. GT 16 ","no migration background","","","",""
"Strong","2003","Couple + C. GT 16 ","direct migration background","","","",""
"Strong","2003","Couple + C. GT 16 ","indirect migration background","","","",""
"Strong","2003","Couple + C. LE and GT 16","no migration background","","","",""
"Strong","2003","Couple + C. LE and GT 16","direct migration background","","","",""
"Strong","2003","Couple + C. LE and GT 16","indirect migration background","","","",""
"A little","2003","1-pers.-HH","no migration background","","","",""
"A little","2003","1-pers.-HH","direct migration background","","","",""
"A little","2003","1-pers.-HH","indirect migration background","","","",""
"A little","2003","(Married) couple without C. ","no migration background","","","",""
"A little","2003","(Married) couple without C. ","direct migration background","","","",""
"A little","2003","(Married) couple without C. ","indirect migration background","","","",""
"A little","2003","Single parent ","no migration background","","","",""
"A little","2003","Single parent ","direct migration background","","","",""
"A little","2003","Single parent ","indirect migration background","","","",""
"A little","2003","Couple + C. LE 16 ","no migration background","","","",""
"A little","2003","Couple + C. LE 16 ","direct migration background","","","",""
"A little","2003","Couple + C. LE 16 ","indirect migration background","","","",""
"A little","2003","Couple + C. GT 16 ","no migration background","","","",""
"A little","2003","Couple + C. GT 16 ","direct migration background","","","",""
"A little","2003","Couple + C. GT 16 ","indirect migration background","","","",""
"A little","2003","Couple + C. LE and GT 16","no migration background","","","",""
"A little","2003","Couple + C. LE and GT 16","direct migration background","","","",""
"A little","2003","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not at all","2003","1-pers.-HH","no migration background","","","",""
"Not at all","2003","1-pers.-HH","direct migration background","","","",""
"Not at all","2003","1-pers.-HH","indirect migration background","","","",""
"Not at all","2003","(Married) couple without C. ","no migration background","","","",""
"Not at all","2003","(Married) couple without C. ","direct migration background","","","",""
"Not at all","2003","(Married) couple without C. ","indirect migration background","","","",""
"Not at all","2003","Single parent ","no migration background","","","",""
"Not at all","2003","Single parent ","direct migration background","","","",""
"Not at all","2003","Single parent ","indirect migration background","","","",""
"Not at all","2003","Couple + C. LE 16 ","no migration background","","","",""
"Not at all","2003","Couple + C. LE 16 ","direct migration background","","","",""
"Not at all","2003","Couple + C. LE 16 ","indirect migration background","","","",""
"Not at all","2003","Couple + C. GT 16 ","no migration background","","","",""
"Not at all","2003","Couple + C. GT 16 ","direct migration background","","","",""
"Not at all","2003","Couple + C. GT 16 ","indirect migration background","","","",""
"Not at all","2003","Couple + C. LE and GT 16","no migration background","","","",""
"Not at all","2003","Couple + C. LE and GT 16","direct migration background","","","",""
"Not at all","2003","Couple + C. LE and GT 16","indirect migration background","","","",""
"Strong","2004","1-pers.-HH","no migration background","586","0.249658290055066","0.23307900456365","0.266237575546481"
"Strong","2004","1-pers.-HH","direct migration background","53","0.234553074799271","0.178434822106876","0.290671327491666"
"Strong","2004","1-pers.-HH","indirect migration background","3","","",""
"Strong","2004","(Married) couple without C. ","no migration background","1248","0.225560722577289","0.215324308308416","0.235797136846163"
"Strong","2004","(Married) couple without C. ","direct migration background","169","0.247857163542259","0.2166639525146","0.279050374569918"
"Strong","2004","(Married) couple without C. ","indirect migration background","7","","",""
"Strong","2004","Single parent ","no migration background","88","0.11081242363731","0.0901316216886053","0.131493225586014"
"Strong","2004","Single parent ","direct migration background","22","","",""
"Strong","2004","Single parent ","indirect migration background","1","","",""
"Strong","2004","Couple + C. LE 16 ","no migration background","127","0.0444914387656632","0.0374331547007314","0.0515497228305951"
"Strong","2004","Couple + C. LE 16 ","direct migration background","24","","",""
"Strong","2004","Couple + C. LE 16 ","indirect migration background","3","","",""
"Strong","2004","Couple + C. GT 16 ","no migration background","273","0.0983113191685987","0.0881468533379217","0.108475784999276"
"Strong","2004","Couple + C. GT 16 ","direct migration background","50","0.128379158846211","0.0966137567316435","0.160144560960779"
"Strong","2004","Couple + C. GT 16 ","indirect migration background","4","","",""
"Strong","2004","Couple + C. LE and GT 16","no migration background","56","0.0436979513851165","0.032777171776486","0.0546187309937471"
"Strong","2004","Couple + C. LE and GT 16","direct migration background","24","","",""
"Strong","2004","Couple + C. LE and GT 16","indirect migration background","3","","",""
"A little","2004","1-pers.-HH","no migration background","892","0.346729131519108","0.328498358590333","0.364959904447882"
"A little","2004","1-pers.-HH","direct migration background","70","0.343185039193693","0.280305156137882","0.406064922249504"
"A little","2004","1-pers.-HH","indirect migration background","15","","",""
"A little","2004","(Married) couple without C. ","no migration background","2646","0.422102128280116","0.410005711335181","0.434198545225051"
"A little","2004","(Married) couple without C. ","direct migration background","306","0.414737856237361","0.379144311604948","0.450331400869774"
"A little","2004","(Married) couple without C. ","indirect migration background","22","","",""
"A little","2004","Single parent ","no migration background","253","0.295876221336307","0.265804658933051","0.325947783739563"
"A little","2004","Single parent ","direct migration background","35","0.250967490371633","0.177829962874094","0.324105017869173"
"A little","2004","Single parent ","indirect migration background","11","","",""
"A little","2004","Couple + C. LE 16 ","no migration background","938","0.302036720707175","0.286318992420867","0.317754448993482"
"A little","2004","Couple + C. LE 16 ","direct migration background","174","0.297436790666715","0.260889860780278","0.333983720553151"
"A little","2004","Couple + C. LE 16 ","indirect migration background","52","0.299785117224941","0.232666611603578","0.366903622846304"
"A little","2004","Couple + C. GT 16 ","no migration background","1118","0.339032549626004","0.322871661500808","0.355193437751199"
"A little","2004","Couple + C. GT 16 ","direct migration background","165","0.381835994489292","0.335700669852259","0.427971319126325"
"A little","2004","Couple + C. GT 16 ","indirect migration background","30","0.166310526478803","0.11391318478382","0.218707868173785"
"A little","2004","Couple + C. LE and GT 16","no migration background","360","0.2893417054442","0.26511683326387","0.31356657762453"
"A little","2004","Couple + C. LE and GT 16","direct migration background","101","0.370735498411764","0.316529559180576","0.424941437642951"
"A little","2004","Couple + C. LE and GT 16","indirect migration background","22","","",""
"Not at all","2004","1-pers.-HH","no migration background","1140","0.403612578425827","0.384818983855619","0.422406172996034"
"Not at all","2004","1-pers.-HH","direct migration background","96","0.422261886007036","0.356846111931607","0.487677660082465"
"Not at all","2004","1-pers.-HH","indirect migration background","67","0.707418480214562","0.610702046451931","0.804134913977192"
"Not at all","2004","(Married) couple without C. ","no migration background","2510","0.352337149142594","0.340637411019152","0.364036887266037"
"Not at all","2004","(Married) couple without C. ","direct migration background","261","0.33740498022038","0.303245676336843","0.371564284103917"
"Not at all","2004","(Married) couple without C. ","indirect migration background","85","0.709878554002649","0.626572299259809","0.79318480874549"
"Not at all","2004","Single parent ","no migration background","544","0.593311355026383","0.560948352352399","0.625674357700367"
"Not at all","2004","Single parent ","direct migration background","78","0.578680799481235","0.495388209077432","0.661973389885039"
"Not at all","2004","Single parent ","indirect migration background","63","0.771547480554638","0.676531476057689","0.866563485051586"
"Not at all","2004","Couple + C. LE 16 ","no migration background","2213","0.653471840527162","0.637181644095552","0.669762036958773"
"Not at all","2004","Couple + C. LE 16 ","direct migration background","403","0.654859188892137","0.616850492408025","0.692867885376249"
"Not at all","2004","Couple + C. LE 16 ","indirect migration background","124","0.688907574879148","0.621089294450148","0.756725855308148"
"Not at all","2004","Couple + C. GT 16 ","no migration background","1905","0.562656131205397","0.545721040052194","0.5795912223586"
"Not at all","2004","Couple + C. GT 16 ","direct migration background","211","0.489784846664497","0.442314474105155","0.537255219223839"
"Not at all","2004","Couple + C. GT 16 ","indirect migration background","160","0.825587884089384","0.7721908411647","0.878984927014067"
"Not at all","2004","Couple + C. LE and GT 16","no migration background","930","0.666960343170683","0.641782209073755","0.692138477267612"
"Not at all","2004","Couple + C. LE and GT 16","direct migration background","180","0.538428555838129","0.482480927638243","0.594376184038015"
"Not at all","2004","Couple + C. LE and GT 16","indirect migration background","113","0.756411603081522","0.684794633942643","0.8280285722204"
"Strong","2005","1-pers.-HH","no migration background","","","",""
"Strong","2005","1-pers.-HH","direct migration background","","","",""
"Strong","2005","1-pers.-HH","indirect migration background","","","",""
"Strong","2005","(Married) couple without C. ","no migration background","","","",""
"Strong","2005","(Married) couple without C. ","direct migration background","","","",""
"Strong","2005","(Married) couple without C. ","indirect migration background","","","",""
"Strong","2005","Single parent ","no migration background","","","",""
"Strong","2005","Single parent ","direct migration background","","","",""
"Strong","2005","Single parent ","indirect migration background","","","",""
"Strong","2005","Couple + C. LE 16 ","no migration background","","","",""
"Strong","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Strong","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Strong","2005","Couple + C. GT 16 ","no migration background","","","",""
"Strong","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Strong","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Strong","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Strong","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Strong","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"A little","2005","1-pers.-HH","no migration background","","","",""
"A little","2005","1-pers.-HH","direct migration background","","","",""
"A little","2005","1-pers.-HH","indirect migration background","","","",""
"A little","2005","(Married) couple without C. ","no migration background","","","",""
"A little","2005","(Married) couple without C. ","direct migration background","","","",""
"A little","2005","(Married) couple without C. ","indirect migration background","","","",""
"A little","2005","Single parent ","no migration background","","","",""
"A little","2005","Single parent ","direct migration background","","","",""
"A little","2005","Single parent ","indirect migration background","","","",""
"A little","2005","Couple + C. LE 16 ","no migration background","","","",""
"A little","2005","Couple + C. LE 16 ","direct migration background","","","",""
"A little","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"A little","2005","Couple + C. GT 16 ","no migration background","","","",""
"A little","2005","Couple + C. GT 16 ","direct migration background","","","",""
"A little","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"A little","2005","Couple + C. LE and GT 16","no migration background","","","",""
"A little","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"A little","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not at all","2005","1-pers.-HH","no migration background","","","",""
"Not at all","2005","1-pers.-HH","direct migration background","","","",""
"Not at all","2005","1-pers.-HH","indirect migration background","","","",""
"Not at all","2005","(Married) couple without C. ","no migration background","","","",""
"Not at all","2005","(Married) couple without C. ","direct migration background","","","",""
"Not at all","2005","(Married) couple without C. ","indirect migration background","","","",""
"Not at all","2005","Single parent ","no migration background","","","",""
"Not at all","2005","Single parent ","direct migration background","","","",""
"Not at all","2005","Single parent ","indirect migration background","","","",""
"Not at all","2005","Couple + C. LE 16 ","no migration background","","","",""
"Not at all","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Not at all","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Not at all","2005","Couple + C. GT 16 ","no migration background","","","",""
"Not at all","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Not at all","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Not at all","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Not at all","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Not at all","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Strong","2006","1-pers.-HH","no migration background","685","0.242864258585132","0.227540057150924","0.25818846001934"
"Strong","2006","1-pers.-HH","direct migration background","61","0.244902765810467","0.189567451228243","0.300238080392692"
"Strong","2006","1-pers.-HH","indirect migration background","6","","",""
"Strong","2006","(Married) couple without C. ","no migration background","1378","0.21523615842008","0.205610440377846","0.224861876462313"
"Strong","2006","(Married) couple without C. ","direct migration background","187","0.264629829433873","0.232910347374817","0.296349311492928"
"Strong","2006","(Married) couple without C. ","indirect migration background","11","","",""
"Strong","2006","Single parent ","no migration background","96","0.083004376996599","0.0654607083186434","0.100548045674554"
"Strong","2006","Single parent ","direct migration background","32","0.191275601354786","0.126125644261917","0.256425558447655"
"Strong","2006","Single parent ","indirect migration background","4","","",""
"Strong","2006","Couple + C. LE 16 ","no migration background","132","0.043388012960206","0.0363138021887508","0.0504622237316612"
"Strong","2006","Couple + C. LE 16 ","direct migration background","27","","",""
"Strong","2006","Couple + C. LE 16 ","indirect migration background","11","","",""
"Strong","2006","Couple + C. GT 16 ","no migration background","268","0.0978693474009864","0.0874414086988424","0.108297286103131"
"Strong","2006","Couple + C. GT 16 ","direct migration background","46","0.122210103739545","0.0882823253372627","0.156137882141828"
"Strong","2006","Couple + C. GT 16 ","indirect migration background","7","","",""
"Strong","2006","Couple + C. LE and GT 16","no migration background","64","0.0534291579071227","0.0403111814855404","0.0665471343287049"
"Strong","2006","Couple + C. LE and GT 16","direct migration background","22","","",""
"Strong","2006","Couple + C. LE and GT 16","indirect migration background","1","","",""
"A little","2006","1-pers.-HH","no migration background","1041","0.353227714928525","0.336146755474346","0.370308674382704"
"A little","2006","1-pers.-HH","direct migration background","80","0.339296058884671","0.278370860105559","0.400221257663782"
"A little","2006","1-pers.-HH","indirect migration background","14","","",""
"A little","2006","(Married) couple without C. ","no migration background","2912","0.419150133183933","0.407593727501619","0.430706538866247"
"A little","2006","(Married) couple without C. ","direct migration background","307","0.400492831699719","0.365259943324604","0.435725720074834"
"A little","2006","(Married) couple without C. ","indirect migration background","29","","",""
"A little","2006","Single parent ","no migration background","303","0.356800132163696","0.326337195683409","0.387263068643982"
"A little","2006","Single parent ","direct migration background","32","0.217821541650658","0.14944810451571","0.286194978785605"
"A little","2006","Single parent ","indirect migration background","13","","",""
"A little","2006","Couple + C. LE 16 ","no migration background","910","0.302178763513272","0.286233589389134","0.318123937637409"
"A little","2006","Couple + C. LE 16 ","direct migration background","151","0.291431302778432","0.253384611727734","0.32947799382913"
"A little","2006","Couple + C. LE 16 ","indirect migration background","45","0.275196610998008","0.211355444363892","0.339037777632125"
"A little","2006","Couple + C. GT 16 ","no migration background","1066","0.318735424023332","0.30238182014397","0.335089027902693"
"A little","2006","Couple + C. GT 16 ","direct migration background","141","0.36924390234236","0.31925265505482","0.4192351496299"
"A little","2006","Couple + C. GT 16 ","indirect migration background","29","","",""
"A little","2006","Couple + C. LE and GT 16","no migration background","331","0.324862765514526","0.297544877598397","0.352180653430655"
"A little","2006","Couple + C. LE and GT 16","direct migration background","88","0.357144113065653","0.298901617186257","0.41538660894505"
"A little","2006","Couple + C. LE and GT 16","indirect migration background","13","","",""
"Not at all","2006","1-pers.-HH","no migration background","1282","0.403908026486343","0.386372974658149","0.421443078314537"
"Not at all","2006","1-pers.-HH","direct migration background","91","0.415801175304862","0.352381021005262","0.479221329604463"
"Not at all","2006","1-pers.-HH","indirect migration background","84","0.773857855240438","0.693458461775586","0.85425724870529"
"Not at all","2006","(Married) couple without C. ","no migration background","2713","0.365613708395988","0.354334096466337","0.376893320325638"
"Not at all","2006","(Married) couple without C. ","direct migration background","249","0.334877338866408","0.300942371456465","0.368812306276351"
"Not at all","2006","(Married) couple without C. ","indirect migration background","87","0.622769424460491","0.538472192364066","0.707066656556916"
"Not at all","2006","Single parent ","no migration background","551","0.560195490839705","0.528631934402607","0.591759047276804"
"Not at all","2006","Single parent ","direct migration background","76","0.590902856994556","0.509459560965792","0.672346153023321"
"Not at all","2006","Single parent ","indirect migration background","60","0.768179697018031","0.67392350822464","0.862435885811423"
"Not at all","2006","Couple + C. LE 16 ","no migration background","2144","0.654433223526522","0.637920303951958","0.670946143101086"
"Not at all","2006","Couple + C. LE 16 ","direct migration background","370","0.650584165319607","0.610665055579296","0.690503275059918"
"Not at all","2006","Couple + C. LE 16 ","indirect migration background","132","0.675944308358879","0.609043024671142","0.742845592046615"
"Not at all","2006","Couple + C. GT 16 ","no migration background","1785","0.583395228575682","0.566093720496417","0.600696736654946"
"Not at all","2006","Couple + C. GT 16 ","direct migration background","171","0.508545993918094","0.456759902193041","0.560332085643148"
"Not at all","2006","Couple + C. GT 16 ","indirect migration background","153","0.76825580304566","0.708100412931964","0.828411193159356"
"Not at all","2006","Couple + C. LE and GT 16","no migration background","734","0.621708076578351","0.593419707521177","0.649996445635525"
"Not at all","2006","Couple + C. LE and GT 16","direct migration background","150","0.54753036113802","0.487029683131093","0.608031039144947"
"Not at all","2006","Couple + C. LE and GT 16","indirect migration background","90","0.894784954249115","0.83581515056414","0.953754757934089"
"Strong","2007","1-pers.-HH","no migration background","","","",""
"Strong","2007","1-pers.-HH","direct migration background","","","",""
"Strong","2007","1-pers.-HH","indirect migration background","","","",""
"Strong","2007","(Married) couple without C. ","no migration background","","","",""
"Strong","2007","(Married) couple without C. ","direct migration background","","","",""
"Strong","2007","(Married) couple without C. ","indirect migration background","","","",""
"Strong","2007","Single parent ","no migration background","","","",""
"Strong","2007","Single parent ","direct migration background","","","",""
"Strong","2007","Single parent ","indirect migration background","","","",""
"Strong","2007","Couple + C. LE 16 ","no migration background","","","",""
"Strong","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Strong","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Strong","2007","Couple + C. GT 16 ","no migration background","","","",""
"Strong","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Strong","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Strong","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Strong","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Strong","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"A little","2007","1-pers.-HH","no migration background","","","",""
"A little","2007","1-pers.-HH","direct migration background","","","",""
"A little","2007","1-pers.-HH","indirect migration background","","","",""
"A little","2007","(Married) couple without C. ","no migration background","","","",""
"A little","2007","(Married) couple without C. ","direct migration background","","","",""
"A little","2007","(Married) couple without C. ","indirect migration background","","","",""
"A little","2007","Single parent ","no migration background","","","",""
"A little","2007","Single parent ","direct migration background","","","",""
"A little","2007","Single parent ","indirect migration background","","","",""
"A little","2007","Couple + C. LE 16 ","no migration background","","","",""
"A little","2007","Couple + C. LE 16 ","direct migration background","","","",""
"A little","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"A little","2007","Couple + C. GT 16 ","no migration background","","","",""
"A little","2007","Couple + C. GT 16 ","direct migration background","","","",""
"A little","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"A little","2007","Couple + C. LE and GT 16","no migration background","","","",""
"A little","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"A little","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not at all","2007","1-pers.-HH","no migration background","","","",""
"Not at all","2007","1-pers.-HH","direct migration background","","","",""
"Not at all","2007","1-pers.-HH","indirect migration background","","","",""
"Not at all","2007","(Married) couple without C. ","no migration background","","","",""
"Not at all","2007","(Married) couple without C. ","direct migration background","","","",""
"Not at all","2007","(Married) couple without C. ","indirect migration background","","","",""
"Not at all","2007","Single parent ","no migration background","","","",""
"Not at all","2007","Single parent ","direct migration background","","","",""
"Not at all","2007","Single parent ","indirect migration background","","","",""
"Not at all","2007","Couple + C. LE 16 ","no migration background","","","",""
"Not at all","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Not at all","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Not at all","2007","Couple + C. GT 16 ","no migration background","","","",""
"Not at all","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Not at all","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Not at all","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Not at all","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Not at all","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Strong","2008","1-pers.-HH","no migration background","629","0.241038781482347","0.225064571937632","0.257012991027062"
"Strong","2008","1-pers.-HH","direct migration background","59","0.304264319886799","0.241127797202224","0.367400842571375"
"Strong","2008","1-pers.-HH","indirect migration background","4","","",""
"Strong","2008","(Married) couple without C. ","no migration background","1219","0.204077948770527","0.194145618898863","0.214010278642191"
"Strong","2008","(Married) couple without C. ","direct migration background","158","0.244642016461383","0.210331174875131","0.278952858047634"
"Strong","2008","(Married) couple without C. ","indirect migration background","11","","",""
"Strong","2008","Single parent ","no migration background","85","0.0806925703010234","0.0627787271311306","0.0986064134709162"
"Strong","2008","Single parent ","direct migration background","18","","",""
"Strong","2008","Single parent ","indirect migration background","3","","",""
"Strong","2008","Couple + C. LE 16 ","no migration background","112","0.0570694026725232","0.0481389778242395","0.0659998275208069"
"Strong","2008","Couple + C. LE 16 ","direct migration background","26","","",""
"Strong","2008","Couple + C. LE 16 ","indirect migration background","9","","",""
"Strong","2008","Couple + C. GT 16 ","no migration background","239","0.0824256236448794","0.0723466378308181","0.0925046094589406"
"Strong","2008","Couple + C. GT 16 ","direct migration background","53","0.162206671494596","0.122372760633551","0.20204058235564"
"Strong","2008","Couple + C. GT 16 ","indirect migration background","6","","",""
"Strong","2008","Couple + C. LE and GT 16","no migration background","46","0.0377567355989828","0.0257056531870011","0.0498078180109645"
"Strong","2008","Couple + C. LE and GT 16","direct migration background","11","","",""
"Strong","2008","Couple + C. LE and GT 16","indirect migration background","2","","",""
"A little","2008","1-pers.-HH","no migration background","963","0.3514044680175","0.333574246493038","0.369234689541963"
"A little","2008","1-pers.-HH","direct migration background","72","0.359741591472683","0.293883979566762","0.425599203378605"
"A little","2008","1-pers.-HH","indirect migration background","16","","",""
"A little","2008","(Married) couple without C. ","no migration background","2728","0.44419683870053","0.431951633588943","0.456442043812117"
"A little","2008","(Married) couple without C. ","direct migration background","253","0.435573586073519","0.39599831780357","0.475148854343467"
"A little","2008","(Married) couple without C. ","indirect migration background","37","0.297516510995265","0.220963653867547","0.374069368122984"
"A little","2008","Single parent ","no migration background","257","0.32013896439095","0.289454330090432","0.350823598691468"
"A little","2008","Single parent ","direct migration background","36","0.307399623213708","0.221945680176522","0.392853566250894"
"A little","2008","Single parent ","indirect migration background","17","","",""
"A little","2008","Couple + C. LE 16 ","no migration background","692","0.277177568642688","0.259945975033692","0.294409162251684"
"A little","2008","Couple + C. LE 16 ","direct migration background","101","0.253728561178051","0.212836730743496","0.294620391612606"
"A little","2008","Couple + C. LE 16 ","indirect migration background","40","0.218850358328745","0.159108334673881","0.27859238198361"
"A little","2008","Couple + C. GT 16 ","no migration background","972","0.3537509849065","0.336227767450493","0.371274202362507"
