"ple0005","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Couple + C. LE 16 ","East Germany","287","0.321764831871916","0.290740784588378","0.352788879155453","2"
"A little","2002","Couple + C. LE and GT 16","West Germany","402","0.270877325579465","0.248304424898583","0.293450226260347","2"
"A little","2002","1-pers.-HH","West Germany","756","0.350316498923487","0.330768545489198","0.369864452357776","2"
"A little","2002","1-pers.-HH","East Germany","280","0.391364823359142","0.3559362434002","0.426793403318085","2"
"A little","2002","(Married) couple without C. ","West Germany","2189","0.405472499164489","0.392666723976179","0.418278274352798","2"
"A little","2002","(Married) couple without C. ","East Germany","911","0.531605490743787","0.508623402252142","0.554587579235432","2"
"A little","2002","Single parent ","West Germany","239","0.297424059707096","0.266437052184277","0.328411067229915","2"
"A little","2002","Single parent ","East Germany","91","0.322205113170104","0.268877463753943","0.375532762586264","2"
"A little","2002","Couple + C. LE 16 ","West Germany","1044","0.294680630283592","0.280313383264895","0.309047877302289","2"
"A little","2002","Couple + C. GT 16 ","West Germany","898","0.323197593881331","0.306095657581017","0.340299530181645","2"
"A little","2002","Couple + C. GT 16 ","East Germany","393","0.337321230708861","0.309607144993489","0.365035316424233","2"
"A little","2002","Couple + C. LE and GT 16","East Germany","151","0.328980329354135","0.286137347047012","0.371823311661257","2"
"Not at all","2002","Couple + C. LE 16 ","East Germany","533","0.612023657456663","0.579662373756555","0.644384941156772","3"
"Not at all","2002","Couple + C. GT 16 ","West Germany","1696","0.559333376364628","0.541179443517285","0.577487309211972","3"
"Not at all","2002","Couple + C. LE and GT 16","West Germany","1007","0.667890878992743","0.643969076518545","0.691812681466941","3"
"Not at all","2002","Couple + C. LE and GT 16","East Germany","290","0.628399502177429","0.584335578842327","0.672463425512531","3"
"Not at all","2002","1-pers.-HH","West Germany","1069","0.42596354165382","0.405701834517284","0.446225248790355","3"
"Not at all","2002","1-pers.-HH","East Germany","286","0.37181280700585","0.33673026625576","0.40689534775594","3"
