"ple0005","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"A little","2002","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"A little","2002","Bavaria","West Germany","1083","0.349828715412155","0.333460010799148","0.366197420025162","2"
"A little","2002","Brandenburg","East Germany","422","0.447827910954093","0.416518203738727","0.479137618169459","2"
"A little","2002","Berlin","East Germany","143","0.367872559746291","0.318468963126592","0.417276156365989","2"
"A little","2002","Schleswig-Holstein","West Germany","213","0.332589499380746","0.298151776244106","0.367027222517386","2"
"A little","2002","Mecklenburg-Western Pomerania","East Germany","197","0.415044535960402","0.372530533668441","0.457558538252363","2"
"A little","2002","Saxony-Anhalt","West Germany","","","","","2"
"A little","2002","Schleswig-Holstein","East Germany","","","","","2"
"A little","2002","Hamburg","West Germany","81","0.252899573539472","0.205786899439849","0.300012247639094","2"
"A little","2002","Hamburg","East Germany","","","","","2"
"A little","2002","Lower Saxony","West Germany","695","0.376709403267891","0.355360591311424","0.398058215224359","2"
"A little","2002","Lower Saxony","East Germany","","","","","2"
"A little","2002","Brandenburg","West Germany","","","","","2"
"A little","2002","Bremen","East Germany","","","","","2"
"A little","2002","North Rhine-Westphalia","West Germany","1583","0.343252557311701","0.329919028239878","0.356586086383524","2"
"A little","2002","North Rhine-Westphalia","East Germany","","","","","2"
"A little","2002","Saxony","East Germany","626","0.402630339314379","0.378966732079492","0.426293946549266","2"
"A little","2002","Hesse","East Germany","","","","","2"
"A little","2002","Rhineland-Palatinate,Saarland","West Germany","422","0.324629213241873","0.299924860314204","0.349333566169542","2"
"A little","2002","Baden-Württemberg","West Germany","910","0.351026428814996","0.333341323544298","0.368711534085695","2"
"A little","2002","Baden-Württemberg","East Germany","","","","","2"
"A little","2002","Saxony","West Germany","","","","","2"
"A little","2002","Thuringia","West Germany","","","","","2"
"A little","2002","Thuringia","East Germany","391","0.412008332666918","0.381002100264083","0.443014565069752","2"
"A little","2002","Bremen","West Germany","47","0.346178451815147","0.275285237151587","0.417071666478706","2"
"A little","2002","Hesse","West Germany","516","0.320729537794338","0.298153259040093","0.343305816548583","2"
"A little","2002","Saxony-Anhalt","East Germany","399","0.41576571035096","0.384750118021644","0.446781302680277","2"
"A little","2002","Bavaria","East Germany","","","","","2"
"A little","2002","Berlin","West Germany","166","0.375763864424151","0.331790763543736","0.419736965304566","2"
"Not at all","2002","Bremen","West Germany","93","0.433421810000662","0.359578637561346","0.507264982439978","3"
"Not at all","2002","Schleswig-Holstein","East Germany","","","","","3"
"Not at all","2002","Lower Saxony","East Germany","","","","","3"
"Not at all","2002","Lower Saxony","West Germany","1010","0.465951493033323","0.443973607841905","0.487929378224742","3"
"Not at all","2002","Brandenburg","West Germany","","","","","3"
"Not at all","2002","Brandenburg","East Germany","388","0.378271939637948","0.347737602246671","0.408806277029224","3"
"Not at all","2002","Schleswig-Holstein","West Germany","418","0.517137358286969","0.480611670281627","0.55366304629231","3"
"Not at all","2002","Hesse","East Germany","","","","","3"
"Not at all","2002","Hamburg","West Germany","201","0.524867215556355","0.470741152770348","0.578993278342362","3"
"Not at all","2002","Hamburg","East Germany","","","","","3"
"Not at all","2002","Bremen","East Germany","","","","","3"
"Not at all","2002","North Rhine-Westphalia","West Germany","2696","0.503312100681044","0.489271053394778","0.51735314796731","3"
"Not at all","2002","North Rhine-Westphalia","East Germany","","","","","3"
"Not at all","2002","Hesse","West Germany","888","0.505236940257406","0.481054078337347","0.529419802177464","3"
"Not at all","2002","Rhineland-Palatinate,Saarland","West Germany","775","0.521212004885285","0.494855526650233","0.547568483120337","3"
