"ple0005","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Strong","2002","in school","8","","",""
"Strong","2002","inadequately","69","0.272172451305473","0.220040329337478","0.324304573273468"
"Strong","2002","general elemantary","602","0.244941736100552","0.229313935588942","0.260569536612162"
"Strong","2002","middle vocational","1639","0.159588908455205","0.152927585060088","0.166250231850321"
"Strong","2002","vocational + Abi","107","0.115426029165859","0.0971400575783946","0.133712000753324"
"Strong","2002","higher vocational","220","0.150194320461623","0.133436692624346","0.1669519482989"
"Strong","2002","higher education","360","0.101456338938468","0.0926851967771618","0.110227481099773"
"A little","2002","in school","65","0.123859849546575","0.0978033560461066","0.149916343047043"
"A little","2002","inadequately","100","0.329013028937298","0.273978827743578","0.384047230131019"
"A little","2002","general elemantary","976","0.350661651301167","0.333321379789275","0.36800192281306"
"A little","2002","middle vocational","4156","0.372101252044239","0.363309232340903","0.380893271747575"
"A little","2002","vocational + Abi","350","0.309922839333146","0.28345766842272","0.336388010243572"
"A little","2002","higher vocational","659","0.3857321486921","0.362899947495225","0.408564349888974"
"A little","2002","higher education","1547","0.353323038912566","0.339437055655323","0.367209022169809"
"Not at all","2002","in school","541","0.863626006597669","0.836480838186873","0.890771175008466"
"Not at all","2002","inadequately","111","0.398814519757229","0.341461168764898","0.45616787074956"
"Not at all","2002","general elemantary","1331","0.404396612598281","0.38656221007434","0.422231015122221"
"Not at all","2002","middle vocational","5816","0.468309839500556","0.459233531365619","0.477386147635494"
"Not at all","2002","vocational + Abi","716","0.574651131500995","0.54635846639395","0.602943796608039"
"Not at all","2002","higher vocational","867","0.464073530846277","0.440681282062713","0.487465779629841"
"Not at all","2002","higher education","2645","0.545220622148966","0.530755121039705","0.559686123258227"
"Strong","2003","in school","","","",""
"Strong","2003","inadequately","","","",""
"Strong","2003","general elemantary","","","",""
"Strong","2003","middle vocational","","","",""
"Strong","2003","vocational + Abi","","","",""
"Strong","2003","higher vocational","","","",""
"Strong","2003","higher education","","","",""
"A little","2003","in school","","","",""
"A little","2003","inadequately","","","",""
"A little","2003","general elemantary","","","",""
"A little","2003","middle vocational","","","",""
"A little","2003","vocational + Abi","","","",""
"A little","2003","higher vocational","","","",""
"A little","2003","higher education","","","",""
"Not at all","2003","in school","","","",""
"Not at all","2003","inadequately","","","",""
"Not at all","2003","general elemantary","","","",""
"Not at all","2003","middle vocational","","","",""
"Not at all","2003","vocational + Abi","","","",""
"Not at all","2003","higher vocational","","","",""
"Not at all","2003","higher education","","","",""
"Strong","2004","in school","4","","",""
"Strong","2004","inadequately","56","0.240727411458538","0.187837497099086","0.293617325817989"
"Strong","2004","general elemantary","539","0.248372460286715","0.231710006813418","0.265034913760011"
"Strong","2004","middle vocational","1563","0.16868275273509","0.161622270824415","0.175743234645765"
"Strong","2004","vocational + Abi","96","0.110440601884575","0.0924497936511417","0.128431410118009"
"Strong","2004","higher vocational","218","0.1729244439397","0.154637964753424","0.191210923125976"
"Strong","2004","higher education","376","0.111008555765289","0.101612532404976","0.120404579125601"
"A little","2004","in school","78","0.127736861782511","0.101815354229642","0.15365836933538"
"A little","2004","inadequately","101","0.417797075001994","0.356782847176528","0.47881130282746"
"A little","2004","general elemantary","878","0.342599984748852","0.324298159153279","0.360901810344426"
"A little","2004","middle vocational","3908","0.374301769880444","0.365177271193701","0.383426268567186"
"A little","2004","vocational + Abi","341","0.308300721651526","0.281794687832645","0.334806755470407"
"A little","2004","higher vocational","617","0.373325912331437","0.349937849840212","0.396713974822662"
"A little","2004","higher education","1444","0.339040184552777","0.324881262625842","0.353199106479712"
"Not at all","2004","in school","555","0.861915006964383","0.835124320781691","0.888705693147076"
"Not at all","2004","inadequately","94","0.341475513539469","0.28281079682414","0.400140230254797"
"Not at all","2004","general elemantary","1166","0.409027554964433","0.390067229548632","0.427987880380234"
"Not at all","2004","middle vocational","5335","0.457015477384466","0.447623116119675","0.466407838649258"
"Not at all","2004","vocational + Abi","729","0.581258676463898","0.552941075941796","0.609576276986001"
"Not at all","2004","higher vocational","808","0.453749643728862","0.429676471417803","0.477822816039922"
"Not at all","2004","higher education","2474","0.549951259681934","0.535071053572525","0.564831465791344"
"Strong","2005","in school","","","",""
"Strong","2005","inadequately","","","",""
"Strong","2005","general elemantary","","","",""
"Strong","2005","middle vocational","","","",""
"Strong","2005","vocational + Abi","","","",""
"Strong","2005","higher vocational","","","",""
"Strong","2005","higher education","","","",""
"A little","2005","in school","","","",""
"A little","2005","inadequately","","","",""
"A little","2005","general elemantary","","","",""
"A little","2005","middle vocational","","","",""
"A little","2005","vocational + Abi","","","",""
"A little","2005","higher vocational","","","",""
"A little","2005","higher education","","","",""
"Not at all","2005","in school","","","",""
"Not at all","2005","inadequately","","","",""
"Not at all","2005","general elemantary","","","",""
"Not at all","2005","middle vocational","","","",""
"Not at all","2005","vocational + Abi","","","",""
"Not at all","2005","higher vocational","","","",""
"Not at all","2005","higher education","","","",""
"Strong","2006","in school","7","","",""
"Strong","2006","inadequately","65","0.266300735699298","0.210143614357553","0.322457857041043"
"Strong","2006","general elemantary","578","0.256577082848151","0.239429576355669","0.273724589340633"
"Strong","2006","middle vocational","1724","0.167804242054817","0.160854889064934","0.174753595044699"
"Strong","2006","vocational + Abi","93","0.0866992612724777","0.0709027623862562","0.102495760158699"
"Strong","2006","higher vocational","230","0.15368244255672","0.13629681119474","0.1710680739187"
"Strong","2006","higher education","437","0.112309122866487","0.103168744314514","0.12144950141846"
"A little","2006","in school","40","0.094779326840649","0.065966432980054","0.123592220701244"
"A little","2006","inadequately","89","0.358536414584655","0.297609069828235","0.419463759341075"
"A little","2006","general elemantary","844","0.333901970003221","0.315385736994185","0.352418203012257"
"A little","2006","middle vocational","4056","0.37187605616567","0.362888286413716","0.380863825917623"
"A little","2006","vocational + Abi","380","0.327423957686538","0.301080537339719","0.353767378033356"
"A little","2006","higher vocational","641","0.386570692815665","0.363095542189551","0.410045843441779"
"A little","2006","higher education","1575","0.346330514427478","0.332556825467598","0.360104203387357"
"Not at all","2006","in school","350","0.88531083725936","0.85396629593402","0.9166553785847"
"Not at all","2006","inadequately","84","0.375162849716047","0.313651827121673","0.436673872310421"
"Not at all","2006","general elemantary","1070","0.409520947148628","0.390213965651821","0.428827928645435"
"Not at all","2006","middle vocational","5328","0.460319701779514","0.451050801303417","0.469588602255611"
"Not at all","2006","vocational + Abi","746","0.585876781040984","0.55822556902722","0.613527993054749"
"Not at all","2006","higher vocational","782","0.459746864627614","0.435721515892593","0.483772213362636"
"Not at all","2006","higher education","2572","0.541360362706035","0.526935728575801","0.55578499683627"
"Strong","2007","in school","","","",""
"Strong","2007","inadequately","","","",""
"Strong","2007","general elemantary","","","",""
"Strong","2007","middle vocational","","","",""
"Strong","2007","vocational + Abi","","","",""
"Strong","2007","higher vocational","","","",""
"Strong","2007","higher education","","","",""
"A little","2007","in school","","","",""
"A little","2007","inadequately","","","",""
"A little","2007","general elemantary","","","",""
"A little","2007","middle vocational","","","",""
"A little","2007","vocational + Abi","","","",""
"A little","2007","higher vocational","","","",""
"A little","2007","higher education","","","",""
"Not at all","2007","in school","","","",""
"Not at all","2007","inadequately","","","",""
"Not at all","2007","general elemantary","","","",""
"Not at all","2007","middle vocational","","","",""
