"ple0005","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Strong","2002","1-pers.-HH","626","0.226299290679557","0.211368303251573","0.241230278107541"
"Strong","2002","(Married) couple without C. ","1442","0.217467263048511","0.208104908074235","0.226829618022787"
"Strong","2002","Single parent ","110","0.0970757135084836","0.0798213973502953","0.114330029666672"
"Strong","2002","Couple + C. LE 16 ","208","0.0483895426459968","0.0422799803376146","0.054499104954379"
"Strong","2002","Couple + C. GT 16 ","373","0.11171716297494","0.101943827378792","0.121490498571088"
"Strong","2002","Couple + C. LE and GT 16","101","0.0579387286888194","0.0475719575226188","0.06830549985502"
"A little","2002","1-pers.-HH","1036","0.358397243194437","0.341286224065865","0.375508262323009"
"A little","2002","(Married) couple without C. ","3100","0.429792680660638","0.418557429044793","0.441027932276483"
"A little","2002","Single parent ","330","0.30270688150884","0.275931502615699","0.32948226040198"
"A little","2002","Couple + C. LE 16 ","1331","0.298779143424768","0.285747256949065","0.311811029900471"
"A little","2002","Couple + C. GT 16 ","1291","0.326333222140126","0.31178665764194","0.340879786638311"
"A little","2002","Couple + C. LE and GT 16","553","0.281157838378405","0.261209288778543","0.301106387978266"
"Not at all","2002","1-pers.-HH","1355","0.415303466126006","0.397719838683076","0.432887093568935"
"Not at all","2002","(Married) couple without C. ","2916","0.352740056290851","0.341895703017857","0.363584409563845"
"Not at all","2002","Single parent ","691","0.600217404982677","0.571668922867647","0.628765887097707"
"Not at all","2002","Couple + C. LE 16 ","3200","0.652831313929235","0.639277063718365","0.666385564140106"
"Not at all","2002","Couple + C. GT 16 ","2327","0.561949614884935","0.546556803445813","0.577342426324056"
"Not at all","2002","Couple + C. LE and GT 16","1297","0.660903432932776","0.639897104240206","0.681909761625345"
"Strong","2003","1-pers.-HH","","","",""
"Strong","2003","(Married) couple without C. ","","","",""
"Strong","2003","Single parent ","","","",""
"Strong","2003","Couple + C. LE 16 ","","","",""
"Strong","2003","Couple + C. GT 16 ","","","",""
"Strong","2003","Couple + C. LE and GT 16","","","",""
"A little","2003","1-pers.-HH","","","",""
"A little","2003","(Married) couple without C. ","","","",""
"A little","2003","Single parent ","","","",""
"A little","2003","Couple + C. LE 16 ","","","",""
"A little","2003","Couple + C. GT 16 ","","","",""
"A little","2003","Couple + C. LE and GT 16","","","",""
"Not at all","2003","1-pers.-HH","","","",""
"Not at all","2003","(Married) couple without C. ","","","",""
"Not at all","2003","Single parent ","","","",""
"Not at all","2003","Couple + C. LE 16 ","","","",""
"Not at all","2003","Couple + C. GT 16 ","","","",""
"Not at all","2003","Couple + C. LE and GT 16","","","",""
"Strong","2004","1-pers.-HH","642","0.243710568982397","0.22814413326075","0.259277004704043"
"Strong","2004","(Married) couple without C. ","1424","0.226158301142173","0.216531286195854","0.235785316088491"
"Strong","2004","Single parent ","111","0.112749644962083","0.0940160246494102","0.131483265274755"
"Strong","2004","Couple + C. LE 16 ","154","0.0437437957311128","0.0374510898265457","0.0500365016356799"
"Strong","2004","Couple + C. GT 16 ","327","0.0973299407823088","0.0880463818688668","0.106613499695751"
"Strong","2004","Couple + C. LE and GT 16","83","0.0520292299366703","0.0417380755612734","0.0623203843120672"
"A little","2004","1-pers.-HH","977","0.344174732583853","0.326948450700257","0.361401014467448"
"A little","2004","(Married) couple without C. ","2974","0.418883007599267","0.407529306037682","0.430236709160851"
"A little","2004","Single parent ","299","0.284896266615193","0.258161959474781","0.311630573755605"
"A little","2004","Couple + C. LE 16 ","1164","0.301148899290768","0.287034089289363","0.315263709292172"
"A little","2004","Couple + C. GT 16 ","1313","0.335084258458915","0.320300424715924","0.349868092201906"
"A little","2004","Couple + C. LE and GT 16","483","0.301454298140078","0.28018999899164","0.322718597288515"
"Not at all","2004","1-pers.-HH","1303","0.412114698433751","0.394267775907512","0.42996162095999"
"Not at all","2004","(Married) couple without C. ","2856","0.354958691258561","0.343947305267079","0.365970077250042"
"Not at all","2004","Single parent ","685","0.602354088422725","0.573366290613804","0.631341886231646"
"Not at all","2004","Couple + C. LE 16 ","2740","0.65510730497812","0.640482493088065","0.669732116868174"
"Not at all","2004","Couple + C. GT 16 ","2276","0.567585800758776","0.552069346560035","0.583102254957517"
"Not at all","2004","Couple + C. LE and GT 16","1223","0.646516471923252","0.624364249244559","0.668668694601945"
"Strong","2005","1-pers.-HH","","","",""
"Strong","2005","(Married) couple without C. ","","","",""
"Strong","2005","Single parent ","","","",""
"Strong","2005","Couple + C. LE 16 ","","","",""
"Strong","2005","Couple + C. GT 16 ","","","",""
"Strong","2005","Couple + C. LE and GT 16","","","",""
"A little","2005","1-pers.-HH","","","",""
"A little","2005","(Married) couple without C. ","","","",""
"A little","2005","Single parent ","","","",""
"A little","2005","Couple + C. LE 16 ","","","",""
"A little","2005","Couple + C. GT 16 ","","","",""
"A little","2005","Couple + C. LE and GT 16","","","",""
"Not at all","2005","1-pers.-HH","","","",""
"Not at all","2005","(Married) couple without C. ","","","",""
"Not at all","2005","Single parent ","","","",""
"Not at all","2005","Couple + C. LE 16 ","","","",""
"Not at all","2005","Couple + C. GT 16 ","","","",""
"Not at all","2005","Couple + C. LE and GT 16","","","",""
"Strong","2006","1-pers.-HH","752","0.237439665370783","0.223017558879246","0.251861771862321"
"Strong","2006","(Married) couple without C. ","1576","0.218892430628241","0.209758688198872","0.228026173057611"
"Strong","2006","Single parent ","132","0.0968452463059007","0.0798771584921792","0.113813334119622"
"Strong","2006","Couple + C. LE 16 ","170","0.0463042240305187","0.0397275013226609","0.0528809467383766"
"Strong","2006","Couple + C. GT 16 ","321","0.0966769260083621","0.0871108279348349","0.106243024081889"
"Strong","2006","Couple + C. LE and GT 16","87","0.0595563458296381","0.0475517208095126","0.0715609708497635"
"A little","2006","1-pers.-HH","1135","0.346237251331621","0.330111797812081","0.362362704851162"
"A little","2006","(Married) couple without C. ","3248","0.415113096903572","0.404228881415027","0.425997312392116"
"A little","2006","Single parent ","348","0.32425089763755","0.297394609036361","0.351107186238739"
"A little","2006","Couple + C. LE 16 ","1106","0.29886448678235","0.284538239769697","0.313190733795004"
"A little","2006","Couple + C. GT 16 ","1236","0.318768496037097","0.303683787634184","0.333853204440009"
"A little","2006","Couple + C. LE and GT 16","432","0.310881355520121","0.287403278355005","0.334359432685237"
"Not at all","2006","1-pers.-HH","1457","0.416323083297595","0.39961539126919","0.433030775326"
"Not at all","2006","(Married) couple without C. ","3049","0.365994472468187","0.355353979461349","0.376634965475025"
"Not at all","2006","Single parent ","687","0.578903856056549","0.550576469013122","0.607231243099977"
"Not at all","2006","Couple + C. LE 16 ","2646","0.654831289187131","0.639952255811426","0.669710322562835"
"Not at all","2006","Couple + C. GT 16 ","2109","0.584554577954541","0.568602348693684","0.600506807215399"
"Not at all","2006","Couple + C. LE and GT 16","974","0.629562298650241","0.605066300888199","0.654058296412283"
"Strong","2007","1-pers.-HH","","","",""
"Strong","2007","(Married) couple without C. ","","","",""
"Strong","2007","Single parent ","","","",""
"Strong","2007","Couple + C. LE 16 ","","","",""
"Strong","2007","Couple + C. GT 16 ","","","",""
"Strong","2007","Couple + C. LE and GT 16","","","",""
"A little","2007","1-pers.-HH","","","",""
"A little","2007","(Married) couple without C. ","","","",""
"A little","2007","Single parent ","","","",""
"A little","2007","Couple + C. LE 16 ","","","",""
"A little","2007","Couple + C. GT 16 ","","","",""
